ID,mask,file,task,hemisphere,label,beta
CBC_1001,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,0.154575151321393
CBC_1002,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,-0.00148021383304132
CBC_1003,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,0.287304040686396
CBC_1005,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,-0.465262127643538
CBC_1006,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,0.515448329038263
CBC_1007,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,0.60909202711495
CBC_1013,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,0.0263961576728235
CBC_1014,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,-0.578460537304496
CBC_1015,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,-0.336968032981064
CBC_1016,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,-0.2042828397368
CBC_1017,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,0.195670368899036
CBC_1019,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,0.293028885926596
CBC_1020,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,-0.31714795659303
CBC_1024,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,0.105937814052097
CBC_1027,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,0.0673238966641943
CBC_1029,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,0.345586567645733
CBC_1032,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,1.468815015764
CBC_1033,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,0.481439149386584
CBC_1036,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,0.438085164024925
CBC_1037,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,-0.161824878746049
CBC_1039,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,0.491482351175362
CBC_1040,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,-0.0397866394718177
CBC_1046,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,-0.245769078959262
CBC_1047,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,0.33166460416224
CBC_1049,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,0.235981604299219
CBC_1051,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,0.0341569988938564
CBC_1055,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,-0.43211744497753
CBC_1056,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,0.64115511639897
CBC_1057,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,-0.418039144395613
CBC_1058,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,-0.67983985046081
CBC_1062,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,0.444337787869626
CBC_1063,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,1.09706019338518
CBC_1065,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,0.522360052536087
CBC_1069,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,-0.00227860478653379
CBC_1072,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,-0.0036428366270091
CBC_1074,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,0.609871649578043
CBC_1075,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,0.156621661832589
CBC_1077,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,0.896626628296515
CBC_1080,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,-0.471352671845239
CBC_1083,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,0.405555072102125
CBC_1084,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,0.105749675865321
CBC_1086,AC,SPE_AC_cluster4_30_15_59_roi.mat,AV,right,middle frontal gyurs,-0.279818372249649
