ID,session,mod2Type,fit_percModel,fit_respModel,fit_startBelief,fit_alpha1,fit_nonDecisionTime,fit_weight,fit_startingBoundary,fit_startingPoint,fit_NLL,NLL,model,accuracy,probFB,nparms,nparms2,AIC,BIC,AIC2,BIC2
CBC_1006,3,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0336577874748287,1.11904353899378,7.04465307760148,2.39527779324619,0.5,69.7306730359381,25.500165500567384,CBCsimpleRW_CBCdriftDiffusionLR,0.5813953488372093,0.95,4,6,59.00033100113477,66.1370895368078,63.00033100113477,73.70546880464434
CBC_1006,4,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0630470941836908,1.37517317642393,1.55287012734097,2.35188634165558,0.5,73.3167531328414,28.52579659526872,CBCsimpleRW_CBCdriftDiffusionLR,0.5952380952380952,0.95,4,6,65.05159319053743,72.18835172621048,69.05159319053743,79.756730994047
CBC_1007,1,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0831874194931147,0.825657097283544,9.67602752835259,2.36480398312442,0.5,44.0375520204685,13.657906167393465,CBCsimpleRW_CBCdriftDiffusionLR,0.813953488372093,0.91,4,6,35.315812334786926,42.45257087045997,39.315812334786926,50.0209501382965
CBC_1007,2,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.262352120504193,0.888748452311841,2.8029645110592,2.92397664619485,0.5,64.2468063972563,12.033485813849301,CBCsimpleRW_CBCdriftDiffusionLR,0.9318181818181818,0.95,4,6,32.06697162769861,39.203730163371645,36.06697162769861,46.772109431208165
CBC_1007,3,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0835945310666285,0.84916181028007,10.9436493067386,2.59367718337469,0.5,38.2314741579069,7.678590532595665,CBCsimpleRW_CBCdriftDiffusionLR,0.9318181818181818,0.91,4,6,23.35718106519133,30.493939600864373,27.35718106519133,38.0623188687009
CBC_1007,4,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.080750763505186507,1.36331851551436,7.88062118014958,2.50714577661735,0.5,43.1316597424921,9.338541622105366,CBCsimpleRW_CBCdriftDiffusionLR,0.9069767441860465,0.95,4,6,26.67708324421073,33.813841779883774,30.67708324421073,41.38222104772029
CBC_1010,1,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.145588590228602,0.954161220329459,4.5009114542729,2.86185912070486,0.5,66.4569863734452,20.09139206930548,CBCsimpleRW_CBCdriftDiffusionLR,0.7954545454545454,0.91,4,6,48.18278413861096,55.31954267428401,52.18278413861096,62.88792194212053
CBC_1010,2,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0519594532771707,0.768876858672364,8.31417616533862,1.75330696317593,0.5,47.0509112998084,27.296170205383632,CBCsimpleRW_CBCdriftDiffusionLR,0.7045454545454546,0.91,4,6,62.592340410767264,69.7290989464403,66.59234041076726,77.29747821427682
CBC_1011,1,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0444565990457896,2.40252980117646,12.2125070433289,1.87210625309907,0.5,40.0988384839429,19.901771049064553,CBCsimpleRW_CBCdriftDiffusionLR,0.8292682926829268,0.91,4,6,47.80354209812911,54.94030063380215,51.80354209812911,62.50867990163867
CBC_1011,2,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.164764944594525,2.03290520502231,6.0591743188663,2.29600415108386,0.5,33.3112568938528,10.955718553249751,CBCsimpleRW_CBCdriftDiffusionLR,0.9047619047619048,0.95,4,6,29.911437106499502,37.048195642172544,33.911437106499505,44.616574910009064
CBC_1013,1,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0132498720178009,0.936694705877694,11.3599456389555,2.24551139020385,0.5,71.0920587106609,27.899928213850817,CBCsimpleRW_CBCdriftDiffusionLR,0.7045454545454546,0.95,4,6,63.799856427701634,70.93661496337468,67.79985642770163,78.5049942312112
CBC_1013,2,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0105267374555899,1.19223338169661,0.0411801720279887,2.07572617290252,0.5,68.4932090258975,30.51617267012397,CBCsimpleRW_CBCdriftDiffusionLR,0.5227272727272727,0.95,4,6,69.03234534024794,76.16910387592098,73.03234534024794,83.73748314375752
CBC_1013,3,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0147199056614051,0.910552972583647,14.5834067783083,2.50300490705614,0.5,71.5751734350394,22.193620836589936,CBCsimpleRW_CBCdriftDiffusionLR,0.8409090909090909,0.95,4,6,52.38724167317987,59.52400020885292,56.38724167317987,67.09237947668944
CBC_1013,4,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0129425626714946,1.2969510832047,8.2448104418858,2.37953472831894,0.5,77.6335210329511,29.34491547306353,CBCsimpleRW_CBCdriftDiffusionLR,0.5909090909090909,0.95,4,6,66.68983094612706,73.8265894818001,70.68983094612706,81.39496874963663
CBC_1014,1,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.372540631755813,1.15608553173045,0.278118668385772,2.7636646241253,0.5,85.4877193410283,28.651559036400613,CBCsimpleRW_CBCdriftDiffusionLR,0.5952380952380952,0.95,4,6,65.30311807280123,72.43987660847426,69.30311807280123,80.00825587631078
CBC_1014,2,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.365338824779974,2.19051894330382,0.128393333757849,1.49198247974155,0.5,41.390884017284,29.774317020717444,CBCsimpleRW_CBCdriftDiffusionLR,0.46511627906976744,0.95,4,6,67.5486340414349,74.68539257710793,71.5486340414349,82.25377184494445
CBC_1014,3,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0525387396734496,0.2,4.09291504665905,2.96995579913799,0.5,104.494132999422,21.826010739327913,CBCsimpleRW_CBCdriftDiffusionLR,0.7272727272727273,0.95,4,6,51.652021478655826,58.78878001432887,55.652021478655826,66.35715928216538
CBC_1014,4,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0118283874644055,0.345122237110518,4.59629729733354,2.97487879573165,0.5,90.4943625675436,28.170415671297665,CBCsimpleRW_CBCdriftDiffusionLR,0.5853658536585366,0.95,4,6,64.34083134259532,71.47758987826838,68.34083134259532,79.0459691461049
CBC_1015,1,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.148234346455361,0.664081291078782,7.86256461079767,2.55338796587205,0.5,32.8719788372783,7.794505634178436,CBCsimpleRW_CBCdriftDiffusionLR,0.9302325581395349,0.95,4,6,23.58901126835687,30.725769804029916,27.58901126835687,38.294149071866435
CBC_1015,2,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0194719586966571,0.893695107552623,9.78181372710287,2.55683102609214,0.5,75.3704623473926,25.3298623650587,CBCsimpleRW_CBCdriftDiffusionLR,0.7674418604651163,0.95,4,6,58.6597247301174,65.79648326579044,62.6597247301174,73.36486253362696
CBC_1015,3,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.106247284386991,0.688588995138251,10.5672197552008,2.66298641876455,0.5,34.3893632903465,9.038367510929467,CBCsimpleRW_CBCdriftDiffusionLR,0.9302325581395349,0.91,4,6,26.076735021858934,33.213493557531976,30.076735021858934,40.781872825368495
CBC_1015,4,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.293999756780062,1.04531670041297,0.501644144238876,2.6885861586411,0.5,86.0524630445478,28.600883841596417,CBCsimpleRW_CBCdriftDiffusionLR,0.5813953488372093,0.95,4,6,65.20176768319283,72.33852621886588,69.20176768319283,79.9069054867024
CBC_1016,1,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0780494305582552,0.992066753676744,3.14228339259112,2.45516103872582,0.5,72.5580865702742,25.9907611531829,CBCsimpleRW_CBCdriftDiffusionLR,0.7727272727272727,0.95,4,6,59.9815223063658,67.11828084203884,63.9815223063658,74.68666010987536
CBC_1016,2,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0518385021826733,0.674514910296697,10.6101364638272,2.58089833865555,0.5,52.2151404234761,15.348383803556926,CBCsimpleRW_CBCdriftDiffusionLR,0.9090909090909091,0.95,4,6,38.696767607113856,45.833526142786894,42.696767607113856,53.401905410623414
CBC_1016,3,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0570963410816427,0.88988146268136,3.80407475504028,2.40762814299786,0.5,73.8942822339787,27.10412422444985,CBCsimpleRW_CBCdriftDiffusionLR,0.7272727272727273,0.95,4,6,62.2082484488997,69.34500698457275,66.2082484488997,76.91338625240927
CBC_1016,4,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.391823951806096,0.825790945753161,2.36425103034197,2.61004152443429,0.5,58.418330685698,15.8430786184289,CBCsimpleRW_CBCdriftDiffusionLR,0.8863636363636364,0.95,4,6,39.686157236857795,46.82291577253084,43.686157236857795,54.39129504036737
CBC_1017,1,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.344923367054084,1.20165665300432,3.49796044060257,2.7582533161748,0.5,57.8172294672637,14.528508435571258,CBCsimpleRW_CBCdriftDiffusionLR,0.9318181818181818,0.91,4,6,37.057016871142515,44.19377540681556,41.057016871142515,51.76215467465208
CBC_1017,2,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.055822949353867,0.99062407123177,10.5945003132747,2.44590746578263,0.5,47.7087863205744,12.36074555564965,CBCsimpleRW_CBCdriftDiffusionLR,0.9090909090909091,0.95,4,6,32.7214911112993,39.85824964697235,36.7214911112993,47.426628914808866
CBC_1017,3,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0377438379927336,0.703676550235555,10.9052082183444,2.75415429632503,0.5,66.8472565368003,17.061837250288082,CBCsimpleRW_CBCdriftDiffusionLR,0.8636363636363636,0.91,4,6,42.123674500576165,49.26043303624921,46.123674500576165,56.82881230408573
CBC_1017,4,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0757576686860381,1.23593466603671,6.15240458578149,2.76527576069145,0.5,79.9006630807996,22.96464483936973,CBCsimpleRW_CBCdriftDiffusionLR,0.75,0.82,4,6,53.92928967873946,61.066048214412504,57.92928967873946,68.63442748224902
CBC_1018,1,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,1,0.847813421088043,0.0331037557852596,2.71809600354105,0.5,81.640843103491,27.003376042013645,CBCsimpleRW_CBCdriftDiffusionLR,0.5581395348837209,0.95,4,6,62.00675208402729,69.14351061970034,66.00675208402728,76.71188988753686
CBC_1018,2,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0278114495574134,0.843967363837732,2.78244222012478,2.34703894499528,0.5,73.5205254517538,28.601267192795664,CBCsimpleRW_CBCdriftDiffusionLR,0.5476190476190477,0.95,4,6,65.20253438559132,72.33929292126437,69.20253438559132,79.9076721891009
CBC_1018,3,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,1,0.93838394365355,0.110772926384469,2.33847323335063,0.5,72.3822013533218,27.461771919449603,CBCsimpleRW_CBCdriftDiffusionLR,0.5,0.95,4,6,62.92354383889921,70.06030237457225,66.9235438388992,77.62868164240876
CBC_1018,4,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.665950380791716,0.374272490530124,0.231057908637114,2.99802213498286,0.5,96.0190334484642,28.99029699736745,CBCsimpleRW_CBCdriftDiffusionLR,0.5581395348837209,0.95,4,6,65.9805939947349,73.11735253040794,69.9805939947349,80.68573179824446
CBC_1019,1,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0361018837798081,0.897449139937123,8.1585421592042,2.22289213318302,0.5,63.0040517622656,21.46954144540392,CBCsimpleRW_CBCdriftDiffusionLR,0.8181818181818182,0.95,4,6,50.93908289080784,58.075841426480885,54.93908289080784,65.6442206943174
CBC_1019,2,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0378043007520156,0.971280433527885,11.4651929892745,2.56215906255679,0.5,66.6950130772342,22.18104442168923,CBCsimpleRW_CBCdriftDiffusionLR,0.7441860465116279,0.91,4,6,52.36208884337846,59.498847379051504,56.36208884337846,67.06722664688803
CBC_1019,3,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.113346733838066,1.00630707751843,5.80826926819082,2.39405728396327,0.5,53.4306602388325,14.194045892686853,CBCsimpleRW_CBCdriftDiffusionLR,0.9090909090909091,0.91,4,6,36.3880917853737,43.52485032104675,40.3880917853737,51.093229588883275
CBC_1019,4,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0408642189648746,0.792546520046238,11.3941345935142,3.08448003000491,0.5,64.4644374464001,12.127605260020694,CBCsimpleRW_CBCdriftDiffusionLR,0.8863636363636364,0.91,4,6,32.25521052004139,39.39196905571443,36.25521052004139,46.96034832355095
CBC_1020,1,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.00262328116982136,1.33633406911974,0.0560510597616217,2.38033801913918,0.5,78.0572546974996,30.508016794797157,CBCsimpleRW_CBCdriftDiffusionLR,0.38636363636363635,0.95,4,6,69.01603358959431,76.15279212526735,73.01603358959431,83.72117139310387
CBC_1020,2,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.33083330659479,0.748360549799455,4.2603591655019,2.33098790140947,0.5,43.5072828652685,9.927565522170815,CBCsimpleRW_CBCdriftDiffusionLR,0.9772727272727273,0.91,4,6,27.85513104434163,34.99188958001467,31.85513104434163,42.56026884785119
CBC_1020,3,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.00977416679713206,1.30644513013139,14.9495771081506,2.35557516989404,0.5,75.3939465047934,28.15831489978238,CBCsimpleRW_CBCdriftDiffusionLR,0.7045454545454546,0.95,4,6,64.31662979956477,71.4533883352378,68.31662979956477,79.02176760307432
CBC_1020,4,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.998937370533648,0.200684885805514,0.178214693781151,2.79958960837065,0.5,107.092285654096,28.706181126767245,CBCsimpleRW_CBCdriftDiffusionLR,0.4883720930232558,0.82,4,6,65.4123622535345,72.54912078920754,69.4123622535345,80.11750005704405
CBC_1021,1,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.00212322609254401,1.21949171680815,0.0219415167990649,2.05239821729122,0.5,68.6838196164256,30.513187531057568,CBCsimpleRW_CBCdriftDiffusionLR,0.5,0.95,4,6,69.02637506211514,76.16313359778817,73.02637506211514,83.7315128656247
CBC_1021,2,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.987535873511695,0.794028221113191,0.450206983176709,2.87566873316018,0.5,86.6620146680867,27.11325058665927,CBCsimpleRW_CBCdriftDiffusionLR,0.6818181818181818,0.95,4,6,62.22650117331854,69.36325970899158,66.22650117331854,76.93163897682811
CBC_1021,3,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,5.42685404700038e-4,0.936470279144629,0.00782606495872418,2.26077145842309,0.5,75.821171879115,29.8005586136942,CBCsimpleRW_CBCdriftDiffusionLR,0.3953488372093023,0.95,4,6,67.6011172273884,74.73787576306144,71.6011172273884,82.30625503089797
CBC_1021,4,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0754595542698473,0.549047875190374,2.83064433425567,2.45697018850143,0.5,77.2758328406479,27.738042992883546,CBCsimpleRW_CBCdriftDiffusionLR,0.5909090909090909,0.95,4,6,63.47608598576709,70.61284452144014,67.4760859857671,78.18122378927666
CBC_1022,1,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0802547247226554,0.495700863346778,0.281280912070331,2.95144369406514,0.5,92.5847086454077,29.080706255636123,CBCsimpleRW_CBCdriftDiffusionLR,0.5,0.95,4,6,66.16141251127225,73.29817104694528,70.16141251127225,80.86655031478182
CBC_1022,2,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.010023445973645,1.82337620287509,5.30076503378218e-4,1.62505867712105,0.5,45.2238047316648,30.495632380145086,CBCsimpleRW_CBCdriftDiffusionLR,0.4318181818181818,0.95,4,6,68.99126476029016,76.12802329596322,72.99126476029016,83.69640256379974
CBC_1022,3,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.976384359316524,1.58525355910528,0.334013404537245,2.04554880410492,0.5,57.885790626459,28.08189879367061,CBCsimpleRW_CBCdriftDiffusionLR,0.5952380952380952,0.95,4,6,64.16379758734122,71.30055612301426,68.16379758734122,78.8689353908508
CBC_1024,1,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.602750463107935,1.43077943518743,0.68452363062412,2.66947056049601,0.5,82.9545741286146,26.364447158349577,CBCsimpleRW_CBCdriftDiffusionLR,0.6818181818181818,0.95,4,6,60.728894316699154,67.8656528523722,64.72889431669915,75.43403212020871
CBC_1024,2,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0678003810576389,1.166505984313,3.22553407630032,2.6515328856733,0.5,77.1772704380678,24.465589098528064,CBCsimpleRW_CBCdriftDiffusionLR,0.7441860465116279,0.95,4,6,56.93117819705613,64.06793673272917,60.93117819705613,71.6363160005657
CBC_1024,3,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.00256412652138671,0.937229127853734,0.0970083959723167,2.49580680349543,0.5,79.0996282786929,27.723969719353786,CBCsimpleRW_CBCdriftDiffusionLR,0.475,0.95,4,6,63.44793943870757,70.58469797438062,67.44793943870758,78.15307724221714
CBC_1024,4,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.356584892449823,1.12783531420024,1.37268502573228,2.87187620406032,0.5,78.1592627076429,20.988108724203133,CBCsimpleRW_CBCdriftDiffusionLR,0.7954545454545454,0.95,4,6,49.97621744840627,57.11297598407931,53.97621744840627,64.68135525191583
CBC_1026,1,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.00349815987724833,1.8977381001567,0.0111396403445374,2.07409398650096,0.5,65.3202109185101,29.111067609154496,CBCsimpleRW_CBCdriftDiffusionLR,0.40476190476190477,0.95,4,6,66.22213521830899,73.35889375398203,70.22213521830899,80.92727302181856
CBC_1026,2,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0081163779762301,1.31698197145583,0.0586249039403958,2.34881389146553,0.5,79.3420849089578,29.103231193115768,CBCsimpleRW_CBCdriftDiffusionLR,0.5238095238095238,0.95,4,6,66.20646238623154,73.34322092190457,70.20646238623154,80.91160018974111
CBC_1026,3,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0031272882359672,1.57504647188797,0.0515493754746879,2.24966225474725,0.5,66.8448693800136,27.72407985661209,CBCsimpleRW_CBCdriftDiffusionLR,0.3,0.95,4,6,63.44815971322418,70.58491824889722,67.44815971322419,78.15329751673374
CBC_1026,4,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0176383053719672,1.41986810114861,9.44740468323024,2.55780429951689,0.5,75.6567387672937,26.881467433542234,CBCsimpleRW_CBCdriftDiffusionLR,0.627906976744186,0.95,4,6,61.76293486708447,68.8996934027575,65.76293486708447,76.46807267059404
CBC_1027,1,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.989503483765244,0.909718331574179,0.602437945096693,2.09311794999867,0.5,66.1822724839877,27.53409408164141,CBCsimpleRW_CBCdriftDiffusionLR,0.6818181818181818,0.95,4,6,63.06818816328282,70.20494669895587,67.06818816328283,77.77332596679238
CBC_1027,2,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.398432888171317,0.639181911003979,1.66065107282657,2.54644698389558,0.5,72.0387441037151,21.356918017842123,CBCsimpleRW_CBCdriftDiffusionLR,0.8181818181818182,0.95,4,6,50.713836035684245,57.85059457135729,54.713836035684245,65.41897383919381
CBC_1027,3,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0719452530187473,0.662351741164978,5.11320053643054,2.31250092427646,0.5,63.5247402576992,21.838209843969654,CBCsimpleRW_CBCdriftDiffusionLR,0.7727272727272727,0.95,4,6,51.67641968793931,58.813178223612354,55.67641968793931,66.38155749144887
CBC_1027,4,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0236792886659929,1.18086357193904,11.4420366358081,2.59301624379262,0.5,72.4706328403132,23.57237679582772,CBCsimpleRW_CBCdriftDiffusionLR,0.75,0.91,4,6,55.14475359165544,62.28151212732848,59.14475359165544,69.849891395165
CBC_1028,1,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.978370809488629,0.98637132672411,0.162893760905824,2.52363166234613,0.5,83.7723048728047,28.767250884576494,CBCsimpleRW_CBCdriftDiffusionLR,0.5952380952380952,0.95,4,6,65.534501769153,72.67126030482603,69.534501769153,80.23963957266255
CBC_1028,2,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0038711125758959,0.344329156327952,0.0400258372910366,2.68826072587977,0.5,90.9952167497055,30.507708240500985,CBCsimpleRW_CBCdriftDiffusionLR,0.4772727272727273,0.95,4,6,69.01541648100198,76.15217501667502,73.01541648100198,83.72055428451154
CBC_1028,3,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0184426995228809,0.833217311134597,0.563067192598085,2.0379621139135,0.5,64.6921978977419,28.408458924504004,CBCsimpleRW_CBCdriftDiffusionLR,0.5365853658536586,0.95,4,6,64.81691784900801,71.95367638468105,68.81691784900801,79.52205565251757
CBC_1029,1,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.00719342242721532,1.15880346553387,7.69488481416857,2.39988385812895,0.5,81.2365786070667,30.042604268874168,CBCsimpleRW_CBCdriftDiffusionLR,0.6136363636363636,0.95,4,6,68.08520853774834,75.22196707342138,72.08520853774834,82.7903463412579
CBC_1029,2,tac,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0139799855619338,1.04726810874796,0.0385787031854311,2.28660405365673,0.5,79.2273137105011,30.497379524804185,CBCsimpleRW_CBCdriftDiffusionLR,0.5227272727272727,0.95,4,6,68.99475904960838,76.131517585281415,72.99475904960838,83.69989685311793
CBC_1029,3,aud,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0282373478396974,0.81652704975513,4.55391122643207,2.30514637463055,0.5,74.5021473811611,29.235478114475512,CBCsimpleRW_CBCdriftDiffusionLR,0.6363636363636364,0.95,4,6,66.47095622895102,73.60771476462406,70.47095622895102,81.17609403246058
