ID,filename,session,trial,visStimLeft,visStimRight,correctKey,leftCorrect,rightCorrect,secondStim,mod2Type,mod2Stim,frequency,rewardAccurate,stimPairLeft,stimPairRight,pCorrectLeft,pCorrectRight,key,reactionTime,choiceLeft,choiceRight,choiceAccurate,reward,chosenPair,otherPair,triplet,surprise,0 belief,1 belief,2 belief,3 belief,beliefPair,beliefOtherPair,beliefPairNorm,beliefOtherPairNorm,prob,lik,rewardPE,update2,fitCBCuniVsimpleRW_CBCsimpleSigmoid_startBelief,fitCBCuniVsimpleRW_CBCsimpleSigmoid_alpha1,fitCBCuniVsimpleRW_CBCsimpleSigmoid_beta,fit_CBCuniVsimpleRW_CBCsimpleSigmoid_NLL
CBC_1059,CBC_1059_MSI_TV_v3_Vset1_Tset3_2024-01-26_15h04.43.497.csv,1,1,1,0,b,1,0,0,tac,B,63,1,1,0,1,0,b,2.15438559999984,1,0,1,1,1,0,B10,2.77258872223978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.000135599056855465,0.5,0.00027119811371093,1.00000049095401,30.4994824377925
CBC_1059,CBC_1059_MSI_TV_v3_Vset1_Tset3_2024-01-26_15h04.43.497.csv,1,2,0,1,b,1,0,2,tac,A,63,1,0,1,1,0,z,1.49067639999976,0,1,0,0,1,0,A01,2.83321334405622,0.5,0.500135599056855,0.5,0.5,0.500135599056855,0.5,0.500067790336122,0.499932209663878,0.50003389518465,0.50003389518465,-0.500067790336122,-0.000135617441466749,0.5,0.00027119811371093,1.00000049095401,30.4994824377925
CBC_1059,CBC_1059_MSI_TV_v3_Vset1_Tset3_2024-01-26_15h04.43.497.csv,1,3,1,2,z,0,1,1,tac,C,9,1,1,2,0,1,z,3.13637989999916,0,1,1,1,2,1,C12,2.89037175789616,0.5,0.499932172894655,0.5,0.5,0.5,0.499932172894655,0.500033915853087,0.499966084146914,0.500016957934862,0.500016957934862,0.499966084146913,0.000135589858940083,0.5,0.00027119811371093,1.00000049095401,30.4994824377925
CBC_1059,CBC_1059_MSI_TV_v3_Vset1_Tset3_2024-01-26_15h04.43.497.csv,1,4,1,0,z,0,1,2,tac,A,63,1,1,0,0,1,b,3.42280349999965,1,0,0,0,1,0,A10,2.94443897916644,0.5,0.499932172894655,0.500169505712027,0.5,0.499932172894655,0.5,0.499966084146914,0.500033915853087,0.499983042065138,0.499983042065138,-0.499966084146914,-0.000135589858940083,0.5,0.00027119811371093,1.00000049095401,30.4994824377925
CBC_1059,CBC_1059_MSI_TV_v3_Vset1_Tset3_2024-01-26_15h04.43.497.csv,1,5,3,1,b,1,0,3,tac,D,27,1,3,1,1,0,z,2.88937389999955,0,1,0,0,1,3,D31,2.99573227355399,0.5,0.499830494287973,0.500169505712027,0.5,0.499830494287973,0.5,0.499915232775458,0.500084767224542,0.499957616367022,0.499957616367022,-0.499915232775458,-0.000135576068144065,0.5,0.00027119811371093,1.00000049095401,30.4994824377925
CBC_1059,CBC_1059_MSI_TV_v3_Vset1_Tset3_2024-01-26_15h04.43.497.csv,1,6,0,1,z,0,1,0,tac,B,63,1,0,1,0,1,b,2.90436930000033,1,0,0,0,0,1,B01,3.04452243772342,0.5,0.499779656707314,0.500169505712027,0.5,0.5,0.499779656707314,0.500110195927277,0.499889804072724,0.500055097990466,0.500055097990466,-0.500110195927277,-0.000135628941783081,0.5,0.00027119811371093,1.00000049095401,30.4994824377925
CBC_1059,CBC_1059_MSI_TV_v3_Vset1_Tset3_2024-01-26_15h04.43.497.csv,1,7,2,3,b,1,0,1,tac,C,63,1,2,3,1,0,b,2.56845429999976,1,0,1,1,2,3,C23,3.09104245335832,0.499974566985493,0.499779656707314,0.500169505712027,0.5,0.500169505712027,0.5,0.500084738492355,0.499915261507645,0.500042369266877,0.500042369266877,0.499915261507645,0.00013557607593618,0.5,0.00027119811371093,1.00000049095401,30.4994824377925
CBC_1059,CBC_1059_MSI_TV_v3_Vset1_Tset3_2024-01-26_15h04.43.497.csv,1,8,2,0,z,0,1,2,tac,A,27,1,2,0,0,1,b,3.45403669999905,1,0,0,0,2,0,A20,3.13549421592915,0.499974566985493,0.499779656707314,0.500220314568291,0.5,0.500220314568291,0.499974566985493,0.500122849850229,0.499877150149771,0.500061424954962,0.500061424954962,-0.500122849850229,-0.000135632373503117,0.5,0.00027119811371093,1.00000049095401,30.4994824377925
CBC_1059,CBC_1059_MSI_TV_v3_Vset1_Tset3_2024-01-26_15h04.43.497.csv,1,9,3,2,b,1,0,3,tac,D,63,1,3,2,1,0,b,2.70333779999964,1,0,1,1,3,2,D32,3.17805383034795,0.499974566985493,0.499779656707314,0.499987217476726,0.5,0.5,0.499987217476726,0.500006391343335,0.499993608656665,0.500003195673236,0.500003195673236,0.499993608656665,0.000135597323535208,0.5,0.00027119811371093,1.00000049095401,30.4994824377925
CBC_1059,CBC_1059_MSI_TV_v3_Vset1_Tset3_2024-01-26_15h04.43.497.csv,1,10,3,1,z,0,1,0,tac,B,27,1,3,1,0,1,b,3.19483609999952,1,0,0,0,3,1,B31,3.2188758248682,0.499974566985493,0.499779656707314,0.499987217476726,0.50014198866687,0.50014198866687,0.499779656707314,0.500181180176083,0.499818819823917,0.500090590131526,0.500090590131526,-0.500181180176083,-0.00013564819257746,0.5,0.00027119811371093,1.00000049095401,30.4994824377925
