"ID";"trials_runs.thisN";"secondStim";"trials_runs.visual_stim_left";"trials_runs.presentationFrequncy";"response_runs.keys";"response_runs.rt";"trials_runs.correct_answer";"trials_runs.feedback_given";"tsDifficulty";"prob.Feedback";"session";"version";"totalAccuracy";"totalError";"outlier200ms";"outlierSD";"omission";"validTrials";"modality";"stimType";"group";"logfile";"participant"
"CBC_P013";"14";"2";"1";"0.15";"None";NA;NA;"3";"hard";"0,7";"1";"v1";"0,714285714285714";"0,2857142857142857";NA;NA;"1";"0";"av";"env";"adults";"CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv";"CBC_P013"
"CBC_P013";"15";"0";"0";"0.15";"z";"2,420275700000275";"1";"0";"hard";"0,7";"1";"v1";"0,733333333333333";"0,2666666666666667";"0";"0";"0";"1";"av";"env";"adults";"CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv";"CBC_P013"
"CBC_P013";"16";"1";"1";"0.5";"b";"2,149547999999413";"1";"1";"hard";"0,7";"1";"v1";"0,750000000000000";"0,2500000000000000";"0";"0";"0";"1";"av";"env";"adults";"CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv";"CBC_P013"
"CBC_P013";"17";"0";"2";"0.5";"z";"2,416505400000460";"0";"0";"hard";"0,7";"1";"v1";"0,705882352941177";"0,2941176470588235";"0";"0";"0";"1";"av";"env";"adults";"CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv";"CBC_P013"
"CBC_P013";"18";"1";"0";"0.35";"z";"2,304286599999614";"1";"1";"hard";"0,7";"1";"v1";"0,722222222222222";"0,2777777777777778";"0";"0";"0";"1";"av";"env";"adults";"CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv";"CBC_P013"
"CBC_P013";"19";"0";"1";"0.35";"z";"1,418106199998874";"1";"1";"hard";"0,7";"1";"v1";"0,736842105263158";"0,2631578947368421";"0";"0";"0";"1";"av";"env";"adults";"CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv";"CBC_P013"
"CBC_P013";"20";"2";"0";"0.5";"z";"2,659260999998878";"0";"1";"hard";"0,7";"1";"v1";"0,700000000000000";"0,3000000000000000";"0";"0";"0";"1";"av";"env";"adults";"CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv";"CBC_P013"
"CBC_P013";"21";"0";"1";"0.35";"z";"1,041799200000241";"1";"1";"hard";"0,7";"1";"v1";"0,714285714285714";"0,2857142857142857";"0";"0";"0";"1";"av";"env";"adults";"CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv";"CBC_P013"
"CBC_P013";"22";"2";"0";"0.5";"z";"2,036177199999656";"0";"1";"hard";"0,7";"1";"v1";"0,681818181818182";"0,3181818181818182";"0";"0";"0";"1";"av";"env";"adults";"CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv";"CBC_P013"
"CBC_P013";"23";"0";"2";"0.5";"z";"2,282712799998990";"0";"1";"hard";"0,7";"1";"v1";"0,652173913043478";"0,3478260869565217";"0";"0";"0";"1";"av";"env";"adults";"CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv";"CBC_P013"
"CBC_P013";"24";"1";"0";"0.35";"z";"1,678843399999096";"1";"1";"hard";"0,7";"1";"v1";"0,666666666666667";"0,3333333333333334";"0";"0";"0";"1";"av";"env";"adults";"CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv";"CBC_P013"
"CBC_P013";"25";"2";"2";"0.35";"b";"2,291397699998925";"0";"0";"hard";"0,7";"1";"v1";"0,640000000000000";"0,3600000000000000";"0";"0";"0";"1";"av";"env";"adults";"CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv";"CBC_P013"
"CBC_P013";"26";"1";"1";"0.5";"b";"2,135844399999769";"1";"1";"hard";"0,7";"1";"v1";"0,653846153846154";"0,3461538461538461";"0";"0";"0";"1";"av";"env";"adults";"CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv";"CBC_P013"
"CBC_P013";"27";"2";"0";"0.5";"z";"1,987448399999266";"0";"0";"hard";"0,7";"1";"v1";"0,629629629629630";"0,3703703703703703";"0";"0";"0";"1";"av";"env";"adults";"CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv";"CBC_P013"
"CBC_P013";"28";"0";"2";"0.5";"z";"2,290202599999247";"0";"0";"hard";"0,7";"1";"v1";"0,607142857142857";"0,3928571428571429";"0";"0";"0";"1";"av";"env";"adults";"CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv";"CBC_P013"
"CBC_P013";"29";"2";"1";"0.15";"z";"1,703930300000138";"1";"1";"hard";"0,7";"1";"v1";"0,620689655172414";"0,3793103448275862";"0";"0";"0";"1";"av";"env";"adults";"CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv";"CBC_P013"
"CBC_P013";"30";"0";"2";"0.5";"z";"1,774486799999067";"0";"1";"hard";"0,7";"1";"v1";"0,600000000000000";"0,4000000000000000";"0";"0";"0";"1";"av";"env";"adults";"CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv";"CBC_P013"
"CBC_P013";"31";"1";"1";"0.5";"b";"2,023706300000413";"1";"1";"hard";"0,7";"1";"v1";"0,612903225806452";"0,3870967741935484";"0";"0";"0";"1";"av";"env";"adults";"CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv";"CBC_P013"
"CBC_P013";"32";"2";"0";"0.5";"b";"1,903555099999721";"1";"1";"hard";"0,7";"1";"v1";"0,625000000000000";"0,3750000000000000";"0";"0";"0";"1";"av";"env";"adults";"CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv";"CBC_P013"
"CBC_P013";"33";"0";"1";"0.35";"z";"1,793421200000012";"1";"1";"hard";"0,7";"1";"v1";"0,636363636363636";"0,3636363636363636";"0";"0";"0";"1";"av";"env";"adults";"CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv";"CBC_P013"
"CBC_P013";"34";"2";"2";"0.35";"b";"3,341643199999453";"0";"0";"hard";"0,7";"1";"v1";"0,617647058823529";"0,3823529411764706";"0";"0";"0";"1";"av";"env";"adults";"CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv";"CBC_P013"
"CBC_P013";"35";"1";"0";"0.35";"z";"1,913523299999724";"1";"1";"hard";"0,7";"1";"v1";"0,628571428571429";"0,3714285714285714";"0";"0";"0";"1";"av";"env";"adults";"CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv";"CBC_P013"
"CBC_P013";"36";"0";"2";"0.5";"z";"2,325713899999755";"0";"1";"hard";"0,7";"1";"v1";"0,611111111111111";"0,3888888888888888";"0";"0";"0";"1";"av";"env";"adults";"CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv";"CBC_P013"
"CBC_P013";"37";"1";"0";"0.35";"z";"2,394222399998398";"1";"1";"hard";"0,7";"1";"v1";"0,621621621621622";"0,3783783783783784";"0";"0";"0";"1";"av";"env";"adults";"CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv";"CBC_P013"
"CBC_P013";"38";"0";"1";"0.35";"z";"1,785876899999494";"1";"0";"hard";"0,7";"1";"v1";"0,631578947368421";"0,3684210526315790";"0";"0";"0";"1";"av";"env";"adults";"CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv";"CBC_P013"
"CBC_P013";"39";"1";"2";"0.15";"z";"2,176432899999782";"1";"1";"hard";"0,7";"1";"v1";"0,641025641025641";"0,3589743589743589";"0";"0";"0";"1";"av";"env";"adults";"CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv";"CBC_P013"
"CBC_P013";"40";"2";"0";"0.5";"z";"2,003255599998738";"0";"0";"hard";"0,7";"1";"v1";"0,625000000000000";"0,3750000000000000";"0";"0";"0";"1";"av";"env";"adults";"CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv";"CBC_P013"
"CBC_P013";"41";"1";"1";"0.5";"b";"2,128663399998914";"1";"0";"hard";"0,7";"1";"v1";"0,634146341463415";"0,3658536585365854";"0";"0";"0";"1";"av";"env";"adults";"CBC_P013_AV_prob0.7_Vset3_Aset4_2023-03-24_16h50.28.064.csv";"CBC_P013"
"CBC_P013";"0";"2";"1";"0.15";"b";"2,576860199998919";"0";"0";"hard";"0,7";"2";"v1";"0,000000000000000";"1,0000000000000000";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"1";"0";"2";"0.5";"b";"2,756344399998852";"1";"1";"hard";"0,7";"2";"v1";"0,500000000000000";"0,5000000000000000";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"2";"2";"0";"0.5";"None";NA;NA;"3";"hard";"0,7";"2";"v1";"0,500000000000000";"0,5000000000000000";NA;NA;"1";"0";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"3";"1";"2";"0.15";"z";"2,275601699999243";"1";"0";"hard";"0,7";"2";"v1";"0,666666666666667";"0,3333333333333334";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"4";"0";"1";"0.35";"z";"2,510948499997539";"1";"1";"hard";"0,7";"2";"v1";"0,750000000000000";"0,2500000000000000";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"5";"2";"0";"0.5";"b";"2,993394299997817";"1";"0";"hard";"0,7";"2";"v1";"0,800000000000000";"0,2000000000000000";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"6";"1";"1";"0.5";"b";"2,948218199999246";"1";"1";"hard";"0,7";"2";"v1";"0,833333333333333";"0,1666666666666666";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"7";"2";"2";"0.35";"z";"2,503741599999557";"1";"0";"hard";"0,7";"2";"v1";"0,857142857142857";"0,1428571428571429";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"8";"0";"1";"0.35";"z";"2,329438699998718";"1";"1";"hard";"0,7";"2";"v1";"0,875000000000000";"0,1250000000000000";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"9";"2";"2";"0.35";"z";"3,213937799997439";"1";"1";"hard";"0,7";"2";"v1";"0,888888888888889";"0,1111111111111112";"0";"1";"0";"0";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"10";"1";"0";"0.35";"b";"2,958510799997384";"0";"0";"hard";"0,7";"2";"v1";"0,800000000000000";"0,2000000000000000";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"11";"0";"2";"0.5";"b";"2,336002399999416";"1";"1";"hard";"0,7";"2";"v1";"0,818181818181818";"0,1818181818181818";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"12";"2";"0";"0.5";"b";"2,786505399997623";"1";"0";"hard";"0,7";"2";"v1";"0,833333333333333";"0,1666666666666666";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"13";"1";"1";"0.5";"b";"2,309974499999953";"1";"1";"hard";"0,7";"2";"v1";"0,846153846153846";"0,1538461538461539";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"14";"2";"0";"0.5";"b";"2,535172099998817";"1";"1";"hard";"0,7";"2";"v1";"0,857142857142857";"0,1428571428571429";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"15";"0";"1";"0.35";"None";NA;NA;"3";"hard";"0,7";"2";"v1";"0,857142857142857";"0,1428571428571429";NA;NA;"1";"0";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"16";"2";"2";"0.35";"z";"2,373130599999058";"1";"0";"hard";"0,7";"2";"v1";"0,866666666666667";"0,1333333333333333";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"17";"1";"0";"0.35";"z";"2,325314699999581";"1";"1";"hard";"0,7";"2";"v1";"0,875000000000000";"0,1250000000000000";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"18";"0";"2";"0.5";"b";"2,281919399998515";"1";"1";"hard";"0,7";"2";"v1";"0,882352941176471";"0,1176470588235294";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"19";"1";"1";"0.5";"b";"2,459064199998465";"1";"1";"hard";"0,7";"2";"v1";"0,888888888888889";"0,1111111111111112";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"20";"0";"0";"0.15";"z";"2,359524899999087";"1";"1";"hard";"0,7";"2";"v1";"0,894736842105263";"0,1052631578947368";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"21";"1";"1";"0.5";"b";"2,343715499999234";"1";"1";"hard";"0,7";"2";"v1";"0,900000000000000";"0,1000000000000000";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"22";"0";"2";"0.5";"b";"2,336711699997977";"1";"1";"hard";"0,7";"2";"v1";"0,904761904761905";"0,0952380952380952";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"23";"1";"0";"0.35";"z";"2,606514799997967";"1";"0";"hard";"0,7";"2";"v1";"0,909090909090909";"0,0909090909090909";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"24";"2";"2";"0.35";"z";"2,446446099998866";"1";"1";"hard";"0,7";"2";"v1";"0,913043478260870";"0,0869565217391305";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"25";"1";"1";"0.5";"b";"2,510487399998965";"1";"0";"hard";"0,7";"2";"v1";"0,916666666666667";"0,0833333333333334";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"26";"2";"0";"0.5";"b";"2,404009799998676";"1";"0";"hard";"0,7";"2";"v1";"0,920000000000000";"0,0800000000000000";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"27";"1";"2";"0.15";"z";"2,326150999997481";"1";"1";"hard";"0,7";"2";"v1";"0,923076923076923";"0,0769230769230769";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"28";"0";"1";"0.35";"z";"2,299083899999459";"1";"1";"hard";"0,7";"2";"v1";"0,925925925925926";"0,0740740740740741";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"29";"1";"0";"0.35";"z";"2,524208599998019";"1";"1";"hard";"0,7";"2";"v1";"0,928571428571429";"0,0714285714285714";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"30";"0";"2";"0.5";"b";"2,266143699998793";"1";"0";"hard";"0,7";"2";"v1";"0,931034482758621";"0,0689655172413793";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"31";"2";"0";"0.5";"b";"2,559337199998481";"1";"1";"hard";"0,7";"2";"v1";"0,933333333333333";"0,0666666666666667";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"32";"0";"2";"0.5";"b";"2,266368199998396";"1";"1";"hard";"0,7";"2";"v1";"0,935483870967742";"0,0645161290322581";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"33";"2";"1";"0.15";"z";"2,342917199997828";"1";"0";"hard";"0,7";"2";"v1";"0,937500000000000";"0,0625000000000000";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"34";"1";"0";"0.35";"z";"2,259450799998376";"1";"1";"hard";"0,7";"2";"v1";"0,939393939393939";"0,0606060606060606";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"35";"0";"2";"0.5";"b";"2,325575900000331";"1";"1";"hard";"0,7";"2";"v1";"0,941176470588235";"0,0588235294117647";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"36";"1";"1";"0.5";"b";"2,274529899999834";"1";"0";"hard";"0,7";"2";"v1";"0,942857142857143";"0,0571428571428572";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"37";"2";"2";"0.35";"z";"2,230236099998365";"1";"1";"hard";"0,7";"2";"v1";"0,944444444444444";"0,0555555555555556";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"38";"0";"1";"0.35";"z";"2,310880199998792";"1";"1";"hard";"0,7";"2";"v1";"0,945945945945946";"0,0540540540540541";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"39";"2";"0";"0.5";"b";"2,485052299998642";"1";"1";"hard";"0,7";"2";"v1";"0,947368421052632";"0,0526315789473685";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"40";"1";"1";"0.5";"None";NA;NA;"3";"hard";"0,7";"2";"v1";"0,947368421052632";"0,0526315789473685";NA;NA;"1";"0";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P013";"41";"0";"0";"0.15";"z";"2,539488099999289";"1";"0";"hard";"0,7";"2";"v1";"0,948717948717949";"0,0512820512820513";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P013_TV_prob0.7_Vset1_Tset2_2023-03-24_16h58.27.647.csv";"CBC_P013"
"CBC_P014";"0";"0";"2";"0.5";"None";NA;NA;"3";"hard";"0,8";"1";"v1";NA;NA;NA;NA;"1";"0";"tv";"vib";"adults";"CBC_P014_TV_prob0.8_Vset3_Tset1_2023-03-29_15h27.38.049.csv";"CBC_P014"
"CBC_P014";"1";"1";"1";"0.5";"b";"1,869011700000101";"1";"1";"hard";"0,8";"1";"v1";"1,000000000000000";"0,0000000000000000";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P014_TV_prob0.8_Vset3_Tset1_2023-03-29_15h27.38.049.csv";"CBC_P014"
"CBC_P014";"2";"0";"0";"0.15";"b";"2,747621100000060";"0";"0";"hard";"0,8";"1";"v1";"0,500000000000000";"0,5000000000000000";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P014_TV_prob0.8_Vset3_Tset1_2023-03-29_15h27.38.049.csv";"CBC_P014"
"CBC_P014";"3";"2";"2";"0.35";"b";"3,198556400000143";"0";"0";"hard";"0,8";"1";"v1";"0,333333333333333";"0,6666666666666667";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P014_TV_prob0.8_Vset3_Tset1_2023-03-29_15h27.38.049.csv";"CBC_P014"
"CBC_P014";"4";"0";"1";"0.35";"z";"2,251582000000099";"1";"1";"hard";"0,8";"1";"v1";"0,500000000000000";"0,5000000000000000";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P014_TV_prob0.8_Vset3_Tset1_2023-03-29_15h27.38.049.csv";"CBC_P014"
"CBC_P014";"5";"2";"2";"0.35";"b";"2,953596000000061";"0";"0";"hard";"0,8";"1";"v1";"0,400000000000000";"0,6000000000000000";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P014_TV_prob0.8_Vset3_Tset1_2023-03-29_15h27.38.049.csv";"CBC_P014"
"CBC_P014";"6";"1";"1";"0.5";"z";"2,944394399999965";"0";"0";"hard";"0,8";"1";"v1";"0,333333333333333";"0,6666666666666667";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P014_TV_prob0.8_Vset3_Tset1_2023-03-29_15h27.38.049.csv";"CBC_P014"
"CBC_P014";"7";"2";"0";"0.5";"b";"3,202679700000090";"1";"0";"hard";"0,8";"1";"v1";"0,428571428571429";"0,5714285714285714";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P014_TV_prob0.8_Vset3_Tset1_2023-03-29_15h27.38.049.csv";"CBC_P014"
"CBC_P014";"8";"1";"1";"0.5";"b";"2,568298400000003";"1";"1";"hard";"0,8";"1";"v1";"0,500000000000000";"0,5000000000000000";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P014_TV_prob0.8_Vset3_Tset1_2023-03-29_15h27.38.049.csv";"CBC_P014"
"CBC_P014";"9";"0";"2";"0.5";"b";"2,676234799999975";"1";"0";"hard";"0,8";"1";"v1";"0,555555555555556";"0,4444444444444444";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P014_TV_prob0.8_Vset3_Tset1_2023-03-29_15h27.38.049.csv";"CBC_P014"
"CBC_P014";"10";"1";"0";"0.35";"z";"2,381641300000183";"1";"1";"hard";"0,8";"1";"v1";"0,600000000000000";"0,4000000000000000";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P014_TV_prob0.8_Vset3_Tset1_2023-03-29_15h27.38.049.csv";"CBC_P014"
"CBC_P014";"11";"0";"1";"0.35";"z";"2,376036600000134";"1";"0";"hard";"0,8";"1";"v1";"0,636363636363636";"0,3636363636363636";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P014_TV_prob0.8_Vset3_Tset1_2023-03-29_15h27.38.049.csv";"CBC_P014"
"CBC_P014";"12";"2";"0";"0.5";"z";"2,726116400000137";"0";"0";"hard";"0,8";"1";"v1";"0,583333333333333";"0,4166666666666666";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P014_TV_prob0.8_Vset3_Tset1_2023-03-29_15h27.38.049.csv";"CBC_P014"
"CBC_P014";"13";"1";"2";"0.15";"z";"2,411947999999938";"1";"1";"hard";"0,8";"1";"v1";"0,615384615384615";"0,3846153846153846";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P014_TV_prob0.8_Vset3_Tset1_2023-03-29_15h27.38.049.csv";"CBC_P014"
"CBC_P014";"14";"2";"1";"0.15";"b";"2,400847400000202";"0";"0";"hard";"0,8";"1";"v1";"0,571428571428571";"0,4285714285714286";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P014_TV_prob0.8_Vset3_Tset1_2023-03-29_15h27.38.049.csv";"CBC_P014"
"CBC_P014";"15";"0";"0";"0.15";"z";"2,078231299999970";"1";"1";"hard";"0,8";"1";"v1";"0,600000000000000";"0,4000000000000000";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P014_TV_prob0.8_Vset3_Tset1_2023-03-29_15h27.38.049.csv";"CBC_P014"
"CBC_P014";"16";"1";"1";"0.5";"b";"2,512668700000177";"1";"1";"hard";"0,8";"1";"v1";"0,625000000000000";"0,3750000000000000";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P014_TV_prob0.8_Vset3_Tset1_2023-03-29_15h27.38.049.csv";"CBC_P014"
"CBC_P014";"17";"0";"2";"0.5";"b";"2,955230100000108";"1";"0";"hard";"0,8";"1";"v1";"0,647058823529412";"0,3529411764705882";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P014_TV_prob0.8_Vset3_Tset1_2023-03-29_15h27.38.049.csv";"CBC_P014"
"CBC_P014";"18";"1";"0";"0.35";"b";"2,669632699999966";"0";"0";"hard";"0,8";"1";"v1";"0,611111111111111";"0,3888888888888888";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P014_TV_prob0.8_Vset3_Tset1_2023-03-29_15h27.38.049.csv";"CBC_P014"
"CBC_P014";"19";"0";"1";"0.35";"z";"2,529615800000101";"1";"1";"hard";"0,8";"1";"v1";"0,631578947368421";"0,3684210526315790";"0";"0";"0";"1";"tv";"vib";"adults";"CBC_P014_TV_prob0.8_Vset3_Tset1_2023-03-29_15h27.38.049.csv";"CBC_P014"
