ID,mask,task,hemisphere,beta
CBC_1022,PE_uniform,TV,wholeBrain,-0.0823441953545567
CBC_1024,PE_uniform,TV,wholeBrain,0.012420022096179
CBC_1026,PE_uniform,TV,wholeBrain,-0.493401576135505
CBC_1027,PE_uniform,TV,wholeBrain,-0.706693249928537
CBC_1028,PE_uniform,TV,wholeBrain,-0.253891643135858
CBC_1029,PE_uniform,TV,wholeBrain,-0.799835672843896
CBC_1030,PE_uniform,TV,wholeBrain,-0.189092347680209
CBC_1031,PE_uniform,TV,wholeBrain,-0.418684781836561
CBC_1033,PE_uniform,TV,wholeBrain,-0.627921530340721
CBC_1034,PE_uniform,TV,wholeBrain,0.424407455272652
CBC_1035,PE_uniform,TV,wholeBrain,0.136274378095157
CBC_1036,PE_uniform,TV,wholeBrain,0.693607775692683
CBC_1037,PE_uniform,TV,wholeBrain,-0.220490467651808
CBC_1038,PE_uniform,TV,wholeBrain,0.162551212199849
CBC_1040,PE_uniform,TV,wholeBrain,-0.0626767549762248
CBC_1041,PE_uniform,TV,wholeBrain,0.464831271707995
CBC_1042,PE_uniform,TV,wholeBrain,0.0557965628017197
CBC_1044,PE_uniform,TV,wholeBrain,-0.423743876612721
CBC_1045,PE_uniform,TV,wholeBrain,0.121466520961718
CBC_1048,PE_uniform,TV,wholeBrain,-0.550911106330496
CBC_1051,PE_uniform,TV,wholeBrain,0.280607808134018
CBC_1054,PE_uniform,TV,wholeBrain,-0.386406627736077
CBC_1058,PE_uniform,TV,wholeBrain,-0.344642448876208
CBC_1059,PE_uniform,TV,wholeBrain,-0.115372428855522
CBC_1064,PE_uniform,TV,wholeBrain,0.169186112510529
CBC_1071,PE_uniform,TV,wholeBrain,-0.131735894703007
CBC_1072,PE_uniform,TV,wholeBrain,-0.0173332882113364
CBC_1075,PE_uniform,TV,wholeBrain,-0.515910035012492
CBC_1076,PE_uniform,TV,wholeBrain,-0.170325780591309
CBC_1087,PE_uniform,TV,wholeBrain,-0.0796628091978135
CBC_1090,PE_uniform,TV,wholeBrain,-0.486440412642379
CBC_1093,PE_uniform,TV,wholeBrain,0.257182144815989
CBC_1102,PE_uniform,TV,wholeBrain,0.677945005803084
CBC_1108,PE_uniform,TV,wholeBrain,-0.117273416591211
CBC_1109,PE_uniform,TV,wholeBrain,-0.0138786943141209
CBC_1110,PE_uniform,TV,wholeBrain,0.186314135306637
CBC_1111,PE_uniform,TV,wholeBrain,-0.274003802972389
CBC_1112,PE_uniform,TV,wholeBrain,-0.0884509813801548
CBC_1114,PE_uniform,TV,wholeBrain,-0.333929293772425
CBC_1115,PE_uniform,TV,wholeBrain,-0.0349347381238112
CBC_1117,PE_uniform,TV,wholeBrain,-0.956788147797293
CBC_1119,PE_uniform,TV,wholeBrain,0.0603009285187704
CBC_1122,PE_uniform,TV,wholeBrain,0.496999375358286
CBC_1127,PE_uniform,TV,wholeBrain,-0.31668342422012
CBC_1129,PE_uniform,TV,wholeBrain,0.270555309904644
CBC_1136,PE_uniform,TV,wholeBrain,-0.396465372736238
CBC_1138,PE_uniform,TV,wholeBrain,0.200900943933596
CBC_1139,PE_uniform,TV,wholeBrain,0.21762964709362
CBC_1143,PE_uniform,TV,wholeBrain,-0.501636280442366
CBC_1146,PE_uniform,TV,wholeBrain,0.35793930093844
