ID,mask,task,hemisphere,beta
CBC_1048,MSTACT_uniform,TV,wholeBrain,0.9633590353185
CBC_1051,MSTACT_uniform,TV,wholeBrain,1.71923388541018
CBC_1054,MSTACT_uniform,TV,wholeBrain,0.458895885351242
CBC_1058,MSTACT_uniform,TV,wholeBrain,0.798818932100453
CBC_1059,MSTACT_uniform,TV,wholeBrain,1.04406840294304
CBC_1064,MSTACT_uniform,TV,wholeBrain,1.92486569734937
CBC_1071,MSTACT_uniform,TV,wholeBrain,0.29442505778011
CBC_1072,MSTACT_uniform,TV,wholeBrain,-0.132557979084044
CBC_1075,MSTACT_uniform,TV,wholeBrain,0.455435803632537
CBC_1076,MSTACT_uniform,TV,wholeBrain,0.659766958056108
CBC_1087,MSTACT_uniform,TV,wholeBrain,1.14563272688594
CBC_1090,MSTACT_uniform,TV,wholeBrain,1.85864022451035
CBC_1093,MSTACT_uniform,TV,wholeBrain,1.07533399649259
CBC_1102,MSTACT_uniform,TV,wholeBrain,1.07876286650803
CBC_1108,MSTACT_uniform,TV,wholeBrain,2.61489596780401
CBC_1109,MSTACT_uniform,TV,wholeBrain,0.701572920299768
CBC_1110,MSTACT_uniform,TV,wholeBrain,0.700367601898042
CBC_1111,MSTACT_uniform,TV,wholeBrain,1.09089419332948
CBC_1112,MSTACT_uniform,TV,wholeBrain,1.19307252395856
CBC_1114,MSTACT_uniform,TV,wholeBrain,1.25306400944929
CBC_1115,MSTACT_uniform,TV,wholeBrain,1.62491752377639
CBC_1117,MSTACT_uniform,TV,wholeBrain,1.83278276801011
CBC_1119,MSTACT_uniform,TV,wholeBrain,3.48342831365836
CBC_1122,MSTACT_uniform,TV,wholeBrain,-0.106652270993363
CBC_1127,MSTACT_uniform,TV,wholeBrain,1.20192001835554
CBC_1129,MSTACT_uniform,TV,wholeBrain,0.363593414064196
CBC_1136,MSTACT_uniform,TV,wholeBrain,0.944028329591098
CBC_1138,MSTACT_uniform,TV,wholeBrain,1.31372429032485
CBC_1139,MSTACT_uniform,TV,wholeBrain,-0.120519118452934
CBC_1143,MSTACT_uniform,TV,wholeBrain,0.374073986798975
CBC_1146,MSTACT_uniform,TV,wholeBrain,0.485360098096025
