ID,filename,session,trial,mod2Type,stimPair,triplet,frequency,rewardAccurate,reactionTime,choice,choiceAccurate,choiceLeft,choiceRight,reward,beliefPair,beliefPairNorm,beliefOtherPair,beliefOtherPairNorm,rewardPE,fit_percModel,fit_respModel,fit_startBelief,fit_alpha1,fit_alpha12,fit_alpha2,fit_nonDecisionTime,fit_weight,fit_startingBoundary,fit_startingPoint,fit_NLL,fit_delta1,fit_alpha22,version,run,alphaT,model,mBIC
CBC_1032,CBC_1032_MSI_TV_v1_Vset3_Aset2_2023-10-20_11h31.15.953.csv,2,2,tac,1B,NA,0.5,1,2.37794150000082,1,1,NA,NA,1,0.5,NA,NA,NA,0.5,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0163736674384275,NA,NA,1.07893675362033,0.0266608158557604,2.40067793940376,0.5,66.7200846403691,NA,NA,v1,MR,NA,CBCsimpleRW_CBCdriftDiffusionLR,148.57692781641123
CBC_1032,CBC_1032_MSI_TV_v1_Vset3_Aset2_2023-10-20_11h31.15.953.csv,2,3,tac,2A,NA,0.36,1,2.43933590000051,0,1,NA,NA,1,0.491813166280786,NA,NA,NA,0.491813166280786,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0163736674384275,NA,NA,1.07893675362033,0.0266608158557604,2.40067793940376,0.5,66.7200846403691,NA,NA,v1,MR,NA,CBCsimpleRW_CBCdriftDiffusionLR,148.57692781641123
CBC_1032,CBC_1032_MSI_TV_v1_Vset3_Aset2_2023-10-20_11h31.15.953.csv,2,4,tac,0B,NA,0.36,1,2.44120900000053,1,0,NA,NA,0,0.5,NA,NA,NA,-0.5,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0163736674384275,NA,NA,1.07893675362033,0.0266608158557604,2.40067793940376,0.5,66.7200846403691,NA,NA,v1,MR,NA,CBCsimpleRW_CBCdriftDiffusionLR,148.57692781641123
CBC_1032,CBC_1032_MSI_TV_v1_Vset3_Aset2_2023-10-20_11h31.15.953.csv,2,5,tac,2C,NA,0.5,1,2.44012629999997,1,1,NA,NA,1,0.5,NA,NA,NA,0.5,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0163736674384275,NA,NA,1.07893675362033,0.0266608158557604,2.40067793940376,0.5,66.7200846403691,NA,NA,v1,MR,NA,CBCsimpleRW_CBCdriftDiffusionLR,148.57692781641123
CBC_1032,CBC_1032_MSI_TV_v1_Vset3_Aset2_2023-10-20_11h31.15.953.csv,2,6,tac,1A,NA,0.14,1,2.83271550000063,0,1,NA,NA,1,0.5,NA,NA,NA,0.5,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0163736674384275,NA,NA,1.07893675362033,0.0266608158557604,2.40067793940376,0.5,66.7200846403691,NA,NA,v1,MR,NA,CBCsimpleRW_CBCdriftDiffusionLR,148.57692781641123
CBC_1032,CBC_1032_MSI_TV_v1_Vset3_Aset2_2023-10-20_11h31.15.953.csv,2,7,tac,0C,NA,0.14,1,1.63356270000077,1,0,NA,NA,0,0.5,NA,NA,NA,-0.5,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0163736674384275,NA,NA,1.07893675362033,0.0266608158557604,2.40067793940376,0.5,66.7200846403691,NA,NA,v1,MR,NA,CBCsimpleRW_CBCdriftDiffusionLR,148.57692781641123
CBC_1032,CBC_1032_MSI_TV_v1_Vset3_Aset2_2023-10-20_11h31.15.953.csv,2,8,tac,1B,NA,0.5,1,NA,NA,NA,NA,NA,NA,0.508186833719214,NA,NA,NA,0,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0163736674384275,NA,NA,1.07893675362033,0.0266608158557604,2.40067793940376,0.5,66.7200846403691,NA,NA,v1,MR,NA,CBCsimpleRW_CBCdriftDiffusionLR,148.57692781641123
CBC_1032,CBC_1032_MSI_TV_v1_Vset3_Aset2_2023-10-20_11h31.15.953.csv,2,9,tac,2C,NA,0.5,1,1.21631250000064,0,0,NA,NA,0,0.508186833719214,NA,NA,NA,-0.491813166280786,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0163736674384275,NA,NA,1.07893675362033,0.0266608158557604,2.40067793940376,0.5,66.7200846403691,NA,NA,v1,MR,NA,CBCsimpleRW_CBCdriftDiffusionLR,148.57692781641123
CBC_1032,CBC_1032_MSI_TV_v1_Vset3_Aset2_2023-10-20_11h31.15.953.csv,2,10,tac,0B,NA,0.36,1,2.75128059999952,1,0,NA,NA,0,0.491813166280786,NA,NA,NA,-0.491813166280786,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0163736674384275,NA,NA,1.07893675362033,0.0266608158557604,2.40067793940376,0.5,66.7200846403691,NA,NA,v1,MR,NA,CBCsimpleRW_CBCdriftDiffusionLR,148.57692781641123
CBC_1032,CBC_1032_MSI_TV_v1_Vset3_Aset2_2023-10-20_11h31.15.953.csv,2,11,tac,1C,NA,0.36,1,2.56806909999978,0,1,NA,NA,1,0.5,NA,NA,NA,0.5,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0163736674384275,NA,NA,1.07893675362033,0.0266608158557604,2.40067793940376,0.5,66.7200846403691,NA,NA,v1,MR,NA,CBCsimpleRW_CBCdriftDiffusionLR,148.57692781641123
