ID,filename,session,trial,visStimLeft,secondStim,mod2Type,frequency,rewardAccurate,yesKey,mod2Stim,stimPair,match,key,reactionTime,choice,choiceAccurate,reward,simpleSurprise
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,1,1,2,tac,0.36,1,b,C,1C,0,b,2.75424939999994,1,0,0,2.19722457733622
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,2,0,1,tac,0.36,1,b,B,0B,0,b,2.51536959999976,1,0,0,2.30258509299405
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,3,1,0,tac,0.14,1,b,A,1A,0,b,3.51914560000023,1,0,0,2.39789527279837
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,4,2,2,tac,0.5,1,b,C,2C,1,b,2.36867830000028,1,1,1,2.484906649788
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,5,0,0,tac,0.5,1,b,A,0A,1,b,3.17988960000002,1,1,1,2.56494935746154
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,6,0,0,tac,0.5,1,b,A,0A,1,b,4.45755540000027,1,1,1,1.94591014905531
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,7,2,2,tac,0.5,1,b,C,2C,1,z,2.59734350000053,0,0,0,2.01490302054226
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,8,0,1,tac,0.36,1,b,B,0B,0,None,NaN,NaN,NaN,NaN,2.07944154167984
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,9,2,2,tac,0.5,1,b,C,2C,1,z,2.70085469999958,0,0,0,1.73460105538811
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,10,1,1,tac,0.5,1,b,B,1B,1,z,3.19281179999962,0,0,0,2.89037175789616
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,11,0,2,tac,0.14,1,b,C,0C,0,b,3.00035939999998,1,0,0,2.94443897916644
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,12,1,1,tac,0.5,1,b,B,1B,1,z,2.92832690000068,0,0,0,2.30258509299405
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,13,2,0,tac,0.36,1,b,A,2A,0,z,3.17359439999927,0,1,1,3.04452243772342
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,14,1,2,tac,0.36,1,b,C,1C,0,z,2.69476759999998,0,1,1,2.39789527279837
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,15,2,0,tac,0.36,1,b,A,2A,0,b,3.61589249999997,1,0,0,2.4423470353692
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,16,1,1,tac,0.5,1,b,B,1B,1,b,5.85940660000051,1,1,1,2.07944154167984
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,17,2,0,tac,0.36,1,b,A,2A,0,b,6.68928500000038,1,0,0,2.12026353620009
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,18,1,1,tac,0.5,1,b,B,1B,1,b,2.61997020000035,1,1,1,1.87180217690159
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,19,0,0,tac,0.5,1,b,A,0A,1,b,2.72536219999984,1,1,1,2.19722457733622
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,20,2,2,tac,0.5,1,b,C,2C,1,b,2.36223059999975,1,1,1,1.94591014905531
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,21,2,2,tac,0.5,1,b,C,2C,1,b,5.35711329999958,1,1,1,1.75785791755237
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,22,0,1,tac,0.36,1,b,B,0B,0,b,3.28786929999933,1,0,0,2.30258509299405
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,23,1,0,tac,0.14,1,b,A,1A,0,b,2.24247679999917,1,0,0,2.7408400239252
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,24,2,1,tac,0.14,1,b,B,2B,0,z,3.47747380000055,0,1,1,3.46573590279973
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,25,0,0,tac,0.5,0,b,A,0A,1,b,2.51346159999957,1,1,0,2.11021320034659
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,26,1,2,tac,0.36,1,b,C,1C,0,b,2.94651290000002,1,0,0,2.42774823594805
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,27,0,0,tac,0.5,1,b,A,0A,1,None,NaN,NaN,NaN,NaN,1.94591014905531
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,28,1,2,tac,0.36,1,b,C,1C,0,z,2.23378370000046,0,1,1,2.19722457733622
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,29,2,1,tac,0.14,1,b,B,2B,0,None,NaN,NaN,NaN,NaN,2.91777073208428
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,30,0,0,tac,0.5,1,b,A,0A,1,b,1.76444629999969,1,1,1,1.84582669049833
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,31,1,1,tac,0.5,1,b,B,1B,1,b,3.11669079999956,1,1,1,2.05412373369555
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,32,0,0,tac,0.5,1,b,A,0A,1,b,1.4335200000005,1,1,1,1.74296930505862
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,33,1,2,tac,0.36,1,b,C,1C,0,z,4.45785169999999,0,1,1,2.10413415427021
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,34,0,1,tac,0.36,1,b,B,0B,0,z,2.0808320999995,0,1,1,2.35137525716348
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,35,2,2,tac,0.5,0,b,C,2C,1,b,1.98658650000016,1,1,0,1.96944064646551
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,36,0,1,tac,0.36,1,b,B,0B,0,z,2.21190770000067,0,1,1,2.17475172148416
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,37,2,2,tac,0.5,1,b,C,2C,1,b,2.0125823999997,1,1,1,1.86075234071501
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,38,1,1,tac,0.5,1,b,B,1B,1,b,3.94879700000001,1,1,1,2.03688192726104
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,39,1,1,tac,0.5,1,b,B,1B,1,z,3.39771839999958,0,0,0,1.90423745265475
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,40,2,0,tac,0.36,1,b,A,2A,0,z,2.14340460000039,0,1,1,2.484906649788
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,41,0,2,tac,0.14,1,b,C,0C,0,z,1.85988439999983,0,1,1,3.19867311755068
CBC_1089,CBC_1089_MSI_TV_v1_Vset3_Aset1_2024-10-02_14h23.15.490.csv,2,42,2,0,tac,0.36,1,b,A,2A,0,z,2.04705279999962,0,1,1,2.30258509299405
CBC_1089,CBC_1089_MSI_AV_v1_Vset2_Aset1_2024-10-02_15h20.49.443.csv,3,1,1,2,aud,0.36,1,b,C,1C,0,b,2.72087539999848,1,0,0,2.19722457733622
CBC_1089,CBC_1089_MSI_AV_v1_Vset2_Aset1_2024-10-02_15h20.49.443.csv,3,2,0,0,aud,0.5,1,b,A,0A,1,z,2.23900169999797,0,0,0,2.30258509299405
CBC_1089,CBC_1089_MSI_AV_v1_Vset2_Aset1_2024-10-02_15h20.49.443.csv,3,3,2,2,aud,0.5,1,b,C,2C,1,b,1.53300259999742,1,1,1,2.39789527279837
CBC_1089,CBC_1089_MSI_AV_v1_Vset2_Aset1_2024-10-02_15h20.49.443.csv,3,4,2,2,aud,0.5,1,b,C,2C,1,b,4.44997409999814,1,1,1,1.79175946922805
CBC_1089,CBC_1089_MSI_AV_v1_Vset2_Aset1_2024-10-02_15h20.49.443.csv,3,5,1,1,aud,0.5,1,b,B,1B,1,b,2.23215619999792,1,1,1,2.56494935746154
CBC_1089,CBC_1089_MSI_AV_v1_Vset2_Aset1_2024-10-02_15h20.49.443.csv,3,6,0,0,aud,0.5,1,b,A,0A,1,b,2.31045259999883,1,1,1,1.94591014905531
CBC_1089,CBC_1089_MSI_AV_v1_Vset2_Aset1_2024-10-02_15h20.49.443.csv,3,7,2,1,aud,0.14,1,b,B,2B,0,b,2.4799217999971,1,0,0,2.70805020110221
CBC_1089,CBC_1089_MSI_AV_v1_Vset2_Aset1_2024-10-02_15h20.49.443.csv,3,8,0,0,aud,0.5,1,b,A,0A,1,b,2.68463159999919,1,1,1,1.67397643357167
CBC_1089,CBC_1089_MSI_AV_v1_Vset2_Aset1_2024-10-02_15h20.49.443.csv,3,9,1,2,aud,0.36,1,b,C,1C,0,b,1.66293709999809,1,0,0,2.14006616349627
CBC_1089,CBC_1089_MSI_AV_v1_Vset2_Aset1_2024-10-02_15h20.49.443.csv,3,10,2,0,aud,0.36,1,b,A,2A,0,b,2.31334419999803,1,0,0,2.89037175789616
CBC_1089,CBC_1089_MSI_AV_v1_Vset2_Aset1_2024-10-02_15h20.49.443.csv,3,11,1,1,aud,0.5,1,b,B,1B,1,b,1.51576999999816,1,1,1,2.2512917986065
CBC_1089,CBC_1089_MSI_AV_v1_Vset2_Aset1_2024-10-02_15h20.49.443.csv,3,12,2,0,aud,0.36,1,b,A,2A,0,b,2.13343409999834,1,0,0,2.30258509299405
CBC_1089,CBC_1089_MSI_AV_v1_Vset2_Aset1_2024-10-02_15h20.49.443.csv,3,13,0,1,aud,0.36,1,b,B,0B,0,z,2.92511439999907,0,1,1,3.04452243772342
CBC_1089,CBC_1089_MSI_AV_v1_Vset2_Aset1_2024-10-02_15h20.49.443.csv,3,14,1,0,aud,0.14,1,b,A,1A,0,b,2.1931717999978,1,0,0,3.09104245335832
CBC_1089,CBC_1089_MSI_AV_v1_Vset2_Aset1_2024-10-02_15h20.49.443.csv,3,15,2,2,aud,0.5,1,b,C,2C,1,b,0.144840299999487,1,1,1,2.03688192726104
CBC_1089,CBC_1089_MSI_AV_v1_Vset2_Aset1_2024-10-02_15h20.49.443.csv,3,16,1,1,aud,0.5,1,b,B,1B,1,b,2.35591949999798,1,1,1,2.07944154167984
CBC_1089,CBC_1089_MSI_AV_v1_Vset2_Aset1_2024-10-02_15h20.49.443.csv,3,17,2,2,aud,0.5,1,b,C,2C,1,z,2.10098859999925,0,0,0,1.83258146374831
CBC_1089,CBC_1089_MSI_AV_v1_Vset2_Aset1_2024-10-02_15h20.49.443.csv,3,18,0,1,aud,0.36,1,b,B,0B,0,b,2.38570739999886,1,0,0,2.56494935746154
CBC_1089,CBC_1089_MSI_AV_v1_Vset2_Aset1_2024-10-02_15h20.49.443.csv,3,19,2,0,aud,0.36,1,b,A,2A,0,b,2.3958767999975,1,0,0,2.19722457733622
CBC_1089,CBC_1089_MSI_AV_v1_Vset2_Aset1_2024-10-02_15h20.49.443.csv,3,20,1,1,aud,0.5,0,b,B,1B,1,b,2.04239359999883,1,1,0,1.94591014905531
CBC_1089,CBC_1089_MSI_AV_v1_Vset2_Aset1_2024-10-02_15h20.49.443.csv,3,21,0,2,aud,0.14,1,b,C,0C,0,z,2.64877969999725,0,1,1,3.36729582998647
CBC_1089,CBC_1089_MSI_AV_v1_Vset2_Aset1_2024-10-02_15h20.49.443.csv,3,22,1,1,aud,0.5,1,b,B,1B,1,b,2.29568719999952,1,1,1,1.79175946922805
CBC_1089,CBC_1089_MSI_AV_v1_Vset2_Aset1_2024-10-02_15h20.49.443.csv,3,23,0,0,aud,0.5,1,b,A,0A,1,b,2.32426339999802,1,1,1,2.04769284336526
CBC_1089,CBC_1089_MSI_AV_v1_Vset2_Aset1_2024-10-02_15h20.49.443.csv,3,24,0,0,aud,0.5,1,b,A,0A,1,b,2.36046279999755,1,1,1,1.85629799036563
CBC_1089,CBC_1089_MSI_AV_v1_Vset2_Aset1_2024-10-02_15h20.49.443.csv,3,25,2,1,aud,0.14,1,b,B,2B,0,b,3.06591319999825,1,0,0,2.80336038090653
