ID,filename,session,trial,visStimLeft,visStimRight,correctKey,leftCorrect,rightCorrect,secondStim,mod2Type,mod2Stim,frequency,rewardAccurate,stimPairLeft,stimPairRight,pCorrectLeft,pCorrectRight,key,reactionTime,choiceLeft,choiceRight,choiceAccurate,reward,chosenPair,otherPair,triplet,surprise,0A belief,1A belief,2A belief,3A belief,0B belief,1B belief,2B belief,3B belief,0C belief,1C belief,2C belief,3C belief,0D belief,1D belief,2D belief,3D belief,beliefPairNorm,beliefOtherPairNorm,beliefPair,beliefOtherPair,lik,corrLik,rewardPE,update2,fitCBCsimpleRW_CBCdriftDiffusionLR_pwBelief_startBelief,fitCBCsimpleRW_CBCdriftDiffusionLR_pwBelief_alpha1,fitCBCsimpleRW_CBCdriftDiffusionLR_pwBelief_nonDecisionTime,fitCBCsimpleRW_CBCdriftDiffusionLR_pwBelief_weight,fitCBCsimpleRW_CBCdriftDiffusionLR_pwBelief_startingBoundary,fitCBCsimpleRW_CBCdriftDiffusionLR_pwBelief_startingPoint,fit_CBCsimpleRW_CBCdriftDiffusionLR_pwBelief_NLL
CBC_1026,CBC_1026_MSI_TV_v3_Vset6_Tset1_2023-07-20_11h47.13.772.csv,1,1,2,0,b,1,0,3,tac,C,27,1,2C,0C,1,0,z,2.81258230000003,0,1,0,0,0C,2C,C20,2.77258872223978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.136423418082227,0.499984920255958,-0.5,-0.00190512490178157,0.5,0.00381024980356315,1.09999229474516,0.0066138965986613,2.97169514148373,0.5,86.1343867734397
CBC_1026,CBC_1026_MSI_TV_v3_Vset6_Tset1_2023-07-20_11h47.13.772.csv,1,2,3,2,b,1,0,2,tac,D,63,1,3D,2D,1,0,z,3.51269599999978,0,1,0,0,2D,3D,D32,2.83321334405622,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.498094875098218,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0924350479123741,0.500291130931719,-0.5,-0.00190512490178157,0.5,0.00381024980356315,1.09999229474516,0.0066138965986613,2.97169514148373,0.5,86.1343867734397
CBC_1026,CBC_1026_MSI_TV_v3_Vset6_Tset1_2023-07-20_11h47.13.772.csv,1,3,1,0,z,0,1,0,tac,A,63,1,1A,0A,0,1,b,3.11569829999917,1,0,0,0,1A,0A,A10,2.89037175789616,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.498094875098218,0.5,0.5,0.5,0.5,0.5,0.498094875098218,0.5,0.5,0.5,0.5,0.5,0.115235268362862,0.499755583874297,-0.5,-0.00190512490178157,0.5,0.00381024980356315,1.09999229474516,0.0066138965986613,2.97169514148373,0.5,86.1343867734397
CBC_1026,CBC_1026_MSI_TV_v3_Vset6_Tset1_2023-07-20_11h47.13.772.csv,1,4,2,3,b,1,0,3,tac,C,63,1,2C,3C,1,0,b,2.5440865999999,1,0,1,1,2C,3C,C23,2.94443897916644,0.5,0.498094875098218,0.5,0.5,0.5,0.5,0.5,0.5,0.498094875098218,0.5,0.5,0.5,0.5,0.5,0.498094875098218,0.5,0.5,0.5,0.5,0.5,0.157524315721353,0.498528499569107,0.5,0.00190512490178157,0.5,0.00381024980356315,1.09999229474516,0.0066138965986613,2.97169514148373,0.5,86.1343867734397
CBC_1026,CBC_1026_MSI_TV_v3_Vset6_Tset1_2023-07-20_11h47.13.772.csv,1,5,0,2,b,1,0,0,tac,A,27,1,0A,2A,1,0,b,3.45399779999934,1,0,1,1,0A,2A,A02,2.99573227355399,0.5,0.498094875098218,0.5,0.5,0.5,0.5,0.5,0.5,0.498094875098218,0.5,0.501905124901782,0.5,0.5,0.5,0.498094875098218,0.5,0.5,0.5,0.5,0.5,0.0952144955374319,0.49871464612691,0.5,0.00190512490178157,0.5,0.00381024980356315,1.09999229474516,0.0066138965986613,2.97169514148373,0.5,86.1343867734397
CBC_1026,CBC_1026_MSI_TV_v3_Vset6_Tset1_2023-07-20_11h47.13.772.csv,1,6,2,3,z,0,1,2,tac,D,63,1,2D,3D,0,1,z,3.88617089999934,0,1,1,1,3D,2D,D23,3.04452243772342,0.501905124901782,0.498094875098218,0.5,0.5,0.5,0.5,0.5,0.5,0.498094875098218,0.5,0.501905124901782,0.5,0.5,0.5,0.498094875098218,0.5,0.501905124901782,0.498094875098218,0.5,0.498094875098218,0.0752621654712546,0.501855908932547,0.5,0.00190512490178157,0.5,0.00381024980356315,1.09999229474516,0.0066138965986613,2.97169514148373,0.5,86.1343867734397
CBC_1026,CBC_1026_MSI_TV_v3_Vset6_Tset1_2023-07-20_11h47.13.772.csv,1,7,3,2,b,1,0,2,tac,D,63,1,3D,2D,1,0,b,2.69306169999982,1,0,1,1,3D,2D,D32,2.39789527279837,0.501905124901782,0.498094875098218,0.5,0.5,0.5,0.5,0.5,0.5,0.498094875098218,0.5,0.501905124901782,0.5,0.5,0.5,0.498094875098218,0.501905124901782,0.503810194487146,0.496189805512854,0.501905124901782,0.498094875098218,0.145790057854182,0.500294907246482,0.498094875098218,0.0018978658999988,0.5,0.00381024980356315,1.09999229474516,0.0066138965986613,2.97169514148373,0.5,86.1343867734397
CBC_1026,CBC_1026_MSI_TV_v3_Vset6_Tset1_2023-07-20_11h47.13.772.csv,1,8,3,1,z,0,1,1,tac,B,27,1,3B,1B,0,1,z,2.64373950000027,0,1,1,1,1B,3B,B31,3.13549421592915,0.501905124901782,0.498094875098218,0.5,0.5,0.5,0.5,0.5,0.5,0.498094875098218,0.5,0.501905124901782,0.5,0.5,0.5,0.498094875098218,0.50380299080178,0.5,0.5,0.5,0.5,0.149693678273129,0.500025352811181,0.5,0.00190512490178157,0.5,0.00381024980356315,1.09999229474516,0.0066138965986613,2.97169514148373,0.5,86.1343867734397
CBC_1026,CBC_1026_MSI_TV_v3_Vset6_Tset1_2023-07-20_11h47.13.772.csv,1,9,0,3,z,0,1,2,tac,D,9,1,0D,3D,0,1,z,2.66623359999994,0,1,1,1,3D,0D,D03,3.17805383034795,0.501905124901782,0.498094875098218,0.5,0.5,0.5,0.501905124901782,0.5,0.5,0.498094875098218,0.5,0.501905124901782,0.5,0.5,0.5,0.498094875098218,0.50380299080178,0.50380299080178,0.49619700919822,0.50380299080178,0.5,0.148007112701009,0.500500231237334,0.49619700919822,0.00189063455682614,0.5,0.00381024980356315,1.09999229474516,0.0066138965986613,2.97169514148373,0.5,86.1343867734397
CBC_1026,CBC_1026_MSI_TV_v3_Vset6_Tset1_2023-07-20_11h47.13.772.csv,1,10,1,0,b,1,0,1,tac,B,63,1,1B,0B,1,0,b,2.92802389999997,1,0,1,1,1B,0B,B10,3.2188758248682,0.501905124901782,0.498094875098218,0.5,0.5,0.5,0.501905124901782,0.5,0.5,0.498094875098218,0.5,0.501905124901782,0.5,0.5,0.5,0.498094875098218,0.505693625358607,0.501905124901782,0.498094875098218,0.501905124901782,0.5,0.12818560591461,0.500811670060064,0.498094875098218,0.0018978658999988,0.5,0.00381024980356315,1.09999229474516,0.0066138965986613,2.97169514148373,0.5,86.1343867734397
