ID,filename,session,trial,visStimLeft,visStimRight,correctKey,leftCorrect,rightCorrect,secondStim,mod2Type,mod2Stim,frequency,rewardAccurate,stimPairLeft,stimPairRight,pCorrectLeft,pCorrectRight,key,reactionTime,choiceLeft,choiceRight,choiceAccurate,reward,chosenPair,otherPair,triplet,surprise,0A belief,1A belief,2A belief,3A belief,0B belief,1B belief,2B belief,3B belief,0C belief,1C belief,2C belief,3C belief,0D belief,1D belief,2D belief,3D belief,beliefPair,beliefOtherPair,beliefPairNorm,beliefOtherPairNorm,prob,lik,rewardPE,update2,rewardPEOP,update2OP,fitCBCbothPairsRW_CBCsimpleSigmoid_pwBelief_startBelief,fitCBCbothPairsRW_CBCsimpleSigmoid_pwBelief_alpha1,fitCBCbothPairsRW_CBCsimpleSigmoid_pwBelief_alpha2,fitCBCbothPairsRW_CBCsimpleSigmoid_pwBelief_beta,fit_CBCbothPairsRW_CBCsimpleSigmoid_pwBelief_NLL
CBC_1030,CBC_1030_MSI_TV_v3_Vset3_Tset1_2023-08-23_15h04.35.874.csv,1,1,0,2,z,0,1,2,tac,C,27,1,0C,2C,0,1,z,2.65799659999902,0,1,1,1,2C,0C,C02,2.77258872223978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.37499977496155,0.5,-0.374999166702293,0.5,0.7499995499231,0.749998333404585,1.20093002013241,24.1617264391265
CBC_1030,CBC_1030_MSI_TV_v3_Vset3_Tset1_2023-08-23_15h04.35.874.csv,1,2,2,3,z,0,1,1,tac,D,63,1,2D,3D,0,1,z,3.82927790000031,0,1,1,1,3D,2D,D23,2.83321334405622,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.125000833297707,0.5,0.87499977496155,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.37499977496155,0.5,-0.374999166702293,0.5,0.7499995499231,0.749998333404585,1.20093002013241,24.1617264391265
CBC_1030,CBC_1030_MSI_TV_v3_Vset3_Tset1_2023-08-23_15h04.35.874.csv,1,3,0,1,b,1,0,0,tac,A,63,1,0A,1A,NaN,NaN,None,NaN,NaN,NaN,NaN,NaN,,,A01,2.89037175789616,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.125000833297707,0.5,0.87499977496155,0.5,0.5,0.5,0.125000833297707,0.87499977496155,0,0,0,0,0,NaN,0,0,0,0,0.5,0.7499995499231,0.749998333404585,1.20093002013241,24.1617264391265
CBC_1030,CBC_1030_MSI_TV_v3_Vset3_Tset1_2023-08-23_15h04.35.874.csv,1,4,3,2,z,0,1,2,tac,C,63,1,3C,2C,0,1,z,3.31901759999982,0,1,1,1,2C,3C,C32,2.94443897916644,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.125000833297707,0.5,0.87499977496155,0.5,0.5,0.5,0.125000833297707,0.87499977496155,0.87499977496155,0.12500022503845,0.87499977496155,0.12500022503845,0.711092710056064,0.711092710056064,0.12500022503845,0.0937501125191237,0.12500022503845,-0.0937499604540355,0.5,0.7499995499231,0.749998333404585,1.20093002013241,24.1617264391265
CBC_1030,CBC_1030_MSI_TV_v3_Vset3_Tset1_2023-08-23_15h04.35.874.csv,1,5,2,0,z,0,1,0,tac,A,27,1,2A,0A,0,1,z,4.80152899999939,0,1,1,1,0A,2A,A20,2.99573227355399,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.125000833297707,0.5,0.968749887480674,0.0312502645844143,0.5,0.5,0.125000833297707,0.87499977496155,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.37499977496155,0.5,-0.374999166702293,0.5,0.7499995499231,0.749998333404585,1.20093002013241,24.1617264391265
CBC_1030,CBC_1030_MSI_TV_v3_Vset3_Tset1_2023-08-23_15h04.35.874.csv,1,6,3,2,b,1,0,1,tac,D,63,1,3D,2D,1,0,z,4.09624350000013,0,1,0,0,2D,3D,D32,3.04452243772342,0.87499977496155,0.5,0.125000833297707,0.5,0.5,0.5,0.5,0.5,0.125000833297707,0.5,0.968749887480674,0.0312502645844143,0.5,0.5,0.125000833297707,0.87499977496155,0.0200001896542625,0.979999810345737,0.0200001896542625,0.979999810345737,0.239961177603546,0.239961177603546,-0.0200001896542625,-0.0150001332390735,-0.0200001896542625,0.0150001089084725,0.5,0.7499995499231,0.749998333404585,1.20093002013241,24.1617264391265
CBC_1030,CBC_1030_MSI_TV_v3_Vset3_Tset1_2023-08-23_15h04.35.874.csv,1,7,2,3,z,0,1,1,tac,D,63,1,2D,3D,0,1,z,3.10735099999965,0,1,1,1,3D,2D,D23,2.39789527279837,0.87499977496155,0.5,0.125000833297707,0.5,0.5,0.5,0.5,0.5,0.125000833297707,0.5,0.968749887480674,0.0312502645844143,0.5,0.5,0.00500005641518897,0.99499991925421,0.999974748053898,2.5251946102145e-05,0.999974748053898,2.5251946102145e-05,0.768679403215396,0.768679403215396,2.5251946102145e-05,1.89389482112911e-05,2.5251946102145e-05,-1.89389174918312e-05,0.5,0.7499995499231,0.749998333404585,1.20093002013241,24.1617264391265
CBC_1030,CBC_1030_MSI_TV_v3_Vset3_Tset1_2023-08-23_15h04.35.874.csv,1,8,1,3,b,1,0,3,tac,B,27,1,1B,3B,1,0,z,3.18399449999924,0,1,0,0,3B,1B,B13,3.13549421592915,0.87499977496155,0.5,0.125000833297707,0.5,0.5,0.5,0.5,0.5,0.125000833297707,0.5,0.968749887480674,0.0312502645844143,0.5,0.5,6.31302861031383e-06,0.999993687002109,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-0.37499977496155,-0.5,0.374999166702293,0.5,0.7499995499231,0.749998333404585,1.20093002013241,24.1617264391265
CBC_1030,CBC_1030_MSI_TV_v3_Vset3_Tset1_2023-08-23_15h04.35.874.csv,1,9,3,0,b,1,0,1,tac,D,9,1,3D,0D,1,0,b,3.76811709999947,1,0,1,1,3D,0D,D30,3.17805383034795,0.87499977496155,0.5,0.125000833297707,0.5,0.5,0.874999166702293,0.5,0.12500022503845,0.125000833297707,0.5,0.968749887480674,0.0312502645844143,0.5,0.5,6.31302861031383e-06,0.999993687002109,0.999993687002109,6.31299789088935e-06,0.999993687002109,6.31299789088935e-06,0.768687491525502,0.768687491525502,6.31299789088935e-06,4.73474557683249e-06,6.31299789088935e-06,-4.73473789695367e-06,0.5,0.7499995499231,0.749998333404585,1.20093002013241,24.1617264391265
CBC_1030,CBC_1030_MSI_TV_v3_Vset3_Tset1_2023-08-23_15h04.35.874.csv,1,10,0,1,z,0,1,3,tac,B,63,1,0B,1B,0,1,z,3.38835139999901,0,1,1,1,1B,0B,B01,3.2188758248682,0.87499977496155,0.5,0.125000833297707,0.5,0.5,0.874999166702293,0.5,0.12500022503845,0.125000833297707,0.5,0.968749887480674,0.0312502645844143,1.57825999393567e-06,0.5,6.31302861031383e-06,0.999998421747686,0.874999166702293,0.125000833297707,0.874999166702293,0.125000833297707,0.711092409917856,0.711092409917856,0.125000833297707,0.0937505687132929,0.125000833297707,-0.0937504166474649,0.5,0.7499995499231,0.749998333404585,1.20093002013241,24.1617264391265
CBC_1030,CBC_1030_MSI_TV_v3_Vset3_Tset1_2023-08-23_15h04.35.874.csv,1,11,0,1,b,1,0,0,tac,A,63,1,0A,1A,1,0,b,3.54360389999965,1,0,1,1,0A,1A,A01,2.56494935746154,0.87499977496155,0.5,0.125000833297707,0.5,0.0312504166502424,0.968749735415586,0.5,0.12500022503845,0.125000833297707,0.5,0.968749887480674,0.0312502645844143,1.57825999393567e-06,0.5,6.31302861031383e-06,0.999998421747686,0.87499977496155,0.12500022503845,0.87499977496155,0.12500022503845,0.711092710056064,0.711092710056064,0.12500022503845,0.0937501125191237,0.12500022503845,-0.0937499604540355,0.5,0.7499995499231,0.749998333404585,1.20093002013241,24.1617264391265
CBC_1030,CBC_1030_MSI_TV_v3_Vset3_Tset1_2023-08-23_15h04.35.874.csv,1,12,1,0,b,1,0,3,tac,B,63,1,1B,0B,1,0,b,3.30253819999962,1,0,1,1,1B,0B,B10,3.29583686600433,0.968749887480674,0.0312502645844143,0.125000833297707,0.5,0.0312504166502424,0.968749735415586,0.5,0.12500022503845,0.125000833297707,0.5,0.968749887480674,0.0312502645844143,1.57825999393567e-06,0.5,6.31302861031383e-06,0.999998421747686,0.998960475593082,0.00103952440691824,0.998960475593082,0.00103952440691824,0.768245946215623,0.768245946215623,0.00103952440691824,0.000779642837322754,0.00103952440691824,-0.000779641572722067,0.5,0.7499995499231,0.749998333404585,1.20093002013241,24.1617264391265
CBC_1030,CBC_1030_MSI_TV_v3_Vset3_Tset1_2023-08-23_15h04.35.874.csv,1,13,3,2,b,1,0,1,tac,D,63,1,3D,2D,1,0,z,3.32220879999932,0,1,0,0,2D,3D,D32,2.63905732961526,0.968749887480674,0.0312502645844143,0.125000833297707,0.5,0.000259882834196169,0.999740118430405,0.5,0.12500022503845,0.125000833297707,0.5,0.968749887480674,0.0312502645844143,1.57825999393567e-06,0.5,6.31302861031383e-06,0.999998421747686,9.9636306385685e-12,0.999999999990036,9.9636306385685e-12,0.999999999990036,0.231309812412849,0.231309812412849,-9.9636306385685e-12,-7.47271849452639e-12,-9.963585512196e-12,7.47267252888108e-12,0.5,0.7499995499231,0.749998333404585,1.20093002013241,24.1617264391265
