ID,session,trialNr,visStimLeft,mod2Stim,match,correctKey,frequency,rewardAccurate,stimPair,probFB,surprise,0A belief,1A belief,2A belief,0B belief,1B belief,2B belief,0C belief,1C belief,2C belief,reactionTime,choice,beliefPair,choiceAccurate,reward,rewardPE,update2,sim_percModel,sim_respModel,sim_startBelief,sim_alpha1,sim_nonDecisionTime,sim_weight,sim_startingBoundary,sim_startingPoint,lik,corrLik,fit_percModel,fit_respModel,fit_startBelief,fit_alpha1,fit_nonDecisionTime,fit_weight,fit_startingBoundary,fit_startingPoint,fit_NLL
160,1,1,0,A,1,right,50,1,0A,1,2.19722457733622,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.81562224601731,0,0.5,0,0,-0.5,0.396828010587057,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.827515337033265,1.15162224601731,5.18844172276797,3.3874935291979,0.5,0.129955589327103,0.497995509248906,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.793656021174113,1.12651094096862,4.8762838028665,3.41638400334798,0.5,2.54743852761488
160,1,2,2,C,1,right,50,1,2C,1,2.30258509299405,0.896828010587057,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.25562224601731,0,0.5,0,0,-0.5,0.396828010587057,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.827515337033265,1.15162224601731,5.18844172276797,3.3874935291979,0.5,0.156479275989316,0.501523932635048,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.793656021174113,1.12651094096862,4.8762838028665,3.41638400334798,0.5,2.54743852761488
160,1,3,0,B,0,right,36,1,0B,1,2.39789527279837,0.896828010587057,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.896828010587057,4.61262224601731,0,0.5,1,1,0.5,-0.396828010587057,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.827515337033265,1.15162224601731,5.18844172276797,3.3874935291979,0.5,0.0617702653818986,0.501030098575194,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.793656021174113,1.12651094096862,4.8762838028665,3.41638400334798,0.5,2.54743852761488
160,1,4,1,C,0,right,36,1,1C,1,2.484906649788,0.896828010587057,0.5,0.5,0.103171989412943,0.5,0.5,0.5,0.5,0.896828010587057,4.39262224601731,1,0.5,0,0,-0.5,-0.396828010587057,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.827515337033265,1.15162224601731,5.18844172276797,3.3874935291979,0.5,0.0677597652693146,0.500807191323273,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.793656021174113,1.12651094096862,4.8762838028665,3.41638400334798,0.5,2.54743852761488
160,1,5,2,B,0,right,14,1,2B,1,2.56494935746154,0.896828010587057,0.5,0.5,0.103171989412943,0.5,0.5,0.5,0.103171989412943,0.896828010587057,3.27962224601731,0,0.5,1,1,0.5,-0.396828010587057,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.827515337033265,1.15162224601731,5.18844172276797,3.3874935291979,0.5,0.108043127164248,0.499806620819699,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.793656021174113,1.12651094096862,4.8762838028665,3.41638400334798,0.5,2.54743852761488
160,1,6,0,A,1,right,50,1,0A,1,1.94591014905531,0.896828010587057,0.5,0.5,0.103171989412943,0.5,0.103171989412943,0.5,0.103171989412943,0.896828010587057,1.32162224601731,1,0.896828010587057,1,1,0.103171989412943,0.0818830706140943,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.827515337033265,1.15162224601731,5.18844172276797,3.3874935291979,0.5,0.771193012550831,0.999998190962251,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.793656021174113,1.12651094096862,4.8762838028665,3.41638400334798,0.5,2.54743852761488
160,1,7,1,B,1,right,50,1,1B,1,2.70805020110221,0.978711081201151,0.5,0.5,0.103171989412943,0.5,0.103171989412943,0.5,0.103171989412943,0.896828010587057,2.66162224601731,1,0.5,1,1,0.5,0.396828010587057,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.827515337033265,1.15162224601731,5.18844172276797,3.3874935291979,0.5,0.138387967861893,0.500302319049695,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.793656021174113,1.12651094096862,4.8762838028665,3.41638400334798,0.5,2.54743852761488
160,1,8,1,B,1,right,50,1,1B,1,2.07944154167984,0.978711081201151,0.5,0.5,0.103171989412943,0.896828010587057,0.103171989412943,0.5,0.103171989412943,0.896828010587057,1.42862224601731,1,0.896828010587057,1,1,0.103171989412943,0.0818830706140943,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.827515337033265,1.15162224601731,5.18844172276797,3.3874935291979,0.5,2.53775478658158,0.999998190877156,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.793656021174113,1.12651094096862,4.8762838028665,3.41638400334798,0.5,2.54743852761488
160,1,9,2,A,0,right,36,1,2A,1,2.83321334405622,0.978711081201151,0.5,0.5,0.103171989412943,0.978711081201151,0.103171989412943,0.5,0.103171989412943,0.896828010587057,10.5436222460173,1,0.5,0,0,-0.5,-0.396828010587057,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.827515337033265,1.15162224601731,5.18844172276797,3.3874935291979,0.5,0.00503059621422252,0.500895744351016,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.793656021174113,1.12651094096862,4.8762838028665,3.41638400334798,0.5,2.54743852761488
160,1,10,0,B,0,right,36,1,0B,1,2.19722457733622,0.978711081201151,0.5,0.103171989412943,0.103171989412943,0.978711081201151,0.103171989412943,0.5,0.103171989412943,0.896828010587057,1.79262224601731,0,0.103171989412943,1,1,0.103171989412943,-0.0818830706140943,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.827515337033265,1.15162224601731,5.18844172276797,3.3874935291979,0.5,0.710175454021468,0.999998192043789,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.793656021174113,1.12651094096862,4.8762838028665,3.41638400334798,0.5,2.54743852761488
160,1,11,2,A,0,right,36,1,2A,1,2.2512917986065,0.978711081201151,0.5,0.103171989412943,0.021288918798849,0.978711081201151,0.103171989412943,0.5,0.103171989412943,0.896828010587057,1.39662224601731,0,0.103171989412943,1,1,0.103171989412943,-0.0818830706140943,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.827515337033265,1.15162224601731,5.18844172276797,3.3874935291979,0.5,2.15309879018013,0.9999981920475,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.793656021174113,1.12651094096862,4.8762838028665,3.41638400334798,0.5,2.54743852761488
160,1,12,0,C,0,right,14,1,0C,1,2.99573227355399,0.978711081201151,0.5,0.021288918798849,0.021288918798849,0.978711081201151,0.103171989412943,0.5,0.103171989412943,0.896828010587057,4.67262224601731,0,0.5,1,1,0.5,-0.396828010587057,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.827515337033265,1.15162224601731,5.18844172276797,3.3874935291979,0.5,0.0601817298585654,0.50068471224995,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.793656021174113,1.12651094096862,4.8762838028665,3.41638400334798,0.5,2.54743852761488
160,1,13,1,B,1,right,50,1,1B,1,1.94591014905531,0.978711081201151,0.5,0.021288918798849,0.021288918798849,0.978711081201151,0.103171989412943,0.103171989412943,0.103171989412943,0.896828010587057,1.52662224601731,1,0.978711081201151,1,1,0.021288918798849,0.0168960785889933,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.827515337033265,1.15162224601731,5.18844172276797,3.3874935291979,0.5,2.60808388280815,0.999999881667378,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.793656021174113,1.12651094096862,4.8762838028665,3.41638400334798,0.5,2.54743852761488
