ID,mask,task,hemisphere,beta
CBC_1075,novelty,TV,wholeBrain,0.0230162942818632
CBC_1077,novelty,TV,wholeBrain,0.134421789423511
CBC_1080,novelty,TV,wholeBrain,0.0277915175959327
CBC_1083,novelty,TV,wholeBrain,-0.107219756951105
CBC_1084,novelty,TV,wholeBrain,-0.183196391775045
CBC_1086,novelty,TV,wholeBrain,0.259296487347078
CBC_1095,novelty,TV,wholeBrain,-0.15087917610093
CBC_1098,novelty,TV,wholeBrain,-0.49109554098034
CBC_1101,novelty,TV,wholeBrain,-0.0249104900819397
CBC_1102,novelty,TV,wholeBrain,-0.14215072300209
CBC_1104,novelty,TV,wholeBrain,0.221483511654642
CBC_1105,novelty,TV,wholeBrain,0.160731128409954
CBC_1106,novelty,TV,wholeBrain,0.314789044295606
CBC_1107,novelty,TV,wholeBrain,-0.15344961117001
CBC_1109,novelty,TV,wholeBrain,0.157899281047881
CBC_1116,novelty,TV,wholeBrain,0.252586708833931
CBC_1133,novelty,TV,wholeBrain,-0.0806121231420009
CBC_1142,novelty,TV,wholeBrain,0.160148718359478
CBC_1143,novelty,TV,wholeBrain,0.0594985437235747
CBC_1144,novelty,TV,wholeBrain,-0.165845321189784
CBC_1149,novelty,TV,wholeBrain,-0.202094433814743
