ID,filename,session,trial,visStimLeft,visStimRight,correctKey,leftCorrect,rightCorrect,secondStim,mod2Type,mod2Stim,frequency,rewardAccurate,stimPairLeft,stimPairRight,pCorrectLeft,pCorrectRight,key,reactionTime,choiceLeft,choiceRight,choiceAccurate,reward,chosenPair,otherPair,triplet,surprise,0 belief,1 belief,2 belief,3 belief,beliefPair,beliefOtherPair,beliefPairNorm,beliefOtherPairNorm,prob,lik,rewardPE,update2,fitCBCuniVsimpleRW_CBCsimpleSigmoid_startBelief,fitCBCuniVsimpleRW_CBCsimpleSigmoid_alpha1,fitCBCuniVsimpleRW_CBCsimpleSigmoid_beta,fit_CBCuniVsimpleRW_CBCsimpleSigmoid_NLL
CBC_1017,CBC_1017_MSI_TV_v3_Vset5_Tset1_2023-06-25_09h48.15.887.csv,1,1,1,0,z,0,1,2,tac,A,63,1,1,0,0,1,z,1.86829200000001,0,1,1,1,0,1,A10,2.77258872223978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.00313425817951041,0.5,0.00626851635902081,11.3652759723164,29.7833037700654
CBC_1017,CBC_1017_MSI_TV_v3_Vset5_Tset1_2023-06-25_09h48.15.887.csv,1,2,3,2,b,1,0,1,tac,D,63,1,3,2,1,0,b,2.38989490000002,1,0,1,1,3,2,D32,2.83321334405622,0.50313425817951,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.00313425817951041,0.5,0.00626851635902081,11.3652759723164,29.7833037700654
CBC_1017,CBC_1017_MSI_TV_v3_Vset5_Tset1_2023-06-25_09h48.15.887.csv,1,3,2,0,b,1,0,0,tac,C,27,1,2,0,1,0,b,2.63040310000001,1,0,1,1,2,0,C20,2.89037175789616,0.50313425817951,0.5,0.5,0.50313425817951,0.5,0.50313425817951,0.498437767350704,0.501562232649296,0.491123330166391,0.491123330166391,0.501562232649296,0.00314405106042911,0.5,0.00626851635902081,11.3652759723164,29.7833037700654
CBC_1017,CBC_1017_MSI_TV_v3_Vset5_Tset1_2023-06-25_09h48.15.887.csv,1,4,1,0,z,0,1,2,tac,A,63,1,1,0,0,1,z,2.4745415,0,1,1,1,0,1,A10,2.2512917986065,0.50313425817951,0.5,0.501581818411133,0.50313425817951,0.50313425817951,0.5,0.501562232649296,0.498437767350704,0.508876669833609,0.508876669833609,0.498437767350704,0.0031244652985917,0.5,0.00626851635902081,11.3652759723164,29.7833037700654
CBC_1017,CBC_1017_MSI_TV_v3_Vset5_Tset1_2023-06-25_09h48.15.887.csv,1,5,3,1,z,0,1,3,tac,B,27,1,3,1,0,1,b,2.33157280000002,1,0,0,0,3,1,B31,2.99573227355399,0.504686697947888,0.5,0.501581818411133,0.50313425817951,0.50313425817951,0.5,0.501562232649296,0.498437767350704,0.508876669833609,0.508876669833609,-0.501562232649296,-0.00314405106042911,0.5,0.00626851635902081,11.3652759723164,29.7833037700654
CBC_1017,CBC_1017_MSI_TV_v3_Vset5_Tset1_2023-06-25_09h48.15.887.csv,1,6,2,3,b,1,0,0,tac,C,63,1,2,3,1,0,b,2.38814569999998,1,0,1,1,2,3,C23,3.04452243772342,0.504686697947888,0.5,0.501581818411133,0.498418181588867,0.501581818411133,0.498418181588867,0.501581818411133,0.498418181588867,0.508987933107007,0.508987933107007,0.498418181588867,0.00312434252492322,0.5,0.00626851635902081,11.3652759723164,29.7833037700654
CBC_1017,CBC_1017_MSI_TV_v3_Vset5_Tset1_2023-06-25_09h48.15.887.csv,1,7,2,3,z,0,1,1,tac,D,63,0,2,3,1,0,z,2.2369557,0,1,1,0,3,2,D23,3.09104245335832,0.504686697947888,0.5,0.504706160936056,0.498418181588867,0.498418181588867,0.504706160936056,0.496865802632522,0.503134197367478,0.482197020158002,0.482197020158002,-0.496865802632522,-0.00311461141203997,0.5,0.00626851635902081,11.3652759723164,29.7833037700654
CBC_1017,CBC_1017_MSI_TV_v3_Vset5_Tset1_2023-06-25_09h48.15.887.csv,1,8,1,0,b,1,0,3,tac,B,63,1,1,0,1,0,b,4.23765849999997,1,0,1,1,1,0,B10,3.13549421592915,0.504686697947888,0.5,0.504706160936056,0.493751191220482,0.5,0.504686697947888,0.497667582363009,0.502332417636991,0.486748818678374,0.486748818678374,0.502332417636991,0.00314887897762395,0.5,0.00626851635902081,11.3652759723164,29.7833037700654
CBC_1017,CBC_1017_MSI_TV_v3_Vset5_Tset1_2023-06-25_09h48.15.887.csv,1,9,0,2,b,1,0,2,tac,A,27,1,0,2,1,0,b,2.6871776,1,0,1,1,0,2,A02,3.17805383034795,0.504686697947888,0.500816461340633,0.504706160936056,0.493751191220482,0.504686697947888,0.504706160936056,0.499990359061887,0.500009640938113,0.499945214039075,0.499945214039075,0.500009640938113,0.00313431861388869,0.5,0.00626851635902081,11.3652759723164,29.7833037700654
CBC_1017,CBC_1017_MSI_TV_v3_Vset5_Tset1_2023-06-25_09h48.15.887.csv,1,10,0,3,z,0,1,1,tac,D,9,1,0,3,0,1,z,2.41491839999999,0,1,1,1,3,0,D03,3.2188758248682,0.503124677675775,0.500816461340633,0.504706160936056,0.493751191220482,0.493751191220482,0.503124677675775,0.495298568885175,0.504701431114825,0.473308866006072,0.473308866006072,0.504701431114825,0.0031637291773645,0.5,0.00626851635902081,11.3652759723164,29.7833037700654
CBC_1017,CBC_1017_MSI_TV_v3_Vset5_Tset1_2023-06-25_09h48.15.887.csv,1,11,3,2,z,0,1,0,tac,C,63,1,3,2,0,1,z,1.59141460000002,0,1,1,1,2,3,C32,3.25809653802148,0.503124677675775,0.500816461340633,0.504706160936056,0.49846229806254,0.504706160936056,0.49846229806254,0.503112070967497,0.496887929032503,0.517677401805742,0.517677401805742,0.496887929032503,0.00311475011174022,0.5,0.00626851635902081,11.3652759723164,29.7833037700654
CBC_1017,CBC_1017_MSI_TV_v3_Vset5_Tset1_2023-06-25_09h48.15.887.csv,1,12,1,0,b,1,0,3,tac,B,63,1,1,0,1,0,b,2.45836850000002,1,0,1,1,1,0,B10,2.60268968544438,0.503124677675775,0.500816461340633,0.506226821079237,0.49846229806254,0.500816461340633,0.503124677675775,0.498850422477256,0.501149577522744,0.493467738785204,0.493467738785204,0.501149577522744,0.00314146432501769,0.5,0.00626851635902081,11.3652759723164,29.7833037700654
CBC_1017,CBC_1017_MSI_TV_v3_Vset5_Tset1_2023-06-25_09h48.15.887.csv,1,13,3,2,b,1,0,1,tac,D,63,1,3,2,1,0,b,3.09475880000004,1,0,1,1,3,2,D32,2.63905732961526,0.503124677675775,0.501991886802274,0.506226821079237,0.49846229806254,0.49846229806254,0.506226821079237,0.496135857914272,0.503864142085728,0.478055585697593,0.478055585697593,0.503864142085728,0.00315848061738837,0.5,0.00626851635902081,11.3652759723164,29.7833037700654
CBC_1017,CBC_1017_MSI_TV_v3_Vset5_Tset1_2023-06-25_09h48.15.887.csv,1,14,3,2,z,0,1,0,tac,C,63,1,3,2,0,1,z,2.04662249999997,0,1,1,1,2,3,C32,2.67414864942653,0.503124677675775,0.501991886802274,0.506226821079237,0.49929433853166,0.506226821079237,0.49929433853166,0.50344720868443,0.49655279131557,0.519579222311726,0.519579222311726,0.49655279131557,0.0031126492954791,0.5,0.00626851635902081,11.3652759723164,29.7833037700654
CBC_1017,CBC_1017_MSI_TV_v3_Vset5_Tset1_2023-06-25_09h48.15.887.csv,1,15,1,3,b,1,0,3,tac,B,27,1,1,3,1,0,b,2.36582920000002,1,0,1,1,1,3,B13,3.40119738166216,0.503124677675775,0.501991886802274,0.506559857979909,0.49929433853166,0.501991886802274,0.49929433853166,0.501347041536357,0.498652958463643,0.507654151417518,0.507654151417518,0.498652958463643,0.00312581422760347,0.5,0.00626851635902081,11.3652759723164,29.7833037700654
CBC_1017,CBC_1017_MSI_TV_v3_Vset5_Tset1_2023-06-25_09h48.15.887.csv,1,16,3,0,z,0,1,2,tac,A,9,1,3,0,0,1,z,2.60067589999996,0,1,1,1,0,3,A30,3.43398720448515,0.503124677675775,0.50447285576396,0.506559857979909,0.49929433853166,0.503124677675775,0.49929433853166,0.50191054792566,0.49808945207434,0.510855246210486,0.510855246210486,0.49808945207434,0.00312228187858371,0.5,0.00626851635902081,11.3652759723164,29.7833037700654
CBC_1017,CBC_1017_MSI_TV_v3_Vset5_Tset1_2023-06-25_09h48.15.887.csv,1,17,3,2,b,1,0,1,tac,D,63,1,3,2,1,0,b,2.15621020000005,1,0,1,1,3,2,D32,2.36712361413162,0.505032829804244,0.50447285576396,0.506559857979909,0.49929433853166,0.49929433853166,0.506559857979909,0.49638838338924,0.50361161661076,0.479488008891962,0.479488008891962,0.50361161661076,0.00315689765731747,0.5,0.00626851635902081,11.3652759723164,29.7833037700654
CBC_1017,CBC_1017_MSI_TV_v3_Vset5_Tset1_2023-06-25_09h48.15.887.csv,1,18,2,0,b,1,0,0,tac,C,27,1,2,0,1,0,b,2.42951219999999,1,0,1,1,2,0,C20,2.80336038090653,0.505032829804244,0.50447285576396,0.506559857979909,0.499545281046557,0.506559857979909,0.505032829804244,0.500754764340482,0.499245235659517,0.504288947313203,0.504288947313203,0.499245235659518,0.00312952692689489,0.5,0.00626851635902081,11.3652759723164,29.7833037700654
CBC_1017,CBC_1017_MSI_TV_v3_Vset5_Tset1_2023-06-25_09h48.15.887.csv,1,19,1,0,z,0,1,2,tac,A,63,1,1,0,0,1,z,2.52190630000003,0,1,1,1,0,1,A10,2.42774823594805,0.505032829804244,0.50447285576396,0.503884291267377,0.499545281046557,0.505032829804244,0.50447285576396,0.500277350612428,0.499722649387572,0.501576077905621,0.501576077905621,0.499722649387572,0.00313251960265922,0.5,0.00626851635902081,11.3652759723164,29.7833037700654
CBC_1017,CBC_1017_MSI_TV_v3_Vset5_Tset1_2023-06-25_09h48.15.887.csv,1,20,0,1,z,0,1,3,tac,B,63,0,0,1,1,0,z,1.79482950000001,0,1,1,0,1,0,B01,3.55534806148941,0.503409870215087,0.50447285576396,0.503884291267377,0.499545281046557,0.50447285576396,0.503409870215087,0.500527335929803,0.499472664070197,0.502996623306816,0.502996623306816,-0.500527335929803,-0.00313756379341308,0.5,0.00626851635902081,11.3652759723164,29.7833037700654
