ID,filename,session,trial,visStimLeft,secondStim,mod2Type,frequency,rewardAccurate,yesKey,mod2Stim,stimPair,match,key,reactionTime,choice,choiceAccurate,reward,surprise,0A belief,1A belief,2A belief,0B belief,1B belief,2B belief,0C belief,1C belief,2C belief,beliefPair,lik,corrLik,rewardPE,update2,choicePE,update1,fit_percModel,fit_respModel,fit_startBelief,fit_alpha1,fit_alpha12,fit_alpha2,fit_nonDecisionTime,fit_weight,fit_startingBoundary,fit_startingPoint,fit_NLL
CBC_1047,CBC_1047_MSI_TV_v1_Vset2_Aset3_2024-01-21_16h07.53.122.csv,2,1,1,2,tac,0.36,1,b,C,1C,0,z,1.75748960000055,0,1,1,2.19722457733622,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0567420493222737,0.500365068893813,0.5,-0.132876837119919,-0.5,-0.132876837119919,CBC2StepAsymRW,CBCdriftDiffusionLR,0.5,0.265753674239838,0,0.474660878253052,1.62913912855089,0.620976317442587,2.30453579660134,0.5,65.5978636158042
CBC_1047,CBC_1047_MSI_TV_v1_Vset2_Aset3_2024-01-21_16h07.53.122.csv,2,2,0,0,tac,0.5,1,b,A,0A,1,b,2.62117540000145,1,1,1,2.30258509299405,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.367123162880081,0.5,0.5,0.234947657512612,0.500153013198827,0.5,0.132876837119919,0.5,0.132876837119919,CBC2StepAsymRW,CBCdriftDiffusionLR,0.5,0.265753674239838,0,0.474660878253052,1.62913912855089,0.620976317442587,2.30453579660134,0.5,65.5978636158042
CBC_1047,CBC_1047_MSI_TV_v1_Vset2_Aset3_2024-01-21_16h07.53.122.csv,2,3,2,2,tac,0.5,1,b,C,2C,1,z,3.13983740000185,0,0,0,2.39789527279837,0.632876837119919,0.5,0.5,0.5,0.5,0.5,0.5,0.367123162880081,0.5,0.5,0.145560388435898,0.500812991250634,-0.5,0,0.5,0.132876837119919,CBC2StepAsymRW,CBCdriftDiffusionLR,0.5,0.265753674239838,0,0.474660878253052,1.62913912855089,0.620976317442587,2.30453579660134,0.5,65.5978636158042
CBC_1047,CBC_1047_MSI_TV_v1_Vset2_Aset3_2024-01-21_16h07.53.122.csv,2,4,0,0,tac,0.5,1,b,A,0A,1,b,2.70854980000149,1,1,1,1.79175946922805,0.632876837119919,0.5,0.5,0.5,0.5,0.5,0.5,0.367123162880081,0.5,0.632876837119919,0.258338445586649,0.593972994538154,0.367123162880081,0.0975643294339321,0.367123162880081,0.0975643294339321,CBC2StepAsymRW,CBCdriftDiffusionLR,0.5,0.265753674239838,0,0.474660878253052,1.62913912855089,0.620976317442587,2.30453579660134,0.5,65.5978636158042
CBC_1047,CBC_1047_MSI_TV_v1_Vset2_Aset3_2024-01-21_16h07.53.122.csv,2,5,2,1,tac,0.14,1,b,B,2B,0,z,4.78517140000076,0,1,1,2.56494935746154,0.730441166553851,0.5,0.5,0.5,0.5,0.5,0.5,0.367123162880081,0.5,0.5,0.0315261775821171,0.500317133007545,0.5,-0.132876837119919,-0.5,-0.132876837119919,CBC2StepAsymRW,CBCdriftDiffusionLR,0.5,0.265753674239838,0,0.474660878253052,1.62913912855089,0.620976317442587,2.30453579660134,0.5,65.5978636158042
CBC_1047,CBC_1047_MSI_TV_v1_Vset2_Aset3_2024-01-21_16h07.53.122.csv,2,6,0,0,tac,0.5,1,b,A,0A,1,b,1.85646559999986,1,1,1,1.54044504094715,0.730441166553851,0.5,0.5,0.5,0.5,0.367123162880081,0.5,0.367123162880081,0.5,0.730441166553851,0.31466177467635,0.658553654905357,0.269558833446149,0.0716362504121187,0.269558833446149,0.0716362504121187,CBC2StepAsymRW,CBCdriftDiffusionLR,0.5,0.265753674239838,0,0.474660878253052,1.62913912855089,0.620976317442587,2.30453579660134,0.5,65.5978636158042
CBC_1047,CBC_1047_MSI_TV_v1_Vset2_Aset3_2024-01-21_16h07.53.122.csv,2,7,1,2,tac,0.36,1,b,C,1C,0,z,2.48822910000126,0,1,1,2.01490302054226,0.80207741696597,0.5,0.5,0.5,0.5,0.367123162880081,0.5,0.367123162880081,0.5,0.367123162880081,0.316810935625262,0.594192071104522,0.367123162880081,-0.0975643294339321,-0.367123162880081,-0.0975643294339321,CBC2StepAsymRW,CBCdriftDiffusionLR,0.5,0.265753674239838,0,0.474660878253052,1.62913912855089,0.620976317442587,2.30453579660134,0.5,65.5978636158042
CBC_1047,CBC_1047_MSI_TV_v1_Vset2_Aset3_2024-01-21_16h07.53.122.csv,2,8,2,0,tac,0.36,1,b,A,2A,0,None,NaN,NaN,NaN,NaN,2.77258872223978,0.80207741696597,0.5,0.5,0.5,0.5,0.367123162880081,0.5,0.269558833446149,0.5,0.5,NaN,NaN,0,0,0,0,CBC2StepAsymRW,CBCdriftDiffusionLR,0.5,0.265753674239838,0,0.474660878253052,1.62913912855089,0.620976317442587,2.30453579660134,0.5,65.5978636158042
CBC_1047,CBC_1047_MSI_TV_v1_Vset2_Aset3_2024-01-21_16h07.53.122.csv,2,9,1,1,tac,0.5,1,b,B,1B,1,b,2.34570420000091,1,1,1,2.83321334405622,0.80207741696597,0.5,0.5,0.5,0.5,0.367123162880081,0.5,0.269558833446149,0.5,0.5,0.299225165992128,0.49949063880196,0.5,0.132876837119919,0.5,0.132876837119919,CBC2StepAsymRW,CBCdriftDiffusionLR,0.5,0.265753674239838,0,0.474660878253052,1.62913912855089,0.620976317442587,2.30453579660134,0.5,65.5978636158042
CBC_1047,CBC_1047_MSI_TV_v1_Vset2_Aset3_2024-01-21_16h07.53.122.csv,2,10,2,0,tac,0.36,1,b,A,2A,0,z,3.73359850000088,0,1,1,2.19722457733622,0.80207741696597,0.5,0.5,0.5,0.632876837119919,0.367123162880081,0.5,0.269558833446149,0.5,0.5,0.0837074782741146,0.500018572506478,0.5,-0.132876837119919,-0.5,-0.132876837119919,CBC2StepAsymRW,CBCdriftDiffusionLR,0.5,0.265753674239838,0,0.474660878253052,1.62913912855089,0.620976317442587,2.30453579660134,0.5,65.5978636158042
CBC_1047,CBC_1047_MSI_TV_v1_Vset2_Aset3_2024-01-21_16h07.53.122.csv,2,11,1,1,tac,0.5,1,b,B,1B,1,b,2.87542519999988,1,1,1,2.2512917986065,0.80207741696597,0.5,0.367123162880081,0.5,0.632876837119919,0.367123162880081,0.5,0.269558833446149,0.5,0.632876837119919,0.220739864201857,0.593589919989164,0.367123162880081,0.0975643294339321,0.367123162880081,0.0975643294339321,CBC2StepAsymRW,CBCdriftDiffusionLR,0.5,0.265753674239838,0,0.474660878253052,1.62913912855089,0.620976317442587,2.30453579660134,0.5,65.5978636158042
CBC_1047,CBC_1047_MSI_TV_v1_Vset2_Aset3_2024-01-21_16h07.53.122.csv,2,12,2,2,tac,0.5,1,b,C,2C,1,z,2.68727650000073,0,0,0,2.30258509299405,0.80207741696597,0.5,0.367123162880081,0.5,0.730441166553851,0.367123162880081,0.5,0.269558833446149,0.5,0.5,0.221363311675971,0.500719036016193,-0.5,0,0.5,0.132876837119919,CBC2StepAsymRW,CBCdriftDiffusionLR,0.5,0.265753674239838,0,0.474660878253052,1.62913912855089,0.620976317442587,2.30453579660134,0.5,65.5978636158042
CBC_1047,CBC_1047_MSI_TV_v1_Vset2_Aset3_2024-01-21_16h07.53.122.csv,2,13,0,1,tac,0.36,1,b,B,0B,0,z,3.65865420000046,0,1,1,3.04452243772342,0.80207741696597,0.5,0.367123162880081,0.5,0.730441166553851,0.367123162880081,0.5,0.269558833446149,0.5,0.5,0.0896243004251917,0.499349873780046,0.5,-0.132876837119919,-0.5,-0.132876837119919,CBC2StepAsymRW,CBCdriftDiffusionLR,0.5,0.265753674239838,0,0.474660878253052,1.62913912855089,0.620976317442587,2.30453579660134,0.5,65.5978636158042
CBC_1047,CBC_1047_MSI_TV_v1_Vset2_Aset3_2024-01-21_16h07.53.122.csv,2,14,1,0,tac,0.14,1,b,A,1A,0,b,2.42370130000018,1,0,0,3.09104245335832,0.80207741696597,0.5,0.367123162880081,0.367123162880081,0.730441166553851,0.367123162880081,0.5,0.269558833446149,0.5,0.5,0.280307183177553,0.499827699765919,-0.5,-0,-0.5,-0.132876837119919,CBC2StepAsymRW,CBCdriftDiffusionLR,0.5,0.265753674239838,0,0.474660878253052,1.62913912855089,0.620976317442587,2.30453579660134,0.5,65.5978636158042
CBC_1047,CBC_1047_MSI_TV_v1_Vset2_Aset3_2024-01-21_16h07.53.122.csv,2,15,2,2,tac,0.5,1,b,C,2C,1,z,3.21212630000082,0,0,0,2.03688192726104,0.80207741696597,0.5,0.367123162880081,0.367123162880081,0.730441166553851,0.367123162880081,0.5,0.269558833446149,0.5,0.5,0.136010546008844,0.500459838173848,-0.5,0,0.5,0.132876837119919,CBC2StepAsymRW,CBCdriftDiffusionLR,0.5,0.265753674239838,0,0.474660878253052,1.62913912855089,0.620976317442587,2.30453579660134,0.5,65.5978636158042
CBC_1047,CBC_1047_MSI_TV_v1_Vset2_Aset3_2024-01-21_16h07.53.122.csv,2,16,1,1,tac,0.5,1,b,B,1B,1,b,3.32056660000126,1,1,1,2.07944154167984,0.80207741696597,0.5,0.367123162880081,0.367123162880081,0.730441166553851,0.367123162880081,0.5,0.269558833446149,0.5,0.730441166553851,0.159429001491012,0.659182451769499,0.269558833446149,0.0716362504121187,0.269558833446149,0.0716362504121187,CBC2StepAsymRW,CBCdriftDiffusionLR,0.5,0.265753674239838,0,0.474660878253052,1.62913912855089,0.620976317442587,2.30453579660134,0.5,65.5978636158042
CBC_1047,CBC_1047_MSI_TV_v1_Vset2_Aset3_2024-01-21_16h07.53.122.csv,2,17,2,2,tac,0.5,1,b,C,2C,1,b,3.54026490000069,1,1,1,1.83258146374831,0.80207741696597,0.5,0.367123162880081,0.367123162880081,0.80207741696597,0.367123162880081,0.5,0.269558833446149,0.5,0.5,0.100125320898063,0.49974511103438,0.5,0.132876837119919,0.5,0.132876837119919,CBC2StepAsymRW,CBCdriftDiffusionLR,0.5,0.265753674239838,0,0.474660878253052,1.62913912855089,0.620976317442587,2.30453579660134,0.5,65.5978636158042
CBC_1047,CBC_1047_MSI_TV_v1_Vset2_Aset3_2024-01-21_16h07.53.122.csv,2,18,0,1,tac,0.36,1,b,B,0B,0,z,2.91094690000136,0,1,1,2.56494935746154,0.80207741696597,0.5,0.367123162880081,0.367123162880081,0.80207741696597,0.367123162880081,0.5,0.269558833446149,0.632876837119919,0.367123162880081,0.21386959176943,0.594654716909381,0.367123162880081,-0.0975643294339321,-0.367123162880081,-0.0975643294339321,CBC2StepAsymRW,CBCdriftDiffusionLR,0.5,0.265753674239838,0,0.474660878253052,1.62913912855089,0.620976317442587,2.30453579660134,0.5,65.5978636158042
