trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,272.08877439999924,None,t,71.9781436000012,272.08877439999924,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1090,003,4,1,3,19,0.80,2024-03-10_11h41.57.568,MSI_AV_v3,2022.1.1,60.005820564818855,
,,,,,,,,,,None,344.08659649999936,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1090,003,4,1,3,19,0.80,2024-03-10_11h41.57.568,MSI_AV_v3,2022.1.1,60.005820564818855,
0,0,0,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,2.342239579230602,3.06992456303453,None,344.2862067999995,None,347.5104303999997,None,347.5104303999997,None,347.5195087600001,None,None,347.5104303999997,None,['b'],[0.012332200001765159],349.3531595000004,None,b,2.012332200001765,1,1,1.0,351.6945211000002,None,None,351.6945211000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1090,003,4,1,3,19,0.80,2024-03-10_11h41.57.568,MSI_AV_v3,2022.1.1,60.005820564818855,
1,0,1,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,3.26539063535182,1.95130344756745,None,353.50321090000034,None,355.4702481000004,None,355.4702481000004,None,355.46966923999975,None,['b'],355.4702481000004,None,None,,357.46880950000013,None,b,1.2618968000006134,1,1,1.0,360.7438459999994,None,None,360.7438459999994,None,[1.2618968000006134],,,,,,,,,,,,,,,,,,,,,,CBC_1090,003,4,1,3,19,0.80,2024-03-10_11h41.57.568,MSI_AV_v3,2022.1.1,60.005820564818855,
2,0,2,0,,,,,,,,,,2,1.0,2.0,z,9.0,1.0,2.693348633324513,2.40378712856304,None,362.5533118000003,None,365.0183797999998,None,365.0183797999998,None,365.0202065799993,None,None,365.0183797999998,None,['z'],[0.22105610000107845],366.9534153000004,None,z,2.2210561000010784,1,1,1.0,369.6334121,None,None,369.6334121,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1090,003,4,1,3,19,0.80,2024-03-10_11h41.57.568,MSI_AV_v3,2022.1.1,60.005820564818855,
3,0,3,0,,,,,,,,,,3,1.0,0.0,z,63.0,1.0,4.82531807167306,3.1963008326951,None,371.43659819999993,None,374.65698689999954,None,374.65698689999954,None,374.65324383999945,None,['z'],374.65698689999954,None,None,,376.6575190000003,None,z,1.372597500001575,1,1,1.0,381.4854899000002,None,None,381.4854899000002,None,[1.372597500001575],,,,,,,,,,,,,,,,,,,,,,CBC_1090,003,4,1,3,19,0.80,2024-03-10_11h41.57.568,MSI_AV_v3,2022.1.1,60.005820564818855,
4,0,4,0,,,,,,,,,,1,3.0,1.0,b,27.0,1.0,4.01714354611405,1.53122835510861,None,383.2861635999998,None,384.88541369999984,None,384.88541369999984,None,384.8867493799997,None,['b'],384.88541369999984,None,None,,386.8366752999991,None,b,1.7564591000009386,1,1,1.0,390.85949359999904,None,None,390.85949359999904,None,[1.7564591000009386],,,,,,,,,,,,,,,,,,,,,,CBC_1090,003,4,1,3,19,0.80,2024-03-10_11h41.57.568,MSI_AV_v3,2022.1.1,60.005820564818855,
5,0,5,0,,,,,,,,,,0,0.0,1.0,z,63.0,0.0,2.7134565917469198,1.90743690794447,None,392.67014480000034,None,394.59294509999927,None,394.59294509999927,None,394.60326832000027,None,None,394.59294509999927,None,['z'],[0.4506049999999959],396.56880920000003,None,z,2.450604999999996,1,0,1.0,399.2745966000002,None,None,399.2745966000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1090,003,4,1,3,19,0.80,2024-03-10_11h41.57.568,MSI_AV_v3,2022.1.1,60.005820564818855,
6,0,6,0,,,,,,,,,,2,2.0,3.0,b,63.0,1.0,3.6438386551209,1.25817747924478,None,401.08662790000017,None,402.3555481000003,None,402.3555481000003,None,402.3531145399997,None,None,402.3555481000003,None,['b'],[0.18140630000016245],404.33600529999967,None,b,2.1814063000001624,1,1,1.0,407.9573875999995,None,None,407.9573875999995,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1090,003,4,1,3,19,0.80,2024-03-10_11h41.57.568,MSI_AV_v3,2022.1.1,60.005820564818855,
7,0,7,0,,,,,,,,,,3,2.0,0.0,z,27.0,1.0,4.77723667052879,0.952147612306987,None,409.7702740000004,None,410.74138719999974,None,410.74138719999974,None,410.7534122199988,None,['z'],410.74138719999974,None,None,,412.73968419999983,None,z,1.5345491000007314,1,1,1.0,417.52711049999925,None,None,417.52711049999925,None,[1.5345491000007314],,,,,,,,,,,,,,,,,,,,,,CBC_1090,003,4,1,3,19,0.80,2024-03-10_11h41.57.568,MSI_AV_v3,2022.1.1,60.005820564818855,
