trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,275.84426919999987,None,t,77.05571970000074,275.84426919999987,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1090,001,5,3,0,19,0.90,2024-03-10_10h39.49.098,MSI_TV_v3,2022.1.1,59.93464726056859,
,,,,,,,,,,None,352.92431509999915,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1090,001,5,3,0,19,0.90,2024-03-10_10h39.49.098,MSI_TV_v3,2022.1.1,59.93464726056859,
0,0,0,0,,,,,,,,,,0,0.0,1.0,z,63.0,1.0,3.76873691643126,1.78643585472448,None,353.1241394999997,None,354.89124081,354.89124081,354.90757510999947,None,[],['b'],[0.5655267000001913],356.9004083,None,b,2.5655267000001913,0,0,0.0,None,360.67469269999947,None,360.67469269999947,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1090,001,5,3,0,19,0.90,2024-03-10_10h39.49.098,MSI_TV_v3,2022.1.1,59.93464726056859,
1,0,1,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,3.31929419319838,1.34668860557497,None,362.47408039999937,None,363.80685021,363.80685021,363.82389250999995,None,[],['b'],[0.021007800000916177],365.8043467999996,None,b,2.021007800000916,1,1,0.5,None,369.1196967999995,None,369.1196967999995,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1090,001,5,3,0,19,0.90,2024-03-10_10h39.49.098,MSI_TV_v3,2022.1.1,59.93464726056859,
2,0,2,0,,,,,,,,,,1,2.0,3.0,z,63.0,1.0,4.7533305109883095,1.53243550275999,None,370.9243706999996,None,372.4407566099994,372.4407566099994,372.4573582099997,None,[],['z'],[0.42202780000025086],374.4427882,None,z,2.422027800000251,1,1,0.6666666666666666,None,379.19708569999966,None,379.19708569999966,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1090,001,5,3,0,19,0.90,2024-03-10_10h39.49.098,MSI_TV_v3,2022.1.1,59.93464726056859,
3,0,3,0,,,,,,,,,,0,2.0,1.0,z,9.0,1.0,3.3728785608729996,2.09887870490381,None,381.00758289999976,None,383.09136171,383.09136171,383.10742420999986,None,[],['z'],[0.48235980000117706],385.0933692999997,None,z,2.482359800001177,1,1,0.75,None,388.46526989999984,None,388.46526989999984,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1090,001,5,3,0,19,0.90,2024-03-10_10h39.49.098,MSI_TV_v3,2022.1.1,59.93464726056859,
4,0,4,0,,,,,,,,,,3,0.0,2.0,b,27.0,1.0,2.7134565917469198,3.4543169006169,None,390.2739540999992,None,393.7077500099999,393.7077500099999,393.7242454099992,None,[],['b'],[0.32494690000112314],395.71185179999975,None,b,2.324946900001123,1,1,0.8,None,398.4264697999997,None,398.4264697999997,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1090,001,5,3,0,19,0.90,2024-03-10_10h39.49.098,MSI_TV_v3,2022.1.1,59.93464726056859,
5,0,5,0,,,,,,,,,,2,2.0,3.0,b,63.0,1.0,4.12485271162806,2.96653053743745,None,400.2407551999995,None,403.19066101,403.19066101,403.2072942099999,None,[],['z'],[0.3147943000003579],405.19213619999937,None,z,2.314794300000358,0,0,0.6666666666666666,None,409.31414629999927,None,409.31414629999927,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1090,001,5,3,0,19,0.90,2024-03-10_10h39.49.098,MSI_TV_v3,2022.1.1,59.93464726056859,
6,0,6,0,,,,,,,,,,1,1.0,3.0,z,27.0,1.0,2.693348633324513,2.15533949826702,None,411.1240453999999,None,413.2575124099999,413.2575124099999,413.27415960999997,None,[],['z'],[0.29962020000039047],415.25642589999916,None,z,2.2996202000003905,1,1,0.7142857142857143,None,417.9672084999993,None,417.9672084999993,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1090,001,5,3,0,19,0.90,2024-03-10_10h39.49.098,MSI_TV_v3,2022.1.1,59.93464726056859,
7,0,7,0,,,,,,,,,,3,1.0,0.0,z,63.0,1.0,2.2759877950103027,0.974903167432984,None,419.77418899999975,None,420.72417320999966,420.72417320999966,420.74068120999937,None,[],['z'],[0.32163630000104604],422.7234291999994,None,z,2.321636300001046,1,1,0.75,None,425.0217783999997,None,425.0217783999997,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1090,001,5,3,0,19,0.90,2024-03-10_10h39.49.098,MSI_TV_v3,2022.1.1,59.93464726056859,
