trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,286.07203500000105,None,t,61.65844449999895,286.07203500000105,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1022,003,3,3,1,21,0.95,2023-07-18_15h32.56.687,MSI_TV_v3,2022.1.1,59.9800146592451,
,,,,,,,,,,None,347.7470699000005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1022,003,3,3,1,21,0.95,2023-07-18_15h32.56.687,MSI_TV_v3,2022.1.1,59.9800146592451,
0,0,0,0,,,,,,,,,,1,1,0,b,63,1,4.01714354611405,1.27538462653558,None,347.9469102000003,None,349.19673235000135,349.19673235000135,349.2134021500007,None,[],['z'],[0.3511935000005906],351.1842237000001,None,z,2.3511935000005906,0,0,0.0,None,355.2188651000015,None,355.2188651000015,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1022,003,3,3,1,21,0.95,2023-07-18_15h32.56.687,MSI_TV_v3,2022.1.1,59.9800146592451,
1,0,1,0,,,,,,,,,,0,3,2,b,63,1,2.82320408183943,1.94858485820231,None,357.0253197000002,None,358.94576265000086,358.94576265000086,358.9626093500012,None,[],['b'],[0.7989268000001175],360.9335839000014,None,b,2.7989268000001175,1,1,0.5,None,363.7703001000009,None,363.7703001000009,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1022,003,3,3,1,21,0.95,2023-07-18_15h32.56.687,MSI_TV_v3,2022.1.1,59.9800146592451,
2,0,2,0,,,,,,,,,,1,3,1,z,27,1,2.7134565917469198,1.25817747924478,None,365.5799712000007,None,366.8134098500015,366.8134098500015,366.8301165499999,None,[],['z'],[0.30700509999951464],368.8062084000012,None,z,2.3070050999995146,1,1,0.6666666666666666,None,371.50732229999994,None,371.50732229999994,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1022,003,3,3,1,21,0.95,2023-07-18_15h32.56.687,MSI_TV_v3,2022.1.1,59.9800146592451,
3,0,3,0,,,,,,,,,,2,2,3,b,63,1,4.82531807167306,1.96568735158996,None,373.3135660000007,None,375.26362865000027,375.26362865000027,375.2802049500007,None,[],['b'],[0.4456054000002041],377.2718988000015,None,b,2.445605400000204,1,1,0.75,None,382.0774261000006,None,382.0774261000006,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1022,003,3,3,1,21,0.95,2023-07-18_15h32.56.687,MSI_TV_v3,2022.1.1,59.9800146592451,
4,0,4,0,,,,,,,,,,2,0,2,z,27,1,2.592312596923728,3.1963008326951,None,383.8801605000008,None,387.06252175000026,387.06252175000026,387.07915065000105,b,['b'],None,,389.0872582000011,None,b,1.9383267999983218,0,0,0.6,None,391.66985810000006,None,391.66985810000006,None,1.9383267999983218,[1.9383267999983218],,,,,,,,,,,,,,,,,,,,,,CBC_1022,003,3,3,1,21,0.95,2023-07-18_15h32.56.687,MSI_TV_v3,2022.1.1,59.9800146592451,
5,0,5,0,,,,,,,,,,3,0,3,b,9,1,3.26539063535182,2.15533949826702,None,393.4800012000014,None,395.61336155000043,395.61336155000043,395.63009405000065,None,[],['b'],[0.28783950000070035],397.60549170000013,None,b,2.2878395000007004,1,1,0.6666666666666666,None,400.882305000001,None,400.882305000001,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1022,003,3,3,1,21,0.95,2023-07-18_15h32.56.687,MSI_TV_v3,2022.1.1,59.9800146592451,
6,0,6,0,,,,,,,,,,2,2,3,b,63,1,4.52047235037039,2.40378712856304,None,402.69642620000013,None,405.07909605000003,405.07909605000003,405.0958484500008,None,[],['z'],[0.5821947999993426],407.0672239000014,None,z,2.5821947999993426,0,0,0.5714285714285714,None,411.57871330000125,None,411.57871330000125,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1022,003,3,3,1,21,0.95,2023-07-18_15h32.56.687,MSI_TV_v3,2022.1.1,59.9800146592451,
7,0,7,0,,,,,,,,,,3,1,0,z,63,1,4.40017271499661,2.10421507306074,None,413.3800338000001,None,415.46237085000047,415.46237085000047,415.4791738500009,None,[],['z'],[0.4204232000010961],417.45044530000087,None,z,2.420423200001096,1,1,0.625,None,421.8605896000008,None,421.8605896000008,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1022,003,3,3,1,21,0.95,2023-07-18_15h32.56.687,MSI_TV_v3,2022.1.1,59.9800146592451,
