trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,34.1206566999972,None,t,60.91184310000244,34.1206566999972,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1051,004,4,2,5,6,0.95,2024-05-03_17h21.50.264,MSI_AV_v3,2022.1.1,59.932492040177046,
,,,,,,,,,,None,95.05649889999768,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1051,004,4,2,5,6,0.95,2024-05-03_17h21.50.264,MSI_AV_v3,2022.1.1,59.932492040177046,
0,0,0,0,,,,,,,,,,0,3,1,z,27,1,2.629554641171433,3.1424449555106,None,95.25715099999798,None,98.53998059999867,None,98.53998059999867,None,98.53980726999762,None,None,98.53998059999867,None,['b'],[0.6030988000020443],100.39008699999977,None,b,2.6030988000020443,0,0,0.0,103.01679299999887,None,None,103.01679299999887,None,,,,,,,,,,,,,,,,,,,,,,CBC_1051,004,4,2,5,6,0.95,2024-05-03_17h21.50.264,MSI_AV_v3,2022.1.1,59.932492040177046,
1,0,1,0,,,,,,,,,,2,2,3,b,63,1,2.666404967794728,0.979776149765883,None,104.8238538000005,None,105.86523119999765,None,105.86523119999765,None,105.87372131999874,None,['z'],105.86523119999765,None,None,,107.81092480000007,None,z,1.7779960000007122,0,0,0.0,110.47251549999783,None,None,110.47251549999783,None,[1.7779960000007122],,,,,,,,,,,,,,,,,,,,,CBC_1051,004,4,2,5,6,0.95,2024-05-03_17h21.50.264,MSI_AV_v3,2022.1.1,59.932492040177046,
2,0,2,0,,,,,,,,,,3,2,3,z,63,1,2.294664843639333,1.43470440954152,None,112.27428449999934,None,113.74308659999951,None,113.74308659999951,None,113.74037717999964,None,None,113.74308659999951,None,['b'],[0.5648017000021355],115.7064412999971,None,b,2.5648017000021355,0,0,0.0,117.98582669999814,None,None,117.98582669999814,None,,,,,,,,,,,,,,,,,,,,,,CBC_1051,004,4,2,5,6,0.95,2024-05-03_17h21.50.264,MSI_AV_v3,2022.1.1,59.932492040177046,
3,0,3,0,,,,,,,,,,0,1,0,b,63,1,4.01714354611405,2.10421507306074,None,119.79033929999787,None,121.91917729999841,None,121.91917729999841,None,121.9236116799999,None,['b'],121.91917729999841,None,None,,123.91009679999843,None,b,0.763518000003387,1,1,0.25,127.93035609999788,None,None,127.93035609999788,None,[0.763518000003387],,,,,,,,,,,,,,,,,,,,,CBC_1051,004,4,2,5,6,0.95,2024-05-03_17h21.50.264,MSI_AV_v3,2022.1.1,59.932492040177046,
4,0,4,0,,,,,,,,,,1,3,0,z,9,1,3.73326136168326,1.52290599571961,None,129.74110559999826,None,131.29470749999746,None,131.29470749999746,None,131.29070627999826,None,['z'],131.29470749999746,None,None,,133.26059189999796,None,z,1.747843199998897,1,1,0.4,136.98085699999865,None,None,136.98085699999865,None,[1.747843199998897],,,,,,,,,,,,,,,,,,,,,CBC_1051,004,4,2,5,6,0.95,2024-05-03_17h21.50.264,MSI_AV_v3,2022.1.1,59.932492040177046,
5,0,5,0,,,,,,,,,,3,2,3,z,63,1,3.71372710086949,1.18065738546375,None,138.79048440000042,None,139.99436979999882,None,139.99436979999882,None,139.99075940999793,None,None,139.99436979999882,None,['b'],[0.016080600002169376],141.97408249999717,None,b,2.0160806000021694,0,0,0.3333333333333333,145.68474929999866,None,None,145.68474929999866,None,,,,,,,,,,,,,,,,,,,,,,CBC_1051,004,4,2,5,6,0.95,2024-05-03_17h21.50.264,MSI_AV_v3,2022.1.1,59.932492040177046,
6,0,6,0,,,,,,,,,,2,2,0,b,27,1,3.2062024266105302,2.40378712856304,None,147.49049599999853,None,149.9124542999998,None,149.9124542999998,None,149.92395897999958,None,None,149.9124542999998,None,['b'],[0.23607510000147158],151.89056649999839,None,b,2.2360751000014716,1,1,0.42857142857142855,155.09340990000055,None,None,155.09340990000055,None,,,,,,,,,,,,,,,,,,,,,,CBC_1051,004,4,2,5,6,0.95,2024-05-03_17h21.50.264,MSI_AV_v3,2022.1.1,59.932492040177046,
7,0,7,0,,,,,,,,,,1,1,0,z,63,1,2.7134565917469198,1.25817747924478,None,156.90737040000022,None,158.1809030000004,None,158.1809030000004,None,158.19096947999932,None,None,158.1809030000004,None,['b'],[0.6215072000013606],160.15728169999784,None,b,2.6215072000013606,0,0,0.375,162.85268919999726,None,None,162.85268919999726,None,,,,,,,,,,,,,,,,,,,,,,CBC_1051,004,4,2,5,6,0.95,2024-05-03_17h21.50.264,MSI_AV_v3,2022.1.1,59.932492040177046,
