trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,32.378926199999114,None,t,60.10075990000041,32.378926199999114,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1029,2,5,2,7,4,0.95,2023-07-21_14h59.39.665,MSI_TV_v3,2022.1.1,59.905780189145496,
,,,,,,,,,,None,92.5100440999995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1029,2,5,2,7,4,0.95,2023-07-21_14h59.39.665,MSI_TV_v3,2022.1.1,59.905780189145496,
0,0,0,0,,,,,,,,,,3,0.0,1.0,z,63.0,1.0,2.91303524001082,0.80788063606262,None,92.71014529999957,None,93.49329963999953,93.49329963999953,93.51059273999927,None,[],['z'],[0.36808489999930316],95.50294769999891,None,z,2.368084899999303,1,1,1.0,None,98.4246992999997,None,98.4246992999997,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1029,2,5,2,7,4,0.95,2023-07-21_14h59.39.665,MSI_TV_v3,2022.1.1,59.905780189145496,
1,0,1,0,,,,,,,,,,0,1.0,0.0,z,63.0,1.0,2.678526077912375,1.96568735158996,None,100.22704189999968,None,102.1771272399994,102.1771272399994,102.19374443999841,z,['z'],None,,104.21884909999972,None,z,1.6776933000001009,1,1,1.0,None,106.90616219999902,None,106.90616219999902,None,1.6776933000001009,[1.6776933000001009],,,,,,,,,,,,,,,,,,,,,CBC_1029,2,5,2,7,4,0.95,2023-07-21_14h59.39.665,MSI_TV_v3,2022.1.1,59.905780189145496,
2,0,2,0,,,,,,,,,,1,2.0,1.0,b,9.0,1.0,4.46924002178158,3.06992456303453,None,108.710360699999,None,111.76030073999864,111.76030073999864,111.77684583999981,None,[],['b'],[0.9767830000000686],113.76582969999981,None,b,2.9767830000000686,1,1,1.0,None,118.2379850999987,None,118.2379850999987,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1029,2,5,2,7,4,0.95,2023-07-21_14h59.39.665,MSI_TV_v3,2022.1.1,59.905780189145496,
3,0,3,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,2.92731383428727,3.1424449555106,None,120.04370669999844,None,123.16036463999917,123.16036463999917,123.1772087399997,None,[],['z'],[0.4321016000012605],125.16630439999972,None,z,2.4321016000012605,0,0,0.75,None,128.09908279999945,None,128.09908279999945,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1029,2,5,2,7,4,0.95,2023-07-21_14h59.39.665,MSI_TV_v3,2022.1.1,59.905780189145496,
4,0,4,0,,,,,,,,,,2,1.0,3.0,z,27.0,1.0,4.61004669244928,3.4543169006169,None,129.91049099999873,None,133.34395383999907,133.34395383999907,133.36063473999928,None,[],['z'],[1.96560479999971],135.34844339999836,None,z,3.96560479999971,1,1,0.8,None,139.96802129999924,None,139.96802129999924,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1029,2,5,2,7,4,0.95,2023-07-21_14h59.39.665,MSI_TV_v3,2022.1.1,59.905780189145496,
5,0,5,0,,,,,,,,,,3,1.0,0.0,b,63.0,1.0,3.76873691643126,1.95130344756745,None,141.77676209999845,None,143.71029233999906,143.71029233999906,143.72686514000014,None,[],['z'],[0.6381234000018594],145.71516949999932,None,z,2.6381234000018594,0,0,0.6666666666666666,None,149.4899476999999,None,149.4899476999999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1029,2,5,2,7,4,0.95,2023-07-21_14h59.39.665,MSI_TV_v3,2022.1.1,59.905780189145496,
6,0,6,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,3.35133458220192,1.27538462653558,None,151.29385649999858,None,152.5434824399992,152.5434824399992,152.56025073999916,None,[],['b'],[1.021341499999835],154.5485938999991,None,b,3.021341499999835,0,0,0.5714285714285714,None,157.91080709999915,None,157.91080709999915,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1029,2,5,2,7,4,0.95,2023-07-21_14h59.39.665,MSI_TV_v3,2022.1.1,59.905780189145496,
7,0,7,0,,,,,,,,,,0,0.0,2.0,b,27.0,1.0,3.7500315165247198,2.09887870490381,None,159.7101279999988,None,161.79367193999968,161.79367193999968,161.81028384000018,None,[],['z'],[0.5830120000009629],163.79790689999936,None,z,2.583012000000963,0,0,0.5,None,167.55678119999902,None,167.55678119999902,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1029,2,5,2,7,4,0.95,2023-07-21_14h59.39.665,MSI_TV_v3,2022.1.1,59.905780189145496,
