trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,276.92482839999957,None,t,77.98299090000091,276.92482839999957,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,001,4,1,2,17,0.95,2024-01-28_09h51.20.752,MSI_TV_v3,2022.1.1,59.98184949237442,
,,,,,,,,,,None,354.9298435999999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,001,4,1,2,17,0.95,2024-01-28_09h51.20.752,MSI_TV_v3,2022.1.1,59.98184949237442,
0,0,0,0,,,,,,,,,,2,0,1,b,63,1,2.496959177995529,1.60731937853708,None,355.13020979999965,None,356.7141940899998,356.7141940899998,356.73084799,None,[],['b'],[0.8012978000006115],358.7234949999993,None,b,2.8012978000006115,1,1,1.0,None,361.24045679999927,None,361.24045679999927,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,001,4,1,2,17,0.95,2024-01-28_09h51.20.752,MSI_TV_v3,2022.1.1,59.98184949237442,
1,0,1,0,,,,,,,,,,0,2,3,z,63,1,4.190022164497369,1.27538462653558,None,363.04768689999946,None,364.29731039000006,364.29731039000006,364.3140546900001,z,['z'],None,,366.34115849999944,None,z,1.6332654000007096,1,1,1.0,None,370.5301451999994,None,370.5301451999994,None,1.6332654000007096,[1.6332654000007096],,,,,,,,,,,,,,,,,,,,,CBC_1064,001,4,1,2,17,0.95,2024-01-28_09h51.20.752,MSI_TV_v3,2022.1.1,59.98184949237442,
2,0,2,0,,,,,,,,,,1,0,2,z,27,1,2.7134565917469198,1.25920145784721,None,372.33071219999965,None,373.5641163899997,373.5641163899997,373.5812469899999,None,[],['b'],[0.3990823000003729],375.5630965999999,None,b,2.399082300000373,0,0,0.6666666666666666,None,378.2889249,None,378.2889249,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,001,4,1,2,17,0.95,2024-01-28_09h51.20.752,MSI_TV_v3,2022.1.1,59.98184949237442,
3,0,3,0,,,,,,,,,,2,0,1,b,63,1,2.592312596923728,2.15533949826702,None,380.0977669999993,None,382.23077128999984,382.23077128999984,382.2473558899998,None,[],['b'],[0.27949330000046757],384.2365043,None,b,2.2794933000004676,1,1,0.75,None,386.82693799999925,None,386.82693799999925,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,001,4,1,2,17,0.95,2024-01-28_09h51.20.752,MSI_TV_v3,2022.1.1,59.98184949237442,
4,0,4,0,,,,,,,,,,3,1,3,b,27,1,3.02234236141277,0.80788063606262,None,388.6308702999995,None,389.4141809899999,389.4141809899999,389.43078938999923,None,[],['b'],[0.980040000000372],391.4191639999999,None,b,2.980040000000372,1,1,0.8,None,394.44018759999926,None,394.44018759999926,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,001,4,1,2,17,0.95,2024-01-28_09h51.20.752,MSI_TV_v3,2022.1.1,59.98184949237442,
5,0,5,0,,,,,,,,,,1,3,2,z,63,1,4.53337421950507,2.49839527409216,None,396.2474066999994,None,398.7134596899993,398.7134596899993,398.7298326899997,None,[],['b'],[0.4762724000001981],400.7084182999997,None,b,2.476272400000198,0,0,0.6666666666666666,None,405.25759299999936,None,405.25759299999936,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,001,4,1,2,17,0.95,2024-01-28_09h51.20.752,MSI_TV_v3,2022.1.1,59.98184949237442,
6,0,6,0,,,,,,,,,,0,3,2,b,63,1,3.7500315165247198,3.1424449555106,None,407.06433930000003,None,410.1813498899998,410.1813498899998,410.19759568999933,None,[],['b'],[0.31592280000040773],412.18625859999975,None,b,2.3159228000004077,1,1,0.7142857142857143,None,415.9344250999993,None,415.9344250999993,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,001,4,1,2,17,0.95,2024-01-28_09h51.20.752,MSI_TV_v3,2022.1.1,59.98184949237442,
7,0,7,0,,,,,,,,,,3,0,1,z,63,1,4.7533305109883095,3.24569326556923,None,417.7477440999992,None,420.9811799899996,420.9811799899996,420.9979019899999,None,[],['z'],[0.7780255000006946],422.9862108999996,None,z,2.7780255000006946,1,1,0.75,None,427.73710089999986,None,427.73710089999986,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,001,4,1,2,17,0.95,2024-01-28_09h51.20.752,MSI_TV_v3,2022.1.1,59.98184949237442,
