trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
9,0,9,0,,,,,,,,,,3,3,1,b,27,1,2.693348633324513,3.1424449555106,None,416.0970697999992,None,419.2137812899994,419.2137812899994,419.2304839900001,b,['b'],None,,421.2614874000001,None,b,1.918274500001644,1,1,0.6,None,423.9608194000002,None,423.9608194000002,None,1.918274500001644,[1.918274500001644],,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
10,0,10,0,,,,,,,,,,0,2,3,b,63,1,2.294664843639333,1.34668860557497,None,425.76305409999895,None,427.0807160899997,427.0807160899997,427.09710858999944,None,[],['b'],[0.6718817000000854],429.08546130000013,None,b,2.6718817000000854,1,1,0.6363636363636364,None,431.38615630000004,None,431.38615630000004,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
11,0,11,0,,,,,,,,,,1,0,1,r,63,1,2.629554641171433,1.25920145784721,None,433.19683709999936,None,434.4300953899995,434.4300953899995,434.4471625899999,None,[],['r'],[1.731655799998407],436.43589059999886,None,r,3.731655799998407,1,1,0.6666666666666666,None,439.06479149999996,None,439.06479149999996,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
12,0,12,0,,,,,,,,,,2,1,0,r,63,1,2.496959177995529,2.96653053743745,None,440.8805074999991,None,443.8293986900001,443.8293986900001,443.84637308999964,None,[],['b'],[1.2992905999999493],445.8268479999997,None,b,3.2992905999999493,0,0,0.6153846153846154,None,448.3248281999995,None,448.3248281999995,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
13,0,13,0,,,,,,,,,,0,2,1,b,9,1,4.12485271162806,2.10421507306074,None,450.13055110000005,None,452.2146909899996,452.2146909899996,452.2303527899997,None,[],['b'],[1.2169054000005417],454.2122019999997,None,b,3.2169054000005417,1,1,0.6428571428571429,None,458.3448092999997,None,458.3448092999997,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
14,0,14,0,,,,,,,,,,2,0,1,b,63,1,2.7134565917469198,0.77703640172831,None,460.1471226999993,None,460.9140267899996,460.9140267899996,460.930565689999,None,[],['r'],[0.5276701999991928],462.9177676999998,None,r,2.527670199999193,0,0,0.6,None,465.63241130000006,None,465.63241130000006,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
15,0,15,0,,,,,,,,,,3,1,3,r,27,1,4.7533305109883095,1.60731937853708,None,467.4472711999997,None,469.0310479899993,469.0310479899993,469.0478940899987,None,[],['b'],[0.5631637000005867],471.03595229999974,None,b,2.5631637000005867,0,0,0.5625,None,475.7953033999993,None,475.7953033999993,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
16,0,16,0,,,,,,,,,,1,1,0,b,63,1,4.52047235037039,1.21250262048173,None,477.59737310000037,None,478.79733978999985,478.79733978999985,478.81351898999975,None,[],['r'],[0.46928939999997965],480.80106859999887,None,r,2.4692893999999797,0,0,0.5294117647058824,None,485.3312624,None,485.3312624,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
17,0,17,0,,,,,,,,,,0,3,2,r,63,0,3.02234236141277,1.53122835510861,None,487.146130099999,None,488.6476746900001,488.6476746900001,488.66390488999906,None,[],['r'],[2.041572100000849],490.65345140000045,None,r,4.041572100000849,1,0,0.5555555555555556,None,493.68348160000005,None,493.68348160000005,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
18,0,18,0,,,,,,,,,,2,0,2,b,27,1,3.76873691643126,2.49839527409216,None,495.4972380999998,None,497.9807785899987,497.9807785899987,497.99742239000017,None,[],['b'],[0.4005051000003732],499.9778175000001,None,b,2.400505100000373,1,1,0.5789473684210527,None,503.7576605000004,None,503.7576605000004,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
19,0,19,0,,,,,,,,,,3,2,3,r,63,1,2.2759877950103027,1.95130344756745,None,505.5639767999992,None,507.4978422899997,507.4978422899997,507.51402528999944,None,[],None,,509.50160719999894,None,None,[],0,3,0.55,None,511.7757071999995,['b'],511.7757071999995,None,,,[0.09122540000134904],,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
20,0,20,0,,,,,,,,,,1,1,3,b,27,1,2.91303524001082,2.15533949826702,None,513.5808143000004,None,515.7142024899997,515.7142024899997,515.7308234900004,None,[],['r'],[0.2876971000005142],517.7217959,None,r,2.287697100000514,0,0,0.5238095238095238,None,520.6445135000004,None,520.6445135000004,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
21,0,21,0,,,,,,,,,,0,2,3,b,63,1,3.31929419319838,3.06992456303453,None,522.4474015999995,None,525.4966524900003,525.4966524900003,525.51344129,b,['b'],None,,527.5329484999993,None,b,1.8032766000014817,1,1,0.5454545454545454,None,530.8463542,None,530.8463542,None,1.8032766000014817,[1.8032766000014817],,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
22,0,22,0,,,,,,,,,,2,1,0,r,63,1,4.82531807167306,1.52290599571961,None,532.6472566000002,None,534.1474211899997,534.1474211899997,534.1640483900003,None,[],['r'],[1.7900384000004124],536.1526432,None,r,3.7900384000004124,1,1,0.5652173913043478,None,540.9780314999998,None,540.9780314999998,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
23,0,23,0,,,,,,,,,,1,1,2,b,9,1,2.517541937862754,1.96568735158996,None,542.7807341999987,None,544.7306698900004,544.7306698900004,544.7472564899992,None,[],['b'],[0.45523290000164707],546.7358709999999,None,b,2.455232900001647,1,1,0.5833333333333334,None,549.2518847999991,None,549.2518847999991,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
24,0,24,0,,,,,,,,,,0,3,2,r,63,1,3.3728785608729996,1.25817747924478,None,551.0632564999987,None,552.2972592899998,552.2972592899998,552.3139087899992,None,[],['r'],[1.6751615000011952],554.3024288999995,None,r,3.6751615000011952,1,1,0.6,None,557.6819346999991,None,557.6819346999991,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
25,0,25,0,,,,,,,,,,3,3,2,b,63,1,3.73326136168326,3.40155979865722,None,559.4974295000002,None,562.8808530899998,562.8808530899998,562.8976039900001,b,['b'],None,,564.9251532999997,None,b,1.653345900000204,1,1,0.6153846153846154,None,568.6588528000002,None,568.6588528000002,None,1.653345900000204,[1.653345900000204],,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
26,0,26,0,,,,,,,,,,1,1,0,b,63,1,3.68371079902891,1.94858485820231,None,570.464191,None,572.3974070899997,572.3974070899997,572.4141132899997,None,[],['r'],[2.069159299999228],574.3989434000005,None,r,4.069159299999228,0,0,0.5925925925925926,None,578.0970360999991,None,578.0970360999991,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
27,0,27,0,,,,,,,,,,2,2,0,r,27,1,4.53337421950507,1.12425433982333,None,579.8975019,None,580.9973605899988,580.9973605899988,581.01427309,b,['b'],None,,583.0437604999997,None,b,1.2854740000002494,0,0,0.5714285714285714,None,587.5768772000001,None,587.5768772000001,None,1.2854740000002494,[1.2854740000002494],,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
28,0,28,0,,,,,,,,,,3,3,1,b,27,1,2.792365600763554,0.974903167432984,None,589.3815516000004,None,590.330693789999,590.330693789999,590.3476645900002,None,[],['r'],[0.5266160999999556],592.3318396000004,None,r,2.5266160999999556,0,0,0.5517241379310345,None,595.136376899999,None,595.136376899999,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
29,0,29,0,,,,,,,,,,2,0,1,b,63,1,4.11514536789087,2.6299100644723,None,596.9473862999994,None,599.5478920899998,599.5478920899998,599.56414109,None,[],['b'],[1.1781828999992285],601.5521686000002,None,b,3.1781828999992285,1,1,0.5666666666666667,None,605.6730658999995,None,605.6730658999995,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
30,0,30,0,,,,,,,,,,0,0,2,r,27,1,3.35133458220192,0.917519910446003,None,607.4800989999994,None,608.3808886899999,608.3808886899999,608.3974557899994,None,[],['r'],[2.2235928999998578],610.3806873000003,None,r,4.223592899999858,1,1,0.5806451612903226,None,613.7445872999988,None,613.7445872999988,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
31,0,31,0,,,,,,,,,,3,3,2,b,63,1,4.01714354611405,0.979776149765883,None,615.5474977000003,None,616.5151069899996,616.5151069899996,616.5307410899998,None,[],['b'],[1.1310063999990234],618.5196988999987,None,b,3.1310063999990234,1,1,0.59375,None,622.5501656999995,None,622.5501656999995,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
32,0,32,0,,,,,,,,,,1,0,1,r,63,1,2.6391747348430608,0.80788063606262,None,624.3641276999997,None,625.1480118899992,625.1480118899992,625.1647042899997,None,[],['r'],[1.4134807999998884],627.1526008999999,None,r,3.4134807999998884,1,1,0.6060606060606061,None,629.8049979999987,None,629.8049979999987,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
33,0,33,0,,,,,,,,,,2,1,0,r,63,1,4.190022164497369,1.27538462653558,None,631.6144254000001,None,632.8643741899989,632.8643741899989,632.8810667899991,None,[],['r'],[1.2282051999991381],634.8687352999996,None,r,3.228205199999138,1,1,0.6176470588235294,None,639.0662560999999,None,639.0662560999999,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
34,0,34,0,,,,,,,,,,3,3,2,b,63,0,4.72585056748869,3.33124983260532,None,640.8804243000004,None,644.1812562899988,644.1812562899988,644.1977010900002,b,['b'],None,,646.2024813999988,None,b,1.0475738999994064,1,0,0.6285714285714286,None,650.9133422999994,None,650.9133422999994,None,1.0475738999994064,[1.0475738999994064],,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
35,0,35,0,,,,,,,,,,0,0,2,r,27,1,2.342239579230602,1.18065738546375,None,652.7143745999992,None,653.8799961899997,653.8799961899997,653.8966758899999,r,['r'],None,,655.9166673999998,None,r,1.1800371999997878,1,1,0.6388888888888888,None,658.275602499999,None,658.275602499999,None,1.1800371999997878,[1.1800371999997878],,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
36,0,36,0,,,,,,,,,,2,1,0,r,63,1,3.7500315165247198,1.1243895841892,None,660.0811342999996,None,661.1802239900001,661.1802239900001,661.1969060900003,None,[],['b'],[2.105906999999206],663.1774078999997,None,b,4.105906999999206,0,0,0.6216216216216216,None,666.9194958999988,None,666.9194958999988,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
37,0,37,0,,,,,,,,,,1,3,1,r,27,1,2.678526077912375,1.38289892513751,None,668.7310177999998,None,670.0978087899996,670.0978087899996,670.1145537900004,None,[],['r'],[0.48224300000038056],672.1022547999992,None,r,2.4822430000003806,1,1,0.631578947368421,None,674.7938821999987,None,674.7938821999987,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
38,0,38,0,,,,,,,,,,0,2,3,b,63,1,2.666404967794728,3.24569326556923,None,676.5969720000003,None,679.8144887899991,679.8144887899991,679.8311712899988,None,[],['b'],[0.6922147999994195],681.8161602999999,None,b,2.6922147999994195,1,1,0.6410256410256411,None,684.4907154999992,None,684.4907154999992,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
39,0,39,0,,,,,,,,,,3,2,3,r,63,1,2.526044641065533,3.1963008326951,None,686.2978484999994,None,689.4799220899997,689.4799220899997,689.4968686900004,b,['b'],None,,691.5182976999995,None,b,1.6039625000012165,0,0,0.625,None,694.0600105000003,None,694.0600105000003,None,1.6039625000012165,[1.6039625000012165],,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
40,0,40,0,,,,,,,,,,1,1,0,b,63,1,2.92731383428727,1.53243550275999,None,695.8645133999989,None,697.3805461900004,697.3805461900004,697.3970110900002,None,[],['r'],[0.37029250000159664],699.3776545999999,None,r,2.3702925000015966,0,0,0.6097560975609756,None,702.2982261999996,None,702.2982261999996,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
41,0,41,0,,,,,,,,,,2,0,2,b,27,1,4.40017271499661,1.36309078069689,None,704.0978810999995,None,705.44809379,705.44809379,705.4649188899996,None,[],['b'],[2.1593775000001187],707.4491735999991,None,b,4.159377500000119,1,1,0.6190476190476191,None,711.8637159,None,711.8637159,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
42,0,42,0,,,,,,,,,,3,0,3,r,9,1,3.26539063535182,1.78643585472448,None,713.6646659999997,None,715.4315578899998,715.4315578899998,715.4481302899997,r,['r'],None,,717.454895599999,None,r,1.9953970000005938,1,1,0.627906976744186,None,720.7267653999997,None,720.7267653999997,None,1.9953970000005938,[1.9953970000005938],,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
43,0,43,0,,,,,,,,,,0,2,3,b,63,1,3.2062024266105302,0.761758675042088,None,722.5312365999989,None,723.265227789999,723.265227789999,723.2815675899994,b,['b'],None,,725.2847620000002,None,b,1.5717738999992434,1,1,0.6363636363636364,None,728.5113747999994,None,728.5113747999994,None,1.5717738999992434,[1.5717738999992434],,,,,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,730.3141709000001,None,,,,,,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735.2980791,None,None,735.2980791,740.28136,,,,,,,,,,,,,CBC_1109,003,1,3,5,14,0.95,2024-06-07_15h09.59.248,MSI_TV_v3,2022.1.1,59.82818541715423,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,b,hard,"[0, 1, 2, 3]","[2, 1, 0, 3]",0.6363636363636364,0.45454545454545453,0.7272727272727273,0.7272727272727273,26,1,17,,,,,,,,,,,,
