trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.rt,response_4.started,response_4.stopped,response_5.keys,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_5.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,0,0,2,b,27,1,4.61004669244928,1.94858485820231,None,355.3785012999997,None,357.3526643000023,None,357.3526643000023,None,357.3620227000003,None,None,,357.3526643000023,None,['b'],359.3280763999992,None,b,2.9125079000023106,1,1,0.5555555555555556,363.91761489999953,None,None,363.91761489999953,None,[0.9125079000023106],,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
9,0,9,0,,,,,,,,,,3,0,3,z,9,1,3.6438386551209,0.979776149765883,None,365.72862890000215,None,366.73335899999984,None,366.73335899999984,None,366.74515290000016,None,['z'],[1.8276088000002346],366.73335899999984,None,None,368.7288736999999,None,z,1.8276088000002346,1,1,0.6,372.3777590000009,None,None,372.3777590000009,None,,,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
10,0,10,0,,,,,,,,,,2,3,2,z,63,1,4.12485271162806,2.10421507306074,None,374.17897880000055,None,376.3014271000011,None,376.3014271000011,None,376.31233119999996,None,None,,376.3014271000011,None,['z'],378.2786916000023,None,z,2.846864099998129,1,1,0.6363636363636364,382.402742100001,None,None,382.402742100001,None,[0.846864099998129],,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
11,0,11,0,,,,,,,,,,1,1,0,b,63,1,2.342239579230602,2.6299100644723,None,384.2122889000002,None,386.8645916000005,None,386.8645916000005,None,386.8618609999998,None,['b'],[1.4730908000001364],386.8645916000005,None,None,388.8583473999988,None,b,1.4730908000001364,1,1,0.6666666666666666,391.2031346999993,None,None,391.2031346999993,None,,,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
12,0,12,0,,,,,,,,,,3,3,2,b,63,1,3.7500315165247198,1.34668860557497,None,393.0109442000012,None,394.3655641999994,None,394.3655641999994,None,394.3623733000008,None,None,,394.3655641999994,None,['b'],396.3454231000014,None,b,2.2943694999976287,1,1,0.6923076923076923,400.0809926999991,None,None,400.0809926999991,None,[0.29436949999762874],,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
13,0,13,0,,,,,,,,,,2,3,2,z,63,1,2.678526077912375,2.49839527409216,None,401.8954657000013,None,404.4187241999989,None,404.4187241999989,None,404.4292737000007,None,['z'],[1.6527380000025005],404.4187241999989,None,None,406.40786130000015,None,z,1.6527380000025005,1,1,0.7142857142857143,409.08660970000165,None,None,409.08660970000165,None,,,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
14,0,14,0,,,,,,,,,,1,1,3,b,27,1,2.82320408183943,3.40155979865722,None,410.89456299999983,None,414.3154115999987,None,414.3154115999987,None,414.3122147999988,None,['b'],[1.4611137000010785],414.3154115999987,None,None,416.311584699999,None,b,1.4611137000010785,1,1,0.7333333333333333,419.1334923000013,None,None,419.1334923000013,None,,,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
15,0,15,0,,,,,,,,,,0,3,0,z,9,1,3.73326136168326,1.64421109900286,None,420.9448147999992,None,422.59643550000146,None,422.59643550000146,None,422.59519349999977,None,['z'],[1.0497116999995342],422.59643550000146,None,None,424.59344859999874,None,z,1.0497116999995342,1,1,0.75,428.33752130000175,None,None,428.33752130000175,None,,,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
16,0,16,0,,,,,,,,,,3,3,2,b,63,1,4.190022164497369,0.952147612306987,None,430.14558240000224,None,431.1012403000004,None,431.1012403000004,None,431.1116561000003,None,['b'],[1.4931009000010818],431.1012403000004,None,None,433.11382310000226,None,b,1.4931009000010818,1,1,0.7647058823529411,437.3028737000004,None,None,437.3028737000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
17,0,17,0,,,,,,,,,,2,2,0,b,27,1,2.666404967794728,3.33124983260532,None,439.11184780000076,None,442.44523469999876,None,442.44523469999876,None,442.4451566000011,None,['b'],[1.3513901999995142],442.44523469999876,None,None,444.44674770000165,None,b,1.3513901999995142,1,1,0.7777777777777778,447.12043879999874,None,None,447.12043879999874,None,,,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
18,0,18,0,,,,,,,,,,0,1,0,z,63,1,2.693348633324513,1.43470440954152,None,448.92794740000136,None,450.38677350000034,None,450.38677350000034,None,450.3959234000005,None,['z'],[1.7619639999993524],450.38677350000034,None,None,452.3824747000017,None,z,1.7619639999993524,1,1,0.7894736842105263,455.08682450000015,None,None,455.08682450000015,None,,,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
19,0,19,0,,,,,,,,,,1,0,1,z,63,0,2.629554641171433,1.25817747924478,None,456.8948017999992,None,458.17011380000076,None,458.17011380000076,None,458.17917680000136,None,None,,458.17011380000076,None,['z'],460.14602190000187,None,z,2.353730799999539,1,0,0.8,462.7595803000022,None,None,462.7595803000022,None,[0.35373079999953916],,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
20,0,20,0,,,,,,,,,,3,1,3,z,27,1,2.2759877950103027,0.761758675042088,None,464.5619131000003,None,465.3322902000018,None,465.3322902000018,None,465.3292231,None,['z'],[1.3400554999989254],465.3322902000018,None,None,467.33306370000173,None,z,1.3400554999989254,1,1,0.8095238095238095,469.59474090000185,None,None,469.59474090000185,None,,,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
21,0,21,0,,,,,,,,,,2,2,3,b,63,1,3.3728785608729996,2.09887870490381,None,471.39552260000164,None,473.51521479999974,None,473.51521479999974,None,473.5121483999996,None,['b'],[1.8985627999991266],473.51521479999974,None,None,475.5165978000023,None,b,1.8985627999991266,1,1,0.8181818181818182,478.9019143000023,None,None,478.9019143000023,None,,,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
22,0,22,0,,,,,,,,,,1,1,0,b,63,1,2.526044641065533,1.95130344756745,None,480.71241100000225,None,482.6656516999992,None,482.6656516999992,None,482.6618706000005,None,['b'],[0.986987099999169],482.6656516999992,None,None,484.681266900001,None,b,0.986987099999169,1,1,0.8260869565217391,487.22206090000145,None,None,487.22206090000145,None,,,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
23,0,23,0,,,,,,,,,,0,2,0,z,27,1,4.01714354611405,1.53122835510861,None,489.0289752000008,None,490.58209850000094,None,490.58209850000094,None,490.57897950000046,None,['z'],[1.2877129999997123],490.58209850000094,None,None,492.56497320000017,None,z,1.2877129999997123,1,1,0.8333333333333334,496.57006419999925,None,None,496.57006419999925,None,,,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
24,0,24,0,,,,,,,,,,3,2,3,z,63,1,2.517541937862754,3.24569326556923,None,498.3788614999994,None,501.63160590000007,None,501.63160590000007,None,501.6298067000011,None,['z'],[1.5281608999994205],501.63160590000007,None,None,503.628176799999,None,z,1.5281608999994205,1,1,0.84,506.1514893000003,None,None,506.1514893000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
25,0,25,0,,,,,,,,,,2,2,0,b,27,1,2.592312596923728,0.80788063606262,None,507.9615912999998,None,508.78410840000106,None,508.78410840000106,None,508.7958300000002,None,['b'],[1.3377351999970415],508.78410840000106,None,None,510.76370620000125,None,b,1.3377351999970415,1,1,0.8461538461538461,513.3621196000004,None,None,513.3621196000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
26,0,26,0,,,,,,,,,,1,1,0,b,63,1,2.92731383428727,3.06992456303453,None,515.1629197999991,None,518.2332093999994,None,518.2332093999994,None,518.2446046999997,None,['b'],[1.446627700001045],518.2332093999994,None,None,520.2348786999992,None,b,1.446627700001045,1,1,0.8518518518518519,523.144865100001,None,None,523.144865100001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
27,0,27,0,,,,,,,,,,0,0,1,b,63,1,3.02234236141277,1.21250262048173,None,524.9458498000004,None,526.1657560000003,None,526.1657560000003,None,526.1615076000012,None,['b'],[0.9696469999998953],526.1657560000003,None,None,528.1575358999999,None,b,0.9696469999998953,1,1,0.8571428571428571,531.1786358000008,None,None,531.1786358000008,None,,,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
28,0,28,0,,,,,,,,,,2,3,2,z,63,1,3.31929419319838,1.78643585472448,None,532.9793479999989,None,534.7824988000011,None,534.7824988000011,None,534.7790469000014,None,['z'],[1.3052403000019694],534.7824988000011,None,None,536.7790867000022,None,z,1.3052403000019694,1,1,0.8620689655172413,540.1026103000022,None,None,540.1026103000022,None,,,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
29,0,29,0,,,,,,,,,,3,3,1,b,27,1,2.294664843639333,0.77703640172831,None,541.9126316999991,None,542.6981823000006,None,542.6981823000006,None,542.6956290000002,None,['b'],[1.3626649999987421],542.6981823000006,None,None,544.695574899999,None,b,1.3626649999987421,1,1,0.8666666666666667,546.9865418999998,None,None,546.9865418999998,None,,,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
30,0,30,0,,,,,,,,,,0,1,0,z,63,1,2.433630701072358,1.96568735158996,None,548.7949013000016,None,550.7625420000022,None,550.7625420000022,None,550.7623675000017,None,['z'],[1.7450879000007262],550.7625420000022,None,None,552.7531228999997,None,z,1.7450879000007262,1,1,0.8709677419354839,555.1873294000015,None,None,555.1873294000015,None,,,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
31,0,31,0,,,,,,,,,,3,3,2,b,63,1,2.6391747348430608,2.40378712856304,None,556.9961138999988,None,559.398705900001,None,559.398705900001,None,559.3953598000003,None,['b'],[1.776238899999953],559.398705900001,None,None,561.3952212000022,None,b,1.776238899999953,1,1,0.875,564.0349703000011,None,None,564.0349703000011,None,,,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
32,0,32,0,,,,,,,,,,1,2,1,z,9,1,2.496959177995529,2.78346932462847,None,565.8460384000009,None,568.6507891000019,None,568.6507891000019,None,568.6460466000011,None,['z'],[1.4335626999982196],568.6507891000019,None,None,570.6444376999989,None,z,1.4335626999982196,1,1,0.8787878787878788,573.1514955000002,None,None,573.1514955000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
33,0,33,0,,,,,,,,,,0,1,0,z,63,1,4.11514536789087,2.96653053743745,None,574.9631701999988,None,577.9484876000006,None,577.9484876000006,None,577.946173499999,None,['z'],[1.409072099997502],577.9484876000006,None,None,579.9504555000003,None,z,1.409072099997502,1,1,0.8823529411764706,584.051685299999,None,None,584.051685299999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
34,0,34,0,,,,,,,,,,2,2,1,b,9,1,2.91303524001082,3.1424449555106,None,585.8627111000005,None,589.0189432999996,None,589.0189432999996,None,589.0297661000014,None,['b'],[1.1813258999991376],589.0189432999996,None,None,591.0134342000001,None,b,1.1813258999991376,1,1,0.8857142857142857,593.9376936999997,None,None,593.9376936999997,None,,,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
35,0,35,0,,,,,,,,,,1,1,0,b,63,1,4.77723667052879,0.917519910446003,None,595.7464765999994,None,596.6792867000022,None,596.6792867000022,None,596.6792842000017,None,['b'],[0.9995610999994824],596.6792867000022,None,None,598.6814398000006,None,b,0.9995610999994824,1,1,0.8888888888888888,603.4714225000007,None,None,603.4714225000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
36,0,36,0,,,,,,,,,,0,0,1,b,63,0,4.52047235037039,1.27538462653558,None,605.2789174000009,None,606.5655943000002,None,606.5655943000002,None,606.5628185000008,None,['b'],[1.7540998000022228],606.5655943000002,None,None,608.5674822000019,None,b,1.7540998000022228,1,0,0.8918918918918919,613.0949540999991,None,None,613.0949540999991,None,,,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
37,0,37,0,,,,,,,,,,1,0,1,z,63,1,3.71372710086949,1.90743690794447,None,614.896501600002,None,616.8178798999998,None,616.8178798999998,None,616.8298583000006,None,['z'],[1.5676149999981135],616.8178798999998,None,None,618.8091284999991,None,z,1.5676149999981135,1,1,0.8947368421052632,622.5211749999999,None,None,622.5211749999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
38,0,38,0,,,,,,,,,,3,1,3,z,27,1,3.26539063535182,0.974903167432984,None,624.3300835999999,None,625.3164481000003,None,625.3164481000003,None,625.3132151000012,None,None,,625.3164481000003,None,['z'],627.2969168,None,z,2.010175099998378,1,1,0.8974358974358975,630.5528380000014,None,None,630.5528380000014,None,[0.010175099998377846],,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
39,0,39,0,,,,,,,,,,2,3,2,z,63,1,4.7533305109883095,3.4543169006169,None,632.3634691999996,None,635.8198549999997,None,635.8198549999997,None,635.8292451000001,None,['z'],[1.494553200000155],635.8198549999997,None,None,637.815408299999,None,z,1.494553200000155,1,1,0.9,642.5696644,None,None,642.5696644,None,,,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
40,0,40,0,,,,,,,,,,0,0,2,b,27,1,3.2062024266105302,2.15533949826702,None,644.3796612999995,None,646.5506702000002,None,646.5506702000002,None,646.5629099000008,None,None,,646.5506702000002,None,['z'],648.5290633000022,None,z,2.114647899999909,0,0,0.8780487804878049,651.7282677000021,None,None,651.7282677000021,None,[0.11464789999990899],,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
41,0,41,0,,,,,,,,,,3,2,3,z,63,1,3.68371079902891,1.38289892513751,None,653.5296040000012,None,654.9346955000019,None,654.9346955000019,None,654.9297763999988,None,None,,654.9346955000019,None,['z'],656.9129674000014,None,z,2.2898649999970075,1,1,0.8809523809523809,660.5800619999991,None,None,660.5800619999991,None,[0.28986499999700754],,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
42,0,42,0,,,,,,,,,,1,1,3,b,27,1,3.35133458220192,1.18065738546375,None,662.3797391999997,None,663.5777760000001,None,663.5777760000001,None,663.5798412999997,None,['b'],[1.5321161999981996],663.5777760000001,None,None,665.5828452000005,None,b,1.5321161999981996,1,1,0.8837209302325582,668.934650000001,None,None,668.934650000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
43,0,43,0,,,,,,,,,,2,3,2,z,63,1,2.792365600763554,1.36309078069689,None,670.7466224,None,672.1202047999996,None,672.1202047999996,None,672.129209699999,None,None,,672.1202047999996,None,['z'],674.0967375000018,None,z,2.377595600000859,1,1,0.8863636363636364,676.8750125999995,None,None,676.8750125999995,None,[0.3775956000008591],,,,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,678.6795392000004,None,,,,,,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683.679627800002,None,None,683.679627800002,None,,,,,,,,,,,,,CBC_1143,3,3,2,6,0,0.95,2024-09-27_17h11.17.983,MSI_AV_v3,2022.1.1,60.02264054055796,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[0, 1, 2, 3]",0.6363636363636364,1.0,1.0,0.9090909090909091,37,0,7,,,,,,,,,,,,
