trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,34.5729038999998,None,t,52.01868749999994,34.5729038999998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1119,2,2,2,7,0,0.9,2024-05-22_15h38.34.876,MSI_TV_v3,2022.1.1,60.01388721357395,
,,,,,,,,,,None,86.61194109999997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1119,2,2,2,7,0,0.9,2024-05-22_15h38.34.876,MSI_TV_v3,2022.1.1,60.01388721357395,
0,0,0,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,4.11514536789087,3.24569326556923,None,86.81182100000115,None,90.02856485999965,90.02856485999965,90.0453241600002,None,[],['z'],[0.01681099999950675],92.03488459999971,None,z,2.0168109999995067,1,1,1.0,None,96.15670070000124,None,96.15670070000124,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1119,2,2,2,7,0,0.9,2024-05-22_15h38.34.876,MSI_TV_v3,2022.1.1,60.01388721357395,
1,0,1,0,,,,,,,,,,0,1.0,0.0,z,63.0,1.0,2.496959177995529,2.09887870490381,None,97.96211290000065,None,100.04536026000042,100.04536026000042,100.06198376000012,b,['b'],None,,102.0900128000012,None,b,1.570991699998558,0,0,0.5,None,104.59020240000063,None,104.59020240000063,None,1.570991699998558,[1.570991699998558],,,,,,,,,,,,,,,,,,,,,,CBC_1119,2,2,2,7,0,0.9,2024-05-22_15h38.34.876,MSI_TV_v3,2022.1.1,60.01388721357395,
2,0,2,0,,,,,,,,,,2,2.0,1.0,b,9.0,1.0,2.433630701072358,2.40378712856304,None,106.39541300000019,None,108.77885236000057,108.77885236000057,108.79540646000115,z,['z'],"['b', 'b', 'b', 'b', 'b', 'b']","[0.48746530000062194, 0.7439847999994527, 1.276385900000605, 1.6513295999993716, 1.980256400000144, 2.244618700000501]",110.82381300000088,None,z,1.9524423999991996,0,0,0.3333333333333333,None,113.25685390000035,"['b', 'b', 'b', 'b']",113.25685390000035,None,1.9524423999991996,[1.9524423999991996],"[0.10989780000090832, 0.44689459999972314, 0.7022170000000187, 1.2153195000009873]",,,,,,,,,,,,,,,,,,,,,CBC_1119,2,2,2,7,0,0.9,2024-05-22_15h38.34.876,MSI_TV_v3,2022.1.1,60.01388721357395,
3,0,3,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,3.7500315165247198,1.90743690794447,None,115.06209540000054,None,116.94535275999934,116.94535275999934,116.96177305999973,b,['b'],None,,118.99039120000089,None,b,1.0434784999997646,1,1,0.5,None,122.74205760000041,None,122.74205760000041,None,1.0434784999997646,[1.0434784999997646],,,,,,,,,,,,,,,,,,,,,,CBC_1119,2,2,2,7,0,0.9,2024-05-22_15h38.34.876,MSI_TV_v3,2022.1.1,60.01388721357395,
4,0,4,0,,,,,,,,,,3,1.0,3.0,z,27.0,1.0,3.31929419319838,0.80788063606262,None,124.5455194999995,None,125.32870536000101,125.32870536000101,125.34552666000073,None,[],['z'],[1.4400108999998338],127.33422240000073,None,z,3.440010899999834,1,1,0.6,None,130.66801230000056,None,130.66801230000056,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1119,2,2,2,7,0,0.9,2024-05-22_15h38.34.876,MSI_TV_v3,2022.1.1,60.01388721357395,
5,0,5,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,3.71372710086949,2.6299100644723,None,132.47867919999953,None,135.09558256000074,135.09558256000074,135.11207296000012,z,['z'],None,,137.1400881999998,None,z,1.3402714999992895,0,0,0.5,None,140.8565978000006,None,140.8565978000006,None,1.3402714999992895,[1.3402714999992895],,,,,,,,,,,,,,,,,,,,,,CBC_1119,2,2,2,7,0,0.9,2024-05-22_15h38.34.876,MSI_TV_v3,2022.1.1,60.01388721357395,
6,0,6,0,,,,,,,,,,2,3.0,2.0,z,63.0,1.0,2.2759877950103027,1.78643585472448,None,142.66220160000012,None,144.4285807600003,144.4285807600003,144.44527146000055,z,['z'],None,,146.47157590000097,None,z,1.4223273999996309,1,1,0.5714285714285714,None,148.76058829999965,None,148.76058829999965,None,1.4223273999996309,[1.4223273999996309],,,,,,,,,,,,,,,,,,,,,,CBC_1119,2,2,2,7,0,0.9,2024-05-22_15h38.34.876,MSI_TV_v3,2022.1.1,60.01388721357395,
7,0,7,0,,,,,,,,,,0,0.0,2.0,b,27.0,1.0,2.526044641065533,1.12425433982333,None,150.56200999999965,None,151.6621862599999,151.6621862599999,151.678802060001,b,['b'],None,,153.7072988,None,b,1.36044690000017,1,1,0.625,None,156.24185360000047,None,156.24185360000047,None,1.36044690000017,[1.36044690000017],,,,,,,,,,,,,,,,,,,,,,CBC_1119,2,2,2,7,0,0.9,2024-05-22_15h38.34.876,MSI_TV_v3,2022.1.1,60.01388721357395,
