trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,45.15514940000048,None,t,57.036746400000084,45.15514940000048,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1033,004,6,2,4,10,0.90,2023-12-13_15h10.11.385,MSI_AV_v3,2022.1.1,60.29286657014587,
,,,,,,,,,,None,102.21869940000033,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1033,004,6,2,4,10,0.90,2023-12-13_15h10.11.385,MSI_AV_v3,2022.1.1,60.29286657014587,
0,0,0,0,,,,,,,,,,3,1.0,0.0,b,63.0,1.0,2.2759877950103027,2.10421507306074,None,102.41834259999996,None,104.72966550000001,None,104.72966550000001,None,104.73511345000088,None,None,104.72966550000001,None,['b'],[0.4117101999991064],106.51878990000023,None,b,2.4117101999991064,1,1,1.0,108.80732260000059,None,None,108.80732260000059,None,,,,,,,,,,,,,,,,,,,,,,CBC_1033,004,6,2,4,10,0.90,2023-12-13_15h10.11.385,MSI_AV_v3,2022.1.1,60.29286657014587,
1,0,1,0,,,,,,,,,,1,1.0,0.0,z,63.0,1.0,3.68371079902891,3.1424449555106,None,110.60156730000017,None,113.77420210000037,None,113.77420210000037,None,113.78515665000077,None,['z'],113.77420210000037,None,None,,115.75041870000041,None,z,1.4883505999996487,1,1,1.0,119.44197220000024,None,None,119.44197220000024,None,[1.4883505999996487],,,,,,,,,,,,,,,,,,,,,CBC_1033,004,6,2,4,10,0.90,2023-12-13_15h10.11.385,MSI_AV_v3,2022.1.1,60.29286657014587,
2,0,2,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,3.71372710086949,3.4543169006169,None,121.25218519999999,None,124.8084730999999,None,124.8084730999999,None,124.81852365000113,None,None,124.8084730999999,None,['z'],[0.333970099999533],126.70179840000037,None,z,2.333970099999533,0,0,0.6666666666666666,130.4103783999999,None,None,130.4103783999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1033,004,6,2,4,10,0.90,2023-12-13_15h10.11.385,MSI_AV_v3,2022.1.1,60.29286657014587,
3,0,3,0,,,,,,,,,,3,1.0,2.0,b,9.0,1.0,2.342239579230602,1.27538462653558,None,132.21873550000055,None,133.4882207999999,None,133.4882207999999,None,133.50083445000044,None,['z'],133.4882207999999,None,['b'],[0.20278619999953662],135.5002323000008,None,z,1.6913086999993538,0,0,0.5,137.8412784000002,None,None,137.8412784000002,None,[1.6913086999993538],,,,,,,,,,,,,,,,,,,,,CBC_1033,004,6,2,4,10,0.90,2023-12-13_15h10.11.385,MSI_AV_v3,2022.1.1,60.29286657014587,
4,0,4,0,,,,,,,,,,1,2.0,0.0,z,27.0,1.0,3.7500315165247198,0.80788063606262,None,139.65185139999994,None,140.47193940000034,None,140.47193940000034,None,140.4685045500003,None,None,140.47193940000034,None,['b'],[0.25556699999924604],142.4512267,None,b,2.255566999999246,0,0,0.4,146.18585729999995,None,None,146.18585729999995,None,,,,,,,,,,,,,,,,,,,,,,CBC_1033,004,6,2,4,10,0.90,2023-12-13_15h10.11.385,MSI_AV_v3,2022.1.1,60.29286657014587,
5,0,5,0,,,,,,,,,,0,3.0,2.0,z,63.0,1.0,4.190022164497369,1.36309078069689,None,147.98535470000024,None,149.3827366000005,None,149.3827366000005,None,149.38546650000026,None,None,149.3827366000005,None,['b'],[0.6479311999992206],151.35099530000025,None,b,2.6479311999992206,0,0,0.3333333333333333,155.52777250000054,None,None,155.52777250000054,None,,,,,,,,,,,,,,,,,,,,,,CBC_1033,004,6,2,4,10,0.90,2023-12-13_15h10.11.385,MSI_AV_v3,2022.1.1,60.29286657014587,
6,0,6,0,,,,,,,,,,2,3.0,1.0,b,27.0,1.0,2.496959177995529,1.78643585472448,None,157.3351474000001,None,159.12174270000014,None,159.12174270000014,None,159.11832180000073,None,['b'],159.12174270000014,None,None,,161.1330711999999,None,b,1.6121560999990834,1,1,0.42857142857142855,163.62458480000078,None,None,163.62458480000078,None,[1.6121560999990834],,,,,,,,,,,,,,,,,,,,,CBC_1033,004,6,2,4,10,0.90,2023-12-13_15h10.11.385,MSI_AV_v3,2022.1.1,60.29286657014587,
7,0,7,0,,,,,,,,,,1,0.0,1.0,b,63.0,1.0,4.01714354611405,2.96653053743745,None,165.4349353000007,None,168.42377240000042,None,168.42377240000042,None,168.4351350000001,None,None,168.42377240000042,None,['b'],[0.54776849999962],170.40190350000012,None,b,2.54776849999962,1,1,0.5,174.40575179999996,None,None,174.40575179999996,None,,,,,,,,,,,,,,,,,,,,,,CBC_1033,004,6,2,4,10,0.90,2023-12-13_15h10.11.385,MSI_AV_v3,2022.1.1,60.29286657014587,
