trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,227.37502050000012,None,t,80.10486249999985,227.37502050000012,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1038,001,4,1,5,15,0.95,2024-05-04_09h31.10.662,MSI_AV_v3,2022.1.1,59.92161054905012,
,,,,,,,,,,None,307.49838859999954,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1038,001,4,1,5,15,0.95,2024-05-04_09h31.10.662,MSI_AV_v3,2022.1.1,59.92161054905012,
0,0,0,0,,,,,,,,,,1,3,1,z,27,1,3.2062024266105302,3.1424449555106,None,307.69831680000016,None,310.9932133999996,None,310.9932133999996,None,310.99801929999967,None,None,310.9932133999996,None,['z'],[0.8862260999999307],312.8311401999995,None,z,2.8862260999999307,1,1,1.0,316.0555462999996,None,None,316.0555462999996,None,,,,,,,,,,,,,,,,,,,,,,CBC_1038,001,4,1,5,15,0.95,2024-05-04_09h31.10.662,MSI_AV_v3,2022.1.1,59.92161054905012,
1,0,1,0,,,,,,,,,,3,2,3,b,63,1,4.01714354611405,1.95130344756745,None,317.8477386999998,None,319.85529149999957,None,319.85529149999957,None,319.8650337999993,None,['b'],319.85529149999957,None,None,,321.8230079,None,b,1.3715877999998156,1,1,1.0,325.83959540000023,None,None,325.83959540000023,None,[1.3715877999998156],,,,,,,,,,,,,,,,,,,,,CBC_1038,001,4,1,5,15,0.95,2024-05-04_09h31.10.662,MSI_AV_v3,2022.1.1,59.92161054905012,
2,0,2,0,,,,,,,,,,0,2,3,z,63,1,2.526044641065533,1.1243895841892,None,327.6482611999995,None,328.8233688999994,None,328.8233688999994,None,328.8317443000001,None,['z'],328.8233688999994,None,None,,330.7814231999996,None,z,1.7271928000004664,1,1,1.0,333.3042392000002,None,None,333.3042392000002,None,[1.7271928000004664],,,,,,,,,,,,,,,,,,,,,CBC_1038,001,4,1,5,15,0.95,2024-05-04_09h31.10.662,MSI_AV_v3,2022.1.1,59.92161054905012,
3,0,3,0,,,,,,,,,,1,1,0,b,63,1,4.82531807167306,1.60731937853708,None,335.1146748999995,None,336.7323445999996,None,336.7323445999996,None,336.73064925000017,None,None,336.7323445999996,None,['z'],[2.2747517000002517],338.6981880999997,None,z,4.274751700000252,0,0,0.75,343.52889639999967,None,None,343.52889639999967,None,,,,,,,,,,,,,,,,,,,,,,CBC_1038,001,4,1,5,15,0.95,2024-05-04_09h31.10.662,MSI_AV_v3,2022.1.1,59.92161054905012,
4,0,4,0,,,,,,,,,,2,3,0,z,9,1,2.82320408183943,2.40378712856304,None,345.33164540000007,None,347.76819789999945,None,347.76819789999945,None,347.76482929999975,None,['z'],347.76819789999945,None,None,,349.7345670999998,None,z,1.7711822000005668,1,1,0.8,352.5472638999995,None,None,352.5472638999995,None,[1.7711822000005668],,,,,,,,,,,,,,,,,,,,,CBC_1038,001,4,1,5,15,0.95,2024-05-04_09h31.10.662,MSI_AV_v3,2022.1.1,59.92161054905012,
5,0,5,0,,,,,,,,,,0,2,3,z,63,1,3.73326136168326,0.974903167432984,None,354.3482749,None,355.3420541999999,None,355.3420541999999,None,355.3482276,None,None,355.3420541999999,None,None,,357.3138439999998,None,[],[],0,3,0.6666666666666666,361.0650940999999,None,None,361.0650940999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1038,001,4,1,5,15,0.95,2024-05-04_09h31.10.662,MSI_AV_v3,2022.1.1,59.92161054905012,
6,0,6,0,,,,,,,,,,3,2,0,b,27,1,2.2759877950103027,1.36309078069689,None,362.8478031999998,None,364.23795539999946,None,364.23795539999946,None,364.24802210000007,None,['b'],364.23795539999946,None,None,,366.23452549999956,None,b,1.2031503000002886,1,1,0.7142857142857143,368.51996499999996,None,None,368.51996499999996,None,[1.2031503000002886],,,,,,,,,,,,,,,,,,,,,CBC_1038,001,4,1,5,15,0.95,2024-05-04_09h31.10.662,MSI_AV_v3,2022.1.1,59.92161054905012,
7,0,7,0,,,,,,,,,,2,1,0,z,63,1,2.693348633324513,0.80788063606262,None,370.3308880999998,None,371.1536076999996,None,371.1536076999996,None,371.16453729999967,None,None,371.1536076999996,None,['b'],[0.7398289000007026],373.13132410000026,None,b,2.7398289000007026,0,0,0.625,375.81055739999965,None,None,375.81055739999965,None,,,,,,,,,,,,,,,,,,,,,,CBC_1038,001,4,1,5,15,0.95,2024-05-04_09h31.10.662,MSI_AV_v3,2022.1.1,59.92161054905012,
8,0,8,0,,,,,,,,,,1,0,1,z,63,1,2.433630701072358,1.21250262048173,None,377.61508129999993,None,378.8377002000002,None,378.8377002000002,None,378.8484426,None,None,378.8377002000002,None,['b'],[0.916512799999964],380.81485120000025,None,b,2.916512799999964,0,0,0.5555555555555556,383.23059650000005,None,None,383.23059650000005,None,,,,,,,,,,,,,,,,,,,,,,CBC_1038,001,4,1,5,15,0.95,2024-05-04_09h31.10.662,MSI_AV_v3,2022.1.1,59.92161054905012,
9,0,9,0,,,,,,,,,,0,3,1,b,27,1,2.496959177995529,2.10421507306074,None,385.0322033999996,None,387.1506542000002,None,387.1506542000002,None,387.1476781499996,None,None,387.1506542000002,None,['b'],[0.05542230000037307],389.1313587999998,None,b,2.055422300000373,1,1,0.6,391.61949700000014,None,None,391.61949700000014,None,,,,,,,,,,,,,,,,,,,,,,CBC_1038,001,4,1,5,15,0.95,2024-05-04_09h31.10.662,MSI_AV_v3,2022.1.1,59.92161054905012,
10,0,10,0,,,,,,,,,,3,2,3,b,63,1,4.72585056748869,1.78643585472448,None,393.43040619999965,None,395.2376118999996,None,395.2376118999996,None,395.24807159999955,None,None,395.2376118999996,None,None,,397.214751,None,[],[],0,3,0.5454545454545454,401.9182949000001,None,None,401.9182949000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1038,001,4,1,5,15,0.95,2024-05-04_09h31.10.662,MSI_AV_v3,2022.1.1,59.92161054905012,
11,0,11,0,,,,,,,,,,1,0,1,z,63,1,4.53337421950507,3.24569326556923,None,403.7311109999996,None,407.00213479999957,None,407.00213479999957,None,406.99794544999986,None,['b'],407.00213479999957,None,None,,409.00069010000016,None,b,0.9383771000007073,0,0,0.5,413.5307458000002,None,None,413.5307458000002,None,[0.9383771000007073],,,,,,,,,,,,,,,,,,,,,CBC_1038,001,4,1,5,15,0.95,2024-05-04_09h31.10.662,MSI_AV_v3,2022.1.1,59.92161054905012,
12,0,12,0,,,,,,,,,,2,1,0,z,63,1,4.11514536789087,0.952147612306987,None,415.3315539,None,416.28458679999994,None,416.28458679999994,None,416.2968244499998,None,None,416.28458679999994,None,['b'],[0.9917237000004206],418.2646405999999,None,b,2.9917237000004206,0,0,0.46153846153846156,422.37601829999994,None,None,422.37601829999994,None,,,,,,,,,,,,,,,,,,,,,,CBC_1038,001,4,1,5,15,0.95,2024-05-04_09h31.10.662,MSI_AV_v3,2022.1.1,59.92161054905012,
13,0,13,0,,,,,,,,,,3,2,1,b,9,1,3.02234236141277,1.96568735158996,None,424.1803742999996,None,426.1527407999997,None,426.1527407999997,None,426.14807544999985,None,['z'],426.1527407999997,None,None,,428.1490283999997,None,z,1.9092677000003277,0,0,0.42857142857142855,431.1719748999999,None,None,431.1719748999999,None,[1.9092677000003277],,,,,,,,,,,,,,,,,,,,,CBC_1038,001,4,1,5,15,0.95,2024-05-04_09h31.10.662,MSI_AV_v3,2022.1.1,59.92161054905012,
14,0,14,0,,,,,,,,,,2,0,1,b,63,1,3.7500315165247198,1.25920145784721,None,432.9815993999996,None,434.23385329999974,None,434.23385329999974,None,434.2306315000001,None,None,434.23385329999974,None,['b'],[1.0452344000000267],436.2148102999995,None,b,3.0452344000000267,1,1,0.4666666666666667,439.95773429999963,None,None,439.95773429999963,None,,,,,,,,,,,,,,,,,,,,,,CBC_1038,001,4,1,5,15,0.95,2024-05-04_09h31.10.662,MSI_AV_v3,2022.1.1,59.92161054905012,
15,0,15,0,,,,,,,,,,0,1,3,z,27,1,3.71372710086949,0.917519910446003,None,441.7640784,None,442.70212649999985,None,442.70212649999985,None,442.6984054499999,None,['b'],442.70212649999985,None,None,,444.70471580000003,None,b,1.9301086999998915,0,0,0.4375,448.41818099999955,None,None,448.41818099999955,None,[1.9301086999998915],,,,,,,,,,,,,,,,,,,,,CBC_1038,001,4,1,5,15,0.95,2024-05-04_09h31.10.662,MSI_AV_v3,2022.1.1,59.92161054905012,
16,0,16,0,,,,,,,,,,1,1,0,b,63,1,3.26539063535182,1.53122835510861,None,450.2320450000002,None,451.78464269999995,None,451.78464269999995,None,451.7819258499994,None,['b'],451.78464269999995,None,None,,453.78108719999955,None,b,1.1190383999996811,1,1,0.47058823529411764,457.0470078000003,None,None,457.0470078000003,None,[1.1190383999996811],,,,,,,,,,,,,,,,,,,,,CBC_1038,001,4,1,5,15,0.95,2024-05-04_09h31.10.662,MSI_AV_v3,2022.1.1,59.92161054905012,
17,0,17,0,,,,,,,,,,3,3,2,z,63,0,3.31929419319838,0.761758675042088,None,458.8478573999996,None,459.60787800000026,None,459.60787800000026,None,459.6142259499993,None,['z'],459.60787800000026,None,None,,461.5996203999998,None,z,1.855738300000212,1,0,0.5,464.9142741999999,None,None,464.9142741999999,None,[1.855738300000212],,,,,,,,,,,,,,,,,,,,,CBC_1038,001,4,1,5,15,0.95,2024-05-04_09h31.10.662,MSI_AV_v3,2022.1.1,59.92161054905012,
18,0,18,0,,,,,,,,,,2,0,2,b,27,1,4.12485271162806,1.94858485820231,None,466.7151606000002,None,468.6875444000002,None,468.6875444000002,None,468.6986250999994,None,None,468.6875444000002,None,['b'],[0.3068396000003304],470.6651546999997,None,b,2.3068396000003304,1,1,0.5263157894736842,474.77840590000005,None,None,474.77840590000005,None,,,,,,,,,,,,,,,,,,,,,,CBC_1038,001,4,1,5,15,0.95,2024-05-04_09h31.10.662,MSI_AV_v3,2022.1.1,59.92161054905012,
19,0,19,0,,,,,,,,,,0,2,3,z,63,1,4.7533305109883095,3.1963008326951,None,476.58203679999997,None,479.7870693,None,479.7870693,None,479.79864899999984,None,['b'],479.7870693,None,None,,481.7811207,None,b,1.2683130999998866,0,0,0.5,486.53567239999984,None,None,486.53567239999984,None,[1.2683130999998866],,,,,,,,,,,,,,,,,,,,,CBC_1038,001,4,1,5,15,0.95,2024-05-04_09h31.10.662,MSI_AV_v3,2022.1.1,59.92161054905012,
20,0,20,0,,,,,,,,,,1,1,3,b,27,1,2.342239579230602,0.979776149765883,None,488.34846869999956,None,489.3503761999996,None,489.3503761999996,None,489.3482655500002,None,['z'],489.3503761999996,None,None,,491.3466317999996,None,z,1.2202867000000879,0,0,0.47619047619047616,493.68734300000006,None,None,493.68734300000006,None,[1.2202867000000879],,,,,,,,,,,,,,,,,,,,,CBC_1038,001,4,1,5,15,0.95,2024-05-04_09h31.10.662,MSI_AV_v3,2022.1.1,59.92161054905012,
21,0,21,0,,,,,,,,,,3,2,3,b,63,1,2.6391747348430608,1.34668860557497,None,495.49784339999997,None,496.85630230000015,None,496.85630230000015,None,496.8656348999998,None,None,496.85630230000015,None,None,,498.83143900000005,None,[],[],0,3,0.45454545454545453,501.45360800000026,None,None,501.45360800000026,None,,,,,,,,,,,,,,,,,,,,,,CBC_1038,001,4,1,5,15,0.95,2024-05-04_09h31.10.662,MSI_AV_v3,2022.1.1,59.92161054905012,
22,0,22,0,,,,,,,,,,2,1,0,z,63,1,3.6438386551209,1.27538462653558,None,503.2644730999996,None,504.5551621999998,None,504.5551621999998,None,504.56525029999966,None,['z'],504.5551621999998,None,None,,506.5521716999997,None,z,1.3800833000009334,1,1,0.4782608695652174,510.2063922000002,None,None,510.2063922000002,None,[1.3800833000009334],,,,,,,,,,,,,,,,,,,,,CBC_1038,001,4,1,5,15,0.95,2024-05-04_09h31.10.662,MSI_AV_v3,2022.1.1,59.92161054905012,
23,0,23,0,,,,,,,,,,1,1,2,b,9,1,2.294664843639333,1.90743690794447,None,512.0151776999996,None,513.9358967000003,None,513.9358967000003,None,513.9481151999994,None,None,513.9358967000003,None,['z'],[1.5195600000001832],515.9145493999999,None,z,3.519560000000183,0,0,0.4583333333333333,518.2029197999996,None,None,518.2029197999996,None,,,,,,,,,,,,,,,,,,,,,,CBC_1038,001,4,1,5,15,0.95,2024-05-04_09h31.10.662,MSI_AV_v3,2022.1.1,59.92161054905012,
24,0,24,0,,,,,,,,,,3,3,2,z,63,1,4.77034425507967,1.18065738546375,None,520.0152178000003,None,521.2041402,None,521.2041402,None,521.2139018500002,None,['b'],521.2041402,None,['b'],[0.12914339999997537],523.2032388000002,None,b,1.0022039000000404,0,0,0.44,527.9645598000002,None,None,527.9645598000002,None,[1.0022039000000404],,,,,,,,,,,,,,,,,,,,,CBC_1038,001,4,1,5,15,0.95,2024-05-04_09h31.10.662,MSI_AV_v3,2022.1.1,59.92161054905012,
