trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,48.34568870000021,None,t,61.76736750000009,48.34568870000021,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1034,002,2,3,4,11,0.95,2023-12-13_14h05.28.139,MSI_AV_v3,2022.1.1,59.94618031933206,
,,,,,,,,,,None,110.13766040000019,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1034,002,2,3,4,11,0.95,2023-12-13_14h05.28.139,MSI_AV_v3,2022.1.1,59.94618031933206,
0,0,0,0,,,,,,,,,,3,1.0,0.0,b,63.0,1.0,2.2759877950103027,1.25920145784721,None,110.33772219999992,None,111.79336809999995,None,111.79336809999995,None,111.80588350000016,None,None,111.79336809999995,None,['z'],[0.38293799999974],113.58714800000007,None,z,2.38293799999974,0,0,0.0,115.86683949999997,None,None,115.86683949999997,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1034,002,2,3,4,11,0.95,2023-12-13_14h05.28.139,MSI_AV_v3,2022.1.1,59.94618031933206,
1,0,1,0,,,,,,,,,,1,1.0,0.0,z,63.0,1.0,3.73326136168326,1.94858485820231,None,117.67066680000016,None,119.65438610000001,None,119.65438610000001,None,119.65440378000012,None,['b'],119.65438610000001,None,None,,121.63981890000014,None,b,1.2594122000000425,0,0,0.0,125.37731630000007,None,None,125.37731630000007,None,[1.2594122000000425],,,,,,,,,,,,,,,,,,,,,,CBC_1034,002,2,3,4,11,0.95,2023-12-13_14h05.28.139,MSI_AV_v3,2022.1.1,59.94618031933206,
2,0,2,0,,,,,,,,,,0,3.0,2.0,b,63.0,1.0,4.82531807167306,0.80788063606262,None,127.18748539999979,None,128.06843909999998,None,128.06843909999998,None,128.07129524,None,None,128.06843909999998,None,['z'],[0.25558159999991403],129.98770259999992,None,z,2.255581599999914,0,0,0.0,134.8062619000002,None,None,134.8062619000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1034,002,2,3,4,11,0.95,2023-12-13_14h05.28.139,MSI_AV_v3,2022.1.1,59.94618031933206,
3,0,3,0,,,,,,,,,,3,1.0,2.0,b,9.0,1.0,2.92731383428727,1.64421109900286,None,136.62101070000017,None,138.27707599999985,None,138.27707599999985,None,138.28768838000016,None,None,138.27707599999985,None,['b'],[0.3290353000002142],140.2543125000002,None,b,2.329035300000214,1,1,0.25,143.17730459999984,None,None,143.17730459999984,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1034,002,2,3,4,11,0.95,2023-12-13_14h05.28.139,MSI_AV_v3,2022.1.1,59.94618031933206,
4,0,4,0,,,,,,,,,,1,2.0,0.0,z,27.0,1.0,4.12485271162806,1.95130344756745,None,144.9877489999999,None,146.94355309999992,None,146.94355309999992,None,146.9538455599999,None,['b'],146.94355309999992,None,None,,148.9557393,None,b,1.870288999999957,0,0,0.2,153.09367380000003,None,None,153.09367380000003,None,[1.870288999999957],,,,,,,,,,,,,,,,,,,,,,CBC_1034,002,2,3,4,11,0.95,2023-12-13_14h05.28.139,MSI_AV_v3,2022.1.1,59.94618031933206,
5,0,5,0,,,,,,,,,,2,3.0,2.0,z,63.0,1.0,2.342239579230602,2.22427187882546,None,154.9044687999999,None,157.17283550000002,None,157.17283550000002,None,157.1714737000002,None,None,157.17283550000002,None,['b'],[0.2848359999998138],159.1207899000001,None,b,2.284835999999814,0,0,0.16666666666666666,161.46177420000004,None,None,161.46177420000004,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1034,002,2,3,4,11,0.95,2023-12-13_14h05.28.139,MSI_AV_v3,2022.1.1,59.94618031933206,
6,0,6,0,,,,,,,,,,0,3.0,1.0,b,27.0,1.0,2.693348633324513,0.974903167432984,None,163.27111539999987,None,164.25914250000005,None,164.25914250000005,None,164.27127058000016,None,None,164.25914250000005,None,['b'],[0.49478030000000217],166.2378365999998,None,b,2.494780300000002,1,1,0.2857142857142857,168.91185640000003,None,None,168.91185640000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1034,002,2,3,4,11,0.95,2023-12-13_14h05.28.139,MSI_AV_v3,2022.1.1,59.94618031933206,
7,0,7,0,,,,,,,,,,1,0.0,1.0,b,63.0,1.0,3.6438386551209,0.77703640172831,None,170.72102069999983,None,171.5106979000002,None,171.5106979000002,None,171.52142508000017,None,None,171.5106979000002,None,['b'],[0.4631330999995953],173.48786130000008,None,b,2.4631330999995953,1,1,0.375,177.1236769000002,None,None,177.1236769000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1034,002,2,3,4,11,0.95,2023-12-13_14h05.28.139,MSI_AV_v3,2022.1.1,59.94618031933206,
8,0,8,0,,,,,,,,,,2,0.0,2.0,z,27.0,1.0,2.433630701072358,1.12425433982333,None,178.9376502,None,180.07476189999988,None,180.07476189999988,None,180.0713774599998,None,None,180.07476189999988,None,['b'],[0.5031914000001052],182.0545443000001,None,b,2.503191400000105,0,0,0.3333333333333333,184.4744993999998,None,['z'],184.4744993999998,None,,[0.053054099999826576],,,,,,,,,,,,,,,,,,,,,CBC_1034,002,2,3,4,11,0.95,2023-12-13_14h05.28.139,MSI_AV_v3,2022.1.1,59.94618031933206,
9,0,9,0,,,,,,,,,,0,3.0,2.0,b,63.0,1.0,3.26539063535182,2.10421507306074,None,186.28788110000005,None,188.41023429999996,None,188.41023429999996,None,188.4217358799999,None,None,188.41023429999996,None,['z'],[0.3305593999998564],190.38797720000002,None,z,2.3305593999998564,0,0,0.3,193.64813099999992,None,None,193.64813099999992,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1034,002,2,3,4,11,0.95,2023-12-13_14h05.28.139,MSI_AV_v3,2022.1.1,59.94618031933206,
10,0,10,0,,,,,,,,,,3,0.0,1.0,z,63.0,1.0,3.3728785608729996,1.96568735158996,None,195.45462140000018,None,197.4401296000001,None,197.4401296000001,None,197.43821265999978,None,None,197.4401296000001,None,['z'],[0.2683563000000504],199.4210039999998,None,z,2.2683563000000504,1,1,0.36363636363636365,202.78980820000015,None,None,202.78980820000015,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1034,002,2,3,4,11,0.95,2023-12-13_14h05.28.139,MSI_AV_v3,2022.1.1,59.94618031933206,
11,0,11,0,,,,,,,,,,1,1.0,0.0,z,63.0,1.0,3.68371079902891,1.78643585472448,None,204.60455490000004,None,206.41044539999984,None,206.41044539999984,None,206.4215494799998,None,None,206.41044539999984,None,['b'],[0.7541599000001042],208.3879278999998,None,b,2.7541599000001042,0,0,0.3333333333333333,212.05468810000002,None,None,212.05468810000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1034,002,2,3,4,11,0.95,2023-12-13_14h05.28.139,MSI_AV_v3,2022.1.1,59.94618031933206,
12,0,12,0,,,,,,,,,,0,3.0,2.0,b,63.0,1.0,2.666404967794728,3.1424449555106,None,213.85463299999992,None,217.00847190000013,None,217.00847190000013,None,217.02165158,None,None,217.00847190000013,None,['z'],[0.40060780000021623],218.9878647999999,None,z,2.4006078000002162,0,0,0.3076923076923077,221.6479628000002,None,None,221.6479628000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1034,002,2,3,4,11,0.95,2023-12-13_14h05.28.139,MSI_AV_v3,2022.1.1,59.94618031933206,
13,0,13,0,,,,,,,,,,2,0.0,2.0,z,27.0,1.0,4.40017271499661,3.33124983260532,None,223.45473219999985,None,226.81015199999956,None,226.81015199999956,None,226.8216648799996,None,None,226.81015199999956,None,['b'],[0.9037720999999692],228.78807050000023,None,b,2.903772099999969,0,0,0.2857142857142857,233.16874049999979,None,None,233.16874049999979,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1034,002,2,3,4,11,0.95,2023-12-13_14h05.28.139,MSI_AV_v3,2022.1.1,59.94618031933206,
14,0,14,0,,,,,,,,,,1,1.0,0.0,z,63.0,1.0,4.77723667052879,1.25817747924478,None,234.97209169999996,None,236.2433374999996,None,236.2433374999996,None,236.23851505999974,None,None,236.2433374999996,None,['z'],[1.589114900000368],238.2212800000002,None,z,3.589114900000368,1,1,0.3333333333333333,242.99086409999973,None,None,242.99086409999973,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1034,002,2,3,4,11,0.95,2023-12-13_14h05.28.139,MSI_AV_v3,2022.1.1,59.94618031933206,
15,0,15,0,,,,,,,,,,3,3.0,1.0,z,27.0,1.0,4.53337421950507,0.917519910446003,None,244.80462269999998,None,245.74311220000027,None,245.74311220000027,None,245.7550235799997,None,None,245.74311220000027,None,['z'],[0.9163911000000553],247.72132219999958,None,z,2.9163911000000553,1,1,0.375,252.24840410000024,None,None,252.24840410000024,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1034,002,2,3,4,11,0.95,2023-12-13_14h05.28.139,MSI_AV_v3,2022.1.1,59.94618031933206,
16,0,16,0,,,,,,,,,,2,2.0,3.0,b,63.0,1.0,2.91303524001082,1.34668860557497,None,254.05472979999968,None,255.42707149999978,None,255.42707149999978,None,255.4223951600001,None,None,255.42707149999978,None,['z'],[0.6348358999998709],257.4048779999998,None,z,2.634835899999871,0,0,0.35294117647058826,260.2973668999998,None,None,260.2973668999998,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1034,002,2,3,4,11,0.95,2023-12-13_14h05.28.139,MSI_AV_v3,2022.1.1,59.94618031933206,
17,0,17,0,,,,,,,,,,0,3.0,2.0,b,63.0,0.0,2.517541937862754,2.49839527409216,None,262.1049535999996,None,264.62355309999975,None,264.62355309999975,None,264.62174045999967,None,['z'],264.62355309999975,None,None,,266.6163468999998,None,z,1.795927099999517,0,1,0.3333333333333333,269.1255100000003,None,None,269.1255100000003,None,[1.795927099999517],,,,,,,,,,,,,,,,,,,,,,CBC_1034,002,2,3,4,11,0.95,2023-12-13_14h05.28.139,MSI_AV_v3,2022.1.1,59.94618031933206,
18,0,18,0,,,,,,,,,,3,0.0,1.0,z,63.0,1.0,3.7500315165247198,1.90743690794447,None,270.9381705999999,None,272.85769690000006,None,272.85769690000006,None,272.85512676,None,None,272.85769690000006,None,['z'],[0.04275980000011259],274.8381323999997,None,z,2.0427598000001126,1,1,0.3684210526315789,278.58355100000017,None,None,278.58355100000017,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1034,002,2,3,4,11,0.95,2023-12-13_14h05.28.139,MSI_AV_v3,2022.1.1,59.94618031933206,
19,0,19,0,,,,,,,,,,1,0.0,2.0,b,27.0,1.0,3.71372710086949,2.40378712856304,None,280.38822109999956,None,282.8098447999996,None,282.8098447999996,None,282.8217834800004,None,None,282.8098447999996,None,['b'],[0.31629709999970146],284.78824380000015,None,b,2.3162970999997015,1,1,0.4,288.4854029000003,None,None,288.4854029000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1034,002,2,3,4,11,0.95,2023-12-13_14h05.28.139,MSI_AV_v3,2022.1.1,59.94618031933206,
