trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_4.rt,allKeys.rt,response_5.keys,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_5.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
10,0,10,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,3.02234236141277,3.4543169006169,None,401.2328315999994,None,404.6668257900001,404.6668257900001,404.6831311900005,None,[],,,['b'],406.6652236,None,b,2.3893952999997055,1,1,0.7272727272727273,None,409.6888150999994,None,409.6888150999994,None,[0.38939529999970546],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
11,0,11,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,4.12485271162806,2.49839527409216,None,411.49993730000006,None,413.98355448999973,413.98355448999973,414.0000201900002,None,[],,,['b'],415.9861891999999,None,b,2.475783599999886,1,1,0.75,None,420.10849450000114,None,420.10849450000114,None,[0.47578359999988606],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
12,0,12,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,4.46924002178158,1.53243550275999,None,421.91571960000056,None,423.41666428999997,423.41666428999997,423.4341603900011,None,[],,,['z'],425.42348270000093,None,z,2.3557659000007334,0,0,0.6923076923076923,None,429.8984597999997,None,429.8984597999997,None,[0.3557659000007334],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
13,0,13,0,,,,,,,,,,1,3.0,1.0,z,27.0,1.0,4.01714354611405,2.10421507306074,None,431.6998224000008,None,433.78343279,433.78343279,433.8000466900012,None,[],,,['b'],435.78854090000004,None,b,2.463218899999447,0,0,0.6428571428571429,None,439.80712570000014,None,439.80712570000014,None,[0.4632188999994469],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
14,0,14,0,,,,,,,,,,0,2.0,3.0,b,63.0,1.0,2.6391747348430608,1.21250262048173,None,441.61633580000034,None,442.79997559000003,442.79997559000003,442.8163535900003,None,[],,,['z'],444.801412400001,None,z,3.3653179999992062,0,0,0.6,None,447.43742909999946,None,447.43742909999946,None,[1.3653179999992062],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
15,0,15,0,,,,,,,,,,0,0.0,2.0,z,27.0,1.0,2.294664843639333,0.979776149765883,None,449.24980310000046,None,450.2153317900011,450.2153317900011,450.2319768899997,None,[],,,['z'],452.21104880000075,None,z,2.63322430000062,1,1,0.625,None,454.50728419999996,None,454.50728419999996,None,[0.6332243000006201],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
16,0,16,0,,,,,,,,,,3,3.0,0.0,z,9.0,1.0,2.2759877950103027,1.12425433982333,None,456.3165854000008,None,457.41671879000023,457.41671879000023,457.4334468899997,None,[],,,['b'],459.4233365000009,None,b,3.1063557000006767,0,0,0.5882352941176471,None,461.7022712000007,None,461.7022712000007,None,[1.1063557000006767],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
17,0,17,0,,,,,,,,,,0,3.0,2.0,z,63.0,0.0,2.82320408183943,1.36309078069689,None,463.5163772999995,None,464.850267490001,464.850267490001,464.8669255900004,None,[],,,['z'],466.8545275000006,None,z,2.65761669999938,1,0,0.6111111111111112,None,469.6799452999994,None,469.6799452999994,None,[0.6576166999993802],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
18,0,18,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,2.792365600763554,1.95130344756745,None,471.48331640000015,None,473.41551339000034,473.41551339000034,473.4322495899996,None,[],,,['z'],475.41239770000084,None,z,2.413626900000054,0,0,0.5789473684210527,None,478.21638280000025,None,478.21638280000025,None,[0.41362690000005387],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
19,0,19,0,,,,,,,,,,2,2.0,3.0,z,63.0,1.0,3.7500315165247198,3.24569326556923,None,480.0171452000004,None,483.24942829000065,483.24942829000065,483.2660165899997,None,[],,,['b'],485.2473942000006,None,b,2.3788942000001043,0,0,0.55,None,489.0005943999995,None,489.0005943999995,None,[0.3788942000001043],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
20,0,20,0,,,,,,,,,,0,2.0,3.0,b,63.0,1.0,2.678526077912375,0.917519910446003,None,490.8000763000009,None,491.70016469000075,491.70016469000075,491.71737589000077,None,[],,,['b'],493.70176210000045,None,b,2.8438173999993523,1,1,0.5714285714285714,None,496.3858358999996,None,496.3858358999996,None,[0.8438173999993523],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
21,0,21,0,,,,,,,,,,2,1.0,3.0,z,27.0,1.0,4.53337421950507,3.06992456303453,None,498.20032960000117,None,501.24935969000035,501.24935969000035,501.26594189000025,None,[],,,['z'],503.24693109999953,None,z,2.340797500000008,1,1,0.5909090909090909,None,507.7738567999995,None,507.7738567999995,None,[0.34079750000000786],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
22,0,22,0,,,,,,,,,,3,1.0,0.0,z,63.0,1.0,2.496959177995529,1.78643585472448,None,509.583402700001,None,511.3505949900009,511.3505949900009,511.3672184900006,None,[],,,['z'],513.3532370000003,None,z,2.291384500001186,1,1,0.6086956521739131,None,515.8581088000001,None,515.8581088000001,None,[0.2913845000011861],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
23,0,23,0,,,,,,,,,,0,2.0,3.0,b,63.0,1.0,2.693348633324513,3.33124983260532,None,517.6667649000001,None,520.9838507900004,520.9838507900004,521.0000965899999,None,[],,,['b'],522.987950400001,None,b,2.866472099999555,1,1,0.625,None,525.6906265000007,None,525.6906265000007,None,[0.8664720999995552],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
24,0,24,0,,,,,,,,,,3,2.0,0.0,z,27.0,1.0,4.72585056748869,1.96568735158996,None,527.5002658000003,None,529.4492874900006,529.4492874900006,529.4658642899994,None,[],,,['b'],531.4463965000004,None,b,2.39816829999927,0,0,0.6,None,536.169866700001,None,536.169866700001,None,[0.39816829999926995],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
25,0,25,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,2.666404967794728,2.6299100644723,None,537.9835682000003,None,540.6002979900004,540.6002979900004,540.6169068899999,None,[],,,['z'],542.6008007999999,None,z,2.572537299999567,1,1,0.6153846153846154,None,545.2710730000008,None,545.2710730000008,None,[0.572537299999567],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
26,0,26,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,3.76873691643126,1.90743690794447,None,547.0833477000006,None,548.9669775900002,548.9669775900002,548.983636590001,None,[],,,['z'],550.9727690000009,None,z,2.613170400000854,0,0,0.5925925925925926,None,554.7394639000004,None,554.7394639000004,None,[0.613170400000854],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
27,0,27,0,,,,,,,,,,0,2.0,3.0,b,63.0,1.0,4.190022164497369,1.25817747924478,None,556.550398800001,None,557.7829859900012,557.7829859900012,557.7991028899996,None,[],,,['b'],559.7796346999994,None,b,2.5649411000003965,1,1,0.6071428571428571,None,563.9680761000009,None,563.9680761000009,None,[0.5649411000003965],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
28,0,28,0,,,,,,,,,,2,1.0,3.0,z,27.0,1.0,4.40017271499661,1.1243895841892,None,565.7835105000004,None,566.8837696900009,566.8837696900009,566.9002364900007,None,[],,,['b'],568.8897666000003,None,b,2.4625599000000875,0,0,0.5862068965517241,None,573.2900307000009,None,573.2900307000009,None,[0.4625599000000875],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
29,0,29,0,,,,,,,,,,0,2.0,1.0,b,9.0,1.0,2.92731383428727,1.94858485820231,None,575.1002823000008,None,577.03343589,577.03343589,577.0503925900011,None,[],,,['b'],579.0366727999999,None,b,2.691575699999703,1,1,0.6,None,581.9661428999998,None,581.9661428999998,None,[0.6915756999997029],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
30,0,30,0,,,,,,,,,,1,1.0,3.0,b,27.0,1.0,3.68371079902891,1.60731937853708,None,583.7668506,None,585.350485590001,585.350485590001,585.36714149,None,[],,,['z'],587.3564396000011,None,z,2.3721541000004436,0,0,0.5806451612903226,None,591.0467400999996,None,591.0467400999996,None,[0.3721541000004436],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
31,0,31,0,,,,,,,,,,2,2.0,3.0,z,63.0,1.0,4.61004669244928,1.43470440954152,None,592.8504194999996,None,594.2670247900005,594.2670247900005,594.2838680900004,None,[],,,['z'],596.2669954000003,None,z,2.4144762000005358,1,1,0.59375,None,600.876134000001,None,600.876134000001,None,[0.41447620000053575],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
32,0,32,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,3.26539063535182,1.38289892513751,None,602.6838888000011,None,604.0503843900005,604.0503843900005,604.0669028900011,None,[],,,['z'],606.0584076000005,None,z,2.412286400000994,0,0,0.5757575757575758,None,609.3386003000005,None,609.3386003000005,None,[0.41228640000099404],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
33,0,33,0,,,,,,,,,,3,0.0,1.0,b,63.0,0.0,2.526044641065533,3.1963008326951,None,611.1506278000006,None,614.3327400899998,614.3327400899998,614.3503510900009,None,[],,,['z'],616.3310793999999,None,z,2.3441470999996454,0,1,0.5588235294117647,None,618.8705571,None,618.8705571,None,[0.34414709999964543],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
34,0,34,0,,,,,,,,,,0,3.0,2.0,z,63.0,1.0,2.592312596923728,2.40378712856304,None,620.6842007999994,None,623.0671465899995,623.0671465899995,623.0838398899996,None,[],,,['z'],625.0700955000002,None,z,2.6379505000013523,1,1,0.5714285714285714,None,627.6580170000007,None,627.6580170000007,None,[0.6379505000013523],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
35,0,35,0,,,,,,,,,,3,2.0,0.0,z,27.0,1.0,4.77723667052879,2.09887870490381,None,629.4666404999998,None,631.5339062900002,631.5339062900002,631.5508100900006,None,[],,,['z'],633.5394485999996,None,z,2.305039100000613,1,1,0.5833333333333334,None,638.3177795000001,None,638.3177795000001,None,[0.30503910000061296],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
36,0,36,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,3.2062024266105302,0.80788063606262,None,640.1171951000006,None,640.9006252899999,640.9006252899999,640.91719939,None,[],,,['b'],642.9062935000011,None,b,2.4185907999990377,1,1,0.5945945945945946,None,646.1222179000006,None,646.1222179000006,None,[0.4185907999990377],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
37,0,37,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,2.91303524001082,1.27538462653558,None,647.934074400001,None,649.1840617899998,649.1840617899998,649.2007219900006,None,[],,,['z'],651.1907407000008,None,z,2.483856099998775,0,0,0.5789473684210527,None,654.108453400001,None,654.108453400001,None,[0.4838560999987749],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
38,0,38,0,,,,,,,,,,1,2.0,1.0,z,9.0,1.0,3.3728785608729996,1.64421109900286,None,655.9171847000007,None,657.5500346900008,657.5500346900008,657.5671353899997,None,[],,,['b'],659.5488235000003,None,b,2.5255438000012873,0,0,0.5641025641025641,None,662.9126550999999,None,662.9126550999999,None,[0.5255438000012873],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
39,0,39,0,,,,,,,,,,2,3.0,1.0,b,27.0,1.0,2.7134565917469198,3.40155979865722,None,664.7176929000007,None,668.10066869,668.10066869,668.1174637900003,None,[],,,['z'],670.1012223000007,None,z,2.350977499999317,0,0,0.55,None,672.8169470000003,None,672.8169470000003,None,[0.35097749999931693],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
40,0,40,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,3.35133458220192,1.34668860557497,None,674.6179775999999,None,675.95084709,675.95084709,675.9674386900006,None,[],,,['z'],677.9510887000006,None,z,2.568584699999519,0,0,0.5365853658536586,None,681.3128846999998,None,681.3128846999998,None,[0.5685846999995192],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
41,0,41,0,,,,,,,,,,3,1.0,0.0,z,63.0,1.0,3.71372710086949,0.761758675042088,None,683.1166220000005,None,683.8509859900005,683.8509859900005,683.8674391900004,None,[],,,['z'],685.8503824000009,None,z,2.3413429000001997,1,1,0.5476190476190477,None,689.5705487000005,None,689.5705487000005,None,[0.34134290000019973],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
42,0,42,0,,,,,,,,,,0,0.0,2.0,z,27.0,1.0,2.629554641171433,2.22427187882546,None,691.3842338000004,None,693.5832363900008,693.5832363900008,693.6001803899999,None,[],,,['z'],695.5826442000007,None,z,2.9027740000010454,1,1,0.5581395348837209,None,698.2132454000011,None,698.2132454000011,None,[0.9027740000010454],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
43,0,43,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,4.7533305109883095,2.96653053743745,None,700.0174792999996,None,702.9675504900006,702.9675504900006,702.9841257900007,None,[],,,['z'],704.9722776999997,None,z,2.285316700000294,0,0,0.5454545454545454,None,709.7221228999997,None,709.7221228999997,None,[0.2853167000002941],,,,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,711.5340939000007,None,,,,,,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.5164525000009,None,None,716.5164525000009,721.4834839999994,,,,,,,,,,,,,CBC_1139,003,1,3,3,20,0.95,2024-07-08_17h11.14.330,MSI_TV_v3,2022.1.1,60.14042789964578,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,easy,"[0, 1, 2, 3]","[3, 1, 0, 2]",0.7272727272727273,0.45454545454545453,0.5454545454545454,0.45454545454545453,24,0,20,,,,,,,,,,,,
