trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
12,0,12,0,,,,,,,,,,2,3.0,2.0,b,63.0,0.0,2.496959177995529,1.95130344756745,None,206.2717859000004,None,208.24337620000006,None,208.24337620000006,None,208.25523544000063,None,['b'],208.24337620000006,None,None,,210.24332529999992,None,b,1.460970900000575,1,0,1.0,212.7206441999997,None,None,212.7206441999997,None,[1.460970900000575],,,,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
13,0,13,0,,,,,,,,,,1,1.0,0.0,z,63.0,1.0,2.6391747348430608,0.80788063606262,None,214.52135110000017,None,215.33810470000026,None,215.33810470000026,None,215.33862167999987,None,['z'],215.33810470000026,None,None,,217.34153679999963,None,z,1.07982549999997,1,1,1.0,219.99439799999982,None,None,219.99439799999982,None,[1.07982549999997],,,,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
14,0,14,0,,,,,,,,,,0,2.0,3.0,b,63.0,1.0,3.68371079902891,1.36309078069689,None,221.80495830000018,None,223.17824589999964,None,223.17824589999964,None,223.1880361800003,None,['b'],223.17824589999964,None,None,,225.18898619999982,None,b,1.5413477000001876,1,1,1.0,228.87744750000002,None,None,228.87744750000002,None,[1.5413477000001876],,,,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
15,0,15,0,,,,,,,,,,1,0.0,2.0,b,27.0,1.0,2.91303524001082,1.43470440954152,None,230.6882846999997,None,232.14545499999986,None,232.14545499999986,None,232.15521574000033,None,['b'],232.14545499999986,None,None,,234.1412677999997,None,b,0.9987569000004441,1,1,1.0,237.06278680000014,None,None,237.06278680000014,None,[0.9987569000004441],,,,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
16,0,16,0,,,,,,,,,,2,2.0,3.0,z,63.0,1.0,3.35133458220192,3.1424449555106,None,238.8717128999997,None,242.02974840000024,None,242.02974840000024,None,242.0385259400002,None,['z'],242.02974840000024,None,None,,244.02698429999964,None,z,1.8894884999999704,1,1,1.0,247.3796242999997,None,None,247.3796242999997,None,[1.8894884999999704],,,,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
17,0,17,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,3.71372710086949,1.52290599571961,None,249.18875790000038,None,250.7239227,None,250.7239227,None,250.7215560800004,None,['b'],250.7239227,None,None,,252.72379089999959,None,b,1.3606933000000936,1,1,1.0,256.44293899999957,None,None,256.44293899999957,None,[1.3606933000000936],,,,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
18,0,18,0,,,,,,,,,,3,3.0,1.0,z,27.0,1.0,3.31929419319838,3.1963008326951,None,258.2555027999997,None,261.4728425000003,None,261.4728425000003,None,261.47203248,None,['z'],261.4728425000003,None,None,,263.4684543000003,None,z,1.3163902000005692,1,1,1.0,266.7962907000001,None,None,266.7962907000001,None,[1.3163902000005692],,,,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
19,0,19,0,,,,,,,,,,2,0.0,3.0,z,9.0,1.0,2.678526077912375,3.24569326556923,None,268.60510890000023,None,271.87454009999965,None,271.87454009999965,None,271.87212108000034,None,['z'],271.87454009999965,None,None,,273.8715884000003,None,z,1.4556899999997768,1,1,1.0,276.5610736999997,None,None,276.5610736999997,None,[1.4556899999997768],,,,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
20,0,20,0,,,,,,,,,,3,1.0,0.0,b,63.0,1.0,4.77034425507967,1.96568735158996,None,278.37202179999986,None,280.36089979999997,None,280.36089979999997,None,280.37203763999986,None,['b'],280.36089979999997,None,None,,282.35712609999973,None,b,1.2057737000004636,1,1,1.0,287.1295431999997,None,None,287.1295431999997,None,[1.2057737000004636],,,,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
21,0,21,0,,,,,,,,,,1,1.0,0.0,z,63.0,1.0,2.342239579230602,2.49839527409216,None,288.93853860000036,None,291.4607702000003,None,291.4607702000003,None,291.47233244000034,None,['z'],291.4607702000003,None,None,,293.45489110000017,None,z,0.8207149999998364,1,1,1.0,295.79404129999966,None,None,295.79404129999966,None,[0.8207149999998364],,,,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
22,0,22,0,,,,,,,,,,0,2.0,3.0,b,63.0,1.0,2.666404967794728,0.761758675042088,None,297.60520089999955,None,298.3753907,None,298.3753907,None,298.37213418000005,None,['b'],298.3753907,None,None,,300.37617859999955,None,b,1.3242973000005804,1,1,1.0,303.0465893999999,None,None,303.0465893999999,None,[1.3242973000005804],,,,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
23,0,23,0,,,,,,,,,,1,0.0,2.0,b,27.0,1.0,2.294664843639333,2.78346932462847,None,304.8552884999999,None,307.65985360000013,None,307.65985360000013,None,307.6719168400006,None,['b'],307.65985360000013,None,None,,309.65146259999983,None,b,0.7132902000003014,1,1,1.0,311.9458150999999,None,None,311.9458150999999,None,[0.7132902000003014],,,,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
24,0,24,0,,,,,,,,,,3,1.0,0.0,b,63.0,1.0,4.52047235037039,1.25920145784721,None,313.75533350000023,None,315.0279838999995,None,315.0279838999995,None,315.0387600400001,None,['b'],315.0279838999995,None,None,,317.02362379999977,None,b,1.028363000000354,1,1,1.0,321.54441810000026,None,None,321.54441810000026,None,[1.028363000000354],,,,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
25,0,25,0,,,,,,,,,,2,2.0,3.0,z,63.0,1.0,2.693348633324513,2.40378712856304,None,323.3557375999999,None,325.7736831000002,None,325.7736831000002,None,325.77195227999977,None,['z'],325.7736831000002,None,None,,327.77151200000026,None,z,1.4618826000005356,1,1,1.0,330.4637990000001,None,None,330.4637990000001,None,[1.4618826000005356],,,,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
26,0,26,0,,,,,,,,,,3,1.0,2.0,b,9.0,1.0,2.517541937862754,3.33124983260532,None,332.2722573000001,None,335.6274248,None,335.6274248,None,335.63877904000054,None,None,335.6274248,None,['b'],[0.2640104000001884],337.60519550000026,None,b,2.2640104000001884,1,1,1.0,340.1213201999999,None,None,340.1213201999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
27,0,27,0,,,,,,,,,,2,1.0,3.0,z,27.0,1.0,3.7500315165247198,2.15533949826702,None,341.9222238000002,None,344.09384299999965,None,344.09384299999965,None,344.1058579399998,None,None,344.09384299999965,None,['z'],[0.5190850999997565],346.0722687999996,None,z,2.5190850999997565,1,1,1.0,349.8062061999999,None,None,349.8062061999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
28,0,28,0,,,,,,,,,,1,1.0,0.0,z,63.0,1.0,4.7533305109883095,2.6299100644723,None,351.6054661999997,None,354.2613917999997,None,354.2613917999997,None,354.27268224000017,None,['z'],354.2613917999997,None,None,,356.2547467000004,None,z,0.9163804000008895,1,1,1.0,361.01291310000033,None,None,361.01291310000033,None,[0.9163804000008895],,,,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
29,0,29,0,,,,,,,,,,1,0.0,1.0,b,63.0,1.0,4.46924002178158,1.21250262048173,None,362.8220578999999,None,364.0620323000003,None,364.0620323000003,None,364.0726025400001,None,['b'],364.0620323000003,None,None,,366.0584910999996,None,b,0.9856105000008029,1,1,1.0,370.5299468000003,None,None,370.5299468000003,None,[0.9856105000008029],,,,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
30,0,30,0,,,,,,,,,,0,0.0,2.0,z,27.0,1.0,2.82320408183943,1.18065738546375,None,372.33922489999986,None,373.54376859999957,None,373.54376859999957,None,373.5556255399999,None,['z'],373.54376859999957,None,None,,375.5382204999996,None,z,0.9727063000000271,1,1,1.0,378.3618199000002,None,None,378.3618199000002,None,[0.9727063000000271],,,,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
31,0,31,0,,,,,,,,,,1,1.0,0.0,z,63.0,1.0,4.82531807167306,1.1243895841892,None,380.17266010000003,None,381.2899602999996,None,381.2899602999996,None,381.28818121999996,None,['z'],381.2899602999996,None,None,,383.2838013999999,None,z,1.0693795000006503,1,1,1.0,388.11165619999974,None,None,388.11165619999974,None,[1.0693795000006503],,,,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
32,0,32,0,,,,,,,,,,3,1.0,0.0,b,63.0,1.0,3.73326136168326,1.53243550275999,None,389.9223517999999,None,391.4558089000002,None,391.4558089000002,None,391.4546980199999,None,['b'],391.4558089000002,None,None,,393.45080080000025,None,b,1.0826999000000797,1,1,1.0,397.1800718000004,None,None,397.1800718000004,None,[1.0826999000000797],,,,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
33,0,33,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,3.2062024266105302,1.38289892513751,None,398.98912289999953,None,400.391294,None,400.391294,None,400.38913348,None,['b'],400.391294,None,None,,402.39267800000016,None,b,1.3338284000001295,1,1,1.0,405.6122312999996,None,None,405.6122312999996,None,[1.3338284000001295],,,,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
34,0,34,0,,,,,,,,,,3,3.0,1.0,z,27.0,1.0,2.7134565917469198,0.979776149765883,None,407.4226884999998,None,408.4296760999996,None,408.4296760999996,None,408.4395481399999,None,['z'],408.4296760999996,None,None,,410.42050610000024,None,z,1.8700834000010218,1,1,1.0,413.1273030000002,None,None,413.1273030000002,None,[1.8700834000010218],,,,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
35,0,35,0,,,,,,,,,,0,3.0,2.0,z,63.0,1.0,2.592312596923728,1.64421109900286,None,414.93901600000027,None,416.5946068000003,None,416.5946068000003,None,416.60579844000057,None,['z'],416.5946068000003,None,None,,418.5898739000004,None,z,0.9720231000001149,1,1,1.0,421.19685990000016,None,None,421.19685990000016,None,[0.9720231000001149],,,,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
36,0,36,0,,,,,,,,,,0,2.0,0.0,b,27.0,1.0,2.2759877950103027,2.96653053743745,None,423.00610770000003,None,425.99516649999987,None,425.99516649999987,None,426.00595444000027,None,['b'],425.99516649999987,None,None,,427.98859919999995,None,b,1.0200597000002745,1,1,1.0,430.2603548999996,None,None,430.2603548999996,None,[1.0200597000002745],,,,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
37,0,37,0,,,,,,,,,,3,1.0,0.0,b,63.0,1.0,2.92731383428727,1.94858485820231,None,432.0718842999995,None,434.0259385999998,None,434.0259385999998,None,434.02268457999975,None,['b'],434.0259385999998,None,None,,436.02476490000026,None,b,0.9427734999999302,1,1,1.0,438.9632416000004,None,None,438.9632416000004,None,[0.9427734999999302],,,,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
38,0,38,0,,,,,,,,,,1,3.0,0.0,z,9.0,1.0,3.26539063535182,1.78643585472448,None,440.7725577000001,None,442.55898119999983,None,442.55898119999983,None,442.5716115800005,None,['z'],442.55898119999983,None,None,,444.55472649999956,None,z,0.921386099999836,1,1,1.0,447.8216690999998,None,None,447.8216690999998,None,[0.921386099999836],,,,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
39,0,39,0,,,,,,,,,,0,3.0,2.0,z,63.0,0.0,4.61004669244928,0.952147612306987,None,449.6232368000001,None,450.5940929999997,None,450.5940929999997,None,450.6058329400004,None,['z'],450.5940929999997,None,None,,452.5760758999995,None,z,0.8999350000003687,1,0,1.0,457.17917279999983,None,None,457.17917279999983,None,[0.8999350000003687],,,,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
40,0,40,0,,,,,,,,,,1,1.0,0.0,z,63.0,1.0,3.02234236141277,1.27538462653558,None,458.9894323999997,None,460.26282600000013,None,460.26282600000013,None,460.27231448000015,None,['z'],460.26282600000013,None,None,,462.2747867999997,None,z,0.9066974999996091,1,1,1.0,465.29674840000007,None,None,465.29674840000007,None,[0.9066974999996091],,,,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
41,0,41,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,3.6438386551209,1.60731937853708,None,467.1062872000002,None,468.7287636000001,None,468.7287636000001,None,468.73941164000024,None,['b'],468.7287636000001,None,None,,470.7072017999999,None,b,1.4762459000003219,1,1,1.0,474.3639446999996,None,None,474.3639446999996,None,[1.4762459000003219],,,,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
42,0,42,0,,,,,,,,,,0,2.0,3.0,b,63.0,1.0,2.526044641065533,3.06992456303453,None,476.1730854999996,None,479.2605225999996,None,479.2605225999996,None,479.25650428000057,None,['b'],479.2605225999996,None,None,,481.24651129999984,None,b,1.5539570000009917,1,1,1.0,483.7557076000003,None,None,483.7557076000003,None,[1.5539570000009917],,,,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
43,0,43,0,,,,,,,,,,2,1.0,3.0,z,27.0,1.0,2.792365600763554,2.22427187882546,None,485.5560892000003,None,487.7945228999997,None,487.7945228999997,None,487.80601964000033,None,None,487.7945228999997,None,['z'],[0.05274770000050921],489.77268379999987,None,z,2.052747700000509,1,1,1.0,492.5599277000001,None,None,492.5599277000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,494.37331670000003,None,,,,,,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.37329039999986,None,None,499.37329039999986,None,,,,,,,,,,,,,CBC_1033,002,1,1,6,10,0.95,2023-12-13_14h51.00.395,MSI_AV_v3,2022.1.1,60.00510043351715,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,easy,"[0, 1, 2, 3]","[1, 3, 0, 2]",1.0,1.0,1.0,1.0,42,0,2,,,,,,,,,,,,
