trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,22.30584110000018,None,t,58.49040369999966,22.30584110000018,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1093,2,3,3,5,22,0.95,2024-05-05_14h06.59.630,MSI_AV_v3,2022.1.1,60.03247757044058,
,,,,,,,,,,None,80.8233850000006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1093,2,3,3,5,22,0.95,2024-05-05_14h06.59.630,MSI_AV_v3,2022.1.1,60.03247757044058,
0,0,0,0,,,,,,,,,,2,3,1,z,27,1,4.190022164497369,2.6299100644723,None,81.02364480000051,None,83.8204796,None,83.8204796,None,83.82357580000007,None,None,83.8204796,None,['b'],[0.9377684000000954],85.65703930000018,None,b,2.9377684000000954,0,0,0.0,89.8461041999999,None,None,89.8461041999999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1093,2,3,3,5,22,0.95,2024-05-05_14h06.59.630,MSI_AV_v3,2022.1.1,60.03247757044058,
1,0,1,0,,,,,,,,,,0,2,3,b,63,1,3.26539063535182,3.33124983260532,None,91.65689639999982,None,95.05759620000026,None,95.05759620000026,None,95.05671940000047,None,None,95.05759620000026,None,['b'],[0.7822035999997752],96.98949420000008,None,b,2.782203599999775,1,1,0.5,100.24741510000058,None,None,100.24741510000058,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1093,2,3,3,5,22,0.95,2024-05-05_14h06.59.630,MSI_AV_v3,2022.1.1,60.03247757044058,
2,0,2,0,,,,,,,,,,1,2,3,z,63,1,4.77723667052879,1.18065738546375,None,102.0558160999999,None,103.25738590000037,None,103.25738590000037,None,103.25685200000044,None,None,103.25738590000037,None,['b'],[1.1158379999997123],105.22392459999992,None,b,3.1158379999997123,0,0,0.3333333333333333,109.99791389999973,None,None,109.99791389999973,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1093,2,3,3,5,22,0.95,2024-05-05_14h06.59.630,MSI_AV_v3,2022.1.1,60.03247757044058,
3,0,3,0,,,,,,,,,,2,1,0,b,63,1,3.68371079902891,2.96653053743745,None,111.80700400000023,None,114.78560629999993,None,114.78560629999993,None,114.78947749999998,None,None,114.78560629999993,None,['b'],[0.4467453999995996],116.75684619999993,None,b,2.4467453999995996,1,1,0.5,120.43225970000003,None,None,120.43225970000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1093,2,3,3,5,22,0.95,2024-05-05_14h06.59.630,MSI_AV_v3,2022.1.1,60.03247757044058,
4,0,4,0,,,,,,,,,,3,3,0,z,9,1,4.52047235037039,2.49839527409216,None,122.24061100000017,None,124.77332960000058,None,124.77332960000058,None,124.77331409999988,None,None,124.77332960000058,None,['b'],[1.2620120999999926],126.74025520000032,None,b,3.2620120999999926,0,0,0.4,131.24599970000054,None,None,131.24599970000054,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1093,2,3,3,5,22,0.95,2024-05-05_14h06.59.630,MSI_AV_v3,2022.1.1,60.03247757044058,
5,0,5,0,,,,,,,,,,1,2,3,z,63,1,2.678526077912375,1.53122835510861,None,133.0558418999999,None,134.59506090000014,None,134.59506090000014,None,134.60712370000056,None,None,134.59506090000014,None,['z'],[0.9765502000000197],136.5740753,None,z,2.9765502000000197,1,1,0.5,139.2368148000005,None,None,139.2368148000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1093,2,3,3,5,22,0.95,2024-05-05_14h06.59.630,MSI_AV_v3,2022.1.1,60.03247757044058,
6,0,6,0,,,,,,,,,,0,2,0,b,27,1,3.7500315165247198,2.40378712856304,None,141.04044220000014,None,143.46225109999978,None,143.46225109999978,None,143.47372619999987,None,None,143.46225109999978,None,['b'],[0.612926900000275],145.43988720000016,None,b,2.612926900000275,1,1,0.5714285714285714,149.17356840000048,None,None,149.17356840000048,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1093,2,3,3,5,22,0.95,2024-05-05_14h06.59.630,MSI_AV_v3,2022.1.1,60.03247757044058,
7,0,7,0,,,,,,,,,,3,1,0,z,63,1,3.2062024266105302,1.25817747924478,None,150.97249160000047,None,152.24828220000018,None,152.24828220000018,None,152.25717570000052,None,None,152.24828220000018,None,['z'],[0.6065170000001672],154.22412260000056,None,z,2.606517000000167,1,1,0.625,157.42608389999987,None,None,157.42608389999987,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1093,2,3,3,5,22,0.95,2024-05-05_14h06.59.630,MSI_AV_v3,2022.1.1,60.03247757044058,
8,0,8,0,,,,,,,,,,2,0,1,z,63,1,2.792365600763554,1.12425433982333,None,159.24039940000057,None,160.38053970000055,None,160.38053970000055,None,160.3907650000001,None,None,160.38053970000055,None,['z'],[0.37256109999907494],162.3574862000005,None,z,2.372561099999075,1,1,0.6666666666666666,165.1407747000003,None,None,165.1407747000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1093,2,3,3,5,22,0.95,2024-05-05_14h06.59.630,MSI_AV_v3,2022.1.1,60.03247757044058,
9,0,9,0,,,,,,,,,,1,3,1,b,27,1,2.693348633324513,1.90743690794447,None,166.9405340000003,None,168.84220950000054,None,168.84220950000054,None,168.8398586000003,None,None,168.84220950000054,None,['b'],[0.4278549999999086],170.8237005000001,None,b,2.4278549999999086,1,1,0.7,173.5103435000001,None,None,173.5103435000001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1093,2,3,3,5,22,0.95,2024-05-05_14h06.59.630,MSI_AV_v3,2022.1.1,60.03247757044058,
10,0,10,0,,,,,,,,,,0,2,3,b,63,1,3.76873691643126,0.761758675042088,None,175.32398749999993,None,176.09667590000026,None,176.09667590000026,None,176.10715979999986,None,None,176.09667590000026,None,['b'],[0.6636918000003789],178.07368430000042,None,b,2.663691800000379,1,1,0.7272727272727273,181.83253650000006,None,None,181.83253650000006,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1093,2,3,3,5,22,0.95,2024-05-05_14h06.59.630,MSI_AV_v3,2022.1.1,60.03247757044058,
