trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,35.13763780000045,None,t,36.86068350000096,35.13763780000045,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1143,2,2,2,4,0,0.9,2024-09-27_16h22.40.071,MSI_TV_v3,2022.1.1,59.97253258016127,
,,,,,,,,,,None,72.02877050000097,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1143,2,2,2,4,0,0.9,2024-09-27_16h22.40.071,MSI_TV_v3,2022.1.1,59.97253258016127,
0,0,0,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,3.73326136168326,2.10421507306074,None,72.22882220000065,None,74.31240544999964,74.31240544999964,74.32886724999953,None,[],['b'],[0.46982779999962077],76.32454340000004,None,b,2.4698277999996208,1,1,1.0,None,80.07672590000038,None,80.07672590000038,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1143,2,2,2,4,0,0.9,2024-09-27_16h22.40.071,MSI_TV_v3,2022.1.1,59.97253258016127,
1,0,1,0,,,,,,,,,,0,1.0,0.0,z,63.0,1.0,4.53337421950507,1.21250262048173,None,81.87894589999996,None,83.0626324500001,83.0626324500001,83.07890625,None,[],['z'],[0.4126324000008026],85.06742189999932,None,z,2.4126324000008026,1,1,1.0,None,89.59806279999975,None,89.59806279999975,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1143,2,2,2,4,0,0.9,2024-09-27_16h22.40.071,MSI_TV_v3,2022.1.1,59.97253258016127,
2,0,2,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,3.76873691643126,0.979776149765883,None,91.41190169999936,None,92.37929634999928,92.37929634999928,92.39576414999938,None,[],['b'],[0.5382943000004161],94.38487650000025,None,b,2.538294300000416,1,1,1.0,None,98.16314670000065,None,98.16314670000065,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1143,2,2,2,4,0,0.9,2024-09-27_16h22.40.071,MSI_TV_v3,2022.1.1,59.97253258016127,
3,0,3,0,,,,,,,,,,1,1.0,2.0,b,9.0,1.0,2.433630701072358,1.60731937853708,None,99.96223640000062,None,101.54590215000026,101.54590215000026,101.56241795000024,None,[],['b'],[0.35442150000017136],103.5505291999998,None,b,2.3544215000001714,1,1,1.0,None,105.98353210000096,None,105.98353210000096,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1143,2,2,2,4,0,0.9,2024-09-27_16h22.40.071,MSI_TV_v3,2022.1.1,59.97253258016127,
4,0,4,0,,,,,,,,,,0,2.0,0.0,z,27.0,1.0,4.11514536789087,1.52290599571961,None,107.79566010000053,None,109.29601284999917,109.29601284999917,109.31255524999979,None,[],['z'],[0.26667680000173277],111.3024946000005,None,z,2.2666768000017328,1,1,1.0,None,115.42941380000048,None,115.42941380000048,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1143,2,2,2,4,0,0.9,2024-09-27_16h22.40.071,MSI_TV_v3,2022.1.1,59.97253258016127,
5,0,5,0,,,,,,,,,,2,3.0,2.0,z,63.0,1.0,3.7500315165247198,1.27538462653558,None,117.22926220000045,None,118.4792063500001,118.4792063500001,118.4959416499998,None,[],['z'],[0.6589288000013767],120.48543179999979,None,z,2.6589288000013767,1,1,1.0,None,124.22841400000107,None,124.22841400000107,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1143,2,2,2,4,0,0.9,2024-09-27_16h22.40.071,MSI_TV_v3,2022.1.1,59.97253258016127,
6,0,6,0,,,,,,,,,,3,3.0,1.0,b,27.0,1.0,2.792365600763554,0.917519910446003,None,126.02927950000048,None,126.92943504999967,126.92943504999967,126.94570325000059,None,[],['b'],[0.46406260000003385],128.93468969999958,None,b,2.464062600000034,1,1,1.0,None,131.73310219999985,None,131.73310219999985,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1143,2,2,2,4,0,0.9,2024-09-27_16h22.40.071,MSI_TV_v3,2022.1.1,59.97253258016127,
7,0,7,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,4.77723667052879,3.33124983260532,None,133.54588259999946,None,136.86246495000086,136.86246495000086,136.87930044999956,None,[],['b'],[0.8047236999991583],138.8696471000003,None,b,2.8047236999991583,1,1,1.0,None,143.64954600000056,None,143.64954600000056,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1143,2,2,2,4,0,0.9,2024-09-27_16h22.40.071,MSI_TV_v3,2022.1.1,59.97253258016127,
8,0,8,0,,,,,,,,,,2,0.0,2.0,z,27.0,1.0,3.35133458220192,3.4543169006169,None,145.46266239999932,None,148.89605494999995,148.89605494999995,148.91275615000012,None,[],['z'],[0.5444966000013665],150.90211509999972,None,z,2.5444966000013665,1,1,1.0,None,154.26032610000038,None,154.26032610000038,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1143,2,2,2,4,0,0.9,2024-09-27_16h22.40.071,MSI_TV_v3,2022.1.1,59.97253258016127,
9,0,9,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,2.629554641171433,1.18065738546375,None,156.06248489999962,None,157.22958104999924,157.22958104999924,157.24601465000086,None,[],['b'],[0.4895075000003999],159.23377430000073,None,b,2.4895075000004,1,1,1.0,None,161.8525737,None,161.8525737,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1143,2,2,2,4,0,0.9,2024-09-27_16h22.40.071,MSI_TV_v3,2022.1.1,59.97253258016127,
10,0,10,0,,,,,,,,,,1,0.0,1.0,z,63.0,0.0,2.82320408183943,1.12425433982333,None,163.66275610000048,None,164.76270324999967,164.76270324999967,164.77921954999982,None,[],['z'],[0.8386052999994718],166.76711260000047,None,z,2.8386052999994718,1,0,1.0,None,169.59388229999968,None,169.59388229999968,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1143,2,2,2,4,0,0.9,2024-09-27_16h22.40.071,MSI_TV_v3,2022.1.1,59.97253258016127,
11,0,11,0,,,,,,,,,,0,1.0,0.0,z,63.0,1.0,3.31929419319838,2.40378712856304,None,171.3959427000009,None,173.77954925000012,173.77954925000012,173.79587764999923,None,[],['z'],[1.0174799999986135],175.78274640000018,None,z,3.0174799999986135,1,1,1.0,None,179.09165419999954,None,179.09165419999954,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1143,2,2,2,4,0,0.9,2024-09-27_16h22.40.071,MSI_TV_v3,2022.1.1,59.97253258016127,
12,0,12,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,2.91303524001082,1.53243550275999,None,180.89620079999986,None,182.4134097500002,182.4134097500002,182.42926985000048,None,[],['b'],[0.2934812999992573],184.4150623000005,None,b,2.2934812999992573,1,1,1.0,None,187.33017169999948,None,187.33017169999948,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1143,2,2,2,4,0,0.9,2024-09-27_16h22.40.071,MSI_TV_v3,2022.1.1,59.97253258016127,
13,0,13,0,,,,,,,,,,2,0.0,2.0,z,27.0,1.0,4.77034425507967,1.25920145784721,None,189.12944269999934,None,190.3630493499997,190.3630493499997,190.37962674999943,None,[],['z'],[0.5723584000006667],192.36817359999986,None,z,2.5723584000006667,1,1,1.0,None,197.1397766000009,None,197.1397766000009,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1143,2,2,2,4,0,0.9,2024-09-27_16h22.40.071,MSI_TV_v3,2022.1.1,59.97253258016127,
14,0,14,0,,,,,,,,,,0,1.0,0.0,z,63.0,1.0,4.72585056748869,1.96568735158996,None,198.94615689999955,None,200.89628485000065,200.89628485000065,200.91288205000018,None,[],['z'],[0.3767107000003307],202.90379779999967,None,z,2.3767107000003307,1,1,1.0,None,207.6340808999994,None,207.6340808999994,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1143,2,2,2,4,0,0.9,2024-09-27_16h22.40.071,MSI_TV_v3,2022.1.1,59.97253258016127,
15,0,15,0,,,,,,,,,,1,3.0,1.0,z,27.0,1.0,2.592312596923728,0.761758675042088,None,209.4462979,None,210.1798022499999,210.1798022499999,210.1963786499993,z,['z'],None,,212.22434050000084,None,z,1.5846089000006032,1,1,1.0,None,214.8100799999993,None,214.8100799999993,None,1.5846089000006032,[1.5846089000006032],,,,,,,,,,,,,,,,,,,,,CBC_1143,2,2,2,4,0,0.9,2024-09-27_16h22.40.071,MSI_TV_v3,2022.1.1,59.97253258016127,
16,0,16,0,,,,,,,,,,2,2.0,3.0,b,63.0,1.0,4.7533305109883095,1.90743690794447,None,216.61351920000016,None,218.49645745000015,218.49645745000015,218.51302934999984,None,[],['b'],[0.3121046000014758],220.50310940000054,None,b,2.3121046000014758,1,1,1.0,None,225.25257150000107,None,225.25257150000107,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1143,2,2,2,4,0,0.9,2024-09-27_16h22.40.071,MSI_TV_v3,2022.1.1,59.97253258016127,
17,0,17,0,,,,,,,,,,3,3.0,2.0,b,63.0,0.0,3.26539063535182,1.38289892513751,None,227.06315030000042,None,228.42979845000008,228.42979845000008,228.44642305000087,None,[],['b'],[0.3288996999999654],230.43584779999946,None,b,2.3288996999999654,1,0,1.0,None,233.69751689999975,None,233.69751689999975,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1143,2,2,2,4,0,0.9,2024-09-27_16h22.40.071,MSI_TV_v3,2022.1.1,59.97253258016127,
18,0,18,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,2.517541937862754,2.22427187882546,None,235.5131216000009,None,237.71314445000024,237.71314445000024,237.72983644999948,None,[],['z'],[0.5248510000001261],239.71967640000003,None,z,2.524851000000126,1,1,1.0,None,242.23909450000065,None,242.23909450000065,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1143,2,2,2,4,0,0.9,2024-09-27_16h22.40.071,MSI_TV_v3,2022.1.1,59.97253258016127,
19,0,19,0,,,,,,,,,,0,0.0,2.0,b,27.0,1.0,4.01714354611405,0.974903167432984,None,244.04640330000075,None,244.99651385000033,244.99651385000033,245.01314304999977,b,['b'],None,,247.04268580000098,None,b,1.912171899999521,1,1,1.0,None,251.0600869000009,None,251.0600869000009,None,1.912171899999521,[1.912171899999521],,,,,,,,,,,,,,,,,,,,,CBC_1143,2,2,2,4,0,0.9,2024-09-27_16h22.40.071,MSI_TV_v3,2022.1.1,59.97253258016127,
20,0,20,0,,,,,,,,,,3,3.0,0.0,b,9.0,1.0,4.12485271162806,3.06992456303453,None,252.86303120000048,None,255.91330925000074,255.91330925000074,255.9299188500001,None,[],['b'],[0.22191269999893848],257.9185054999998,None,b,2.2219126999989385,1,1,1.0,None,262.0363847000008,None,262.0363847000008,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1143,2,2,2,4,0,0.9,2024-09-27_16h22.40.071,MSI_TV_v3,2022.1.1,59.97253258016127,
21,0,21,0,,,,,,,,,,2,3.0,2.0,z,63.0,1.0,3.2062024266105302,1.94858485820231,None,263.84716169999956,None,265.78002965000013,265.78002965000013,265.79672325000064,None,[],['z'],[0.04395219999969413],267.7894775999994,None,z,2.043952199999694,1,1,1.0,None,270.99669449999965,None,270.99669449999965,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1143,2,2,2,4,0,0.9,2024-09-27_16h22.40.071,MSI_TV_v3,2022.1.1,59.97253258016127,
