trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,participant,session,visual set [1-6],audio set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,1,2.0,3.0,z,63.0,1.0,2.342239579230602,0.952147612306987,None,165.87413959999958,None,166.8535452999995,None,166.8535452999995,None,166.85729276000004,None,['z'],166.8535452999995,None,None,,168.8427558000003,None,z,1.7097216000001936,1,1,0.6666666666666666,171.19820999999956,None,None,171.19820999999956,None,[1.7097216000001936],,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
9,0,9,0,,,,,,,,,,3,1.0,3.0,b,27.0,1.0,4.46924002178158,1.27538462653558,None,173.00776810000025,None,174.29412020000018,None,174.29412020000018,None,174.29111267,None,None,174.29412020000018,None,['b'],[0.402109599999676],176.2738787999997,None,b,2.402109599999676,1,1,0.7,180.7226837999997,None,None,180.7226837999997,None,,,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
10,0,10,0,,,,,,,,,,0,2.0,3.0,b,63.0,0.0,3.6438386551209,2.78346932462847,None,182.52386409999963,None,185.32914269999947,None,185.32914269999947,None,185.3403127599997,None,None,185.32914269999947,None,['b'],[1.088441399999283],187.30713689999993,None,b,3.088441399999283,1,0,0.7272727272727273,190.9313371999997,None,None,190.9313371999997,None,,,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
11,0,11,0,,,,,,,,,,3,3.0,1.0,z,27.0,1.0,2.92731383428727,2.96653053743745,None,192.74037189999945,None,195.72775850000016,None,195.72775850000016,None,195.72378937000022,None,None,195.72775850000016,None,"['b', 'z']","[1.3472494999996343, 1.4495756999995137]",197.70733289999953,None,b,3.3472494999996343,0,0,0.6666666666666666,200.6318867,None,None,200.6318867,None,,,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
12,0,12,0,,,,,,,,,,0,2.0,3.0,b,63.0,1.0,4.190022164497369,3.24569326556923,None,202.4412139999995,None,205.6922988999995,None,205.6922988999995,None,205.69062746999944,None,None,205.6922988999995,None,['b'],[1.4677129000001514],207.67391450000014,None,b,3.4677129000001514,1,1,0.6923076923076923,211.84668220000003,None,None,211.84668220000003,None,,,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
13,0,13,0,,,,,,,,,,1,2.0,3.0,z,63.0,1.0,3.7500315165247198,1.96568735158996,None,213.65715120000004,None,215.64436409999962,None,215.64436409999962,None,215.64044257000015,None,['z'],215.64436409999962,None,None,,217.63876590000018,None,z,1.2465763000000152,1,1,0.7142857142857143,221.39788959999987,None,None,221.39788959999987,None,[1.2465763000000152],,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
14,0,14,0,,,,,,,,,,2,3.0,0.0,z,9.0,1.0,4.61004669244928,2.40378712856304,None,223.20728770000005,None,225.63548699999956,None,225.63548699999956,None,225.64039135999994,None,None,225.63548699999956,None,['z'],[0.09080889999950159],227.60718410000027,None,z,2.0908088999995016,1,1,0.7333333333333333,232.21679870000025,None,None,232.21679870000025,None,,,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
15,0,15,0,,,,,,,,,,3,1.0,0.0,b,63.0,0.0,2.7134565917469198,3.4543169006169,None,234.02414559999943,None,237.49399240000002,None,237.49399240000002,None,237.49108676999995,None,None,237.49399240000002,None,['b'],[0.5132732000001852],239.47393680000005,None,b,2.513273200000185,1,0,0.75,242.17531109999982,None,None,242.17531109999982,None,,,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
16,0,16,0,,,,,,,,,,1,3.0,2.0,b,63.0,1.0,3.35133458220192,1.1243895841892,None,243.99092279999968,None,245.12716209999962,None,245.12716209999962,None,245.1236905699997,None,['b'],245.12716209999962,None,None,,247.12680009999985,None,b,1.9047215000000506,1,1,0.7647058823529411,250.48052329999973,None,None,250.48052329999973,None,[1.9047215000000506],,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
17,0,17,0,,,,,,,,,,0,2.0,0.0,b,27.0,1.0,4.53337421950507,1.43470440954152,None,252.29047910000008,None,253.74680569999964,None,253.74680569999964,None,253.75710955999986,None,None,253.74680569999964,None,['b'],[1.6051506999992853],255.7240529999999,None,b,3.6051506999992853,1,1,0.7777777777777778,260.2444768999994,None,None,260.2444768999994,None,,,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
18,0,18,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,4.77034425507967,3.1963008326951,None,262.05734479999956,None,265.26042529999995,None,265.26042529999995,None,265.25688256999996,None,['z'],265.26042529999995,None,None,,267.2593216999994,None,z,1.6288097999995443,1,1,0.7894736842105263,272.0289217999998,None,None,272.0289217999998,None,[1.6288097999995443],,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
19,0,19,0,,,,,,,,,,3,0.0,1.0,z,63.0,1.0,2.792365600763554,1.21250262048173,None,273.84088559999964,None,275.0615965999996,None,275.0615965999996,None,275.07413146000016,None,None,275.0615965999996,None,['z'],[0.3235642999998163],277.0405267999995,None,z,2.3235642999998163,1,1,0.8,279.8202824,None,None,279.8202824,None,,,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
20,0,20,0,,,,,,,,,,1,3.0,1.0,b,27.0,1.0,2.433630701072358,1.94858485820231,None,281.6244023999998,None,283.5968651000003,None,283.5968651000003,None,283.6072088599996,None,['b'],283.5968651000003,None,None,,285.5932465999995,None,b,1.0817598999992697,1,1,0.8095238095238095,288.03198919999977,None,None,288.03198919999977,None,[1.0817598999992697],,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
21,0,21,0,,,,,,,,,,0,2.0,3.0,b,63.0,1.0,2.496959177995529,1.25817747924478,None,289.8411148999994,None,291.10720200000014,None,291.10720200000014,None,291.1069428700002,None,None,291.10720200000014,None,['b'],[0.18514450000020588],293.0907298000002,None,b,2.185144500000206,1,1,0.8181818181818182,295.5758698999998,None,None,295.5758698999998,None,,,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
22,0,22,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,4.01714354611405,0.974903167432984,None,297.3906815999999,None,298.38490660000025,None,298.38490660000025,None,298.3905502600002,None,['z'],298.38490660000025,None,None,,300.3748077,None,z,1.5587914999996428,1,1,0.8260869565217391,304.3988780999998,None,None,304.3988780999998,None,[1.5587914999996428],,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
23,0,23,0,,,,,,,,,,1,3.0,2.0,b,63.0,1.0,4.12485271162806,2.09887870490381,None,306.20732979999957,None,308.32778549999966,None,308.32778549999966,None,308.3404898599994,None,['b'],308.32778549999966,None,None,,310.32573479999974,None,b,0.8774813999998514,1,1,0.8333333333333334,314.4641792000002,None,None,314.4641792000002,None,[0.8774813999998514],,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
24,0,24,0,,,,,,,,,,0,0.0,2.0,z,27.0,1.0,4.72585056748869,2.10421507306074,None,316.27430129999993,None,318.39591670000027,None,318.39591670000027,None,318.3905472699998,None,['z'],318.39591670000027,None,None,,320.3936131999999,None,z,1.7101792000003115,1,1,0.84,325.13090699999975,None,None,325.13090699999975,None,[1.7101792000003115],,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
25,0,25,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,3.31929419319838,1.25920145784721,None,326.9410061999997,None,328.21159420000004,None,328.21159420000004,None,328.2072848699999,None,['z'],328.21159420000004,None,None,,330.2087421999995,None,z,1.8885360999993281,1,1,0.8461538461538461,333.5309986000002,None,None,333.5309986000002,None,[1.8885360999993281],,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
26,0,26,0,,,,,,,,,,3,3.0,1.0,z,27.0,1.0,4.82531807167306,0.77703640172831,None,335.34081869999955,None,336.12818439999955,None,336.12818439999955,None,336.14040435999976,None,['z'],336.12818439999955,None,None,,338.12652249999974,None,z,1.0455686999994214,1,1,0.8518518518518519,342.9643479999995,None,None,342.9643479999995,None,[1.0455686999994214],,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
27,0,27,0,,,,,,,,,,0,2.0,3.0,b,63.0,1.0,3.3728785608729996,1.52290599571961,None,344.7745583999995,None,346.31054159999985,None,346.31054159999985,None,346.30729246999994,None,['b'],346.31054159999985,None,None,,348.3097349999998,None,b,1.4104239999996935,1,1,0.8571428571428571,351.6978411,None,None,351.6978411,None,[1.4104239999996935],,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
28,0,28,0,,,,,,,,,,1,2.0,3.0,z,63.0,0.0,2.517541937862754,1.64421109900286,None,353.50759949999974,None,355.16220780000003,None,355.16220780000003,None,355.17396886000023,None,['z'],355.16220780000003,None,None,,357.1419404999997,None,z,1.3308423999997103,1,0,0.8620689655172413,359.6569916999997,None,None,359.6569916999997,None,[1.3308423999997103],,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
29,0,29,0,,,,,,,,,,3,1.0,0.0,b,63.0,1.0,2.2759877950103027,0.979776149765883,None,361.45756040000015,None,362.4635515,None,362.4635515,None,362.4739953600003,None,None,362.4635515,None,['z'],[0.9054105000004711],364.4413118000002,None,z,2.905410500000471,0,0,0.8333333333333334,366.7103290999994,None,None,366.7103290999994,None,,,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
30,0,30,0,,,,,,,,,,2,0.0,2.0,b,27.0,1.0,2.91303524001082,0.80788063606262,None,368.52430639999966,None,369.34297179999976,None,369.34297179999976,None,369.34067616999977,None,['b'],369.34297179999976,None,None,,371.34312429999954,None,b,1.5496635999998034,1,1,0.8387096774193549,374.2639723000002,None,None,374.2639723000002,None,[1.5496635999998034],,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
31,0,31,0,,,,,,,,,,1,0.0,3.0,z,9.0,1.0,2.629554641171433,3.06992456303453,None,376.0740584999994,None,379.16265849999945,None,379.16265849999945,None,379.1739059599997,None,['z'],379.16265849999945,None,None,,381.1611673999996,None,z,1.6224455999990823,1,1,0.84375,383.7979656999996,None,None,383.7979656999996,None,[1.6224455999990823],,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
32,0,32,0,,,,,,,,,,0,2.0,3.0,b,63.0,1.0,3.02234236141277,3.33124983260532,None,385.60788179999963,None,388.96209929999986,None,388.96209929999986,None,388.9741645599999,None,None,388.96209929999986,None,['b'],[0.32744219999949564],390.94094380000024,None,b,2.3274421999994956,1,1,0.8484848484848485,393.95838579999963,None,None,393.95838579999963,None,,,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
33,0,33,0,,,,,,,,,,3,1.0,0.0,b,63.0,1.0,2.678526077912375,2.22427187882546,None,395.75765709999996,None,397.97761549999996,None,397.97761549999996,None,397.9900624700003,None,['b'],397.97761549999996,None,None,,399.97389159999966,None,b,1.830503299999691,1,1,0.8529411764705882,402.66461139999956,None,None,402.66461139999956,None,[1.830503299999691],,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
34,0,34,0,,,,,,,,,,2,1.0,0.0,z,63.0,0.0,3.76873691643126,1.18065738546375,None,404.4743853,None,405.6579439999996,None,405.6579439999996,None,405.6565174799995,None,None,405.6579439999996,None,['z'],[0.24326299999938783],407.64066269999967,None,z,2.243262999999388,1,0,0.8571428571428571,411.4059532000001,None,None,411.4059532000001,None,,,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
35,0,35,0,,,,,,,,,,1,3.0,2.0,b,63.0,1.0,4.11514536789087,2.49839527409216,None,413.2071479999995,None,415.6959453999998,None,415.6959453999998,None,415.7070033700001,None,['b'],415.6959453999998,None,None,,417.7086042000001,None,b,1.0744088999999803,1,1,0.8611111111111112,421.83154449999984,None,None,421.83154449999984,None,[1.0744088999999803],,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
36,0,36,0,,,,,,,,,,3,2.0,1.0,z,9.0,1.0,4.52047235037039,0.761758675042088,None,423.6404888999996,None,424.4124149999998,None,424.4124149999998,None,424.4241519600002,None,None,424.4124149999998,None,['b'],[1.4583800999998857],426.3901538,None,b,3.4583800999998857,0,0,0.8378378378378378,430.8867971999998,None,None,430.8867971999998,None,,,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
37,0,37,0,,,,,,,,,,2,0.0,2.0,b,27.0,1.0,3.26539063535182,3.1424449555106,None,432.69112029999997,None,435.84573679999994,None,435.84573679999994,None,435.8575686599999,None,['b'],435.84573679999994,None,None,,437.8412781999996,None,b,1.5833938999994643,1,1,0.8421052631578947,441.1146291999994,None,None,441.1146291999994,None,[1.5833938999994643],,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
38,0,38,0,,,,,,,,,,0,3.0,2.0,z,63.0,1.0,3.2062024266105302,3.40155979865722,None,442.92455119999977,None,446.3467178000001,None,446.3467178000001,None,446.3574925599998,None,None,446.3467178000001,None,['z'],[1.7850134999998772],448.3245415000001,None,z,3.7850134999998772,1,1,0.8461538461538461,451.50984470000003,None,None,451.50984470000003,None,,,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
39,0,39,0,,,,,,,,,,1,3.0,1.0,b,27.0,1.0,4.40017271499661,1.12425433982333,None,453.32454899999993,None,454.44348079999963,None,454.44348079999963,None,454.45672046999965,None,None,454.44348079999963,None,['b'],[0.17577720000008412],456.4310481000002,None,b,2.175777200000084,1,1,0.85,460.82169129999966,None,None,460.82169129999966,None,,,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
40,0,40,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,2.82320408183943,1.90743690794447,None,462.6248599999999,None,464.5247497999999,None,464.5247497999999,None,464.52369067999973,None,None,464.5247497999999,None,['z'],[0.6196270000000368],466.5076994000001,None,z,2.619627000000037,1,1,0.8536585365853658,469.3228766000002,None,None,469.3228766000002,None,,,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
41,0,41,0,,,,,,,,,,0,2.0,0.0,b,27.0,1.0,2.526044641065533,1.78643585472448,None,471.1247303,None,472.93117989999973,None,472.93117989999973,None,472.94082996000014,None,['b'],472.93117989999973,None,None,,474.90971889999946,None,b,1.6302960999992138,1,1,0.8571428571428571,477.44061189999957,None,None,477.44061189999957,None,[1.6302960999992138],,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
42,0,42,0,,,,,,,,,,1,2.0,3.0,z,63.0,1.0,2.294664843639333,1.38289892513751,None,479.2417607999996,None,480.6470016000003,None,480.6470016000003,None,480.65756335999976,None,['z'],480.6470016000003,None,None,,482.6258779,None,z,1.4693031000006158,1,1,0.8604651162790697,484.92335920000005,None,None,484.92335920000005,None,[1.4693031000006158],,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
43,0,43,0,,,,,,,,,,3,0.0,1.0,z,63.0,1.0,4.7533305109883095,1.53243550275999,None,486.72457359999953,None,488.27809830000024,None,488.27809830000024,None,488.2743246700001,None,['z'],488.27809830000024,None,None,,490.2575052000002,None,z,1.6669076999996832,1,1,0.8636363636363636,495.0080889999999,None,None,495.0080889999999,None,[1.6669076999996832],,,,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,496.80791169999975,None,,,,,,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.8079637999999,None,None,501.8079637999999,None,,,,,,,,,,CBC_1017,4,1,2,7,16,0.9,2023-06-25_11h31.46.540,MSI_AV_v3,2022.1.1,59.92261593389795,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[2, 3, 0, 1]",0.7272727272727273,0.9090909090909091,0.9090909090909091,0.9090909090909091,,,,,,,,,,,,
