trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
20,0,20,0,,,,,,,,,,2,2.0,3.0,b,63.0,1.0,4.72585056748869,1.38289892513751,None,299.71584429999984,None,301.08235600000046,301.08235600000046,301.09925739999983,None,[],['z'],[2.0360900999994556],303.08721719999994,None,z,4.036090099999456,0,0,0.6666666666666666,None,307.8011964999996,None,307.8011964999996,None,,,,,,,,,,,,,,,,,,,,,,CBC_1030,001,3,1,3,5,0.95,2023-08-23_15h04.35.874,MSI_TV_v3,2022.1.1,60.14838606833631,
21,0,21,0,,,,,,,,,,1,1.0,3.0,z,27.0,1.0,2.433630701072358,1.60731937853708,None,309.61579150000034,None,311.1995598999998,311.1995598999998,311.21603749999997,None,[],['z'],[0.9430736999993314],313.20234319999963,None,z,2.9430736999993314,1,1,0.6818181818181818,None,315.6344251999999,None,315.6344251999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1030,001,3,1,3,5,0.95,2023-08-23_15h04.35.874,MSI_TV_v3,2022.1.1,60.14838606833631,
22,0,22,0,,,,,,,,,,0,1.0,0.0,z,63.0,1.0,3.26539063535182,2.40378712856304,None,317.4493798000003,None,319.8332845000001,319.8332845000001,319.8493313000005,None,[],['z'],[0.89216419999957],321.83812730000045,None,z,2.89216419999957,1,1,0.6956521739130435,None,325.1021700000001,None,325.1021700000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1030,001,3,1,3,5,0.95,2023-08-23_15h04.35.874,MSI_TV_v3,2022.1.1,60.14838606833631,
23,0,23,0,,,,,,,,,,2,2.0,3.0,b,63.0,1.0,4.61004669244928,0.952147612306987,None,326.9157938999997,None,327.8492593999996,327.8492593999996,327.86582710000005,None,[],['b'],[0.6646209999989878],329.8546444000003,None,b,2.664620999998988,1,1,0.7083333333333334,None,334.4696984000002,None,334.4696984000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_1030,001,3,1,3,5,0.95,2023-08-23_15h04.35.874,MSI_TV_v3,2022.1.1,60.14838606833631,
24,0,24,0,,,,,,,,,,0,2.0,0.0,z,27.0,1.0,4.11514536789087,1.21250262048173,None,336.2828159999999,None,337.48294260000023,337.48294260000023,337.4994407999999,None,[],['z'],[0.8546117999994749],339.4867844999999,None,z,2.854611799999475,1,1,0.72,None,343.6056660000004,None,343.6056660000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_1030,001,3,1,3,5,0.95,2023-08-23_15h04.35.874,MSI_TV_v3,2022.1.1,60.14838606833631,
25,0,25,0,,,,,,,,,,3,0.0,1.0,z,63.0,1.0,2.92731383428727,1.25817747924478,None,345.4161135000004,None,346.6497867000004,346.6497867000004,346.6660049999997,None,[],['z'],[0.9907527999994272],348.65225159999954,None,z,2.9907527999994272,1,1,0.7307692307692307,None,351.56452269999954,None,351.56452269999954,None,,,,,,,,,,,,,,,,,,,,,,CBC_1030,001,3,1,3,5,0.95,2023-08-23_15h04.35.874,MSI_TV_v3,2022.1.1,60.14838606833631,
26,0,26,0,,,,,,,,,,3,1.0,0.0,b,63.0,1.0,2.526044641065533,1.52290599571961,None,353.3663951999997,None,354.86585100000013,354.86585100000013,354.8825694000003,None,[],['b'],[1.2095700999998371],356.8706609000001,None,b,3.209570099999837,1,1,0.7407407407407407,None,359.38808919999974,None,359.38808919999974,None,,,,,,,,,,,,,,,,,,,,,,CBC_1030,001,3,1,3,5,0.95,2023-08-23_15h04.35.874,MSI_TV_v3,2022.1.1,60.14838606833631,
27,0,27,0,,,,,,,,,,2,2.0,3.0,b,63.0,1.0,4.190022164497369,0.974903167432984,None,361.19940399999996,None,362.14923599999986,362.14923599999986,362.1660748999999,None,[],['b'],[1.0989856999995027],364.1526666999998,None,b,3.0989856999995027,1,1,0.75,None,368.3288021999997,None,368.3288021999997,None,,,,,,,,,,,,,,,,,,,,,,CBC_1030,001,3,1,3,5,0.95,2023-08-23_15h04.35.874,MSI_TV_v3,2022.1.1,60.14838606833631,
28,0,28,0,,,,,,,,,,1,1.0,3.0,z,27.0,1.0,3.35133458220192,1.25920145784721,None,370.1326521000001,None,371.3661562000003,371.3661562000003,371.3827118000005,None,[],['b'],[1.444554199999402],373.3724560999999,None,b,3.444554199999402,0,0,0.7241379310344828,None,376.7220408000003,None,376.7220408000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1030,001,3,1,3,5,0.95,2023-08-23_15h04.35.874,MSI_TV_v3,2022.1.1,60.14838606833631,
29,0,29,0,,,,,,,,,,2,2.0,1.0,b,9.0,1.0,2.2759877950103027,3.4543169006169,None,378.53311479999957,None,381.9658939999996,381.9658939999996,381.9830900000003,None,[],['b'],[0.6700327999997171],383.9708036000002,None,b,2.670032799999717,1,1,0.7333333333333333,None,386.2338258,None,386.2338258,None,,,,,,,,,,,,,,,,,,,,,,CBC_1030,001,3,1,3,5,0.95,2023-08-23_15h04.35.874,MSI_TV_v3,2022.1.1,60.14838606833631,
30,0,30,0,,,,,,,,,,3,1.0,3.0,b,27.0,1.0,4.7533305109883095,2.96653053743745,None,388.0493296000004,None,390.99931419999996,390.99931419999996,391.0165377999998,None,[],['b'],[0.9803839999995034],393.0048555000003,None,b,2.9803839999995034,1,1,0.7419354838709677,None,397.7540773999999,None,397.7540773999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1030,001,3,1,3,5,0.95,2023-08-23_15h04.35.874,MSI_TV_v3,2022.1.1,60.14838606833631,
31,0,31,0,,,,,,,,,,1,2.0,3.0,z,63.0,1.0,2.592312596923728,1.95130344756745,None,399.5664359000002,None,401.4996679000002,401.4996679000002,401.51629509999987,None,[],['b'],[1.4552206999996997],403.5048743999996,None,b,3.4552206999996997,0,0,0.71875,None,406.0997768999996,None,406.0997768999996,None,,,,,,,,,,,,,,,,,,,,,,CBC_1030,001,3,1,3,5,0.95,2023-08-23_15h04.35.874,MSI_TV_v3,2022.1.1,60.14838606833631,
32,0,32,0,,,,,,,,,,3,1.0,0.0,b,63.0,1.0,2.7134565917469198,1.96568735158996,None,407.8994781000001,None,409.8494777000002,409.8494777000002,409.8659653000001,None,[],['b'],[0.5816965999993045],411.8536831000001,None,b,2.5816965999993045,1,1,0.7272727272727273,None,414.56256630000007,None,414.56256630000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_1030,001,3,1,3,5,0.95,2023-08-23_15h04.35.874,MSI_TV_v3,2022.1.1,60.14838606833631,
33,0,33,0,,,,,,,,,,0,0.0,1.0,b,63.0,0.0,2.294664843639333,3.06992456303453,None,416.36624800000027,None,419.41620060000025,419.41620060000025,419.4329345000002,None,[],['z'],[0.7743035999992571],421.42249100000026,None,z,2.774303599999257,0,1,0.7058823529411765,None,423.7185675999999,None,423.7185675999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1030,001,3,1,3,5,0.95,2023-08-23_15h04.35.874,MSI_TV_v3,2022.1.1,60.14838606833631,
34,0,34,0,,,,,,,,,,2,3.0,2.0,z,63.0,1.0,4.52047235037039,1.94858485820231,None,425.53292750000037,None,427.4663958999996,427.4663958999996,427.4829136000004,None,[],['z'],[1.7789117999991504],429.47194519999994,None,z,3.7789117999991504,1,1,0.7142857142857143,None,433.99245210000026,None,433.99245210000026,None,,,,,,,,,,,,,,,,,,,,,,CBC_1030,001,3,1,3,5,0.95,2023-08-23_15h04.35.874,MSI_TV_v3,2022.1.1,60.14838606833631,
35,0,35,0,,,,,,,,,,0,2.0,0.0,z,27.0,1.0,4.82531807167306,0.80788063606262,None,435.79952609999964,None,436.58315900000036,436.58315900000036,436.5996647999997,None,[],['z'],[0.837300299999697],438.58663830000023,None,z,2.837300299999697,1,1,0.7222222222222222,None,443.41005289999976,None,443.41005289999976,None,,,,,,,,,,,,,,,,,,,,,,CBC_1030,001,3,1,3,5,0.95,2023-08-23_15h04.35.874,MSI_TV_v3,2022.1.1,60.14838606833631,
36,0,36,0,,,,,,,,,,3,1.0,0.0,b,63.0,1.0,3.2062024266105302,3.24569326556923,None,445.21615810000003,None,448.44953560000033,448.44953560000033,448.4662762000004,None,[],['b'],[0.8149566999991293],450.4531926999998,None,b,2.8149566999991293,1,1,0.7297297297297297,None,453.65743829999974,None,453.65743829999974,None,,,,,,,,,,,,,,,,,,,,,,CBC_1030,001,3,1,3,5,0.95,2023-08-23_15h04.35.874,MSI_TV_v3,2022.1.1,60.14838606833631,
37,0,37,0,,,,,,,,,,1,3.0,2.0,b,63.0,1.0,4.01714354611405,1.27538462653558,None,455.46665440000015,None,456.71598810000035,456.71598810000035,456.73274000000004,None,[],['z'],[1.1637523999988844],458.7183968999998,None,z,3.1637523999988844,0,0,0.7105263157894737,None,462.7243036,None,462.7243036,None,,,,,,,,,,,,,,,,,,,,,,CBC_1030,001,3,1,3,5,0.95,2023-08-23_15h04.35.874,MSI_TV_v3,2022.1.1,60.14838606833631,
38,0,38,0,,,,,,,,,,3,2.0,1.0,z,9.0,1.0,2.496959177995529,1.78643585472448,None,464.53280129999985,None,466.30000540000003,466.30000540000003,466.31616840000027,None,[],['b'],[1.389535799999976],468.30417149999994,None,b,3.389535799999976,0,0,0.6923076923076923,None,470.7984703000002,None,470.7984703000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_1030,001,3,1,3,5,0.95,2023-08-23_15h04.35.874,MSI_TV_v3,2022.1.1,60.14838606833631,
39,0,39,0,,,,,,,,,,1,3.0,1.0,b,27.0,1.0,3.31929419319838,2.6299100644723,None,472.5997932999999,None,475.21616270000015,475.21616270000015,475.2327582000004,None,[],['b'],[2.2389323999996122],477.2190963000003,None,b,4.238932399999612,1,1,0.7,None,480.5285898000002,None,480.5285898000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_1030,001,3,1,3,5,0.95,2023-08-23_15h04.35.874,MSI_TV_v3,2022.1.1,60.14838606833631,
40,0,40,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,4.77723667052879,1.53122835510861,None,482.33276920000026,None,483.84998659999985,483.84998659999985,483.8667834000004,None,[],['b'],[0.3234926999994059],485.85470799999985,None,b,2.323492699999406,1,1,0.7073170731707317,None,490.63460920000034,None,490.63460920000034,None,,,,,,,,,,,,,,,,,,,,,,CBC_1030,001,3,1,3,5,0.95,2023-08-23_15h04.35.874,MSI_TV_v3,2022.1.1,60.14838606833631,
41,0,41,0,,,,,,,,,,0,1.0,0.0,z,63.0,1.0,3.76873691643126,2.78346932462847,None,492.4498814999997,None,495.21630510000034,495.21630510000034,495.2327671999998,None,[],['z'],[1.038267499999165],497.22115909999957,None,z,3.038267499999165,1,1,0.7142857142857143,None,500.97529889999987,None,500.97529889999987,None,,,,,,,,,,,,,,,,,,,,,,CBC_1030,001,3,1,3,5,0.95,2023-08-23_15h04.35.874,MSI_TV_v3,2022.1.1,60.14838606833631,
42,0,42,0,,,,,,,,,,2,0.0,2.0,z,27.0,1.0,2.517541937862754,0.979776149765883,None,502.7831248000002,None,503.74999100000025,503.74999100000025,503.76669079999976,None,[],['z'],[0.2552159999995638],505.7540423999999,None,z,2.255215999999564,1,1,0.7209302325581395,None,508.27895720000015,None,508.27895720000015,None,,,,,,,,,,,,,,,,,,,,,,CBC_1030,001,3,1,3,5,0.95,2023-08-23_15h04.35.874,MSI_TV_v3,2022.1.1,60.14838606833631,
43,0,43,0,,,,,,,,,,3,1.0,0.0,b,63.0,1.0,4.46924002178158,1.64421109900286,None,510.08298319999994,None,511.7166083999997,511.7166083999997,511.7331739999996,None,[],['b'],[1.5195811999992657],513.7223127999996,None,b,3.5195811999992657,1,1,0.7272727272727273,None,518.1964119000004,None,518.1964119000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_1030,001,3,1,3,5,0.95,2023-08-23_15h04.35.874,MSI_TV_v3,2022.1.1,60.14838606833631,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,520.0000206000004,None,,,,,,,,,,,,,,,,,,CBC_1030,001,3,1,3,5,0.95,2023-08-23_15h04.35.874,MSI_TV_v3,2022.1.1,60.14838606833631,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.9837137000004,None,None,524.9837137000004,529.9667970999999,,,,,,,,,,,,,CBC_1030,001,3,1,3,5,0.95,2023-08-23_15h04.35.874,MSI_TV_v3,2022.1.1,60.14838606833631,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,easy,"[0, 1, 2, 3]","[0, 3, 2, 1]",0.7272727272727273,0.6363636363636364,0.8181818181818182,0.7272727272727273,32,1,11,,,,,,,,,,,,
