trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,38.50263189999987,None,t,31.930545399999573,38.50263189999987,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,2,6,1,0,3,0.95,2024-09-11_14h45.07.369,MSI_TV_v3,2022.1.1,60.053856298558514,
,,,,,,,,,,None,70.46367490000011,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,2,6,1,0,3,0.95,2024-09-11_14h45.07.369,MSI_TV_v3,2022.1.1,60.053856298558514,
0,0,0,0,,,,,,,,,,2,0.0,1.0,z,63.0,1.0,4.46924002178158,0.979776149765883,None,70.66338689999975,None,71.63000841000012,71.63000841000012,71.64662700999979,None,[],['z'],[0.4870549999996001],73.63693280000007,None,z,2.4870549999996,1,1,1.0,None,78.10165990000041,None,78.10165990000041,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,2,6,1,0,3,0.95,2024-09-11_14h45.07.369,MSI_TV_v3,2022.1.1,60.053856298558514,
1,0,1,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,2.693348633324513,1.38289892513751,None,79.89690549999978,None,81.26365871000034,81.26365871000034,81.28047631000008,None,[],['b'],[0.59410250000019],83.26857430000018,None,b,2.59410250000019,1,1,1.0,None,85.97400949999974,None,85.97400949999974,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,2,6,1,0,3,0.95,2024-09-11_14h45.07.369,MSI_TV_v3,2022.1.1,60.053856298558514,
2,0,2,0,,,,,,,,,,1,2.0,3.0,z,63.0,1.0,2.294664843639333,1.36309078069689,None,87.77989350000007,None,89.13033540999986,89.13033540999986,89.14682691000034,None,[],['z'],[0.634976800000004],91.1336597999998,None,z,2.634976800000004,1,1,1.0,None,93.42675620000045,None,93.42675620000045,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,2,6,1,0,3,0.95,2024-09-11_14h45.07.369,MSI_TV_v3,2022.1.1,60.053856298558514,
3,0,3,0,,,,,,,,,,2,2.0,1.0,z,9.0,1.0,2.91303524001082,1.60731937853708,None,95.23060979999991,None,96.8139609099997,96.8139609099997,96.83012950999982,None,[],['z'],[0.6200693000000683],98.81913520000035,None,z,2.6200693000000683,1,1,1.0,None,101.71641590000036,None,101.71641590000036,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,2,6,1,0,3,0.95,2024-09-11_14h45.07.369,MSI_TV_v3,2022.1.1,60.053856298558514,
4,0,4,0,,,,,,,,,,0,0.0,2.0,b,27.0,1.0,2.666404967794728,1.34668860557497,None,103.53047400000014,None,104.86362141000045,104.86362141000045,104.88009911000044,None,[],['b'],[0.6679659999999785],106.87455180000052,None,b,2.6679659999999785,1,1,1.0,None,109.5449564999999,None,109.5449564999999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,2,6,1,0,3,0.95,2024-09-11_14h45.07.369,MSI_TV_v3,2022.1.1,60.053856298558514,
5,0,5,0,,,,,,,,,,3,2.0,3.0,b,63.0,1.0,3.31929419319838,3.33124983260532,None,111.34711190000053,None,114.66336890999973,114.66336890999973,114.68004941000054,None,[],['z'],[1.0974754999997458],116.66990859999987,None,z,3.097475499999746,0,0,0.8333333333333334,None,119.97416890000022,None,119.97416890000022,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,2,6,1,0,3,0.95,2024-09-11_14h45.07.369,MSI_TV_v3,2022.1.1,60.053856298558514,
6,0,6,0,,,,,,,,,,1,1.0,3.0,z,27.0,1.0,2.678526077912375,2.10421507306074,None,121.78002800000013,None,123.86357491000017,123.86357491000017,123.88012311000038,None,[],['b'],[0.8078990999993039],125.8678832000005,None,b,2.807899099999304,0,0,0.7142857142857143,None,128.5628329000001,None,128.5628329000001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,2,6,1,0,3,0.95,2024-09-11_14h45.07.369,MSI_TV_v3,2022.1.1,60.053856298558514,
7,0,7,0,,,,,,,,,,0,1.0,0.0,z,63.0,1.0,2.592312596923728,3.40155979865722,None,130.36371520000012,None,133.74688121000037,133.74688121000037,133.76358581000005,None,[],['b'],[0.6873424999994313],135.75124500000038,None,b,2.6873424999994313,0,0,0.625,None,138.35318110000026,None,138.35318110000026,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,2,6,1,0,3,0.95,2024-09-11_14h45.07.369,MSI_TV_v3,2022.1.1,60.053856298558514,
8,0,8,0,,,,,,,,,,3,2.0,0.0,b,27.0,1.0,2.433630701072358,2.15533949826702,None,140.16384600000038,None,142.2970596100002,142.2970596100002,142.31365300999988,None,[],['b'],[1.0028062999999747],144.30304679999972,None,b,3.0028062999999747,1,1,0.6666666666666666,None,146.72450990000016,None,146.72450990000016,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,2,6,1,0,3,0.95,2024-09-11_14h45.07.369,MSI_TV_v3,2022.1.1,60.053856298558514,
9,0,9,0,,,,,,,,,,1,2.0,3.0,z,63.0,1.0,4.77723667052879,0.761758675042088,None,148.53056209999977,None,149.28050521000006,149.28050521000006,149.2971888099999,None,[],['b'],[0.7466658000003008],151.28501940000024,None,b,2.746665800000301,0,0,0.6,None,156.07276379999985,None,156.07276379999985,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,2,6,1,0,3,0.95,2024-09-11_14h45.07.369,MSI_TV_v3,2022.1.1,60.053856298558514,
10,0,10,0,,,,,,,,,,2,1.0,0.0,b,63.0,1.0,4.12485271162806,3.24569326556923,None,157.88025560000005,None,161.11358041000022,161.11358041000022,161.1306588100004,None,[],['z'],[1.3428697999997894],163.1169318000002,None,z,3.3428697999997894,0,0,0.5454545454545454,None,167.2409601999998,None,167.2409601999998,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,2,6,1,0,3,0.95,2024-09-11_14h45.07.369,MSI_TV_v3,2022.1.1,60.053856298558514,
11,0,11,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,3.02234236141277,2.22427187882546,None,169.04655830000047,None,171.24655141000022,171.24655141000022,171.26301851000045,None,[],['z'],[1.1991881999992984],173.24526440000045,None,z,3.1991881999992984,0,0,0.5,None,176.26339840000037,None,176.26339840000037,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,2,6,1,0,3,0.95,2024-09-11_14h45.07.369,MSI_TV_v3,2022.1.1,60.053856298558514,
12,0,12,0,,,,,,,,,,1,2.0,3.0,z,63.0,1.0,2.2759877950103027,2.6299100644723,None,178.06355200000053,None,180.6804994100001,180.6804994100001,180.6970874100005,None,[],['z'],[0.7762795999997252],182.68195770000057,None,z,2.776279599999725,1,1,0.5384615384615384,None,184.9646784000006,None,184.9646784000006,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,2,6,1,0,3,0.95,2024-09-11_14h45.07.369,MSI_TV_v3,2022.1.1,60.053856298558514,
13,0,13,0,,,,,,,,,,3,2.0,0.0,b,27.0,1.0,4.7533305109883095,1.95130344756745,None,186.76360699999987,None,188.6968313100004,188.6968313100004,188.71330200999984,None,[],['z'],[1.1434049999998024],190.69661890000043,None,z,3.1434049999998024,0,0,0.5,None,195.46219930000007,None,195.46219930000007,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,2,6,1,0,3,0.95,2024-09-11_14h45.07.369,MSI_TV_v3,2022.1.1,60.053856298558514,
14,0,14,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,3.73326136168326,3.1424449555106,None,197.26331970000047,None,200.3802644100004,200.3802644100004,200.39666521000055,None,[],['z'],[0.5482816999992792],202.3795710000004,None,z,2.5482816999992792,0,0,0.4666666666666667,None,206.11281469999994,None,206.11281469999994,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,2,6,1,0,3,0.95,2024-09-11_14h45.07.369,MSI_TV_v3,2022.1.1,60.053856298558514,
15,0,15,0,,,,,,,,,,2,1.0,3.0,b,27.0,1.0,3.2062024266105302,3.06992456303453,None,207.91360450000047,None,210.9634019100002,210.9634019100002,210.98047171000036,None,[],['z'],[1.0096020999999382],212.9644973000004,None,z,3.009602099999938,0,0,0.4375,None,216.18211059999976,None,216.18211059999976,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,2,6,1,0,3,0.95,2024-09-11_14h45.07.369,MSI_TV_v3,2022.1.1,60.053856298558514,
16,0,16,0,,,,,,,,,,3,3.0,2.0,z,63.0,1.0,4.61004669244928,2.40378712856304,None,217.9968632,None,220.38080091000012,220.38080091000012,220.3970158099999,None,[],['z'],[1.0708493999991333],222.38531860000057,None,z,3.0708493999991333,1,1,0.47058823529411764,None,226.9954604000004,None,226.9954604000004,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,2,6,1,0,3,0.95,2024-09-11_14h45.07.369,MSI_TV_v3,2022.1.1,60.053856298558514,
17,0,17,0,,,,,,,,,,1,2.0,3.0,z,63.0,0.0,3.7500315165247198,1.25920145784721,None,228.79637640000055,None,230.02979961000057,230.02979961000057,230.04674811000024,None,[],['z'],[0.883264600000075],232.03431780000028,None,z,2.883264600000075,1,0,0.5,None,235.7873982000001,None,235.7873982000001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,2,6,1,0,3,0.95,2024-09-11_14h45.07.369,MSI_TV_v3,2022.1.1,60.053856298558514,
18,0,18,0,,,,,,,,,,2,1.0,0.0,b,63.0,1.0,4.40017271499661,0.974903167432984,None,237.59700109999994,None,238.54720081000033,238.54720081000033,238.5639164100001,None,[],['z'],[2.1763694999999643],240.5518646999999,None,z,4.176369499999964,0,0,0.47368421052631576,None,244.96107370000027,None,244.96107370000027,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,2,6,1,0,3,0.95,2024-09-11_14h45.07.369,MSI_TV_v3,2022.1.1,60.053856298558514,
19,0,19,0,,,,,,,,,,0,2.0,0.0,z,27.0,1.0,4.77034425507967,0.77703640172831,None,246.76388529999986,None,247.53062851000033,247.53062851000033,247.5472226099999,None,[],['b'],[0.2512997000003452],249.5360070000006,None,b,2.251299700000345,0,0,0.45,None,254.3083256,None,254.3083256,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,2,6,1,0,3,0.95,2024-09-11_14h45.07.369,MSI_TV_v3,2022.1.1,60.053856298558514,
20,0,20,0,,,,,,,,,,1,0.0,3.0,z,9.0,1.0,3.76873691643126,1.27538462653558,None,256.113875,None,257.3638174100004,257.3638174100004,257.38055871000034,None,[],['z'],[0.4136484999989989],259.3690535000005,None,z,2.413648499998999,1,1,0.47619047619047616,None,263.14012230000026,None,263.14012230000026,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,2,6,1,0,3,0.95,2024-09-11_14h45.07.369,MSI_TV_v3,2022.1.1,60.053856298558514,
21,0,21,0,,,,,,,,,,3,2.0,3.0,b,63.0,1.0,2.6391747348430608,1.43470440954152,None,264.9467058,None,266.3638632099999,266.3638632099999,266.3808513100001,None,[],['z'],[0.42089729999952397],268.37047919999986,None,z,2.420897299999524,0,0,0.45454545454545453,None,271.01080869999987,None,271.01080869999987,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,2,6,1,0,3,0.95,2024-09-11_14h45.07.369,MSI_TV_v3,2022.1.1,60.053856298558514,
