trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
15,0,15,0,,,,,,,,,,2,3,1,b,27,1,2.82320408183943,1.1243895841892,None,416.94501950000085,None,418.06350890000067,None,418.06350890000067,None,418.06013140000107,None,['b'],418.06350890000067,None,None,,420.0600708000002,None,b,1.7304594999986875,1,1,0.8125,422.87698720000117,None,None,422.87698720000117,None,[1.7304594999986875],,,,,,,,,,,,,,,,,,,,,CBC_1019,003,4,3,1,18,0.9,2023-06-28_17h50.15.634,MSI_AV_v3,2022.1.1,59.748435188568344,
16,0,16,0,,,,,,,,,,0,0,1,z,63,1,3.73326136168326,1.94858485820231,None,424.6775303000013,None,426.64978520000113,None,426.64978520000113,None,426.6608790000002,None,['z'],426.64978520000113,None,None,,428.6479277000017,None,z,1.6899534999993193,1,1,0.8235294117647058,432.3844244000011,None,None,432.3844244000011,None,[1.6899534999993193],,,,,,,,,,,,,,,,,,,,,CBC_1019,003,4,3,1,18,0.9,2023-06-28_17h50.15.634,MSI_AV_v3,2022.1.1,59.748435188568344,
17,0,17,0,,,,,,,,,,1,2,3,b,63,0,4.11514536789087,1.43470440954152,None,434.1944785000014,None,435.6295536000016,None,435.6295536000016,None,435.62665270000036,None,None,435.6295536000016,None,['b'],[1.2955658999999287],437.6109447000017,None,b,3.2955658999999287,1,0,0.8333333333333334,441.7124178000013,None,None,441.7124178000013,None,,,,,,,,,,,,,,,,,,,,,,CBC_1019,003,4,3,1,18,0.9,2023-06-28_17h50.15.634,MSI_AV_v3,2022.1.1,59.748435188568344,
18,0,18,0,,,,,,,,,,3,2,0,z,27,1,3.35133458220192,3.24569326556923,None,443.5269293000001,None,446.78197030000047,None,446.78197030000047,None,446.7776164000001,None,['z'],446.78197030000047,None,None,,448.76147070000115,None,z,1.8467729999993026,1,1,0.8421052631578947,452.1186159000008,None,None,452.1186159000008,None,[1.8467729999993026],,,,,,,,,,,,,,,,,,,,,CBC_1019,003,4,3,1,18,0.9,2023-06-28_17h50.15.634,MSI_AV_v3,2022.1.1,59.748435188568344,
19,0,19,0,,,,,,,,,,2,3,2,b,63,1,3.31929419319838,2.22427187882546,None,453.9273095000008,None,456.14436360000036,None,456.14436360000036,None,456.14336330000117,None,['b'],456.14436360000036,None,None,,458.14555350000046,None,b,1.2278189999979077,1,1,0.85,461.4599760000001,None,None,461.4599760000001,None,[1.2278189999979077],,,,,,,,,,,,,,,,,,,,,CBC_1019,003,4,3,1,18,0.9,2023-06-28_17h50.15.634,MSI_AV_v3,2022.1.1,59.748435188568344,
20,0,20,0,,,,,,,,,,0,3,1,z,27,1,2.6391747348430608,0.974903167432984,None,463.26147910000145,None,464.2510968000006,None,464.2510968000006,None,464.26092759999955,None,['z'],464.2510968000006,None,None,,466.23773710000023,None,z,1.7213463000007323,1,1,0.8571428571428571,468.8771740000011,None,None,468.8771740000011,None,[1.7213463000007323],,,,,,,,,,,,,,,,,,,,,CBC_1019,003,4,3,1,18,0.9,2023-06-28_17h50.15.634,MSI_AV_v3,2022.1.1,59.748435188568344,
21,0,21,0,,,,,,,,,,1,3,2,z,63,1,2.7134565917469198,2.78346932462847,None,470.6777936000017,None,473.4839187000016,None,473.4839187000016,None,473.4945954000006,None,None,473.4839187000016,None,['z'],[0.2215115999988484],475.4615805000012,None,z,2.2215115999988484,1,1,0.8636363636363636,478.15390430000116,None,None,478.15390430000116,None,,,,,,,,,,,,,,,,,,,,,,CBC_1019,003,4,3,1,18,0.9,2023-06-28_17h50.15.634,MSI_AV_v3,2022.1.1,59.748435188568344,
22,0,22,0,,,,,,,,,,3,0,1,b,63,0,4.40017271499661,1.12425433982333,None,479.9670419000013,None,481.10267880000174,None,481.10267880000174,None,481.110966200001,None,['b'],481.10267880000174,None,None,,483.0972547000001,None,b,1.1661928999983502,1,0,0.8695652173913043,487.4999934000007,None,None,487.4999934000007,None,[1.1661928999983502],,,,,,,,,,,,,,,,,,,,,CBC_1019,003,4,3,1,18,0.9,2023-06-28_17h50.15.634,MSI_AV_v3,2022.1.1,59.748435188568344,
23,0,23,0,,,,,,,,,,0,2,1,z,9,1,4.82531807167306,1.95130344756745,None,489.3109822000006,None,491.2842802000014,None,491.2842802000014,None,491.29449680000033,None,['z'],491.2842802000014,None,None,,493.27912500000093,None,z,1.424388599998565,1,1,0.875,498.1186131000013,None,None,498.1186131000013,None,[1.424388599998565],,,,,,,,,,,,,,,,,,,,,CBC_1019,003,4,3,1,18,0.9,2023-06-28_17h50.15.634,MSI_AV_v3,2022.1.1,59.748435188568344,
24,0,24,0,,,,,,,,,,1,2,3,b,63,1,4.61004669244928,1.25817747924478,None,499.9269873000012,None,501.19946380000147,None,501.19946380000147,None,501.21134099999944,None,None,501.19946380000147,None,['b'],[0.03215799999998126],503.1780897000008,None,b,2.0321579999999813,1,1,0.88,507.7734081000017,None,None,507.7734081000017,None,,,,,,,,,,,,,,,,,,,,,,CBC_1019,003,4,3,1,18,0.9,2023-06-28_17h50.15.634,MSI_AV_v3,2022.1.1,59.748435188568344,
25,0,25,0,,,,,,,,,,2,2,3,z,63,1,4.52047235037039,3.06992456303453,None,509.5779242000008,None,512.6436980000017,None,512.6436980000017,None,512.6439029999997,None,['z'],512.6436980000017,None,None,,514.6475249000014,None,z,1.4924749999991036,1,1,0.8846153846153846,519.1840661000006,None,None,519.1840661000006,None,[1.4924749999991036],,,,,,,,,,,,,,,,,,,,,CBC_1019,003,4,3,1,18,0.9,2023-06-28_17h50.15.634,MSI_AV_v3,2022.1.1,59.748435188568344,
26,0,26,0,,,,,,,,,,0,0,1,z,63,1,2.666404967794728,2.15533949826702,None,520.9946467000009,None,523.1681018000018,None,523.1681018000018,None,523.1780799,None,None,523.1681018000018,None,['z'],[0.3194478000004892],525.1445640000002,None,z,2.3194478000004892,1,1,0.8888888888888888,527.8071195000011,None,None,527.8071195000011,None,,,,,,,,,,,,,,,,,,,,,,CBC_1019,003,4,3,1,18,0.9,2023-06-28_17h50.15.634,MSI_AV_v3,2022.1.1,59.748435188568344,
27,0,27,0,,,,,,,,,,3,0,2,b,27,1,3.6438386551209,0.80788063606262,None,529.6112634000001,None,530.4143855000002,None,530.4143855000002,None,530.4106265000005,None,None,530.4143855000002,None,['b'],[0.3355317000005016],532.3948231000013,None,b,2.3355317000005016,1,1,0.8928571428571429,536.0346632000001,None,None,536.0346632000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1019,003,4,3,1,18,0.9,2023-06-28_17h50.15.634,MSI_AV_v3,2022.1.1,59.748435188568344,
28,0,28,0,,,,,,,,,,2,1,3,z,27,1,4.12485271162806,1.18065738546375,None,537.8447524000003,None,539.0484891000015,None,539.0484891000015,None,539.0445833999996,None,['z'],539.0484891000015,None,None,,541.0494148000016,None,z,1.389209099999789,1,1,0.896551724137931,545.1687853000003,None,None,545.1687853000003,None,[1.389209099999789],,,,,,,,,,,,,,,,,,,,,CBC_1019,003,4,3,1,18,0.9,2023-06-28_17h50.15.634,MSI_AV_v3,2022.1.1,59.748435188568344,
29,0,29,0,,,,,,,,,,3,1,0,z,63,1,2.496959177995529,3.1424449555106,None,546.9781355000014,None,550.1339668,None,550.1339668,None,550.1446005999998,None,['z'],550.1339668,None,None,,552.1312586000004,None,z,1.2232382000001962,1,1,0.9,554.6349357000017,None,None,554.6349357000017,None,[1.2232382000001962],,,,,,,,,,,,,,,,,,,,,CBC_1019,003,4,3,1,18,0.9,2023-06-28_17h50.15.634,MSI_AV_v3,2022.1.1,59.748435188568344,
30,0,30,0,,,,,,,,,,1,2,0,b,27,1,2.2759877950103027,2.6299100644723,None,556.4449582000016,None,559.0984734000012,None,559.0984734000012,None,559.094792700001,None,['b'],559.0984734000012,None,None,,561.0797176000015,None,b,1.862850299999991,1,1,0.9032258064516129,563.3677534000017,None,None,563.3677534000017,None,[1.862850299999991],,,,,,,,,,,,,,,,,,,,,CBC_1019,003,4,3,1,18,0.9,2023-06-28_17h50.15.634,MSI_AV_v3,2022.1.1,59.748435188568344,
31,0,31,0,,,,,,,,,,2,2,3,z,63,1,3.26539063535182,2.96653053743745,None,565.1783106000003,None,568.1659654000014,None,568.1659654000014,None,568.1779266000004,None,['z'],568.1659654000014,None,None,,570.1674465000015,None,z,1.3642426999995223,1,1,0.90625,573.4351106000013,None,None,573.4351106000013,None,[1.3642426999995223],,,,,,,,,,,,,,,,,,,,,CBC_1019,003,4,3,1,18,0.9,2023-06-28_17h50.15.634,MSI_AV_v3,2022.1.1,59.748435188568344,
32,0,32,0,,,,,,,,,,0,1,0,b,63,1,4.77034425507967,0.979776149765883,None,575.2450026000006,None,576.232054600001,None,576.232054600001,None,576.2280894000008,None,['b'],576.232054600001,None,None,,578.2269445000002,None,b,1.776534000000538,1,1,0.9090909090909091,583.0017285000013,None,None,583.0017285000013,None,[1.776534000000538],,,,,,,,,,,,,,,,,,,,,CBC_1019,003,4,3,1,18,0.9,2023-06-28_17h50.15.634,MSI_AV_v3,2022.1.1,59.748435188568344,
33,0,33,0,,,,,,,,,,3,0,1,b,63,1,2.91303524001082,0.917519910446003,None,584.811743100001,None,585.7496702000008,None,585.7496702000008,None,585.7614513,None,['b'],585.7496702000008,None,None,,587.7455176000003,None,b,1.4633963999986008,1,1,0.9117647058823529,590.6688618000007,None,None,590.6688618000007,None,[1.4633963999986008],,,,,,,,,,,,,,,,,,,,,CBC_1019,003,4,3,1,18,0.9,2023-06-28_17h50.15.634,MSI_AV_v3,2022.1.1,59.748435188568344,
34,0,34,0,,,,,,,,,,2,2,3,z,63,0,4.53337421950507,1.96568735158996,None,592.4784489000012,None,594.4463979000011,None,594.4463979000011,None,594.4439502,None,None,594.4463979000011,None,['z'],[0.8861173999994207],596.4284387000007,None,z,2.8861173999994207,1,0,0.9142857142857143,600.9428472,None,None,600.9428472,None,,,,,,,,,,,,,,,,,,,,,,CBC_1019,003,4,3,1,18,0.9,2023-06-28_17h50.15.634,MSI_AV_v3,2022.1.1,59.748435188568344,
35,0,35,0,,,,,,,,,,1,2,0,b,27,1,2.693348633324513,3.33124983260532,None,602.7456014000018,None,606.0996875000001,None,606.0996875000001,None,606.1115679999995,None,None,606.0996875000001,None,['b'],[0.18244529999901715],608.0782845000012,None,b,2.182445299999017,1,1,0.9166666666666666,610.7612996000007,None,None,610.7612996000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_1019,003,4,3,1,18,0.9,2023-06-28_17h50.15.634,MSI_AV_v3,2022.1.1,59.748435188568344,
36,0,36,0,,,,,,,,,,3,0,1,b,63,1,2.517541937862754,1.60731937853708,None,612.5608434000005,None,614.1819442000015,None,614.1819442000015,None,614.1782988000008,None,['b'],614.1819442000015,None,None,,616.1791130000001,None,b,1.4274251000006188,1,1,0.918918918918919,618.7019762,None,None,618.7019762,None,[1.4274251000006188],,,,,,,,,,,,,,,,,,,,,CBC_1019,003,4,3,1,18,0.9,2023-06-28_17h50.15.634,MSI_AV_v3,2022.1.1,59.748435188568344,
37,0,37,0,,,,,,,,,,0,1,3,b,27,1,3.68371079902891,2.09887870490381,None,620.5117690000006,None,622.6111869000015,None,622.6111869000015,None,622.6107814000002,None,['b'],622.6111869000015,None,None,,624.6146902,None,b,1.3173522999986744,1,1,0.9210526315789473,628.3016661000001,None,None,628.3016661000001,None,[1.3173522999986744],,,,,,,,,,,,,,,,,,,,,CBC_1019,003,4,3,1,18,0.9,2023-06-28_17h50.15.634,MSI_AV_v3,2022.1.1,59.748435188568344,
38,0,38,0,,,,,,,,,,1,3,2,z,63,1,4.72585056748869,0.761758675042088,None,630.1109222000014,None,630.8820816000007,None,630.8820816000007,None,630.8783260000013,None,None,630.8820816000007,None,['z'],[1.5346101999984967],632.8614366000002,None,z,3.5346101999984967,1,1,0.9230769230769231,637.5686041000008,None,None,637.5686041000008,None,,,,,,,,,,,,,,,,,,,,,,CBC_1019,003,4,3,1,18,0.9,2023-06-28_17h50.15.634,MSI_AV_v3,2022.1.1,59.748435188568344,
39,0,39,0,,,,,,,,,,2,3,2,b,63,1,2.433630701072358,0.77703640172831,None,639.3787216000001,None,640.1653358000003,None,640.1653358000003,None,640.1617390000005,None,['b'],640.1653358000003,None,None,,642.1631182000001,None,b,1.6153971000003366,1,1,0.925,644.6020324000001,None,None,644.6020324000001,None,[1.6153971000003366],,,,,,,,,,,,,,,,,,,,,CBC_1019,003,4,3,1,18,0.9,2023-06-28_17h50.15.634,MSI_AV_v3,2022.1.1,59.748435188568344,
40,0,40,0,,,,,,,,,,0,0,1,z,63,1,4.01714354611405,3.4543169006169,None,646.4120494000017,None,649.882047000001,None,649.882047000001,None,649.8784257000001,None,['z'],649.882047000001,None,None,,651.8789113000003,None,z,1.5989800999977888,1,1,0.926829268292683,655.8944988000003,None,None,655.8944988000003,None,[1.5989800999977888],,,,,,,,,,,,,,,,,,,,,CBC_1019,003,4,3,1,18,0.9,2023-06-28_17h50.15.634,MSI_AV_v3,2022.1.1,59.748435188568344,
41,0,41,0,,,,,,,,,,3,2,0,z,27,1,2.592312596923728,3.40155979865722,None,657.6953141000013,None,661.0975577000008,None,661.0975577000008,None,661.0942465000003,None,None,661.0975577000008,None,['z'],[0.31304269999782264],663.0785779000016,None,z,2.3130426999978226,1,1,0.9285714285714286,665.6638403000015,None,None,665.6638403000015,None,,,,,,,,,,,,,,,,,,,,,,CBC_1019,003,4,3,1,18,0.9,2023-06-28_17h50.15.634,MSI_AV_v3,2022.1.1,59.748435188568344,
42,0,42,0,,,,,,,,,,2,3,0,b,9,1,3.7500315165247198,2.40378712856304,None,667.4786946000004,None,669.9004001000012,None,669.9004001000012,None,669.9118181000005,None,['b'],669.9004001000012,None,None,,671.8952905000006,None,b,1.5866159999986849,1,1,0.9302325581395349,675.6517419000011,None,None,675.6517419000011,None,[1.5866159999986849],,,,,,,,,,,,,,,,,,,,,CBC_1019,003,4,3,1,18,0.9,2023-06-28_17h50.15.634,MSI_AV_v3,2022.1.1,59.748435188568344,
43,0,43,0,,,,,,,,,,1,3,2,z,63,1,4.77723667052879,1.52290599571961,None,677.4619104000012,None,678.9802997000006,None,678.9802997000006,None,678.9781304000003,None,None,678.9802997000006,None,['b'],[1.6896182000000408],680.9620904000003,None,b,3.689618200000041,0,0,0.9090909090909091,685.7236460000004,None,None,685.7236460000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_1019,003,4,3,1,18,0.9,2023-06-28_17h50.15.634,MSI_AV_v3,2022.1.1,59.748435188568344,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,687.5291008000004,None,,,,,,,,,,,,,,,,,,CBC_1019,003,4,3,1,18,0.9,2023-06-28_17h50.15.634,MSI_AV_v3,2022.1.1,59.748435188568344,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.5294387000013,None,None,692.5294387000013,None,,,,,,,,,,,,,CBC_1019,003,4,3,1,18,0.9,2023-06-28_17h50.15.634,MSI_AV_v3,2022.1.1,59.748435188568344,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[3, 0, 1, 2]",0.7272727272727273,1.0,1.0,0.9090909090909091,36,0,8,,,,,,,,,,,,
