trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,participant,session,visual set [1-6],audio set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,0,3.0,1.0,z,27.0,1.0,4.334629553,2.128027194,None,188.06447430000117,None,190.2031216000014,None,190.2031216000014,None,190.21399356000038,None,None,190.2031216000014,None,['z'],[1.4192223999998532],192.1807374,None,z,3.4192223999998532,1,1,0.6666666666666666,196.50723500000095,None,None,196.50723500000095,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
9,0,9,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,1.6718976049999998,2.648704933,None,198.5140779000012,None,201.18440250000094,None,201.18440250000094,None,201.18060272000113,None,None,201.18440250000094,None,['b'],[1.3393472000007023],203.1640464000011,None,b,3.3393472000007023,1,1,0.7,204.82050789999994,None,None,204.82050789999994,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
10,0,10,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,4.268032915,1.483424551,None,206.83076250000158,None,208.33547410000028,None,208.33547410000028,None,208.34747306000062,None,None,208.33547410000028,None,['z'],[0.7646215000004304],210.31407540000146,None,z,2.7646215000004304,0,0,0.6363636363636364,214.57400860000052,None,None,214.57400860000052,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
11,0,11,0,,,,,,,,,,2,0.0,2.0,z,27.0,1.0,3.278108735,2.573610938,None,216.58083310000075,None,219.16723720000118,None,219.16723720000118,None,219.16400302000076,None,None,219.16723720000118,None,['z'],[1.2121860999995988],221.14710970000124,None,z,3.212186099999599,1,1,0.6666666666666666,224.41437970000152,None,None,224.41437970000152,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
12,0,12,0,,,,,,,,,,3,3.0,2.0,b,63.0,0.0,1.3262934849999999,1.84422311,None,226.41417050000018,None,228.26867500000117,None,228.26867500000117,None,228.28075406000207,None,None,228.26867500000117,None,['b'],[0.8193042000002606],230.24722890000157,None,b,2.8193042000002606,1,0,0.6923076923076923,231.55569500000092,None,None,231.55569500000092,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
13,0,13,0,,,,,,,,,,1,1.0,0.0,z,63.0,1.0,2.232488062,2.232990834,None,233.56376340000133,None,235.8004015000006,None,235.8004015000006,None,235.81379882000076,None,None,235.8004015000006,None,['z'],[0.46334999999999127],237.79759450000165,None,z,2.4633499999999913,1,1,0.7142857142857143,240.01907780000147,None,None,240.01907780000147,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
14,0,14,0,,,,,,,,,,2,2.0,3.0,b,63.0,1.0,2.949122761,2.684881281,None,242.03089780000118,None,244.73364010000114,None,244.73364010000114,None,244.7308309200009,None,None,244.73364010000114,None,['z'],[0.4148406000003888],246.71408820000033,None,z,2.414840600000389,0,0,0.6666666666666666,249.64400470000146,None,None,249.64400470000146,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
15,0,15,0,,,,,,,,,,1,0.0,2.0,b,27.0,1.0,2.917714675,1.313600181,None,251.64769310000156,None,252.98390930000096,None,252.98390930000096,None,252.9806285200004,None,None,252.98390930000096,None,['z'],[1.8809214000011707],254.96424730000035,None,z,3.8809214000011707,0,0,0.625,257.87458420000075,None,None,257.87458420000075,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
16,0,16,0,,,,,,,,,,3,2.0,3.0,z,63.0,1.0,1.219965572,3.276660373,None,259.8807054000008,None,263.16985620000014,None,263.16985620000014,None,263.1809019600019,None,None,263.16985620000014,None,None,,265.14771810000093,None,[],[],0,3,0.5882352941176471,266.35170220000145,None,None,266.35170220000145,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
17,0,17,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,3.044827724,3.264468617,None,268.3644107,None,271.6368843,None,271.6368843,None,271.64697862000065,None,None,271.6368843,None,['z'],[0.3025355000008858],273.63096060000134,None,z,2.302535500000886,0,0,0.5555555555555556,276.6593573000009,None,None,276.6593573000009,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
18,0,18,0,,,,,,,,,,0,3.0,1.0,z,27.0,1.0,2.372527466,2.407383959,None,278.665214300001,None,281.0835807000003,None,281.0835807000003,None,281.08100462000147,None,None,281.0835807000003,None,['b'],[0.34732380000059493],283.06435450000026,None,b,2.347323800000595,0,0,0.5263157894736842,285.44978130000163,None,None,285.44978130000163,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
19,0,19,0,,,,,,,,,,3,0.0,3.0,z,9.0,1.0,1.595506577,1.24796184,None,287.4646921000003,None,288.7359236000011,None,288.7359236000011,None,288.7317631200014,None,['z'],288.7359236000011,None,None,,290.7358750000003,None,z,0.4290545000003476,1,1,0.55,292.31371670000044,None,None,292.31371670000044,None,[0.4290545000003476],,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
20,0,20,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,2.078483356,0.977134615,None,294.31448810000074,None,295.3022333000008,None,295.3022333000008,None,295.31438666000173,None,None,295.3022333000008,None,['z'],[0.6898993999984668],297.2808505000012,None,z,2.689899399998467,0,0,0.5238095238095238,299.3368167000008,None,None,299.3368167000008,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
21,0,21,0,,,,,,,,,,1,1.0,0.0,z,63.0,1.0,3.884449499,0.971483559,None,301.3477322000017,None,302.3180519000016,None,302.3180519000016,None,302.33067472000147,None,None,302.3180519000016,None,['z'],[0.38199689999964903],304.31442550000065,None,z,2.381996899999649,1,1,0.5454545454545454,308.1816934000017,None,None,308.1816934000017,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
22,0,22,0,,,,,,,,,,2,2.0,3.0,b,63.0,1.0,4.309752164,2.234398566,None,310.19666770000003,None,312.4505112000006,None,312.4505112000006,None,312.4477453200008,None,None,312.4505112000006,None,['b'],[1.0611602000008133],314.43100159999995,None,b,3.0611602000008133,1,1,0.5652173913043478,318.7427110000008,None,None,318.7427110000008,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
23,0,23,0,,,,,,,,,,1,0.0,2.0,b,27.0,1.0,3.501824497,2.935368129,None,320.7480579000003,None,323.7017650000016,None,323.7017650000016,None,323.6977325200016,None,None,323.7017650000016,None,['z'],[1.0604992999997194],325.6810935000012,None,z,3.0604992999997194,0,0,0.5416666666666666,329.16916480000145,None,None,329.16916480000145,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
24,0,24,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,4.196249082,1.448890429,None,331.18125930000133,None,332.65251460000036,None,332.65251460000036,None,332.6644902600015,None,None,332.65251460000036,None,['b'],[1.2292632999997295],334.6311551000017,None,b,3.2292632999997295,1,1,0.56,338.82536550000077,None,None,338.82536550000077,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
25,0,25,0,,,,,,,,,,3,2.0,3.0,z,63.0,1.0,1.887650177,1.08099246,None,340.8305280000004,None,341.9221221000007,None,341.9221221000007,None,341.93163276000047,None,None,341.9221221000007,None,['z'],[1.1105058000011923],343.89865439999994,None,z,3.1105058000011923,1,1,0.5769230769230769,345.78086220000114,None,None,345.78086220000114,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
26,0,26,0,,,,,,,,,,0,1.0,2.0,b,9.0,1.0,3.478547126,2.7801224,None,347.78123870000127,None,350.5845766000002,None,350.5845766000002,None,350.58124702000094,None,None,350.5845766000002,None,['z'],[0.6896975999989081],352.56451820000075,None,z,2.689697599998908,0,0,0.5555555555555556,356.03694260000157,None,None,356.03694260000157,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
27,0,27,0,,,,,,,,,,3,1.0,3.0,z,27.0,1.0,1.610581685,1.910349838,None,358.0480754,None,359.9661233000006,None,359.9661233000006,None,359.96459412000075,None,None,359.9661233000006,None,None,,361.9476732000003,None,[],[],0,3,0.5357142857142857,363.5351103000012,None,None,363.5351103000012,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
28,0,28,0,,,,,,,,,,1,1.0,0.0,z,63.0,1.0,1.543156518,2.495793893,None,365.54809170000044,None,368.05358250000063,None,368.05358250000063,None,368.0646254600011,None,None,368.05358250000063,None,['z'],[0.46423110000068846],370.0312717000015,None,z,2.4642311000006885,1,1,0.5517241379310345,371.55896590000157,None,None,371.55896590000157,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
29,0,29,0,,,,,,,,,,1,0.0,1.0,b,63.0,1.0,3.589438522,1.086048241,None,373.56469020000077,None,374.66968930000075,None,374.66968930000075,None,374.6813025600018,None,None,374.66968930000075,None,['b'],[0.16007340000032855],376.64764450000075,None,b,2.1600734000003285,1,1,0.5666666666666667,380.21302410000135,None,None,380.21302410000135,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
30,0,30,0,,,,,,,,,,2,0.0,2.0,z,27.0,1.0,1.109698721,1.75396268,None,382.21458450000137,None,383.9860062000007,None,383.9860062000007,None,383.98136822000123,None,None,383.9860062000007,None,['z'],[0.5516520999990462],385.9648083000011,None,z,2.551652099999046,1,1,0.5806451612903226,387.05171730000075,None,None,387.05171730000075,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
31,0,31,0,,,,,,,,,,1,1.0,0.0,z,63.0,1.0,2.397501916,1.915207301,None,389.0647295000017,None,390.9998424000005,None,390.9998424000005,None,390.9983277200019,None,None,390.9998424000005,None,['z'],[0.24302259999967646],392.9813032000002,None,z,2.2430225999996765,1,1,0.59375,395.3644845000017,None,None,395.3644845000017,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
32,0,32,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,3.869831913,1.554037824,None,397.36399040000106,None,398.9370762000017,None,398.9370762000017,None,398.9481187600009,None,None,398.9370762000017,None,['z'],[0.8209850000002916],400.9154378000003,None,z,2.8209850000002916,0,0,0.5757575757575758,404.7714911000003,None,None,404.7714911000003,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
33,0,33,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,2.117809983,2.297139377,None,406.78153310000016,None,409.1027197000003,None,409.1027197000003,None,409.1147532600003,None,None,409.1027197000003,None,['b'],[0.8270427000006748],411.0814556000005,None,b,2.827042700000675,1,1,0.5882352941176471,413.1876187000016,None,None,413.1876187000016,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
34,0,34,0,,,,,,,,,,0,3.0,1.0,z,27.0,1.0,2.818459073,1.883772966,None,415.19741460000114,None,417.1029163000003,None,417.1029163000003,None,417.1149096600016,None,None,417.1029163000003,None,['z'],[1.8110090999998647],419.08148660000006,None,z,3.8110090999998647,1,1,0.6,421.8978100000004,None,None,421.8978100000004,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
35,0,35,0,,,,,,,,,,2,3.0,2.0,z,63.0,1.0,2.088920167,2.502774076,None,423.89827780000087,None,426.4184587,None,426.4184587,None,426.41500232000107,None,None,426.4184587,None,['b'],[1.5954841999991913],428.3982253000013,None,b,3.5954841999991913,0,0,0.5833333333333334,430.4730769000016,None,None,430.4730769000016,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
36,0,36,0,,,,,,,,,,2,2.0,0.0,b,27.0,1.0,2.0845750460000003,1.293060736,None,432.4816770000016,None,433.7856935,None,433.7856935,None,433.7816856200017,None,None,433.7856935,None,['z'],[0.519702800000232],435.76410230000147,None,z,2.519702800000232,0,0,0.5675675675675675,437.8457304000003,None,None,437.8457304000003,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
37,0,37,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,1.758742576,2.757001452,None,439.84836370000085,None,442.6194398000007,None,442.6194398000007,None,442.61514322000147,None,None,442.6194398000007,None,['b'],[1.610795299999154],444.5983055000015,None,b,3.610795299999154,1,1,0.5789473684210527,446.3465829000015,None,None,446.3465829000015,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
38,0,38,0,,,,,,,,,,1,3.0,0.0,z,9.0,1.0,2.208904638,1.378098418,None,448.3480305000012,None,449.7375877000013,None,449.7375877000013,None,449.7483111600009,None,None,449.7375877000013,None,None,,451.71591120000085,None,[],[],0,3,0.5641025641025641,453.90355679999993,None,None,453.90355679999993,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
39,0,39,0,,,,,,,,,,2,3.0,2.0,z,63.0,0.0,2.278602942,1.142638656,None,455.9143720000011,None,457.07053780000024,None,457.07053780000024,None,457.08165766000053,None,None,457.07053780000024,None,['b'],[0.33121220000066387],459.0484325000016,None,b,2.331212200000664,0,1,0.55,461.31017370000154,None,None,461.31017370000154,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
40,0,40,0,,,,,,,,,,1,1.0,0.0,z,63.0,1.0,4.176609572,1.732943574,None,463.31504620000123,None,465.0707349000004,None,465.0707349000004,None,465.08161156000057,None,None,465.0707349000004,None,['z'],[0.4342844000002515],467.0482797000004,None,z,2.4342844000002515,1,1,0.5609756097560976,471.202793800001,None,None,471.202793800001,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
41,0,41,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,2.67601813,1.411911144,None,473.2152081000004,None,474.63771500000075,None,474.63771500000075,None,474.6484071600003,None,None,474.63771500000075,None,['b'],[0.7683157999999821],476.6147144000006,None,b,2.768315799999982,1,1,0.5714285714285714,479.2749979,None,None,479.2749979,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
42,0,42,0,,,,,,,,,,2,2.0,3.0,b,63.0,1.0,1.874984683,2.108332021,None,481.28195790000063,None,483.4009994000007,None,483.4009994000007,None,483.39895032000203,None,None,483.4009994000007,None,['z'],[0.4925777000007656],485.3818699000003,None,z,2.4925777000007656,0,0,0.5581395348837209,487.24870740000006,None,None,487.24870740000006,None,,,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
43,0,43,0,,,,,,,,,,3,1.0,3.0,z,27.0,1.0,4.21669271,3.388090306,None,489.2647487000013,None,492.6698454000016,None,492.6698454000016,None,492.68185086000045,None,['z'],492.6698454000016,None,None,,494.6503206000016,None,z,1.9021804000003613,1,1,0.5681818181818182,498.87079410000115,None,None,498.87079410000115,None,[1.9021804000003613],,,,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,500.88183200000094,None,,,,,,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.8821031000007,None,None,505.8821031000007,None,,,,,,,,,,CBC_1005,003,6,3,6,6,0.95,2023-06-03_14h15.22.631,MSI_AV_v3,2022.1.1,60.027216339886664,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,easy,"[0, 1, 2, 3]","[1, 0, 2, 3]",0.6363636363636364,0.45454545454545453,0.6363636363636364,0.5454545454545454,,,,,,,,,,,,
