trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_3.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
9,0,9,0,,,,,,,,,,3,3.0,1.0,z,27.0,1.0,4.77723667052879,3.40155979865722,None,180.53793180000048,None,183.9597958000004,None,183.9597958000004,None,183.97142688000022,None,None,183.9597958000004,None,['z'],[0.6067679999987377],185.93803280000066,None,z,2.6067679999987377,1,1,0.7,190.70881460000055,None,None,190.70881460000055,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
10,0,10,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,4.40017271499661,2.10421507306074,None,192.52042789999996,None,194.64352620000045,None,194.64352620000045,None,194.65466018000043,None,None,194.64352620000045,None,['b'],[1.0620438999985709],196.62155800000073,None,b,3.062043899998571,0,0,0.6363636363636364,201.0137921000005,None,None,201.0137921000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
11,0,11,0,,,,,,,,,,3,1.0,3.0,b,27.0,1.0,4.7533305109883095,2.6299100644723,None,202.82065560000046,None,205.44257060000018,None,205.44257060000018,None,205.45437111000027,None,None,205.44257060000018,None,['b'],[0.19040469999981724],207.43834010000046,None,b,2.1904046999998172,1,1,0.6666666666666666,212.1777006000002,None,None,212.1777006000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
12,0,12,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,2.91303524001082,1.25817747924478,None,213.9882905000004,None,215.2423785000001,None,215.2423785000001,None,215.25391581000056,None,None,215.2423785000001,None,['b'],[0.5406183999994028],217.22170800000004,None,b,2.5406183999994028,0,0,0.6153846153846154,220.1207443000003,None,None,220.1207443000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
13,0,13,0,,,,,,,,,,0,3.0,2.0,b,63.0,1.0,3.73326136168326,1.12425433982333,None,221.92156950000026,None,223.04126870000073,None,223.04126870000073,None,223.05377210999976,None,None,223.04126870000073,None,['b'],[0.40697459999864805],225.02159630000006,None,b,2.406974599998648,1,1,0.6428571428571429,228.74686100000054,None,None,228.74686100000054,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
14,0,14,0,,,,,,,,,,2,0.0,3.0,b,9.0,1.0,3.3728785608729996,0.77703640172831,None,230.55394760000036,None,231.3488554000005,None,231.3488554000005,None,231.35526668000003,None,None,231.3488554000005,None,['b'],[0.8630691999996998],233.3211826000006,None,b,2.8630691999996998,1,1,0.6666666666666666,236.68201780000072,None,None,236.68201780000072,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
15,0,15,0,,,,,,,,,,3,0.0,1.0,z,63.0,0.0,2.342239579230602,2.78346932462847,None,238.48724010000024,None,241.27350980000028,None,241.27350980000028,None,241.27065813999997,None,None,241.27350980000028,None,['b'],[1.1344227999989016],243.25520760000018,None,b,3.1344227999989016,0,1,0.625,245.58638000000064,None,None,245.58638000000064,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
16,0,16,0,,,,,,,,,,0,2.0,3.0,z,63.0,1.0,2.2759877950103027,0.974903167432984,None,247.38840609999988,None,248.38012570000046,None,248.38012570000046,None,248.38867937999967,None,None,248.38012570000046,None,['b'],[0.48144499999852997],250.3553038,None,b,2.48144499999853,0,0,0.5882352941176471,252.61659580000014,None,None,252.61659580000014,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
17,0,17,0,,,,,,,,,,1,0.0,2.0,z,27.0,1.0,2.7134565917469198,0.979776149765883,None,254.42193790000056,None,255.4278944000007,None,255.4278944000007,None,255.43878838000037,None,None,255.4278944000007,None,['b'],[0.10525179999876855],257.40532560000065,None,b,2.1052517999987685,0,0,0.5555555555555556,260.10729919999994,None,None,260.10729919999994,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
18,0,18,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,2.666404967794728,1.95130344756745,None,261.9217671000006,None,263.8759497000001,None,263.8759497000001,None,263.88734620999986,None,['z'],263.8759497000001,None,None,,265.8747897000003,None,z,1.7047671999989689,0,0,0.5263157894736842,268.5449171,None,None,268.5449171,None,[1.7047671999989689],,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
19,0,19,0,,,,,,,,,,3,1.0,0.0,b,63.0,1.0,2.792365600763554,0.917519910446003,None,270.3550516000005,None,271.29244650000055,None,271.29244650000055,None,271.2886198100003,None,None,271.29244650000055,None,['b'],[0.005647299999509414],273.27230860000054,None,b,2.0056472999995094,1,1,0.55,276.0479591000003,None,None,276.0479591000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
20,0,20,0,,,,,,,,,,0,1.0,3.0,z,27.0,1.0,2.693348633324513,1.78643585472448,None,277.8551215000007,None,279.63883010000063,None,279.63883010000063,None,279.6373968400005,None,None,279.63883010000063,None,['b'],[0.24173289999907865],281.62185670000054,None,b,2.2417328999990787,0,0,0.5238095238095238,284.3007111000006,None,None,284.3007111000006,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
21,0,21,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,4.72585056748869,2.09887870490381,None,286.1052896000001,None,288.2281464000007,None,288.2281464000007,None,288.2385152800002,None,None,288.2281464000007,None,None,,290.2050340000005,None,[],[],0,3,0.5,294.9041004999999,None,None,294.9041004999999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
22,0,22,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,3.6438386551209,3.24569326556923,None,296.7052622000001,None,299.9601538000006,None,299.9601538000006,None,299.97131941000026,None,None,299.9601538000006,None,['z'],[0.30040229999940493],301.9553704,None,z,2.300402299999405,0,0,0.4782608695652174,305.5867900000003,None,None,305.5867900000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
23,0,23,0,,,,,,,,,,0,2.0,3.0,z,63.0,1.0,2.82320408183943,1.90743690794447,None,307.3882527000005,None,309.3095370000001,None,309.3095370000001,None,309.3218571800002,None,None,309.3095370000001,None,['b'],[0.3850814999996146],311.2888234000002,None,b,2.3850814999996146,0,0,0.4583333333333333,314.12469430000056,None,None,314.12469430000056,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
24,0,24,0,,,,,,,,,,1,2.0,0.0,b,27.0,1.0,3.68371079902891,3.06992456303453,None,315.92202780000025,None,319.0078428000006,None,319.0078428000006,None,319.00538601000045,None,None,319.0078428000006,None,['z'],[0.8888145999990229],320.9882600000001,None,z,2.888814599999023,0,0,0.44,324.6627472,None,None,324.6627472,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
25,0,25,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,2.526044641065533,1.18065738546375,None,326.47275360000003,None,327.67409600000065,None,327.67409600000065,None,327.67199391000014,None,None,327.67409600000065,None,['b'],[0.25338339999962045],329.65547870000046,None,b,2.2533833999996205,1,1,0.46153846153846156,332.1653335000001,None,None,332.1653335000001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
26,0,26,0,,,,,,,,,,3,1.0,3.0,b,27.0,1.0,4.12485271162806,1.1243895841892,None,333.9721171000001,None,335.10875810000016,None,335.10875810000016,None,335.10532021,None,None,335.10875810000016,None,['b'],[0.29307089999929303],337.0891820000006,None,b,2.293070899999293,1,1,0.48148148148148145,341.1955063000005,None,None,341.1955063000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
27,0,27,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,3.7500315165247198,3.1963008326951,['b'],343.0056609000003,None,346.2077417999999,None,346.2077417999999,None,346.20466174000035,None,['b'],346.2077417999999,None,None,,348.22386730000017,None,b,1.5502201999988756,0,0,0.4642857142857143,351.9788081000006,None,None,351.9788081000006,None,[1.5502201999988756],[0.5087096999995993],,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
28,0,28,0,,,,,,,,,,0,3.0,2.0,b,63.0,1.0,2.294664843639333,1.36309078069689,None,353.78826090000075,None,355.1575961000008,None,355.1575961000008,None,355.15556740999983,None,None,355.1575961000008,None,['b'],[0.761823099999674],357.1388993999999,None,b,2.761823099999674,1,1,0.4827586206896552,359.4289735000002,None,None,359.4289735000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
29,0,29,0,,,,,,,,,,3,0.0,1.0,z,63.0,1.0,2.629554641171433,2.49839527409216,None,361.2383518000006,None,363.7255341,None,363.7255341,None,363.7217034400003,None,None,363.7255341,None,['b'],[0.21579819999897154],365.7056753000006,None,b,2.2157981999989715,0,0,0.4666666666666667,368.32783160000054,None,None,368.32783160000054,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
30,0,30,0,,,,,,,,,,2,2.0,0.0,z,27.0,1.0,2.678526077912375,1.96568735158996,None,370.13907130000007,None,372.10738870000023,None,372.10738870000023,None,372.10472974000027,None,None,372.10738870000023,None,['z'],[0.42516839999916556],374.0882764000007,None,z,2.4251683999991656,1,1,0.4838709677419355,376.75255840000045,None,None,376.75255840000045,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
31,0,31,0,,,,,,,,,,0,3.0,0.0,b,9.0,1.0,4.61004669244928,1.27538462653558,None,378.5557112000006,None,379.82288659999995,None,379.82288659999995,None,379.82152344000065,None,None,379.82288659999995,None,['b'],[0.23641649999990477],381.8214145000002,None,b,2.2364164999999048,1,1,0.5,386.41785080000045,None,None,386.41785080000045,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
32,0,32,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,3.26539063535182,1.38289892513751,None,388.22256000000016,None,389.60662990000037,None,389.60662990000037,None,389.6046542400002,None,None,389.60662990000037,None,['b'],[0.7675625000001673],391.58912320000036,None,b,2.7675625000001673,0,0,0.48484848484848486,394.85126390000005,None,None,394.85126390000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
33,0,33,0,,,,,,,,,,3,0.0,1.0,z,63.0,1.0,4.53337421950507,1.53243550275999,None,396.6555264000008,None,398.21173290000024,None,398.21173290000024,None,398.22237377999994,None,None,398.21173290000024,None,['z'],[0.05286749999959284],400.1882865000007,None,z,2.052867499999593,1,1,0.5,404.6996336000002,None,None,404.6996336000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
34,0,34,0,,,,,,,,,,2,0.0,1.0,b,63.0,0.0,4.46924002178158,2.15533949826702,None,406.50564290000057,None,408.6775742,None,408.6775742,None,408.68900918,None,None,408.6775742,None,['z'],[1.9971116999995502],410.6554844000002,None,z,3.99711169999955,0,1,0.4857142857142857,415.1101322000004,None,None,415.1101322000004,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
35,0,35,0,,,,,,,,,,0,2.0,3.0,z,63.0,1.0,3.35133458220192,1.64421109900286,None,416.9224539000006,None,418.5661218000005,None,418.5661218000005,None,418.5719537100002,None,None,418.5661218000005,None,['b'],[0.5701735999991797],420.5548944000002,None,b,2.5701735999991797,0,0,0.4722222222222222,423.8928229000003,None,None,423.8928229000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
36,0,36,0,,,,,,,,,,3,1.0,2.0,b,9.0,1.0,2.517541937862754,1.21250262048173,None,425.70485800000006,None,426.9225451000002,None,426.9225451000002,None,426.92244461000047,None,None,426.9225451000002,None,['z'],[0.10882819999915228],428.90597290000005,None,z,2.1088281999991523,0,0,0.4594594594594595,431.42129230000046,None,None,431.42129230000046,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
37,0,37,0,,,,,,,,,,2,2.0,0.0,z,27.0,1.0,2.592312596923728,3.33124983260532,None,433.2221298000004,None,436.5576166999999,None,436.5576166999999,None,436.5557703100001,None,None,436.5576166999999,None,['z'],[1.0138601999988168],438.5385193000002,None,z,3.013860199998817,1,1,0.47368421052631576,441.1147589000002,None,None,441.1147589000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
38,0,38,0,,,,,,,,,,1,2.0,3.0,b,63.0,1.0,4.11514536789087,1.60731937853708,None,442.9226988999999,None,444.5400429000001,None,444.5400429000001,None,444.53911021000005,None,None,444.5400429000001,None,['b'],[0.5024496999994881],446.52256410000064,None,b,2.502449699999488,1,1,0.48717948717948717,450.6331768,None,None,450.6331768,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
39,0,39,0,,,,,,,,,,0,1.0,3.0,z,27.0,1.0,2.496959177995529,0.761758675042088,None,452.4397736000001,None,453.21253070000057,None,453.21253070000057,None,453.2230142800003,None,None,453.21253070000057,None,['b'],[0.17876199999864184],455.1894848000002,None,b,2.178761999998642,0,0,0.475,457.6829105000006,None,None,457.6829105000006,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
40,0,40,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,3.2062024266105302,1.94858485820231,None,459.48945880000065,None,461.4440676000004,None,461.4440676000004,None,461.4550973100002,None,None,461.4440676000004,None,['z'],[0.4326000999990356],463.42302689999997,None,z,2.4326000999990356,0,0,0.4634146341463415,466.6201716000005,None,None,466.6201716000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
41,0,41,0,,,,,,,,,,1,0.0,2.0,z,27.0,1.0,4.77034425507967,1.43470440954152,None,468.4231288000001,None,469.87782400000015,None,469.87782400000015,None,469.8897273799998,None,None,469.87782400000015,None,['b'],[0.9459157999990566],471.8554858000007,None,b,2.9459157999990566,0,0,0.4523809523809524,476.60987900000055,None,None,476.60987900000055,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
42,0,42,0,,,,,,,,,,0,3.0,2.0,b,63.0,1.0,3.76873691643126,1.52290599571961,None,478.4232105000001,None,479.96106150000014,None,479.96106150000014,None,479.97274237999994,None,None,479.96106150000014,None,['b'],[0.393081399998664],481.93867670000054,None,b,2.393081399998664,1,1,0.46511627906976744,485.6954295000005,None,None,485.6954295000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
43,0,43,0,,,,,,,,,,3,1.0,0.0,b,63.0,1.0,4.52047235037039,0.952147612306987,None,487.50588420000076,None,488.48057530000005,None,488.48057530000005,None,488.48995508000047,None,None,488.48057530000005,None,['b'],[0.1515568999993775],490.4566186000002,None,b,2.1515568999993775,1,1,0.4772727272727273,494.9726616000007,None,None,494.9726616000007,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,496.77218880000055,None,,,,,,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.7729626,None,None,501.7729626,None,,,,,,,,,,,,,CBC_1064,002,5,1,3,17,0.95,2024-01-28_10h00.06.405,MSI_AV_v3,2022.1.1,59.978072016931435,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[2, 3, 1, 0]",0.6363636363636364,0.36363636363636365,0.45454545454545453,0.45454545454545453,23,1,20,,,,,,,,,,,,
