trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,24.879699099999925,None,t,58.52365790000022,24.879699099999925,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1059,2,1,3,3,12,0.9,2024-01-26_15h04.43.497,MSI_TV_v3,2022.1.1,59.95739427555677,
,,,,,,,,,,None,83.4261776000003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1059,2,1,3,3,12,0.9,2024-01-26_15h04.43.497,MSI_TV_v3,2022.1.1,59.95739427555677,
0,0,0,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,4.46924002178158,1.21250262048173,None,83.62640960000044,None,84.81004175999988,84.81004175999988,84.82648666000023,None,[],['b'],[0.15438559999984136],86.81818250000015,None,b,2.1543855999998414,1,1,1.0,None,91.30274090000057,None,91.30274090000057,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1059,2,1,3,3,12,0.9,2024-01-26_15h04.43.497,MSI_TV_v3,2022.1.1,59.95739427555677,
1,0,1,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,2.666404967794728,0.952147612306987,None,93.11025490000065,None,94.04353136000009,94.04353136000009,94.06013265999991,z,['z'],None,,96.06384900000012,None,z,1.4906763999997565,0,0,0.5,None,98.72607150000022,None,98.72607150000022,None,1.4906763999997565,[1.4906763999997565],,,,,,,,,,,,,,,,,,,,,CBC_1059,2,1,3,3,12,0.9,2024-01-26_15h04.43.497,MSI_TV_v3,2022.1.1,59.95739427555677,
2,0,2,0,,,,,,,,,,1,1.0,2.0,z,9.0,1.0,4.53337421950507,2.49839527409216,None,100.52678240000023,None,103.01019846000054,103.01019846000054,103.02690666000035,None,[],['z'],[1.136379899999156],105.01412710000022,None,z,3.136379899999156,1,1,0.6666666666666666,None,109.53999329999988,None,109.53999329999988,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1059,2,1,3,3,12,0.9,2024-01-26_15h04.43.497,MSI_TV_v3,2022.1.1,59.95739427555677,
3,0,3,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,2.294664843639333,1.53243550275999,None,111.34263720000035,None,112.86020376000033,112.86020376000033,112.87671606000004,None,[],['b'],[1.4228034999996453],114.86364630000025,None,b,3.4228034999996453,0,0,0.5,None,117.1573999000002,None,117.1573999000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1059,2,1,3,3,12,0.9,2024-01-26_15h04.43.497,MSI_TV_v3,2022.1.1,59.95739427555677,
4,0,4,0,,,,,,,,,,3,3.0,1.0,b,27.0,1.0,4.77723667052879,2.09887870490381,None,118.95913329999985,None,121.02706196000054,121.02706196000054,121.04369925999981,None,[],['z'],[0.8893738999995549],123.03231099999994,None,z,2.889373899999555,0,0,0.4,None,127.81805080000049,None,127.81805080000049,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1059,2,1,3,3,12,0.9,2024-01-26_15h04.43.497,MSI_TV_v3,2022.1.1,59.95739427555677,
5,0,5,0,,,,,,,,,,0,0.0,1.0,z,63.0,1.0,2.693348633324513,1.64421109900286,None,129.6259240999998,None,131.2436995600001,131.2436995600001,131.26052205999986,None,[],['b'],[0.9043693000003259],133.24819630000002,None,b,2.904369300000326,0,0,0.3333333333333333,None,135.95419839999977,None,135.95419839999977,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1059,2,1,3,3,12,0.9,2024-01-26_15h04.43.497,MSI_TV_v3,2022.1.1,59.95739427555677,
6,0,6,0,,,,,,,,,,1,2.0,3.0,b,63.0,1.0,3.6438386551209,3.33124983260532,None,137.76001630000064,None,141.07708986000034,141.07708986000034,141.09371355999974,None,[],['b'],[0.5684542999997575],143.08253409999998,None,b,2.5684542999997575,1,1,0.42857142857142855,None,146.72069470000042,None,146.72069470000042,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1059,2,1,3,3,12,0.9,2024-01-26_15h04.43.497,MSI_TV_v3,2022.1.1,59.95739427555677,
7,0,7,0,,,,,,,,,,2,2.0,0.0,z,27.0,1.0,2.526044641065533,1.1243895841892,None,148.52696650000053,None,149.62677705999977,149.62677705999977,149.64348896000047,None,[],['b'],[1.454036699999051],151.63159970000015,None,b,3.454036699999051,0,0,0.375,None,154.1667109,None,154.1667109,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1059,2,1,3,3,12,0.9,2024-01-26_15h04.43.497,MSI_TV_v3,2022.1.1,59.95739427555677,
8,0,8,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,2.82320408183943,3.40155979865722,None,155.97686580000027,None,159.36074076000023,159.36074076000023,159.37739716000033,None,[],['b'],[0.7033377999996446],161.36608380000052,None,b,2.7033377999996446,1,1,0.4444444444444444,None,164.18838620000042,None,164.18838620000042,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1059,2,1,3,3,12,0.9,2024-01-26_15h04.43.497,MSI_TV_v3,2022.1.1,59.95739427555677,
9,0,9,0,,,,,,,,,,0,3.0,1.0,z,27.0,1.0,4.61004669244928,1.43470440954152,None,165.99379000000044,None,167.41067595999994,167.41067595999994,167.4271840600004,None,[],['b'],[1.1948360999995202],169.41355320000002,None,b,3.1948360999995202,0,0,0.4,None,174.02700880000066,None,174.02700880000066,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1059,2,1,3,3,12,0.9,2024-01-26_15h04.43.497,MSI_TV_v3,2022.1.1,59.95739427555677,
10,0,10,0,,,,,,,,,,1,3.0,2.0,z,63.0,0.0,2.629554641171433,1.78643585472448,None,175.82698429999982,None,177.59370855999987,177.59370855999987,177.61025086000063,None,[],['z'],[0.9930596000003789],179.59933300000012,None,z,2.993059600000379,1,0,0.45454545454545453,None,182.23849390000032,None,182.23849390000032,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1059,2,1,3,3,12,0.9,2024-01-26_15h04.43.497,MSI_TV_v3,2022.1.1,59.95739427555677,
11,0,11,0,,,,,,,,,,0,1.0,3.0,b,27.0,1.0,4.7533305109883095,0.979776149765883,None,184.0437350000002,None,185.01051756000015,185.01051756000015,185.02728336000018,None,[],['b'],[2.123222299999725],187.01726430000053,None,b,4.123222299999725,1,1,0.5,None,191.77704619999986,None,191.77704619999986,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1059,2,1,3,3,12,0.9,2024-01-26_15h04.43.497,MSI_TV_v3,2022.1.1,59.95739427555677,
12,0,12,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,2.496959177995529,1.96568735158996,None,193.57703450000008,None,195.52793056000064,195.52793056000064,195.54379336000056,None,[],['z'],[0.8246991000005437],197.53151210000033,None,z,2.8246991000005437,1,1,0.5384615384615384,None,200.03278779999982,None,200.03278779999982,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1059,2,1,3,3,12,0.9,2024-01-26_15h04.43.497,MSI_TV_v3,2022.1.1,59.95739427555677,
13,0,13,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,4.01714354611405,3.4543169006169,None,201.84403050000037,None,205.2774183600004,205.2774183600004,205.2942031600005,None,[],['b'],[0.6313495999993393],207.27965930000028,None,b,2.6313495999993393,1,1,0.5714285714285714,None,211.30197540000063,None,211.30197540000063,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1059,2,1,3,3,12,0.9,2024-01-26_15h04.43.497,MSI_TV_v3,2022.1.1,59.95739427555677,
14,0,14,0,,,,,,,,,,2,0.0,3.0,b,9.0,1.0,2.92731383428727,1.60731937853708,None,213.11086830000022,None,214.69385086000057,214.69385086000057,214.71093736000057,None,[],['b'],[2.2215566999993825],216.70098140000027,None,b,4.2215566999993825,1,1,0.6,None,219.62979240000004,None,219.62979240000004,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1059,2,1,3,3,12,0.9,2024-01-26_15h04.43.497,MSI_TV_v3,2022.1.1,59.95739427555677,
15,0,15,0,,,,,,,,,,0,0.0,1.0,z,63.0,0.0,4.40017271499661,1.38289892513751,None,221.44445780000024,None,222.81068486000004,222.81068486000004,222.82722355999977,None,[],['z'],[1.7165084999996907],224.8173252000006,None,z,3.7165084999996907,1,0,0.625,None,229.21402130000024,None,229.21402130000024,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1059,2,1,3,3,12,0.9,2024-01-26_15h04.43.497,MSI_TV_v3,2022.1.1,59.95739427555677,
16,0,16,0,,,,,,,,,,3,2.0,3.0,z,63.0,1.0,2.517541937862754,0.917519910446003,None,231.0276818000002,None,231.92734826000014,231.92734826000014,231.94418576000044,None,[],['z'],[0.4569078999993508],233.9314503000005,None,z,2.4569078999993508,1,1,0.6470588235294118,None,236.44329040000048,None,236.44329040000048,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1059,2,1,3,3,12,0.9,2024-01-26_15h04.43.497,MSI_TV_v3,2022.1.1,59.95739427555677,
17,0,17,0,,,,,,,,,,1,0.0,2.0,z,27.0,1.0,3.2062024266105302,1.53122835510861,None,238.24427370000012,None,239.76073656000062,239.76073656000062,239.77698946000055,None,[],['b'],[1.311303599999519],241.76359169999978,None,b,3.311303599999519,0,0,0.6111111111111112,None,244.9831277000003,None,244.9831277000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1059,2,1,3,3,12,0.9,2024-01-26_15h04.43.497,MSI_TV_v3,2022.1.1,59.95739427555677,
18,0,18,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,4.52047235037039,1.25817747924478,None,246.79412420000062,None,248.0274824600001,248.0274824600001,248.04407916000036,None,[],['b'],[1.2211490999998205],250.03142939999998,None,b,3.2211490999998205,1,1,0.631578947368421,None,254.55921490000037,None,254.55921490000037,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1059,2,1,3,3,12,0.9,2024-01-26_15h04.43.497,MSI_TV_v3,2022.1.1,59.95739427555677,
19,0,19,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,3.26539063535182,0.761758675042088,None,256.36096720000023,None,257.11094346000027,257.11094346000027,257.12756635999995,None,[],['b'],[0.22754910000003292],259.1154286000001,None,b,2.227549100000033,1,1,0.65,None,262.37785130000066,None,262.37785130000066,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1059,2,1,3,3,12,0.9,2024-01-26_15h04.43.497,MSI_TV_v3,2022.1.1,59.95739427555677,
20,0,20,0,,,,,,,,,,3,1.0,3.0,z,27.0,1.0,4.72585056748869,1.90743690794447,None,264.1778724000005,None,266.06100075999984,266.06100075999984,266.0773484600004,None,[],['z'],[1.701473299999634],268.06410490000053,None,z,3.701473299999634,1,1,0.6666666666666666,None,272.78532369999994,None,272.78532369999994,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1059,2,1,3,3,12,0.9,2024-01-26_15h04.43.497,MSI_TV_v3,2022.1.1,59.95739427555677,
21,0,21,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,3.73326136168326,3.1963008326951,None,274.59426730000087,None,277.77746536000086,277.77746536000086,277.79398906000097,None,[],['z'],[0.7355078000009598],279.782130900001,None,z,2.73550780000096,1,1,0.6818181818181818,None,283.5132773000005,None,283.5132773000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1059,2,1,3,3,12,0.9,2024-01-26_15h04.43.497,MSI_TV_v3,2022.1.1,59.95739427555677,
22,0,22,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,4.77034425507967,2.6299100644723,None,285.32803290000084,None,287.944566260001,287.944566260001,287.9611011600009,None,[],['z'],[2.0153349999991406],289.9491323000002,None,z,4.015334999999141,0,0,0.6521739130434783,None,294.7237230999999,None,294.7237230999999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1059,2,1,3,3,12,0.9,2024-01-26_15h04.43.497,MSI_TV_v3,2022.1.1,59.95739427555677,
23,0,23,0,,,,,,,,,,3,2.0,3.0,z,63.0,1.0,2.2759877950103027,2.22427187882546,None,296.52809979999984,None,298.727666660001,298.727666660001,298.7442705600006,None,[],['z'],[0.6882534000005762],300.73233830000027,None,z,2.688253400000576,1,1,0.6666666666666666,None,303.0054901000003,None,303.0054901000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1059,2,1,3,3,12,0.9,2024-01-26_15h04.43.497,MSI_TV_v3,2022.1.1,59.95739427555677,
