trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,31.32147840000107,None,t,43.31422670000393,31.32147840000107,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
,,,,,,,,,,None,74.65400339999906,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
0,0,0,0,,,,,,,,,,1,3,1,z,27,1,3.35133458220192,1.78643585472448,None,74.86908129999938,None,76.63571606999867,76.63571606999867,76.65229316999793,None,[],['b'],[0.4388204999995651],78.63361059999806,None,b,2.438820499999565,0,0,0.0,None,82.00265109999964,None,82.00265109999964,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
1,0,1,0,,,,,,,,,,0,2,3,b,63,1,2.91303524001082,0.917519910446003,None,83.80137990000003,None,84.70240297000018,84.70240297000018,84.71919106999812,z,['z'],None,,86.74117019999903,None,z,1.4876387000003888,0,0,0.0,None,89.64493389999916,None,89.64493389999916,None,1.4876387000003888,[1.4876387000003888],,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
2,0,2,0,,,,,,,,,,3,2,3,z,63,1,4.12485271162806,2.22427187882546,None,91.4512696999991,None,93.65224997000004,93.65224997000004,93.66897506999848,None,[],['b'],[0.3929984999995213],95.65632289999849,None,b,2.3929984999995213,0,0,0.0,None,99.79177179999897,None,99.79177179999897,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
3,0,3,0,,,,,,,,,,1,1,0,b,63,1,4.72585056748869,1.36309078069689,None,101.60216759999821,None,102.93595126999898,102.93595126999898,102.95228476999873,None,[],['z'],[0.3995292000035988],104.93735259999812,None,z,2.399529200003599,0,0,0.0,None,109.66659649999929,None,109.66659649999929,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
4,0,4,0,,,,,,,,,,2,3,0,z,9,1,4.11514536789087,2.6299100644723,None,111.46883639999942,None,114.08599997000019,114.08599997000019,114.10247457000114,None,[],['b'],[0.758976299999631],116.08921009999904,None,b,2.758976299999631,0,0,0.0,None,120.21829330000037,None,120.21829330000037,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
5,0,5,0,,,,,,,,,,3,2,3,z,63,1,2.666404967794728,3.33124983260532,None,122.01932079999824,None,125.33576706999847,125.33576706999847,125.35207807000151,None,[],['b'],[0.4394843000009132],127.3314939999982,None,b,2.439484300000913,0,0,0.0,None,130.01052029999846,None,130.01052029999846,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
6,0,6,0,,,,,,,,,,0,2,0,b,27,1,2.82320408183943,2.49839527409216,None,131.81908009999825,None,134.3027092699991,134.3027092699991,134.3193346699987,None,[],['b'],[0.4288687000007485],136.30550779999976,None,b,2.4288687000007485,1,1,0.14285714285714285,None,139.1303286000002,None,139.1303286000002,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
7,0,7,0,,,,,,,,,,2,1,0,z,63,1,2.294664843639333,2.10421507306074,None,140.93568199999936,None,143.01819727000074,143.01819727000074,143.0350840700008,None,[],['z'],[0.6691768000018783],145.01383859999987,None,z,2.6691768000018783,1,1,0.25,None,147.29833950000102,None,147.29833950000102,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
8,0,8,0,,,,,,,,,,1,0,1,z,63,1,2.496959177995529,1.1243895841892,None,149.1026736999993,None,150.20269796999818,150.20269796999818,150.21924447000092,None,[],['b'],[0.28324070000235224],152.20488059999843,None,b,2.2832407000023522,0,0,0.2222222222222222,None,154.69922379999844,None,154.69922379999844,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
9,0,9,0,,,,,,,,,,3,3,1,b,27,1,2.792365600763554,3.1963008326951,None,156.50233749999825,None,159.68578166999905,159.68578166999905,159.70225167000135,None,[],['b'],[1.3067975000012666],161.68931859999793,None,b,3.3067975000012666,1,1,0.3,None,164.47973809999894,None,164.47973809999894,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
10,0,10,0,,,,,,,,,,0,2,3,b,63,1,2.592312596923728,3.1424449555106,None,166.28609979999965,None,169.4023635699992,169.4023635699992,169.41895596999856,b,['b'],None,,171.44436959999803,None,b,1.7718518000037875,1,1,0.36363636363636365,None,174.0304834999988,None,174.0304834999988,None,1.7718518000037875,[1.7718518000037875],,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
11,0,11,0,,,,,,,,,,1,0,1,z,63,1,2.517541937862754,0.979776149765883,None,175.83583929999804,None,176.80250606999797,176.80250606999797,176.81907756999826,None,[],['b'],[0.739891200002603],178.80102970000007,None,b,2.739891200002603,0,0,0.3333333333333333,None,181.3351890999984,None,181.3351890999984,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
12,0,12,0,,,,,,,,,,2,1,0,z,63,1,4.7533305109883095,1.95130344756745,None,183.1360648000009,None,185.0693654700004,185.0693654700004,185.08596576999807,None,[],['z'],[0.6075710000004619],187.07218450000073,None,z,2.607571000000462,1,1,0.38461538461538464,None,191.83643859999938,None,191.83643859999938,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
13,0,13,0,,,,,,,,,,0,2,1,b,9,1,3.68371079902891,1.52290599571961,None,193.6358665000007,None,195.13612556999905,195.13612556999905,195.15263256999933,None,[],['b'],[1.252716999999393],197.1397212999982,None,b,3.252716999999393,1,1,0.42857142857142855,None,200.82085079999888,None,200.82085079999888,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
14,0,14,0,,,,,,,,,,2,0,1,b,63,1,4.82531807167306,1.25920145784721,None,202.63584690000062,None,203.86919586999974,203.86919586999974,203.88589996999835,None,[],['b'],[1.6479947000007087],205.8723308999979,None,b,3.6479947000007087,1,1,0.4666666666666667,None,210.69708339999852,None,210.69708339999852,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
15,0,15,0,,,,,,,,,,3,1,3,z,27,1,2.92731383428727,1.53122835510861,None,212.5025674999997,None,214.0193708699986,214.0193708699986,214.03609027000093,b,['b'],None,,216.06159439999828,None,b,1.9858377000018663,0,0,0.4375,None,218.9953303000002,None,218.9953303000002,None,1.9858377000018663,[1.9858377000018663],,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
16,0,16,0,,,,,,,,,,1,1,0,b,63,1,3.71372710086949,1.60731937853708,None,220.80251080000016,None,222.38488486999958,222.38488486999958,222.40205987000044,None,[],['b'],[0.7018211000031442],224.38085639999917,None,b,2.7018211000031442,1,1,0.47058823529411764,None,228.09638059999997,None,228.09638059999997,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
17,0,17,0,,,,,,,,,,0,3,2,z,63,0,2.2759877950103027,1.90743690794447,None,229.90213360000052,None,231.78601496999872,231.78601496999872,231.80258506999925,None,[],['z'],[0.3114327000002959],233.79017309999836,None,z,2.311432700000296,1,0,0.5,None,236.0797147000012,None,236.0797147000012,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
18,0,18,0,,,,,,,,,,2,0,2,b,27,1,3.7500315165247198,1.96568735158996,None,237.8858423999991,None,239.83597857000095,239.83597857000095,239.85258007000047,None,[],['b'],[1.1262755000025209],241.83933969999998,None,b,3.126275500002521,1,1,0.5263157894736842,None,245.59607459999825,None,245.59607459999825,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
19,0,19,0,,,,,,,,,,3,2,3,z,63,1,2.342239579230602,2.40378712856304,None,247.4026629,None,249.7860027700004,249.7860027700004,249.80255576999807,None,[],['b'],[0.8379160000004049],251.78867900000114,None,b,2.837916000000405,0,0,0.5,None,254.1834897000008,None,254.1834897000008,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
20,0,20,0,,,,,,,,,,1,1,3,b,27,1,4.77034425507967,0.952147612306987,None,255.98607939999783,None,256.91938857000025,256.91938857000025,256.93596946999935,None,[],['b'],[0.3734366000026057],258.92500649999783,None,b,2.3734366000026057,1,1,0.5238095238095238,None,263.6943929000008,None,263.6943929000008,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
21,0,21,0,,,,,,,,,,0,2,3,b,63,1,3.6438386551209,1.64421109900286,None,265.5017521000009,None,267.11965956999813,267.11965956999813,267.1363283700008,None,[],['z'],[1.5893181999999797],269.1234373999978,None,z,3.5893181999999797,0,0,0.5,None,272.7749193999989,None,272.7749193999989,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
22,0,22,0,,,,,,,,,,2,1,0,z,63,1,2.678526077912375,3.4543169006169,None,274.58598509999865,None,278.01948696999864,278.01948696999864,278.0363013700004,None,[],['z'],[0.6326111000016681],280.0239382,None,z,2.632611100001668,1,1,0.5217391304347826,None,282.71388039999874,None,282.71388039999874,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
23,0,23,0,,,,,,,,,,1,1,2,b,9,1,2.433630701072358,3.40155979865722,None,284.5192845999991,None,287.90279126999997,287.90279126999997,287.919451469999,None,[],['b'],[1.565166300002602],289.9072215999986,None,b,3.565166300002602,1,1,0.5416666666666666,None,292.3479205000003,None,292.3479205000003,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
24,0,24,0,,,,,,,,,,0,3,2,z,63,1,2.6391747348430608,1.12425433982333,None,294.15222859999994,None,295.25297507000107,295.25297507000107,295.26969486999917,None,[],['z'],[0.3226439999998547],297.2557185000005,None,z,2.3226439999998547,1,1,0.56,None,299.9008009999998,None,299.9008009999998,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
25,0,25,0,,,,,,,,,,3,3,2,b,63,1,2.7134565917469198,2.09887870490381,None,301.70191780000096,None,303.76994247000005,303.76994247000005,303.78612246999876,None,[],['b'],[0.6554782000021078],305.77018150000004,None,b,2.6554782000021078,1,1,0.5769230769230769,None,308.48890480000045,None,308.48890480000045,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
26,0,26,0,,,,,,,,,,1,1,0,b,63,1,2.526044641065533,1.94858485820231,None,310.3032065999978,None,312.2365820699994,312.2365820699994,312.25309576999973,None,[],['z'],[0.2285799000019324],314.2342787999987,None,z,2.2285799000019324,0,0,0.5555555555555556,None,316.7723708000012,None,316.7723708000012,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
27,0,27,0,,,,,,,,,,2,2,0,z,27,1,4.52047235037039,1.21250262048173,None,318.5860486999991,None,319.7857245699994,319.7857245699994,319.80216577000067,None,[],None,,321.782363899998,None,None,[],0,3,0.5357142857142857,None,326.2963271999979,None,326.2963271999979,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
28,0,28,0,,,,,,,,,,3,3,1,b,27,1,3.02234236141277,2.15533949826702,None,328.1028675999987,None,330.2366299700003,330.2366299700003,330.2533059699996,None,[],['b'],[0.39075229999798466],332.23501100000067,None,b,2.3907522999979847,1,1,0.5517241379310345,None,335.26559319999797,None,335.26559319999797,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
29,0,29,0,,,,,,,,,,2,0,1,b,63,1,4.40017271499661,0.974903167432984,None,337.0696029999999,None,338.0196763700002,338.0196763700002,338.03632967000124,None,[],['b'],[1.8062620999990031],340.0176911999988,None,b,3.806262099999003,1,1,0.5666666666666667,None,344.4208164999982,None,344.4208164999982,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
30,0,30,0,,,,,,,,,,0,0,2,z,27,1,2.629554641171433,3.24569326556923,None,346.21991139999955,None,349.45293107000145,349.45293107000145,349.4696541699992,None,[],['b'],[0.3864843000010296],351.45912549999775,None,b,2.3864843000010296,0,0,0.5483870967741935,None,354.09904370000004,None,354.09904370000004,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
31,0,31,0,,,,,,,,,,3,3,2,b,63,1,4.77723667052879,1.18065738546375,None,355.90304900000046,None,357.0697824699997,357.0697824699997,357.0865620699984,None,[],['b'],[3.0649898999981815],359.0730282000004,None,b,5.0649898999981815,1,1,0.5625,None,363.85337660000005,None,363.85337660000005,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
32,0,32,0,,,,,,,,,,1,0,1,z,63,1,4.190022164497369,2.96653053743745,None,365.6524580000005,None,368.5870716700007,368.5870716700007,368.6028914699997,b,['b'],None,,370.6031756000011,None,b,1.7520706000032078,0,0,0.5454545454545454,None,374.7962340999984,None,374.7962340999984,None,1.7520706000032078,[1.7520706000032078],,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
33,0,33,0,,,,,,,,,,2,1,0,z,63,1,2.693348633324513,2.78346932462847,None,376.6029052999984,None,379.3702645699992,379.3702645699992,379.386599770001,None,[],['z'],[1.0773674000010942],381.3725568000009,None,z,3.077367400001094,1,1,0.5588235294117647,None,384.067675899998,None,384.067675899998,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
34,0,34,0,,,,,,,,,,3,3,2,b,63,0,3.3728785608729996,1.53243550275999,None,385.8692482000006,None,387.37012706999997,387.37012706999997,387.38693526999816,b,['b'],None,,389.4087030999981,None,b,1.72018090000347,1,0,0.5714285714285714,None,392.77970899999855,None,392.77970899999855,None,1.72018090000347,[1.72018090000347],,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
35,0,35,0,,,,,,,,,,0,0,2,z,27,1,3.31929419319838,1.27538462653558,None,394.587195600001,None,395.83646376999934,395.83646376999934,395.85309106999887,None,[],['z'],[0.8514224999998987],397.8388680999997,None,z,2.8514224999998987,1,1,0.5833333333333334,None,401.1571120999979,None,401.1571120999979,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
36,0,36,0,,,,,,,,,,2,1,0,z,63,1,4.01714354611405,1.43470440954152,None,402.9699744999998,None,404.38694886999986,404.38694886999986,404.4030527700012,None,[],['b'],[0.5529098000006343],406.3829306000007,None,b,2.5529098000006343,0,0,0.5675675675675675,None,410.40714509999816,None,410.40714509999816,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
37,0,37,0,,,,,,,,,,1,3,1,z,27,1,3.26539063535182,1.34668860557497,None,412.2199424999999,None,413.53646226999956,413.53646226999956,413.5530897700006,None,[],['b'],[0.693178400000761],415.54223809999894,None,b,2.693178400000761,0,0,0.5526315789473685,None,418.8221095000008,None,418.8221095000008,None,,,,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
38,0,38,0,,,,,,,,,,0,2,3,b,63,1,3.76873691643126,0.77703640172831,None,420.6363324999984,None,421.3871081700014,421.3871081700014,421.4033985700004,b,['b'],None,,423.42936709999776,None,b,1.1965192000025127,1,1,0.5641025641025641,None,427.1858175999987,None,427.1858175999987,None,1.1965192000025127,[1.1965192000025127],,,,,,,,,,,,,,,,,,CBC_1015,4,5,2,5,14,0.95,2023-06-25_16h00.28.888,MSI_TV_v3,2022.1.1,59.92502181252686,
