trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_4.rt,allKeys.rt,response_5.keys,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_5.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
10,0,10,0,,,,,,,,,,2,3,1,b,27,1,1.6718976049999998,2.935368129,None,168.8261741999995,None,171.7425694599997,171.7425694599997,171.75896826000007,None,[],,,['b'],173.7451244999993,None,b,2.469746499999019,1,1,0.8181818181818182,None,175.4305306999995,None,175.4305306999995,None,[0.46974649999901885],,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
11,0,11,0,,,,,,,,,,0,0,1,b,63,0,2.0845750460000003,2.573610938,None,177.44305650000024,None,179.992520159999,179.992520159999,180.00909656000022,b,['b'],1.1193034999996598,[1.1193034999996598],None,182.03526950000014,None,b,1.1193034999996598,1,0,0.8333333333333334,None,184.11904299999878,None,184.11904299999878,None,,,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
12,0,12,0,,,,,,,,,,1,3,2,z,63,1,3.956662465,2.108332021,None,186.12583040000027,None,188.2090510600001,188.2090510600001,188.22570736000034,None,[],,,['z'],190.21513229999982,None,z,2.672933699999703,1,1,0.8461538461538461,None,194.17381039999964,None,194.17381039999964,None,[0.6729336999997031],,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
13,0,13,0,,,,,,,,,,0,2,0,z,27,1,2.117809983,2.234398566,None,196.17558230000031,None,198.39244486000007,198.39244486000007,198.40908255999875,z,['z'],1.4598027000010916,[1.4598027000010916],None,200.43300420000014,None,z,1.4598027000010916,1,1,0.8571428571428571,None,202.553853899999,None,202.553853899999,None,,,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
14,0,14,0,,,,,,,,,,3,1,0,b,63,1,2.278602942,1.75396268,None,204.5590898999999,None,206.29251135999857,206.29251135999857,206.30909046000033,None,[],,,['b'],208.29376839999895,None,b,2.856248299998697,1,1,0.8666666666666667,None,210.5822369999987,None,210.5822369999987,None,[0.8562482999986969],,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
15,0,15,0,,,,,,,,,,2,2,3,z,63,1,3.884449499,1.24796184,None,212.59249529999943,None,213.82584385999962,213.82584385999962,213.84282205999898,None,[],,,['z'],215.84801009999865,None,z,2.2831338999985746,1,1,0.875,None,219.74762550000014,None,219.74762550000014,None,[0.28313389999857463],,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
16,0,16,0,,,,,,,,,,3,2,1,z,9,1,4.196249082,1.554037824,None,221.75911479999922,None,223.29249805999916,223.29249805999916,223.3091070599994,None,[],,,['z'],225.2954407999987,None,z,3.7552745999983017,1,1,0.8823529411764706,None,229.5029519999989,None,229.5029519999989,None,[1.7552745999983017],,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
17,0,17,0,,,,,,,,,,2,3,1,b,27,1,3.622505815,1.915207301,None,231.50915469999927,None,233.4091581599996,233.4091581599996,233.425811959999,None,[],,,['b'],235.4117484999988,None,b,2.19291499999963,1,1,0.8888888888888888,None,239.0406215999992,None,239.0406215999992,None,[0.1929149999996298],,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
18,0,18,0,,,,,,,,,,0,1,0,z,63,1,1.595506577,1.910349838,None,241.04263100000026,None,242.92589046000012,242.92589046000012,242.94256606,z,['z'],1.2504635000004782,[1.2504635000004782],None,244.96773959999882,None,z,1.2504635000004782,1,1,0.8947368421052632,None,246.57039710000026,None,246.57039710000026,None,,,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
19,0,19,0,,,,,,,,,,0,0,1,b,63,1,3.501824497,2.232990834,None,248.57587179999973,None,250.7925465599992,250.7925465599992,250.80920805999904,b,['b'],1.1629990000001271,[1.1629990000001271],None,252.83433159999913,None,b,1.1629990000001271,1,1,0.9,None,256.3365955999998,None,256.3365955999998,None,,,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
20,0,20,0,,,,,,,,,,1,0,2,z,27,1,2.372527466,1.483424551,None,258.34262449999915,None,259.8094517599993,259.8094517599993,259.82591265999963,None,[],,,['z'],261.8116579999987,None,z,2.3541175999998813,1,1,0.9047619047619048,None,264.18784289999894,None,264.18784289999894,None,[0.35411759999988135],,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
21,0,21,0,,,,,,,,,,3,1,0,b,63,1,1.219965572,3.388090306,None,266.1924471000002,None,269.55917666000005,269.55917666000005,269.5759286599996,None,[],,,['b'],271.5633275,None,b,2.4533217000007426,1,1,0.9090909090909091,None,272.78568559999985,None,272.78568559999985,None,[0.45332170000074257],,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
22,0,22,0,,,,,,,,,,1,0,2,z,27,1,2.242058058,1.313600181,None,274.7925875000001,None,276.09269245999985,276.09269245999985,276.10994495999967,None,[],,,['z'],278.0967662999992,None,z,2.3223303999984637,1,1,0.9130434782608695,None,280.3404964000001,None,280.3404964000001,None,[0.3223303999984637],,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
23,0,23,0,,,,,,,,,,2,2,3,z,63,1,3.589438522,1.086048241,None,282.34262339999987,None,283.40928835999966,283.40928835999966,283.42599436,None,[],,,['z'],285.4315756999986,None,z,2.230302699999811,1,1,0.9166666666666666,None,289.0447194999997,None,289.0447194999997,None,[0.230302699999811],,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
24,0,24,0,,,,,,,,,,0,0,1,b,63,1,1.90573091,2.648704933,None,291.0593668999991,None,293.692666259999,293.692666259999,293.70932835999974,b,['b'],1.7178937999997288,[1.7178937999997288],None,295.7349402999989,None,b,1.7178937999997288,1,1,0.92,None,297.6369053999988,None,297.6369053999988,None,,,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
25,0,25,0,,,,,,,,,,1,2,3,b,63,1,2.397501916,0.789129603,None,299.6426202999992,None,300.41010555999947,300.41010555999947,300.4259579599993,None,[],,,['b'],302.41259979999995,None,b,2.454112899999018,1,1,0.9230769230769231,None,304.82084120000036,None,304.82084120000036,None,[0.4541128999990178],,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
26,0,26,0,,,,,,,,,,0,0,2,b,27,1,1.874984683,3.321420384,None,306.82589740000003,None,310.12601855999947,310.12601855999947,310.1427862600003,b,['b'],1.3310058999995817,[1.3310058999995817],None,312.1621884999986,None,b,1.3310058999995817,1,1,0.9259259259259259,None,314.05471319999924,None,314.05471319999924,None,,,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
27,0,27,0,,,,,,,,,,2,2,3,z,63,1,1.887650177,2.962224669,None,316.0598732999988,None,318.9927550599996,318.9927550599996,319.00948485999925,None,[],,,['z'],320.99568199999885,None,z,2.2745699000006425,1,1,0.9285714285714286,None,322.8895384999996,None,322.8895384999996,None,[0.2745699000006425],,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
28,0,28,0,,,,,,,,,,2,2,3,z,63,1,2.917714675,1.448890429,None,324.89280139999937,None,326.3260047599988,326.3260047599988,326.34270165999897,None,[],,,['z'],328.3294876,None,z,2.10770809999849,1,1,0.9310344827586207,None,331.2587470999988,None,331.2587470999988,None,[0.10770809999849007],,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
29,0,29,0,,,,,,,,,,3,1,3,b,27,1,2.208904638,2.297139377,None,333.2596229999999,None,335.5425050599997,335.5425050599997,335.55942735999906,None,[],,,['b'],337.54387359999964,None,b,2.417283099999622,1,1,0.9333333333333333,None,339.7701911999993,None,339.7701911999993,None,[0.4172830999996222],,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
30,0,30,0,,,,,,,,,,2,3,0,b,9,1,2.818459073,1.883772966,None,341.7760476000003,None,343.6426654599991,343.6426654599991,343.6593760599999,None,[],,,['b'],345.6435204999998,None,b,2.399959799999124,1,1,0.9354838709677419,None,348.4582387999999,None,348.4582387999999,None,[0.3999597999991238],,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
31,0,31,0,,,,,,,,,,3,0,1,z,63,1,1.899747326,2.407383959,None,350.45934920000036,None,352.8427940599986,352.8427940599986,352.85949355999855,None,[],,,['z'],354.8452707999986,None,z,2.390647700000045,1,1,0.9375,None,356.7559887999996,None,356.7559887999996,None,[0.390647700000045],,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
32,0,32,0,,,,,,,,,,0,0,1,b,63,1,2.078483356,1.732943574,None,358.7593180999993,None,360.4758640600003,360.4758640600003,360.492712459999,b,['b'],1.4516655000006722,[1.4516655000006722],None,362.5150498999992,None,b,1.4516655000006722,1,1,0.9393939393939394,None,364.587641099999,None,364.587641099999,None,,,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
33,0,33,0,,,,,,,,,,3,0,1,z,63,1,3.278108735,2.757001452,None,366.5927531999987,None,369.32621645999916,369.32621645999916,369.3426489599997,None,[],,,['z'],371.3291742000001,None,z,3.167680399999881,1,1,0.9411764705882353,None,374.60564460000023,None,374.60564460000023,None,[1.167680399999881],,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
34,0,34,0,,,,,,,,,,1,2,3,b,63,1,2.232488062,1.293060736,None,376.60953599999993,None,377.8761806599987,377.8761806599987,377.89289566000025,None,[],,,['b'],379.8791844999996,None,b,2.6863126999996894,1,1,0.9428571428571428,None,382.10908519999975,None,382.10908519999975,None,[0.6863126999996894],,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
35,0,35,0,,,,,,,,,,0,2,0,z,27,1,4.176609572,2.502774076,None,384.1095355999987,None,386.5928768599997,386.5928768599997,386.60944735999965,z,['z'],1.5939766000010422,[1.5939766000010422],None,388.63471329999993,None,z,1.5939766000010422,1,1,0.9444444444444444,None,392.80363899999975,None,392.80363899999975,None,,,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
36,0,36,0,,,,,,,,,,3,0,1,z,63,1,1.543156518,1.378098418,None,394.8094368999991,None,396.1596123600002,396.1596123600002,396.1762896600003,None,[],,,['z'],398.16258240000025,None,z,2.410899500000596,1,1,0.9459459459459459,None,399.70756999999867,None,399.70756999999867,None,[0.41089950000059616],,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
37,0,37,0,,,,,,,,,,3,1,3,b,27,1,1.610581685,3.276660373,None,401.71041109999896,None,404.95974035999916,404.95974035999916,404.97625575999973,None,[],,,['b'],406.9627769999988,None,b,2.315699400000085,1,1,0.9473684210526315,None,408.57735429999957,None,408.57735429999957,None,[0.315699400000085],,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
38,0,38,0,,,,,,,,,,1,2,3,b,63,1,3.044827724,2.495793893,None,410.59275700000035,None,413.05961235999985,413.05961235999985,413.07620185999895,None,[],,,['b'],415.0618109999996,None,b,2.687347099999897,1,1,0.9487179487179487,None,418.1153553000004,None,418.1153553000004,None,[0.6873470999998972],,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
39,0,39,0,,,,,,,,,,2,1,3,z,27,1,2.088920167,2.071213329,None,420.1263921999998,None,422.1766317599986,422.1766317599986,422.19300615999873,None,[],,,['z'],424.17968929999915,None,z,2.272229600001083,1,1,0.95,None,426.27201839999907,None,426.27201839999907,None,[0.27222960000108287],,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
40,0,40,0,,,,,,,,,,1,2,1,b,9,1,3.869831913,0.977134615,None,428.27632900000026,None,429.22638705999907,429.22638705999907,429.24302735999936,None,[],,,['z'],431.22987309999917,None,z,3.8963443000011466,0,0,0.926829268292683,None,435.1083378000003,None,435.1083378000003,None,[1.8963443000011466],,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
41,0,41,0,,,,,,,,,,3,1,0,b,63,0,1.3262934849999999,2.684881281,None,437.1097138999994,None,439.77648015999966,439.77648015999966,439.7930792599991,None,[],,,['b'],441.7792688999998,None,b,2.332227299999431,1,0,0.9285714285714286,None,443.11096989999896,None,443.11096989999896,None,[0.3322272999994311],,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
42,0,42,0,,,,,,,,,,2,2,3,z,63,1,2.518459073,3.274187802,None,445.1096424999996,None,448.3598250599998,448.3598250599998,448.37645015999897,None,[],,,['z'],450.3652757999989,None,z,2.1750372999995307,1,1,0.9302325581395349,None,452.88612509999984,None,452.88612509999984,None,[0.17503729999953066],,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
43,0,43,0,,,,,,,,,,0,1,0,z,63,1,2.949122761,2.210349838,None,454.89308509999864,None,457.0764765599988,457.0764765599988,457.09311505999995,None,[],,,['z'],459.0815383999998,None,z,2.294838300000265,1,1,0.9318181818181818,None,462.0323811999988,None,462.0323811999988,None,[0.294838300000265],,,,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,464.04312989999926,None,,,,,,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.0264914999989,None,None,469.0264914999989,474.0098879999987,,,,,,,,,,CBC_1007,004,5,1,1,4,0.95,2023-06-21_16h08.10.582,MSI_TV_v3,2022.1.1,60.01676868490852,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,easy,"[0, 1, 2, 3]","[0, 3, 1, 2]",0.8181818181818182,1.0,1.0,0.9090909090909091,,,,,,,,,,,,
