trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
27,0,27,0,,,,,,,,,,2,1.0,3.0,z,27.0,1.0,4.82531807167306,3.06992456303453,None,336.99737749999986,None,340.0677386999996,None,340.0677386999996,None,340.07970372000074,None,['b'],340.0677386999996,None,None,,342.0637735,None,b,1.5690130999992107,0,0,0.5714285714285714,346.88681069999984,None,None,346.88681069999984,None,[1.5690130999992107],,,,,,,,,,,,,,,,,,,,,CBC_1029,001,2,2,6,4,0.95,2023-07-21_14h51.03.497,MSI_AV_v3,2022.1.1,60.02184795240846,
28,0,28,0,,,,,,,,,,0,1.0,0.0,z,63.0,1.0,3.02234236141277,1.25817747924478,None,348.69750100000056,None,349.96872410000105,None,349.96872410000105,None,349.96469812000015,None,None,349.96872410000105,None,['z'],[0.7083579999998619],351.94713330000013,None,z,2.708357999999862,1,1,0.5862068965517241,354.9529882000006,None,None,354.9529882000006,None,,,,,,,,,,,,,,,,,,,,,,CBC_1029,001,2,2,6,4,0.95,2023-07-21_14h51.03.497,MSI_AV_v3,2022.1.1,60.02184795240846,
29,0,29,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,2.629554641171433,2.09887870490381,None,356.7641136000002,None,358.88810229999945,None,358.88810229999945,None,358.8974344599996,None,['b'],358.88810229999945,None,None,,360.8653804000005,None,b,1.60033680000015,1,1,0.6,363.4964937000004,None,None,363.4964937000004,None,[1.60033680000015],,,,,,,,,,,,,,,,,,,,,CBC_1029,001,2,2,6,4,0.95,2023-07-21_14h51.03.497,MSI_AV_v3,2022.1.1,60.02184795240846,
30,0,30,0,,,,,,,,,,1,0.0,2.0,z,27.0,1.0,2.7134565917469198,1.94858485820231,None,365.2977661999994,None,367.26677670000026,None,367.26677670000026,None,367.26409482000037,None,None,367.26677670000026,None,['z'],[1.125336499999321],369.24720530000013,None,z,3.125336499999321,1,1,0.6129032258064516,371.95642770000086,None,None,371.95642770000086,None,,,,,,,,,,,,,,,,,,,,,,CBC_1029,001,2,2,6,4,0.95,2023-07-21_14h51.03.497,MSI_AV_v3,2022.1.1,60.02184795240846,
31,0,31,0,,,,,,,,,,0,1.0,0.0,z,63.0,1.0,4.77034425507967,2.49839527409216,None,373.76354119999996,None,376.2481533000009,None,376.2481533000009,None,376.24649568000063,None,None,376.2481533000009,None,['b'],[0.8059006000003137],378.2308054999994,None,b,2.8059006000003137,0,0,0.59375,382.98334330000034,None,None,382.98334330000034,None,,,,,,,,,,,,,,,,,,,,,,CBC_1029,001,2,2,6,4,0.95,2023-07-21_14h51.03.497,MSI_AV_v3,2022.1.1,60.02184795240846,
32,0,32,0,,,,,,,,,,3,1.0,0.0,b,63.0,1.0,3.35133458220192,1.43470440954152,None,384.79757400000017,None,386.2342246999997,None,386.2342246999997,None,386.2305887800005,None,None,386.2342246999997,None,['z'],[1.5314247999976942],388.23088950000056,None,z,3.531424799997694,0,0,0.5757575757575758,391.5738094999997,None,None,391.5738094999997,None,,,,,,,,,,,,,,,,,,,,,,CBC_1029,001,2,2,6,4,0.95,2023-07-21_14h51.03.497,MSI_AV_v3,2022.1.1,60.02184795240846,
33,0,33,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,3.71372710086949,0.77703640172831,None,393.3809428000004,None,394.1659252999998,None,394.1659252999998,None,394.1634061800007,None,None,394.1659252999998,None,['b'],[0.17426460000024235],396.1473081999993,None,b,2.1742646000002424,1,1,0.5882352941176471,399.8563243999997,None,None,399.8563243999997,None,,,,,,,,,,,,,,,,,,,,,,CBC_1029,001,2,2,6,4,0.95,2023-07-21_14h51.03.497,MSI_AV_v3,2022.1.1,60.02184795240846,
34,0,34,0,,,,,,,,,,3,3.0,1.0,z,27.0,1.0,3.2062024266105302,0.952147612306987,None,401.66467290000037,None,402.63628790000075,None,402.63628790000075,None,402.64809905999977,None,['z'],402.63628790000075,None,None,,404.63443929999994,None,z,1.6612299000007624,1,1,0.6,407.85293079999974,None,None,407.85293079999974,None,[1.6612299000007624],,,,,,,,,,,,,,,,,,,,,CBC_1029,001,2,2,6,4,0.95,2023-07-21_14h51.03.497,MSI_AV_v3,2022.1.1,60.02184795240846,
35,0,35,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,4.01714354611405,3.40155979865722,None,409.6645315000005,None,413.0820069000001,None,413.0820069000001,None,413.0809468200003,None,None,413.0820069000001,None,['z'],[1.178193799998553],415.06428609999966,None,z,3.178193799998553,1,1,0.6111111111111112,419.0686074000005,None,None,419.0686074000005,None,,,,,,,,,,,,,,,,,,,,,,CBC_1029,001,2,2,6,4,0.95,2023-07-21_14h51.03.497,MSI_AV_v3,2022.1.1,60.02184795240846,
36,0,36,0,,,,,,,,,,1,2.0,0.0,b,27.0,1.0,2.526044641065533,3.33124983260532,None,420.88086029999977,None,424.2354957999996,None,424.2354957999996,None,424.2310479200003,None,None,424.2354957999996,None,['b'],[1.2787869999992836],426.21456559999933,None,b,3.2787869999992836,1,1,0.6216216216216216,428.73226520000026,None,None,428.73226520000026,None,,,,,,,,,,,,,,,,,,,,,,CBC_1029,001,2,2,6,4,0.95,2023-07-21_14h51.03.497,MSI_AV_v3,2022.1.1,60.02184795240846,
37,0,37,0,,,,,,,,,,3,1.0,0.0,b,63.0,1.0,4.77723667052879,1.12425433982333,None,430.54810279999947,None,431.68578270000035,None,431.68578270000035,None,431.6816014200011,None,None,431.68578270000035,None,['z'],[1.4173216999988654],433.66471810000075,None,z,3.4173216999988654,0,0,0.6052631578947368,438.4232178000002,None,None,438.4232178000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_1029,001,2,2,6,4,0.95,2023-07-21_14h51.03.497,MSI_AV_v3,2022.1.1,60.02184795240846,
38,0,38,0,,,,,,,,,,0,3.0,0.0,z,9.0,1.0,2.294664843639333,1.60731937853708,None,440.2311843999996,None,441.8517812000009,None,441.8517812000009,None,441.86443745999935,None,None,441.8517812000009,None,['z'],[0.13409820000015316],443.8311706000004,None,z,2.134098200000153,1,1,0.6153846153846154,446.11345769999934,None,None,446.11345769999934,None,,,,,,,,,,,,,,,,,,,,,,CBC_1029,001,2,2,6,4,0.95,2023-07-21_14h51.03.497,MSI_AV_v3,2022.1.1,60.02184795240846,
39,0,39,0,,,,,,,,,,1,3.0,2.0,z,63.0,0.0,2.342239579230602,3.1963008326951,None,447.91348409999955,None,451.1174761000002,None,451.1174761000002,None,451.11437782000013,None,['z'],451.1174761000002,None,None,,453.11187319999954,None,z,1.2888877999994293,1,0,0.625,455.4519123000009,None,None,455.4519123000009,None,[1.2888877999994293],,,,,,,,,,,,,,,,,,,,,CBC_1029,001,2,2,6,4,0.95,2023-07-21_14h51.03.497,MSI_AV_v3,2022.1.1,60.02184795240846,
40,0,40,0,,,,,,,,,,0,1.0,0.0,z,63.0,1.0,4.52047235037039,3.24569326556923,None,457.2645678000008,None,460.5334966999999,None,460.5334966999999,None,460.5313700200002,None,None,460.5334966999999,None,['z'],[0.8944756999990204],462.5148351000007,None,z,2.8944756999990204,1,1,0.6341463414634146,467.0243594000003,None,None,467.0243594000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1029,001,2,2,6,4,0.95,2023-07-21_14h51.03.497,MSI_AV_v3,2022.1.1,60.02184795240846,
41,0,41,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,2.2759877950103027,1.96568735158996,None,468.83104599999933,None,470.82221260000006,None,470.82221260000006,None,470.83115005999974,None,None,470.82221260000006,None,['z'],[0.6550182000009954],472.7978562999997,None,z,2.6550182000009954,0,0,0.6190476190476191,475.06694830000015,None,None,475.06694830000015,None,,,,,,,,,,,,,,,,,,,,,,CBC_1029,001,2,2,6,4,0.95,2023-07-21_14h51.03.497,MSI_AV_v3,2022.1.1,60.02184795240846,
42,0,42,0,,,,,,,,,,1,2.0,3.0,b,63.0,1.0,2.82320408183943,0.80788063606262,None,476.88105370000085,None,477.7062284000003,None,477.7062284000003,None,477.7151196599993,None,None,477.7062284000003,None,['z'],[0.09896939999816823],479.6817250999993,None,z,2.0989693999981682,0,0,0.6046511627906976,482.48866819999967,None,None,482.48866819999967,None,,,,,,,,,,,,,,,,,,,,,,CBC_1029,001,2,2,6,4,0.95,2023-07-21_14h51.03.497,MSI_AV_v3,2022.1.1,60.02184795240846,
43,0,43,0,,,,,,,,,,2,1.0,3.0,z,27.0,1.0,3.6438386551209,2.96653053743745,None,484.2978598000009,None,487.28713179999977,None,487.28713179999977,None,487.298164960001,None,None,487.28713179999977,None,['z'],[0.28387180000027],489.2648683999996,None,z,2.28387180000027,1,1,0.6136363636363636,492.8905243999998,None,None,492.8905243999998,None,,,,,,,,,,,,,,,,,,,,,,CBC_1029,001,2,2,6,4,0.95,2023-07-21_14h51.03.497,MSI_AV_v3,2022.1.1,60.02184795240846,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,494.69811649999974,None,,,,,,,,,,,,,,,,,,CBC_1029,001,2,2,6,4,0.95,2023-07-21_14h51.03.497,MSI_AV_v3,2022.1.1,60.02184795240846,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.698310400001,None,None,499.698310400001,None,,,,,,,,,,,,,CBC_1029,001,2,2,6,4,0.95,2023-07-21_14h51.03.497,MSI_AV_v3,2022.1.1,60.02184795240846,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,easy,"[0, 1, 2, 3]","[0, 3, 1, 2]",0.6363636363636364,0.6363636363636364,0.45454545454545453,0.7272727272727273,25,0,19,,,,,,,,,,,,
