trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,0,2.0,0.0,b,27.0,1.0,4.77723667052879,1.38289892513751,None,546.8258230000001,None,548.2240899000008,None,548.2240899000008,None,548.2250326000006,None,None,548.2240899000008,None,['b'],[1.212135699999635],550.2087705000004,None,b,3.212135699999635,1,1,0.6666666666666666,554.9799315,None,None,554.9799315,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
9,0,9,0,,,,,,,,,,2,2.0,3.0,z,63.0,1.0,2.2759877950103027,2.6299100644723,None,556.7920328,None,559.4434182000005,None,559.4434182000005,None,559.4421540000006,None,None,559.4434182000005,None,['z'],[1.3812957000000097],561.4252341000001,None,z,3.3812957000000097,1,1,0.7,563.6962058000008,None,None,563.6962058000008,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
10,0,10,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,3.35133458220192,2.09887870490381,None,565.5087105000002,None,567.6340438000007,None,567.6340438000007,None,567.6423033000002,None,None,567.6340438000007,None,['b'],[0.12295749999975669],569.6088759000004,None,b,2.1229574999997567,1,1,0.7272727272727273,572.9447966000007,None,None,572.9447966000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
11,0,11,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,4.77034425507967,1.27538462653558,None,574.7588052000001,None,576.0468579000008,None,576.0468579000008,None,576.0587551,None,None,576.0468579000008,None,['z'],[0.22812439999961498],578.0257629000007,None,z,2.228124399999615,0,0,0.6666666666666666,582.7785752,None,None,582.7785752,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
12,0,12,0,,,,,,,,,,2,2.0,3.0,z,63.0,1.0,2.82320408183943,1.25920145784721,None,584.5925375000006,None,585.8641450000005,None,585.8641450000005,None,585.8587511000009,None,['z'],585.8641450000005,None,None,,587.8648464000007,None,z,1.6036429999994652,1,1,0.6923076923076923,590.6792833000009,None,None,590.6792833000009,None,[1.6036429999994652],,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
13,0,13,0,,,,,,,,,,0,2.0,0.0,b,27.0,1.0,4.12485271162806,3.06992456303453,None,592.4923284000006,None,595.5788690000009,None,595.5788690000009,None,595.5754681000002,None,None,595.5788690000009,None,['z'],[0.5176594000004116],597.5589140000002,None,z,2.5176594000004116,0,0,0.6428571428571429,601.6783836000004,None,None,601.6783836000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
14,0,14,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,2.592312596923728,3.1424449555106,None,603.4924520000004,None,606.6481817000004,None,606.6481817000004,None,606.6590530000004,None,None,606.6481817000004,None,['z'],[0.5803669999995691],608.6251735000005,None,z,2.580366999999569,0,0,0.6,611.2040454000007,None,None,611.2040454000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
15,0,15,0,,,,,,,,,,1,1.0,3.0,b,27.0,1.0,3.31929419319838,1.53122835510861,None,613.0090591000007,None,614.5613403000007,None,614.5613403000007,None,614.5589254,None,None,614.5613403000007,None,['b'],[0.6304147999999259],616.5421334000002,None,b,2.630414799999926,1,1,0.625,619.8537844000002,None,None,619.8537844000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
16,0,16,0,,,,,,,,,,0,3.0,2.0,z,63.0,1.0,3.68371079902891,0.917519910446003,None,621.6589566000002,None,622.5984230000004,None,622.5984230000004,None,622.6092897,None,None,622.5984230000004,None,['z'],[0.383117499999571],624.5754248000003,None,z,2.383117499999571,1,1,0.6470588235294118,628.2541684000007,None,None,628.2541684000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
17,0,17,0,,,,,,,,,,2,2.0,3.0,z,63.0,0.0,2.496959177995529,1.34668860557497,None,630.0587228000004,None,631.4282688000003,None,631.4282688000003,None,631.4254908000006,None,None,631.4282688000003,None,['b'],[0.3715552999992724],633.4095503000008,None,b,2.3715552999992724,0,1,0.6111111111111112,635.9029832000006,None,None,635.9029832000006,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
18,0,18,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,4.53337421950507,0.974903167432984,None,637.7088788000001,None,638.6891257000007,None,638.6891257000007,None,638.6920531000009,None,None,638.6891257000007,None,['z'],[0.17340659999990748],640.6754838000006,None,z,2.1734065999999075,0,0,0.5789473684210527,645.1979319000002,None,None,645.1979319000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
19,0,19,0,,,,,,,,,,3,2.0,0.0,z,27.0,1.0,3.76873691643126,1.43470440954152,None,647.0088220000007,None,648.4633413000001,None,648.4633413000001,None,648.4593907000002,None,None,648.4633413000001,None,['b'],[0.2305419999993319],650.4421657000003,None,b,2.230541999999332,0,0,0.55,654.1976195000007,None,None,654.1976195000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
20,0,20,0,,,,,,,,,,2,0.0,3.0,z,9.0,1.0,2.678526077912375,1.25817747924478,None,656.0089185000006,None,657.2799300000006,None,657.2799300000006,None,657.2758185000006,None,None,657.2799300000006,None,['b'],[0.5479416999996829],659.2585848000008,None,b,2.547941699999683,0,0,0.5238095238095238,661.9181809000002,None,None,661.9181809000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
21,0,21,0,,,,,,,,,,0,2.0,3.0,b,63.0,1.0,4.61004669244928,1.1243895841892,None,663.7257378000004,None,664.8608557000007,None,664.8608557000007,None,664.8591648000005,None,None,664.8608557000007,None,['b'],[1.0398029999996652],666.8418434000005,None,b,3.039802999999665,1,1,0.5454545454545454,671.4443204000008,None,None,671.4443204000008,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
22,0,22,0,,,,,,,,,,1,3.0,1.0,z,27.0,1.0,4.01714354611405,1.64421109900286,None,673.2588168000002,None,674.9097171000003,None,674.9097171000003,None,674.9087231000007,None,None,674.9097171000003,None,['z'],[0.42977150000024267],676.8923651000005,None,z,2.4297715000002427,1,1,0.5652173913043478,680.9060464000004,None,None,680.9060464000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
23,0,23,0,,,,,,,,,,0,3.0,2.0,z,63.0,1.0,3.7500315165247198,3.40155979865722,None,682.7089755000006,None,686.1313310000005,None,686.1313310000005,None,686.1424311000002,None,None,686.1313310000005,None,['z'],[0.902458900000056],688.1088077000004,None,z,2.902458900000056,1,1,0.5833333333333334,691.8487384,None,None,691.8487384,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
24,0,24,0,,,,,,,,,,2,2.0,3.0,z,63.0,1.0,4.190022164497369,0.952147612306987,None,693.6587556000004,None,694.6337242000009,None,694.6337242000009,None,694.6428518000004,None,None,694.6337242000009,None,['z'],[0.7182508999994752],696.6094598000009,None,z,2.7182508999994752,1,1,0.6,700.7832333000006,None,None,700.7832333000006,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
25,0,25,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,3.26539063535182,1.18065738546375,None,702.5926909,None,703.7933871000005,None,703.7933871000005,None,703.7923993000007,None,None,703.7933871000005,None,['z'],[0.3921023000002606],705.7755230000002,None,z,2.3921023000002606,0,0,0.5769230769230769,709.036231,None,None,709.036231,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
26,0,26,0,,,,,,,,,,3,0.0,3.0,b,9.0,1.0,3.3728785608729996,2.49839527409216,None,710.8432529000002,None,713.3624110000001,None,713.3624110000001,None,713.3590916000006,None,None,713.3624110000001,None,['b'],[0.5144996999997602],715.3424966000002,None,b,2.51449969999976,1,1,0.5925925925925926,718.7111711000007,None,None,718.7111711000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
27,0,27,0,,,,,,,,,,2,2.0,3.0,z,63.0,1.0,2.666404967794728,1.52290599571961,None,720.5257814000006,None,722.0607965000008,None,722.0607965000008,None,722.0590277000005,None,None,722.0607965000008,None,['z'],[0.14704519999941112],724.0426628000005,None,z,2.147045199999411,1,1,0.6071428571428571,726.7016886000001,None,None,726.7016886000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
28,0,28,0,,,,,,,,,,0,2.0,0.0,b,27.0,1.0,4.40017271499661,1.53243550275999,None,728.5093500000003,None,730.0641889000008,None,730.0641889000008,None,730.0758445000002,None,None,730.0641889000008,None,['b'],[0.7837374000000636],732.0430227000006,None,b,2.7837374000000636,1,1,0.6206896551724138,736.4280321000006,None,None,736.4280321000006,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
29,0,29,0,,,,,,,,,,3,1.0,0.0,z,63.0,1.0,2.6391747348430608,0.77703640172831,None,738.2429107000007,None,739.0268052000001,None,739.0268052000001,None,739.0256880000001,None,None,739.0268052000001,None,['b'],[0.5349802999999156],741.0091493,None,b,2.5349802999999156,0,0,0.6,743.6374114,None,None,743.6374114,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
30,0,30,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,3.73326136168326,1.94858485820231,None,745.4425937000005,None,747.4157732000003,None,747.4157732000003,None,747.4260063000003,None,None,747.4157732000003,None,['b'],[0.36823049999929935],749.3928622000003,None,b,2.3682304999992994,1,1,0.6129032258064516,753.1236562000004,None,None,753.1236562000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
31,0,31,0,,,,,,,,,,2,3.0,1.0,b,27.0,1.0,4.72585056748869,0.979776149765883,None,754.9256216000003,None,755.9293878000008,None,755.9293878000008,None,755.9259688000005,None,None,755.9293878000008,None,['b'],[0.08137899999928777],757.9094075000003,None,b,2.0813789999992878,1,1,0.625,762.6219133000004,None,None,762.6219133000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
32,0,32,0,,,,,,,,,,0,3.0,2.0,z,63.0,1.0,4.82531807167306,1.96568735158996,None,764.4267388000007,None,766.4118333000006,None,766.4118333000006,None,766.4092960000002,None,None,766.4118333000006,None,['z'],[0.585840200000348],768.3921850000006,None,z,2.585840200000348,1,1,0.6363636363636364,773.2109326,None,None,773.2109326,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
33,0,33,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,3.02234236141277,2.15533949826702,None,775.0260203000007,None,777.1980699000005,None,777.1980699000005,None,777.2094053000002,None,None,777.1980699000005,None,['b'],[1.054514599999493],779.1758045000006,None,b,3.054514599999493,1,1,0.6470588235294118,782.1870373000002,None,None,782.1870373000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
34,0,34,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,3.6438386551209,1.95130344756745,None,783.9927482000003,None,785.9638662000007,None,785.9638662000007,None,785.9593761,None,None,785.9638662000007,None,['z'],[0.40198009999949136],787.9426921000004,None,z,2.4019800999994914,0,0,0.6285714285714286,791.5767413000003,None,None,791.5767413000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
35,0,35,0,,,,,,,,,,0,1.0,2.0,z,9.0,1.0,2.92731383428727,0.761758675042088,None,793.3761235000002,None,794.1483661000002,None,794.1483661000002,None,794.1595025000007,None,None,794.1483661000002,None,['z'],[0.5279285999995409],796.1261696000001,None,z,2.527928599999541,1,1,0.6388888888888888,799.0538072000008,None,None,799.0538072000008,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
36,0,36,0,,,,,,,,,,3,1.0,0.0,z,63.0,1.0,3.71372710086949,3.33124983260532,None,800.8592680000002,None,804.2134111000005,None,804.2134111000005,None,804.2094329000005,None,None,804.2134111000005,None,['z'],[0.7107452999998713],806.1930531000007,None,z,2.7107452999998713,1,1,0.6486486486486487,809.8979739000006,None,None,809.8979739000006,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
37,0,37,0,,,,,,,,,,2,3.0,1.0,b,27.0,1.0,2.7134565917469198,2.78346932462847,None,811.7093685,None,814.5118518000008,None,814.5118518000008,None,814.5093735000004,None,None,814.5118518000008,None,['z'],[0.6480170999993788],816.4927082000004,None,z,2.648017099999379,0,0,0.631578947368421,819.2062568000001,None,None,819.2062568000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
38,0,38,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,2.517541937862754,2.22427187882546,None,821.0092863,None,823.2453420000002,None,823.2453420000002,None,823.2427080000001,None,None,823.2453420000002,None,['z'],[0.24627829999917594],825.2266280000003,None,z,2.246278299999176,1,1,0.6410256410256411,827.7385598000001,None,None,827.7385598000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
39,0,39,0,,,,,,,,,,0,2.0,3.0,b,63.0,0.0,2.693348633324513,1.90743690794447,None,829.5431525000004,None,831.4637212000007,None,831.4637212000007,None,831.4596142000004,None,None,831.4637212000007,None,['b'],[0.4302292000002126],833.4425505000008,None,b,2.4302292000002126,1,0,0.65,836.1344195000001,None,None,836.1344195000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
40,0,40,0,,,,,,,,,,3,2.0,0.0,z,27.0,1.0,4.7533305109883095,2.96653053743745,None,837.9428318,None,840.9325480000007,None,840.9325480000007,None,840.9428909,None,None,840.9325480000007,None,['z'],[0.700048799999422],842.9095656000009,None,z,2.700048799999422,1,1,0.6585365853658537,847.6587749,None,None,847.6587749,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
41,0,41,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,2.526044641065533,1.21250262048173,None,849.4596166000001,None,850.6936330000008,None,850.6936330000008,None,850.6927044000007,None,None,850.6936330000008,None,['b'],[0.198612499999399],852.6763655000004,None,b,2.198612499999399,1,1,0.6666666666666666,855.1975954000009,None,None,855.1975954000009,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
42,0,42,0,,,,,,,,,,1,3.0,1.0,z,27.0,1.0,2.342239579230602,1.36309078069689,None,857.0095284000008,None,858.3987834000009,None,858.3987834000009,None,858.4095699999999,None,None,858.3987834000009,None,['b'],[0.6016182999992452],860.3763824000007,None,b,2.601618299999245,0,0,0.6511627906976745,862.7107553000005,None,None,862.7107553000005,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
43,0,43,0,,,,,,,,,,0,2.0,3.0,b,63.0,1.0,4.46924002178158,3.24569326556923,None,864.5098306,None,867.7790261,None,867.7790261,None,867.7761294000005,None,None,867.7790261,None,['b'],[0.6859020000001692],869.7598147000008,None,b,2.685902000000169,1,1,0.6590909090909091,874.2229994000008,None,None,874.2229994000008,None,,,,,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,876.0265028000003,None,,,,,,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.0264822000008,None,None,881.0264822000008,None,,,,,,,,,,,,,CBC_1139,001,2,3,0,20,0.95,2024-07-08_16h12.35.623,MSI_AV_v3,2022.1.1,59.99559632320143,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[3, 1, 0, 2]",0.7272727272727273,0.36363636363636365,0.8181818181818182,0.7272727272727273,29,0,15,,,,,,,,,,,,
