trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,205.24219730000004,None,t,62.32618780000121,205.24219730000004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1138,003,6,2,6,19,0.95,2024-07-24_15h15.32.121,MSI_AV_v3,2022.1.1,60.13098934752567,
,,,,,,,,,,None,267.58660469999995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1138,003,6,2,6,19,0.95,2024-07-24_15h15.32.121,MSI_AV_v3,2022.1.1,60.13098934752567,
0,0,0,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,2.496959177995529,2.6299100644723,None,267.7863793999986,None,270.58012379999855,None,270.58012379999855,None,270.58626747999983,None,None,270.58012379999855,None,['z'],[0.013579400001617614],272.41988369999854,None,z,2.0135794000016176,0,0,0.0,274.93331450000005,None,None,274.93331450000005,None,,,,,,,,,,,,,,,,,,,,,,CBC_1138,003,6,2,6,19,0.95,2024-07-24_15h15.32.121,MSI_AV_v3,2022.1.1,60.13098934752567,
1,0,1,0,,,,,,,,,,2,3.0,2.0,z,63.0,1.0,4.11514536789087,0.952147612306987,None,276.7198376999986,None,277.75601219999953,None,277.75601219999953,None,277.75312732999896,None,None,277.75601219999953,None,['b'],[0.22022199999992154],279.6699325999998,None,b,2.2202219999999215,0,0,0.0,283.7669939999996,None,None,283.7669939999996,None,,,,,,,,,,,,,,,,,,,,,,CBC_1138,003,6,2,6,19,0.95,2024-07-24_15h15.32.121,MSI_AV_v3,2022.1.1,60.13098934752567,
2,0,2,0,,,,,,,,,,3,0.0,2.0,b,27.0,1.0,4.52047235037039,1.96568735158996,None,285.56979819999833,None,287.5585194999985,None,287.5585194999985,None,287.56972165999974,None,None,287.5585194999985,None,['z'],[0.4638797000006889],289.5362565999985,None,z,2.463879700000689,0,0,0.0,294.0414846999993,None,None,294.0414846999993,None,,,,,,,,,,,,,,,,,,,,,,CBC_1138,003,6,2,6,19,0.95,2024-07-24_15h15.32.121,MSI_AV_v3,2022.1.1,60.13098934752567,
3,0,3,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,3.35133458220192,1.38289892513751,None,295.8530326,None,297.30276759999833,None,297.30276759999833,None,297.30262593999976,None,None,297.30276759999833,None,['z'],[0.4707097000009526],299.2357229999998,None,z,2.4707097000009526,0,0,0.0,302.57514659999833,None,None,302.57514659999833,None,,,,,,,,,,,,,,,,,,,,,,CBC_1138,003,6,2,6,19,0.95,2024-07-24_15h15.32.121,MSI_AV_v3,2022.1.1,60.13098934752567,
4,0,4,0,,,,,,,,,,0,0.0,1.0,z,63.0,1.0,2.629554641171433,2.78346932462847,None,304.38544009999896,None,307.17379809999875,None,307.17379809999875,None,307.18541206999924,None,None,307.17379809999875,None,['z'],[0.7326810000013211],309.1692315,None,z,2.732681000001321,1,1,0.2,311.7992773999995,None,None,311.7992773999995,None,,,,,,,,,,,,,,,,,,,,,,CBC_1138,003,6,2,6,19,0.95,2024-07-24_15h15.32.121,MSI_AV_v3,2022.1.1,60.13098934752567,
5,0,5,0,,,,,,,,,,2,3.0,2.0,z,63.0,1.0,3.68371079902891,2.10421507306074,None,313.6030362999991,None,315.72985100000005,None,315.72985100000005,None,315.73674245999933,None,['z'],315.72985100000005,None,None,,317.7233698,None,z,1.8524757000013778,1,1,0.3333333333333333,321.4103207999997,None,None,321.4103207999997,None,[1.8524757000013778],,,,,,,,,,,,,,,,,,,,,CBC_1138,003,6,2,6,19,0.95,2024-07-24_15h15.32.121,MSI_AV_v3,2022.1.1,60.13098934752567,
6,0,6,0,,,,,,,,,,1,3.0,1.0,b,27.0,1.0,4.77723667052879,1.27538462653558,None,323.2192520999997,None,324.56301339999845,None,324.56301339999845,None,324.5695718299992,None,None,324.56301339999845,None,['z'],[0.901075600000695],326.48628909999934,None,z,2.901075600000695,0,0,0.2857142857142857,331.2611636999991,None,None,331.2611636999991,None,,,,,,,,,,,,,,,,,,,,,,CBC_1138,003,6,2,6,19,0.95,2024-07-24_15h15.32.121,MSI_AV_v3,2022.1.1,60.13098934752567,
7,0,7,0,,,,,,,,,,2,1.0,2.0,z,9.0,1.0,2.7134565917469198,1.52290599571961,None,333.06957259999945,None,334.60502109999834,None,334.60502109999834,None,334.60302706999954,None,None,334.60502109999834,None,['b'],[0.13194470000053116],336.58662430000004,None,b,2.131944700000531,0,0,0.25,339.29575849999856,None,None,339.29575849999856,None,,,,,,,,,,,,,,,,,,,,,,CBC_1138,003,6,2,6,19,0.95,2024-07-24_15h15.32.121,MSI_AV_v3,2022.1.1,60.13098934752567,
8,0,8,0,,,,,,,,,,0,3.0,1.0,z,27.0,1.0,2.517541937862754,0.80788063606262,None,341.10279099999934,None,341.9242207999996,None,341.9242207999996,None,341.919788469999,None,None,341.9242207999996,None,['z'],[0.9937565000000177],343.90310679999857,None,z,2.9937565000000177,1,1,0.3333333333333333,346.41619459999856,None,None,346.41619459999856,None,,,,,,,,,,,,,,,,,,,,,,CBC_1138,003,6,2,6,19,0.95,2024-07-24_15h15.32.121,MSI_AV_v3,2022.1.1,60.13098934752567,
9,0,9,0,,,,,,,,,,1,3.0,2.0,b,63.0,1.0,4.12485271162806,1.25817747924478,None,348.2186516999991,None,349.48735469999883,None,349.48735469999883,None,349.4860132699998,None,None,349.48735469999883,None,['z'],[0.9184652000003553],351.4694792999999,None,z,2.9184652000003553,0,0,0.3,355.5816672000001,None,None,355.5816672000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1138,003,6,2,6,19,0.95,2024-07-24_15h15.32.121,MSI_AV_v3,2022.1.1,60.13098934752567,
10,0,10,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,3.31929419319838,1.95130344756745,None,357.3862120999984,None,359.3602336999993,None,359.3602336999993,None,359.36956846000027,None,None,359.3602336999993,None,['z'],[0.32547790000171517],361.33611479999854,None,z,2.325477900001715,0,0,0.2727272727272727,364.63792589999866,None,None,364.63792589999866,None,,,,,,,,,,,,,,,,,,,,,,CBC_1138,003,6,2,6,19,0.95,2024-07-24_15h15.32.121,MSI_AV_v3,2022.1.1,60.13098934752567,
11,0,11,0,,,,,,,,,,2,0.0,2.0,z,27.0,1.0,4.77034425507967,1.25920145784721,None,366.4529186999989,None,367.7236039999989,None,367.7236039999989,None,367.71972076999936,None,None,367.7236039999989,None,['b'],[0.5450318000002881],369.70292439999866,None,b,2.545031800000288,0,0,0.25,374.4714445999998,None,None,374.4714445999998,None,,,,,,,,,,,,,,,,,,,,,,CBC_1138,003,6,2,6,19,0.95,2024-07-24_15h15.32.121,MSI_AV_v3,2022.1.1,60.13098934752567,
12,0,12,0,,,,,,,,,,1,3.0,2.0,b,63.0,0.0,3.3728785608729996,2.22427187882546,None,376.28524449999895,None,378.52713289999883,None,378.52713289999883,None,378.53637336000025,None,None,378.52713289999883,None,['z'],[0.7397197999998752],380.5028745999989,None,z,2.7397197999998752,0,1,0.23076923076923078,383.8646237999983,None,None,383.8646237999983,None,,,,,,,,,,,,,,,,,,,,,,CBC_1138,003,6,2,6,19,0.95,2024-07-24_15h15.32.121,MSI_AV_v3,2022.1.1,60.13098934752567,
13,0,13,0,,,,,,,,,,3,1.0,0.0,z,63.0,1.0,3.2062024266105302,3.1963008326951,None,385.66954179999993,None,388.8782833999994,None,388.8782833999994,None,388.8855437699987,None,None,388.8782833999994,None,['z'],[0.7260805999994773],390.85299589999886,None,z,2.7260805999994773,1,1,0.2857142857142857,394.0505704999996,None,None,394.0505704999996,None,,,,,,,,,,,,,,,,,,,,,,CBC_1138,003,6,2,6,19,0.95,2024-07-24_15h15.32.121,MSI_AV_v3,2022.1.1,60.13098934752567,
14,0,14,0,,,,,,,,,,2,2.0,3.0,b,63.0,1.0,3.76873691643126,1.1243895841892,None,395.8530534999991,None,396.9730824999988,None,396.9730824999988,None,396.98547057000013,None,None,396.9730824999988,None,['z'],[0.06442690000039875],398.95314999999937,None,z,2.0644269000003987,0,0,0.26666666666666666,402.7125269999997,None,None,402.7125269999997,None,,,,,,,,,,,,,,,,,,,,,,CBC_1138,003,6,2,6,19,0.95,2024-07-24_15h15.32.121,MSI_AV_v3,2022.1.1,60.13098934752567,
15,0,15,0,,,,,,,,,,3,0.0,2.0,b,27.0,1.0,4.40017271499661,1.18065738546375,None,404.51834249999956,None,405.70867159999943,None,405.70867159999943,None,405.7196306599995,None,None,405.70867159999943,None,['z'],[1.1428621000013663],407.6864252999985,None,z,3.1428621000013663,0,0,0.25,412.07263819999935,None,None,412.07263819999935,None,,,,,,,,,,,,,,,,,,,,,,CBC_1138,003,6,2,6,19,0.95,2024-07-24_15h15.32.121,MSI_AV_v3,2022.1.1,60.13098934752567,
