trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.rt,response_4.started,response_4.stopped,response_5.keys,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_5.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,1,3.0,0.0,b,9.0,1.0,2.693348633324513,1.25920145784721,None,339.4428717999999,None,340.7123252000001,None,340.7123252000001,None,340.7096503999987,None,None,,340.7123252000001,None,['z'],342.6928895000001,None,z,2.513925900000686,0,0,0.6666666666666666,345.3767435999998,None,None,345.3767435999998,None,[0.5139259000006859],,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
9,0,9,0,,,,,,,,,,0,0.0,1.0,z,63.0,1.0,4.11514536789087,1.34668860557497,None,347.1761753999999,None,348.5466403999999,None,348.5466403999999,None,348.5429592999994,None,None,,348.5466403999999,None,['z'],350.5261636999985,None,z,2.5521747000002506,1,1,0.7,354.62896569999975,None,None,354.62896569999975,None,[0.5521747000002506],,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
10,0,10,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,2.6391747348430608,1.12425433982333,None,356.4428216999986,None,357.5830741999998,None,357.5830741999998,None,357.5930801999995,None,None,,357.5830741999998,None,['b'],359.55872929999896,None,b,2.645011599999634,1,1,0.7272727272727273,362.1876997999989,None,None,362.1876997999989,None,[0.6450115999996342],,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
11,0,11,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,4.46924002178158,1.21250262048173,None,363.9929683999999,None,365.22891139999956,None,365.22891139999956,None,365.2264055,None,None,,365.22891139999956,None,['b'],367.2089000999986,None,b,2.5904577000001154,1,1,0.75,371.66992109999956,None,None,371.66992109999956,None,[0.5904577000001154],,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
12,0,12,0,,,,,,,,,,1,3.0,2.0,b,63.0,1.0,4.52047235037039,1.94858485820231,None,373.47630019999997,None,375.4456836999998,None,375.4456836999998,None,375.4431253999996,None,None,,375.4456836999998,None,['z'],377.4254471999993,None,z,2.546486299999742,0,0,0.6923076923076923,381.9326388999998,None,None,381.9326388999998,None,[0.5464862999997422],,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
13,0,13,0,,,,,,,,,,0,3.0,1.0,z,27.0,1.0,2.592312596923728,2.49839527409216,None,383.74302649999845,None,386.26548699999876,None,386.26548699999876,None,386.2764713999997,None,None,,386.26548699999876,None,['z'],388.2429104999992,None,z,2.4926321000002645,1,1,0.7142857142857143,390.8247019999999,None,None,390.8247019999999,None,[0.4926321000002645],,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
14,0,14,0,,,,,,,,,,2,2.0,3.0,b,63.0,1.0,2.678526077912375,0.77703640172831,None,392.62565339999855,None,393.4147641999989,None,393.4147641999989,None,393.42658109999974,None,['b'],[1.689150400001381],393.4147641999989,None,None,395.39577389999977,None,b,1.689150400001381,1,1,0.7333333333333333,398.0588079999998,None,None,398.0588079999998,None,,,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
15,0,15,0,,,,,,,,,,2,0.0,2.0,z,27.0,1.0,2.433630701072358,0.761758675042088,None,399.8597372999993,None,400.61281489999965,None,400.61281489999965,None,400.60903589999873,None,['z'],[1.5569396999999299],400.61281489999965,None,None,402.60629249999874,None,z,1.5569396999999299,1,1,0.75,405.0454923999987,None,None,405.0454923999987,None,,,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
16,0,16,0,,,,,,,,,,3,3.0,0.0,z,9.0,1.0,4.77034425507967,0.80788063606262,None,406.8598723999985,None,407.6783682999994,None,407.6783682999994,None,407.6766889999985,None,None,,407.6783682999994,None,['b'],409.65969909999876,None,b,2.4578969000012876,0,0,0.7058823529411765,414.4180605999991,None,None,414.4180605999991,None,[0.4578969000012876],,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
17,0,17,0,,,,,,,,,,2,3.0,2.0,z,63.0,0.0,3.6438386551209,0.917519910446003,None,416.22623119999844,None,417.1622086999996,None,417.1622086999996,None,417.1601301999985,None,['b'],[1.4503864999987854],417.1622086999996,None,None,419.15886649999993,None,b,1.4503864999987854,0,1,0.6666666666666666,422.8024098999995,None,None,422.8024098999995,None,,,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
18,0,18,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,4.77723667052879,2.22427187882546,None,424.61000069999864,None,426.8457116999998,None,426.8457116999998,None,426.84338769999925,None,None,,426.8457116999998,None,['z'],428.82578229999854,None,z,2.3027039999997214,0,0,0.631578947368421,433.58724359999906,None,None,433.58724359999906,None,[0.3027039999997214],,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
19,0,19,0,,,,,,,,,,1,2.0,3.0,z,63.0,1.0,2.792365600763554,3.24569326556923,None,435.39395719999993,None,438.64763630000016,None,438.64763630000016,None,438.6590579999997,None,None,,438.64763630000016,None,['b'],440.62659299999905,None,b,2.6439028999993752,0,0,0.6,443.40606729999854,None,None,443.40606729999854,None,[0.6439028999993752],,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
20,0,20,0,,,,,,,,,,2,2.0,3.0,b,63.0,1.0,2.92731383428727,1.27538462653558,None,445.20996879999984,None,446.48038989999986,None,446.48038989999986,None,446.4760771999987,None,None,,446.48038989999986,None,None,448.47694149999916,None,[],[],0,3,0.5714285714285714,451.37858309999865,None,None,451.37858309999865,None,,,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
21,0,21,0,,,,,,,,,,1,1.0,3.0,z,27.0,1.0,3.68371079902891,2.78346932462847,None,453.19415429999935,None,455.9956773999984,None,455.9956773999984,None,455.9936425,None,None,,455.9956773999984,None,['b'],457.9768546999985,None,b,2.522782300000472,0,0,0.5454545454545454,461.6467531999988,None,None,461.6467531999988,None,[0.5227823000004719],,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
22,0,22,0,,,,,,,,,,3,1.0,0.0,z,63.0,1.0,2.517541937862754,1.96568735158996,None,463.4600892999988,None,465.44726869999977,None,465.44726869999977,None,465.44398459999906,None,None,,465.44726869999977,None,['b'],467.42647279999983,None,b,2.5277186000002985,0,0,0.5217391304347826,469.9262368999989,None,None,469.9262368999989,None,[0.5277186000002985],,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
23,0,23,0,,,,,,,,,,2,2.0,3.0,b,63.0,1.0,2.82320408183943,3.1963008326951,None,471.72692449999886,None,474.93055829999867,None,474.93055829999867,None,474.94270179999916,None,['b'],[1.7567763999995805],474.93055829999867,None,None,476.9261055999996,None,b,1.7567763999995805,1,1,0.5416666666666666,479.74295229999916,None,None,479.74295229999916,None,,,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
24,0,24,0,,,,,,,,,,3,2.0,0.0,z,27.0,1.0,4.40017271499661,1.38289892513751,None,481.5437863999996,None,482.94896359999984,None,482.94896359999984,None,482.9437496999985,None,None,,482.94896359999984,None,['z'],484.9261826999991,None,z,2.646103300001414,1,1,0.56,489.3174189000001,None,None,489.3174189000001,None,[0.646103300001414],,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
25,0,25,0,,,,,,,,,,0,0.0,1.0,z,63.0,1.0,4.53337421950507,2.15533949826702,None,491.1267545999999,None,493.29257249999864,None,493.29257249999864,None,493.2933981999999,None,None,,493.29257249999864,None,['b'],495.27580399999897,None,b,2.4899004999988392,0,0,0.5384615384615384,499.8001437999992,None,None,499.8001437999992,None,[0.4899004999988392],,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
26,0,26,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,3.71372710086949,1.95130344756745,None,501.61051719999887,None,503.57979689999956,None,503.57979689999956,None,503.5770244999989,None,None,,503.57979689999956,None,['z'],505.5596007999993,None,z,2.421014699999432,0,0,0.5185185185185185,509.26059279999936,None,None,509.26059279999936,None,[0.4210146999994322],,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
27,0,27,0,,,,,,,,,,2,2.0,3.0,b,63.0,1.0,2.342239579230602,2.96653053743745,None,511.06034829999953,None,514.0438574,None,514.0438574,None,514.0436110999984,None,['b'],[1.5119930999990174],514.0438574,None,None,516.0399504999987,None,b,1.5119930999990174,1,1,0.5357142857142857,518.3759534000001,None,None,518.3759534000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
28,0,28,0,,,,,,,,,,1,1.0,3.0,z,27.0,1.0,4.12485271162806,2.10421507306074,None,520.1774189999996,None,522.2972849999987,None,522.2972849999987,None,522.2937564999996,None,None,,522.2972849999987,None,['z'],524.2770983999999,None,z,2.543783400000393,1,1,0.5517241379310345,528.3856276999995,None,None,528.3856276999995,None,[0.5437834000003932],,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
29,0,29,0,,,,,,,,,,2,2.0,1.0,b,9.0,1.0,2.496959177995529,2.40378712856304,None,530.1944187999998,None,532.6166248999998,None,532.6166248999998,None,532.6274070999999,None,['b'],[1.5064546000012342],532.6166248999998,None,None,534.6136345999985,None,b,1.5064546000012342,1,1,0.5666666666666667,537.1184809999995,None,None,537.1184809999995,None,,,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
30,0,30,0,,,,,,,,,,0,1.0,3.0,b,27.0,1.0,2.7134565917469198,1.53243550275999,None,538.9272998999986,None,540.4789412999999,None,540.4789412999999,None,540.4772605999991,None,None,,540.4789412999999,None,['z'],542.4606930999998,None,z,2.3714366999993217,0,0,0.5483870967741935,545.1535273999998,None,None,545.1535273999998,None,[0.3714366999993217],,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
31,0,31,0,,,,,,,,,,1,2.0,3.0,z,63.0,1.0,4.72585056748869,1.36309078069689,None,546.9606467999984,None,548.3461011999989,None,548.3461011999989,None,548.3440460999994,None,None,,548.3461011999989,None,['b'],550.327441899999,None,b,2.521313100000043,0,0,0.53125,555.0506272999992,None,None,555.0506272999992,None,[0.521313100000043],,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
32,0,32,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,2.2759877950103027,1.78643585472448,None,556.8604270999986,None,558.6642383999988,None,558.6642383999988,None,558.6611355999997,None,None,,558.6642383999988,None,['z'],560.6438072000001,None,z,2.357192399998894,0,0,0.5151515151515151,562.9053855999991,None,None,562.9053855999991,None,[0.35719239999889396],,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
33,0,33,0,,,,,,,,,,3,0.0,1.0,b,63.0,0.0,4.82531807167306,3.33124983260532,None,564.7108566999996,None,568.0591273999999,None,568.0591273999999,None,568.0606902999992,None,None,,568.0591273999999,None,['z'],570.0440244999991,None,z,2.5139659000014944,0,1,0.5,574.852966299999,None,None,574.852966299999,None,[0.5139659000014944],,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
34,0,34,0,,,,,,,,,,2,3.0,2.0,z,63.0,1.0,3.73326136168326,0.979776149765883,None,576.6608995999995,None,577.6609802999992,None,577.6609802999992,None,577.6607881999993,None,['b'],[1.4156554999990476],577.6609802999992,None,None,579.6469616999984,None,b,1.4156554999990476,0,0,0.4857142857142857,583.3684713999992,None,None,583.3684713999992,None,,,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
35,0,35,0,,,,,,,,,,3,2.0,0.0,z,27.0,1.0,4.7533305109883095,1.60731937853708,None,585.178337899999,None,586.8002730999997,None,586.8002730999997,None,586.8109632999996,None,None,,586.8002730999997,None,['b'],588.7780315999989,None,b,2.639007200001288,0,0,0.4722222222222222,593.5166228999988,None,None,593.5166228999988,None,[0.6390072000012879],,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
36,0,36,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,3.35133458220192,1.64421109900286,None,595.3275957999995,None,596.981834799999,None,596.981834799999,None,596.9777835999997,None,None,,596.981834799999,None,['z'],598.9607920999988,None,z,2.6848042999990867,0,0,0.4594594594594595,602.2952319999986,None,None,602.2952319999986,None,[0.6848042999990867],,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
37,0,37,0,,,,,,,,,,1,3.0,2.0,b,63.0,1.0,2.666404967794728,0.974903167432984,None,604.0944729999992,None,605.0654780999994,None,605.0654780999994,None,605.0764432,None,None,,605.0654780999994,None,['z'],607.0441645999999,None,z,2.705135299998801,0,0,0.4473684210526316,609.7061748999986,None,None,609.7061748999986,None,[0.7051352999988012],,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
38,0,38,0,,,,,,,,,,0,2.0,1.0,z,9.0,1.0,2.629554641171433,1.90743690794447,None,611.5110788999991,None,613.4313869999987,None,613.4313869999987,None,613.4283773999999,None,None,,613.4313869999987,None,['z'],615.4100916999996,None,z,2.484124699998574,1,1,0.46153846153846156,618.0225498,None,None,618.0225498,None,[0.4841246999985742],,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
39,0,39,0,,,,,,,,,,1,3.0,1.0,b,27.0,1.0,2.526044641065533,1.18065738546375,None,619.8276455999985,None,621.0315697999995,None,621.0315697999995,None,621.028127599999,None,None,,621.0315697999995,None,['b'],623.0103098999989,None,b,2.611001800001759,1,1,0.475,625.5240063000001,None,None,625.5240063000001,None,[0.611001800001759],,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
40,0,40,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,3.02234236141277,3.1424449555106,None,627.327851,None,630.4831672,None,630.4831672,None,630.4781399999996,None,None,,630.4831672,None,['z'],632.4611992999999,None,z,2.57103780000034,0,0,0.4634146341463415,635.4723612999987,None,None,635.4723612999987,None,[0.5710378000003402],,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
41,0,41,0,,,,,,,,,,3,1.0,0.0,z,63.0,1.0,4.01714354611405,3.4543169006169,None,637.2777448999987,None,640.7483448999992,None,640.7483448999992,None,640.7444890999999,None,None,,640.7483448999992,None,['z'],642.7282345999993,None,z,2.4235049999988405,1,1,0.47619047619047616,646.7302385999992,None,None,646.7302385999992,None,[0.4235049999988405],,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
42,0,42,0,,,,,,,,,,2,0.0,2.0,z,27.0,1.0,3.2062024266105302,1.52290599571961,None,648.5440304999993,None,650.0804769999995,None,650.0804769999995,None,650.0777722999995,None,['b'],[1.5467831999994814],650.0804769999995,None,None,652.0738481999997,None,b,1.5467831999994814,0,0,0.46511627906976744,655.2839237999997,None,None,655.2839237999997,None,,,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
43,0,43,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,3.31929419319838,2.6299100644723,None,657.0945751999989,None,659.7482447999992,None,659.7482447999992,None,659.7447872999986,None,None,,659.7482447999992,None,['b'],661.7279117999988,None,b,2.5846111999999266,1,1,0.4772727272727273,665.0405093999998,None,None,665.0405093999998,None,[0.5846111999999266],,,,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,666.8439552,None,,,,,,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.8448608999988,None,None,671.8448608999988,None,,,,,,,,,,,,,CBC_1042,003,5,2,3,19,0.95,2024-07-26_17h06.06.006,MSI_AV_v3,2022.1.1,59.79924198506714,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,easy,"[0, 1, 2, 3]","[3, 0, 2, 1]",0.7272727272727273,0.36363636363636365,0.45454545454545453,0.36363636363636365,23,1,20,,,,,,,,,,,,
