trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,66.40417090000028,None,t,65.95917149999968,66.40417090000028,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1058,1,4,1,6,11,0.9,2024-01-26_14h07.19.138,MSI_TV_v3,2022.1.1,59.83133546525275,
,,,,,,,,,,None,132.39063009999973,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1058,1,4,1,6,11,0.9,2024-01-26_14h07.19.138,MSI_TV_v3,2022.1.1,59.83133546525275,
0,0,0,0,,,,,,,,,,1,1,0,z,63,1,2.592312596923728,1.21250262048173,None,132.5907226999998,None,133.78938578999995,133.78938578999995,133.80658259000037,None,[],['z'],[0.48527519999970536],135.7930065999999,None,z,2.4852751999997054,1,1,1.0,None,138.42391730000054,None,138.42391730000054,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1058,1,4,1,6,11,0.9,2024-01-26_14h07.19.138,MSI_TV_v3,2022.1.1,59.83133546525275,
1,0,1,0,,,,,,,,,,0,3,2,b,63,1,2.517541937862754,1.36309078069689,None,140.19070269999975,None,141.5402938899998,141.5402938899998,141.55705879000024,b,['b'],None,,143.56565820000014,None,b,1.8076992999995127,1,1,1.0,None,146.08424860000014,None,146.08424860000014,None,1.8076992999995127,[1.8076992999995127],,,,,,,,,,,,,,,,,,,,,CBC_1058,1,4,1,6,11,0.9,2024-01-26_14h07.19.138,MSI_TV_v3,2022.1.1,59.83133546525275,
2,0,2,0,,,,,,,,,,2,2,0,b,27,1,2.526044641065533,0.80788063606262,None,147.89043539999966,None,148.67404149000058,148.67404149000058,148.68975298999985,None,[],['z'],[0.6556359999995038],150.67137340000045,None,z,2.655635999999504,0,0,0.6666666666666666,None,153.22524739999972,None,153.22524739999972,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1058,1,4,1,6,11,0.9,2024-01-26_14h07.19.138,MSI_TV_v3,2022.1.1,59.83133546525275,
3,0,3,0,,,,,,,,,,1,1,0,z,63,1,4.61004669244928,0.917519910446003,None,155.02400409999973,None,155.9238476900001,155.9238476900001,155.94042508999982,None,[],['z'],[1.2711839999992662],157.9282076999998,None,z,3.2711839999992662,1,1,0.75,None,162.5401923999998,None,162.5401923999998,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1058,1,4,1,6,11,0.9,2024-01-26_14h07.19.138,MSI_TV_v3,2022.1.1,59.83133546525275,
4,0,4,0,,,,,,,,,,3,3,1,z,27,1,2.92731383428727,1.78643585472448,None,164.33964490000017,None,166.10736208999978,166.10736208999978,166.12360889000055,None,[],['z'],[0.7343188999993799],168.11009399999966,None,z,2.73431889999938,1,1,0.8,None,171.03847529999985,None,171.03847529999985,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1058,1,4,1,6,11,0.9,2024-01-26_14h07.19.138,MSI_TV_v3,2022.1.1,59.83133546525275,
5,0,5,0,,,,,,,,,,2,2,3,b,63,1,4.40017271499661,2.96653053743745,None,172.84035490000042,None,175.7902867900003,175.7902867900003,175.8070491899999,None,[],['b'],[1.1319606999995813],177.79497880000054,None,b,3.1319606999995813,1,1,0.8333333333333334,None,182.18877260000045,None,182.18877260000045,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1058,1,4,1,6,11,0.9,2024-01-26_14h07.19.138,MSI_TV_v3,2022.1.1,59.83133546525275,
6,0,6,0,,,,,,,,,,0,2,3,z,63,0,3.26539063535182,1.1243895841892,None,183.99020999999993,None,185.09031409000008,185.09031409000008,185.10705599000002,z,['z'],None,,187.10909280000033,None,z,1.9808760999994774,1,0,0.8571428571428571,None,190.36894759999996,None,190.36894759999996,None,1.9808760999994774,[1.9808760999994774],,,,,,,,,,,,,,,,,,,,,CBC_1058,1,4,1,6,11,0.9,2024-01-26_14h07.19.138,MSI_TV_v3,2022.1.1,59.83133546525275,
7,0,7,0,,,,,,,,,,3,1,0,b,63,1,3.3728785608729996,3.1963008326951,None,192.17414199999985,None,195.3573626899998,195.3573626899998,195.37403669000022,None,[],['b'],[0.6464995999995153],197.3555064000002,None,b,2.6464995999995153,1,1,0.875,None,200.72534710000036,None,200.72534710000036,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1058,1,4,1,6,11,0.9,2024-01-26_14h07.19.138,MSI_TV_v3,2022.1.1,59.83133546525275,
