trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,24.581553399999393,None,t,48.36472959999992,24.581553399999393,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
,,,,,,,,,,None,72.97605769999973,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
0,0,0,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,2.592312596923728,1.18065738546375,None,73.17655079999895,None,74.34337364999865,74.34337364999865,74.35986634999918,None,[],['b'],[0.48233450000043376],76.34812059999967,None,b,2.4823345000004338,1,1,1.0,None,78.95438079999985,None,78.95438079999985,None,,,,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
1,0,1,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,4.52047235037039,2.09887870490381,None,80.75991570000042,None,82.84260444999873,82.84260444999873,82.85927165000012,None,[],['b'],[0.4178576000012981],84.83844589999899,None,b,2.417857600001298,0,0,0.5,None,89.37106289999974,None,89.37106289999974,None,,,,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
2,0,2,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,2.666404967794728,0.80788063606262,None,91.17656009999882,None,91.95988675000027,91.95988675000027,91.97656654999938,None,[],['b'],[0.3421537000012904],93.96344039999894,None,b,2.3421537000012904,1,1,0.6666666666666666,None,96.62531379999928,None,96.62531379999928,None,,,,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
3,0,3,0,,,,,,,,,,1,1.0,2.0,b,9.0,1.0,2.2759877950103027,2.10421507306074,None,98.42546389999916,None,100.50959104999984,100.50959104999984,100.52640754999939,None,[],['b'],[0.6113747000017611],102.51145369999904,None,b,2.611374700001761,1,1,0.75,None,104.78313199999866,None,104.78313199999866,None,,,,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
4,0,4,0,,,,,,,,,,2,2.0,0.0,z,27.0,1.0,2.629554641171433,1.25920145784721,None,106.59326169999986,None,107.82646084999888,107.82646084999888,107.84329815000038,None,[],['z'],[0.6241172000027291],109.8290180999993,None,z,2.624117200002729,1,1,0.8,None,112.46698509999987,None,112.46698509999987,None,,,,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
5,0,5,0,,,,,,,,,,0,3.0,2.0,z,63.0,1.0,3.2062024266105302,0.917519910446003,None,114.27635399999963,None,115.17651034999963,115.17651034999963,115.19327755000032,None,[],['z'],[0.7000923000014154],117.1782805999992,None,z,2.7000923000014154,1,1,0.8333333333333334,None,120.38503349999883,None,120.38503349999883,None,,,,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
6,0,6,0,,,,,,,,,,3,3.0,1.0,b,27.0,1.0,2.792365600763554,3.1424449555106,None,122.19351879999886,None,125.31011234999951,125.31011234999951,125.32674084999908,None,[],['b'],[0.34600720000162255],127.31325680000009,None,b,2.3460072000016226,1,1,0.8571428571428571,None,130.10634519999985,None,130.10634519999985,None,,,,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
7,0,7,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,2.678526077912375,1.21250262048173,None,131.909165699999,None,133.09365534999907,133.09365534999907,133.11016734999922,None,[],['z'],[0.860980200000995],135.0963101999987,None,z,2.860980200000995,0,0,0.75,None,137.76862719999917,None,137.76862719999917,None,,,,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
8,0,8,0,,,,,,,,,,0,0.0,2.0,z,27.0,1.0,4.01714354611405,3.06992456303453,None,139.57670080000025,None,142.62646995000014,142.62646995000014,142.64313024999993,None,[],['b'],[0.9503896000023815],144.625597799999,None,b,2.9503896000023815,0,0,0.6666666666666666,None,148.63397889999942,None,148.63397889999942,None,,,,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
9,0,9,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,4.77034425507967,1.96568735158996,None,150.4436085999987,None,152.39355274999926,152.39355274999926,152.4101120499994,None,[],['b'],[0.30979560000196216],154.39736569999877,None,b,2.309795600001962,1,1,0.7,None,159.16104489999998,None,159.16104489999998,None,,,,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
10,0,10,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,3.31929419319838,1.1243895841892,None,160.95988989999933,None,162.0600734499998,162.0600734499998,162.07687734999982,None,[],['z'],[0.3570471000020916],164.06559149999885,None,z,2.3570471000020916,1,1,0.7272727272727273,None,167.3820371999991,None,167.3820371999991,None,,,,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
11,0,11,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,4.72585056748869,2.22427187882546,None,169.1936010999998,None,171.39354644999858,171.39354644999858,171.4103759499989,b,['b'],None,,173.43548939999891,None,b,1.936596700001246,0,0,0.6666666666666666,None,178.16988370000036,None,178.16988370000036,None,1.936596700001246,[1.936596700001246],,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
12,0,12,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,4.77723667052879,2.40378712856304,None,179.97663610000018,None,182.3602099499998,182.3602099499998,182.37691534999922,b,['b'],None,,184.40219859999888,None,b,1.4909764000021823,1,1,0.6923076923076923,None,189.18767180000032,None,189.18767180000032,None,1.4909764000021823,[1.4909764000021823],,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
13,0,13,0,,,,,,,,,,0,0.0,2.0,z,27.0,1.0,2.294664843639333,1.78643585472448,None,190.993496699999,None,192.76024814999928,192.76024814999928,192.77656264999987,None,[],['z'],[1.7344720000019151],194.76319999999942,None,z,3.734472000001915,1,1,0.7142857142857143,None,197.04778319999969,None,197.04778319999969,None,,,,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
14,0,14,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,3.35133458220192,1.25817747924478,None,198.86023299999943,None,200.09381605000036,200.09381605000036,200.11038035000038,b,['b'],None,,202.13395899999887,None,b,1.9368580000027578,0,0,0.6666666666666666,None,205.48864689999937,None,205.48864689999937,None,1.9368580000027578,[1.9368580000027578],,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
15,0,15,0,,,,,,,,,,1,3.0,1.0,z,27.0,1.0,2.693348633324513,0.77703640172831,None,207.29375169999912,None,208.0436037499998,208.0436037499998,208.0601693499988,None,[],['z'],[0.006720000001223525],210.04685299999983,None,z,2.0067200000012235,1,1,0.6875,None,212.73842289999993,None,212.73842289999993,None,,,,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
16,0,16,0,,,,,,,,,,0,2.0,3.0,b,63.0,1.0,4.11514536789087,3.24569326556923,None,214.54327339999872,None,217.7767505499991,217.7767505499991,217.7934157499998,None,[],['b'],[0.5439625000017259],219.78071029999955,None,b,2.543962500001726,1,1,0.7058823529411765,None,223.8826680000002,None,223.8826680000002,None,,,,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
17,0,17,0,,,,,,,,,,3,3.0,2.0,b,63.0,0.0,3.3728785608729996,1.90743690794447,None,225.69355899999937,None,227.5768182499991,227.5768182499991,227.59353175000015,b,['b'],None,,229.61822579999898,None,b,1.543287300000884,1,0,0.7222222222222222,None,233.00303019999956,None,233.00303019999956,None,1.543287300000884,[1.543287300000884],,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
18,0,18,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,3.76873691643126,3.40155979865722,None,234.81026649999876,None,238.19362585000036,238.19362585000036,238.21054465000034,None,[],['b'],[1.2575622000022122],240.1961758999987,None,b,3.257562200002212,0,0,0.6842105263157895,None,243.95873399999982,None,243.95873399999982,None,,,,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
19,0,19,0,,,,,,,,,,2,0.0,2.0,b,27.0,1.0,2.517541937862754,1.64421109900286,None,245.76011180000023,None,247.3767005499989,247.3767005499989,247.39364494999919,None,[],['z'],[0.5805245000010473],249.37154809999993,None,z,2.5805245000010473,0,0,0.65,None,251.87880039999982,None,251.87880039999982,None,,,,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
20,0,20,0,,,,,,,,,,3,3.0,0.0,b,9.0,1.0,2.7134565917469198,1.53243550275999,None,253.69347559999915,None,255.2102453499987,255.2102453499987,255.22687604999865,b,['b'],None,,257.2179096999989,None,b,1.0446797000022343,1,1,0.6666666666666666,None,259.92774219999956,None,259.92774219999956,None,1.0446797000022343,[1.0446797000022343],,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
21,0,21,0,,,,,,,,,,0,3.0,2.0,z,63.0,1.0,3.02234236141277,1.36309078069689,None,261.72686619999877,None,263.0767444499992,263.0767444499992,263.0934453499989,None,[],['z'],[0.6472035000024334],265.0727164,None,z,2.6472035000024334,1,1,0.6818181818181818,None,268.0832673999994,None,268.0832673999994,None,,,,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
22,0,22,0,,,,,,,,,,1,1.0,3.0,b,27.0,1.0,3.6438386551209,1.60731937853708,None,269.89264600000024,None,271.47694974999956,271.47694974999956,271.49345494999886,b,['b'],None,,273.505267999999,None,b,2.00771800000075,1,1,0.6956521739130435,None,277.1468176999988,None,277.1468176999988,None,2.00771800000075,[2.00771800000075],,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
23,0,23,0,,,,,,,,,,0,2.0,3.0,b,63.0,1.0,2.82320408183943,0.974903167432984,None,278.96029889999954,None,279.90900244999955,279.90900244999955,279.92582394999897,None,[],['b'],[0.27481380000244826],281.90062430000035,None,b,2.2748138000024483,1,1,0.7083333333333334,None,284.7390674999988,None,284.7390674999988,None,,,,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
24,0,24,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,4.82531807167306,2.6299100644723,None,286.54342579999866,None,289.16019554999855,289.16019554999855,289.1769224499998,b,['b'],None,,291.19463559999895,None,b,1.9027318000025844,1,1,0.72,None,296.0196218000001,None,296.0196218000001,None,1.9027318000025844,[1.9027318000025844],,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
25,0,25,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,4.12485271162806,0.761758675042088,None,297.82594470000004,None,298.5601235499993,298.5601235499993,298.57666064999955,None,[],['z'],[1.331374000001233],300.5537303000001,None,z,3.331374000001233,1,1,0.7307692307692307,None,304.66941659999975,None,304.66941659999975,None,,,,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
26,0,26,0,,,,,,,,,,2,3.0,0.0,z,9.0,1.0,3.71372710086949,1.53122835510861,None,306.47683419999885,None,307.9933587499994,307.9933587499994,308.01006865000033,None,[],['z'],[0.058634700000766315],309.9919689999988,None,z,2.0586347000007663,1,1,0.7407407407407407,None,313.6892662999999,None,313.6892662999999,None,,,,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
27,0,27,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,3.7500315165247198,3.4543169006169,None,315.4936001999995,None,318.9267396499994,318.9267396499994,318.9427604499991,b,['b'],None,,320.9386479999994,None,b,1.3505887000010262,1,1,0.75,None,324.68499859999974,None,324.68499859999974,None,1.3505887000010262,[1.3505887000010262],,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
28,0,28,0,,,,,,,,,,0,0.0,2.0,z,27.0,1.0,2.496959177995529,1.27538462653558,None,326.4927131000004,None,327.7435011499996,327.7435011499996,327.7601908499995,None,[],None,,329.7420714,None,None,[],0,3,0.7241379310344828,None,332.2330985999997,None,332.2330985999997,None,,,,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
29,0,29,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,3.26539063535182,1.12425433982333,None,334.04262629999903,None,335.14352284999893,335.14352284999893,335.1601952499999,z,['z'],None,,337.17791489999945,None,z,1.6143594000004668,0,0,0.7,None,340.4364571999995,None,340.4364571999995,None,1.6143594000004668,[1.6143594000004668],,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
30,0,30,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,4.46924002178158,3.33124983260532,None,342.2439752999999,None,345.56011094999974,345.56011094999974,345.5769575499993,None,[],['z'],[0.21916240000246034],347.5633868999994,None,z,2.2191624000024603,1,1,0.7096774193548387,None,352.03384220000044,None,352.03384220000044,None,,,,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
31,0,31,0,,,,,,,,,,3,1.0,3.0,z,27.0,1.0,3.73326136168326,2.49839527409216,None,353.8439430999988,None,356.32727275000013,356.32727275000013,356.34443964999934,None,[],['z'],[0.15223990000049525],358.3314481999987,None,z,2.1522399000004953,1,1,0.71875,None,362.058165299999,None,362.058165299999,None,,,,,,,,,,,,,,,,,,,,CBC_1015,2,4,3,4,14,0.95,2023-06-25_14h12.36.349,MSI_TV_v3,2022.1.1,59.78740793475932,
