trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,27.388808199999403,None,t,65.69624420000036,27.388808199999403,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,004,3,3,2,17,0.95,2024-01-28_11h09.57.594,MSI_AV_v3,2022.1.1,59.990017660780914,
,,,,,,,,,,None,93.10469169999851,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1064,004,3,3,2,17,0.95,2024-01-28_11h09.57.594,MSI_AV_v3,2022.1.1,59.990017660780914,
0,0,0,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,2.678526077912375,3.1963008326951,None,93.3049491999991,None,96.65579259999868,None,96.65579259999868,None,96.65459663999954,None,None,96.65579259999868,None,['b'],[1.386677200000122],98.50516809999863,None,b,3.386677200000122,0,0,0.0,101.19876320000003,None,None,101.19876320000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1064,004,3,3,2,17,0.95,2024-01-28_11h09.57.594,MSI_AV_v3,2022.1.1,59.990017660780914,
1,0,1,0,,,,,,,,,,1,2.0,3.0,b,63.0,1.0,2.496959177995529,3.24569326556923,None,102.98813569999948,None,106.33479019999868,None,106.33479019999868,None,106.33837261999979,None,None,106.33479019999868,None,['b'],[0.8796251000003394],108.23823829999856,None,b,2.8796251000003394,1,1,0.5,110.73865680000017,None,None,110.73865680000017,None,,,,,,,,,,,,,,,,,,,,,,CBC_1064,004,3,3,2,17,0.95,2024-01-28_11h09.57.594,MSI_AV_v3,2022.1.1,59.990017660780914,
2,0,2,0,,,,,,,,,,2,2.0,0.0,z,27.0,1.0,4.72585056748869,1.12425433982333,None,112.53855560000011,None,113.67653999999857,None,113.67653999999857,None,113.68856705999896,None,None,113.67653999999857,None,['z'],[0.8942205999992439],115.65531399999963,None,z,2.894220599999244,1,1,0.6666666666666666,120.36380719999943,None,None,120.36380719999943,None,,,,,,,,,,,,,,,,,,,,,,CBC_1064,004,3,3,2,17,0.95,2024-01-28_11h09.57.594,MSI_AV_v3,2022.1.1,59.990017660780914,
3,0,3,0,,,,,,,,,,3,0.0,1.0,z,63.0,1.0,2.92731383428727,3.33124983260532,None,122.171349799999,None,125.5676825999999,None,125.5676825999999,None,125.57179897999976,None,None,125.5676825999999,None,['b'],[0.9315340000011929],127.48749309999948,None,b,2.931534000001193,0,0,0.5,130.40318819999993,None,None,130.40318819999993,None,,,,,,,,,,,,,,,,,,,,,,CBC_1064,004,3,3,2,17,0.95,2024-01-28_11h09.57.594,MSI_AV_v3,2022.1.1,59.990017660780914,
4,0,4,0,,,,,,,,,,3,1.0,0.0,b,63.0,1.0,4.01714354611405,1.53243550275999,None,132.2051303999997,None,133.76359419999972,None,133.76359419999972,None,133.7719679599999,None,None,133.76359419999972,None,['b'],[0.5101864000007481],135.7384750000001,None,b,2.510186400000748,1,1,0.6,139.7454084000001,None,None,139.7454084000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1064,004,3,3,2,17,0.95,2024-01-28_11h09.57.594,MSI_AV_v3,2022.1.1,59.990017660780914,
5,0,5,0,,,,,,,,,,1,2.0,3.0,b,63.0,1.0,4.190022164497369,3.4543169006169,None,141.55544129999907,None,145.02849539999988,None,145.02849539999988,None,145.03829965999867,None,None,145.02849539999988,None,['z'],[1.1023184999994555],147.00493749999987,None,z,3.1023184999994555,0,0,0.5,151.1833472999988,None,None,151.1833472999988,None,,,,,,,,,,,,,,,,,,,,,,CBC_1064,004,3,3,2,17,0.95,2024-01-28_11h09.57.594,MSI_AV_v3,2022.1.1,59.990017660780914,
6,0,6,0,,,,,,,,,,0,1.0,3.0,z,27.0,1.0,2.629554641171433,3.40155979865722,None,152.98745429999872,None,156.4360371999992,None,156.4360371999992,None,156.43855359999998,None,None,156.4360371999992,None,['b'],[0.05473569999958272],158.3884154999996,None,b,2.0547356999995827,0,0,0.42857142857142855,161.00157639999998,None,None,161.00157639999998,None,,,,,,,,,,,,,,,,,,,,,,CBC_1064,004,3,3,2,17,0.95,2024-01-28_11h09.57.594,MSI_AV_v3,2022.1.1,59.990017660780914,
7,0,7,0,,,,,,,,,,1,2.0,1.0,b,9.0,1.0,2.517541937862754,2.6299100644723,None,162.8053215,None,165.4615149000001,None,165.4615149000001,None,165.47187775999956,None,['b'],165.4615149000001,None,None,,167.45994359999895,None,b,1.7024335999994946,1,1,0.5,169.9764841999986,None,None,169.9764841999986,None,[1.7024335999994946],,,,,,,,,,,,,,,,,,,,,CBC_1064,004,3,3,2,17,0.95,2024-01-28_11h09.57.594,MSI_AV_v3,2022.1.1,59.990017660780914,
8,0,8,0,,,,,,,,,,3,1.0,3.0,b,27.0,1.0,4.46924002178158,2.96653053743745,None,171.78885439999976,None,174.78003399999943,None,174.78003399999943,None,174.78917265999954,None,None,174.78003399999943,None,['z'],[0.5394555000002583],176.75559649999923,None,z,2.5394555000002583,0,0,0.4444444444444444,181.20637759999954,None,None,181.20637759999954,None,,,,,,,,,,,,,,,,,,,,,,CBC_1064,004,3,3,2,17,0.95,2024-01-28_11h09.57.594,MSI_AV_v3,2022.1.1,59.990017660780914,
9,0,9,0,,,,,,,,,,0,2.0,3.0,z,63.0,1.0,2.592312596923728,1.78643585472448,None,183.02190129999872,None,184.82739649999894,None,184.82739649999894,None,184.83891815999996,None,None,184.82739649999894,None,['z'],[0.4664936999997735],186.80573279999953,None,z,2.4664936999997735,1,1,0.5,189.3883253999993,None,None,189.3883253999993,None,,,,,,,,,,,,,,,,,,,,,,CBC_1064,004,3,3,2,17,0.95,2024-01-28_11h09.57.594,MSI_AV_v3,2022.1.1,59.990017660780914,
10,0,10,0,,,,,,,,,,3,0.0,1.0,z,63.0,1.0,2.666404967794728,1.64421109900286,None,191.1879487999995,None,192.84380710000005,None,192.84380710000005,None,192.83903031999924,None,None,192.84380710000005,None,['b'],[0.758721100000912],194.82236159999957,None,b,2.758721100000912,0,0,0.45454545454545453,197.4788123999988,None,None,197.4788123999988,None,,,,,,,,,,,,,,,,,,,,,,CBC_1064,004,3,3,2,17,0.95,2024-01-28_11h09.57.594,MSI_AV_v3,2022.1.1,59.990017660780914,
