trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_4.rt,allKeys.rt,response_5.keys,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_5.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,28.496916399999463,None,t,56.6025580000005,28.496916399999463,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
,,,,,,,,,,None,85.12162050000006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
0,0,0,0,,,,,,,,,,2,1.0,0.0,b,63.0,1.0,2.92731383428727,3.1963008326951,None,85.32148139999936,None,88.48832597999944,88.48832597999944,88.50482497999974,b,['b'],1.9229429000006348,[1.9229429000006348],None,90.53282459999991,None,b,1.9229429000006348,1,1,1.0,None,93.49244360000012,None,93.49244360000012,None,,,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
1,0,1,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,3.35133458220192,1.52290599571961,None,95.27158919999965,None,96.77142598,96.77142598,96.78808907999928,b,['b'],1.3584688999999344,[1.3584688999999344],None,98.81337910000002,None,b,1.3584688999999344,1,1,1.0,None,102.16683190000003,None,102.16683190000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
2,0,2,0,,,,,,,,,,3,1.0,2.0,z,9.0,1.0,3.02234236141277,1.38289892513751,None,103.97132509999938,None,105.33823927999993,105.33823927999993,105.35510407999982,z,['z'],1.9273139000006267,[1.9273139000006267],None,107.38088890000017,None,z,1.9273139000006267,1,1,1.0,None,110.39484129999983,None,110.39484129999983,None,,,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
3,0,3,0,,,,,,,,,,0,1.0,0.0,z,63.0,1.0,4.12485271162806,1.34668860557497,None,112.20505439999943,None,113.53828917999954,113.53828917999954,113.55505787999982,b,['b'],1.4517325999995592,[1.4517325999995592],None,115.57777589999932,None,b,1.4517325999995592,0,0,0.75,None,119.69817400000011,None,119.69817400000011,None,,,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
4,0,4,0,,,,,,,,,,1,3.0,1.0,b,27.0,1.0,2.91303524001082,1.1243895841892,None,121.50504449999971,None,122.60515537999936,122.60515537999936,122.6218256799998,b,['b'],1.4732381000003443,[1.4732381000003443],None,124.64746809999997,None,b,1.4732381000003443,1,1,0.8,None,127.56816710000021,None,127.56816710000021,None,,,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
5,0,5,0,,,,,,,,,,2,0.0,1.0,z,63.0,1.0,3.76873691643126,1.96568735158996,None,129.37172499999997,None,131.32190278000007,131.32190278000007,131.3384113799998,b,['b'],1.753227300000617,[1.753227300000617],None,133.35480689999986,None,b,1.753227300000617,0,0,0.6666666666666666,None,137.13050779999958,None,137.13050779999958,None,,,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
6,0,6,0,,,,,,,,,,3,2.0,3.0,b,63.0,1.0,3.31929419319838,2.22427187882546,None,138.93800190000002,None,141.1380635800001,141.1380635800001,141.1547257799998,None,[],,,['z'],143.1373169999997,None,z,2.2432058000003963,0,0,0.5714285714285714,None,146.45804829999997,None,146.45804829999997,None,[0.24320580000039627],,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
7,0,7,0,,,,,,,,,,0,2.0,0.0,z,27.0,1.0,4.61004669244928,2.96653053743745,None,148.271256,None,151.22152077999954,151.22152077999954,151.2376230799996,b,['b'],1.5966376000005766,[1.5966376000005766],None,153.25627459999941,None,b,1.5966376000005766,0,0,0.5,None,157.86225819999981,None,157.86225819999981,None,,,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
8,0,8,0,,,,,,,,,,1,3.0,2.0,b,63.0,1.0,3.7500315165247198,1.95130344756745,None,159.67114649999985,None,161.60456018000014,161.60456018000014,161.62140147999935,b,['b'],1.897194500000296,[1.897194500000296],None,163.6431547000002,None,b,1.897194500000296,1,1,0.5555555555555556,None,167.38769649999995,None,167.38769649999995,None,,,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
9,0,9,0,,,,,,,,,,2,3.0,1.0,z,27.0,1.0,2.592312596923728,1.18065738546375,None,169.18852799999968,None,170.35513007999953,170.35513007999953,170.37182488000008,None,[],,,['z'],172.35831619999954,None,z,2.239179700000932,1,1,0.6,None,174.9536877999999,None,174.9536877999999,None,[0.23917970000093192],,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
10,0,10,0,,,,,,,,,,3,3.0,2.0,z,63.0,1.0,2.666404967794728,1.64421109900286,None,176.7549140000001,None,178.37192817999994,178.37192817999994,178.38845447999984,None,[],,,['b'],180.3696662000002,None,b,4.225214100000812,0,0,0.5454545454545454,None,183.03683959999944,None,183.03683959999944,None,[2.2252141000008123],,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
11,0,11,0,,,,,,,,,,2,1.0,3.0,b,27.0,1.0,2.2759877950103027,1.27538462653558,None,184.8383417999994,None,186.08836247999943,186.08836247999943,186.1048578799996,z,['z'],1.3496218000000226,[1.3496218000000226],None,188.10384879999947,None,z,1.3496218000000226,0,0,0.5,None,190.3979505999996,None,190.3979505999996,None,,,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
12,0,12,0,,,,,,,,,,3,3.0,2.0,z,63.0,1.0,2.678526077912375,1.12425433982333,None,192.20520959999976,None,193.30438877999995,193.30438877999995,193.3215867799995,None,[],,,['z'],195.30601239999942,None,z,2.4247838000010233,1,1,0.5384615384615384,None,197.98689839999952,None,197.98689839999952,None,[0.42478380000102334],,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
13,0,13,0,,,,,,,,,,1,3.0,2.0,b,63.0,1.0,3.71372710086949,2.6299100644723,None,199.78830909999942,None,202.40515817999994,202.40515817999994,202.42193427999928,b,['b'],1.2431994000007762,[1.2431994000007762],None,204.44590419999986,None,b,1.2431994000007762,1,1,0.5714285714285714,None,208.16615769999953,None,208.16615769999953,None,,,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
14,0,14,0,,,,,,,,,,0,0.0,3.0,b,9.0,1.0,2.629554641171433,3.40155979865722,None,209.9718742999994,None,213.3544937799993,213.3544937799993,213.37115917999972,b,['b'],1.294836199999736,[1.294836199999736],None,215.39137859999937,None,b,1.294836199999736,1,1,0.6,None,218.01694959999986,None,218.01694959999986,None,,,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
15,0,15,0,,,,,,,,,,2,0.0,1.0,z,63.0,0.0,4.7533305109883095,1.78643585472448,None,219.8224384999994,None,221.5888012800001,221.5888012800001,221.60561397999982,None,[],,,['b'],223.58705929999996,None,b,4.916298299999653,0,1,0.5625,None,228.34612839999954,None,228.34612839999954,None,[2.916298299999653],,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
16,0,16,0,,,,,,,,,,1,2.0,3.0,z,63.0,1.0,4.190022164497369,0.917519910446003,None,230.15532110000004,None,231.05505627999946,231.05505627999946,231.07168297999988,None,[],,,['z'],233.0570502999999,None,z,2.057493300000715,1,1,0.5882352941176471,None,237.25982449999992,None,237.25982449999992,None,[0.05749330000071495],,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
17,0,17,0,,,,,,,,,,3,0.0,2.0,z,27.0,1.0,2.6391747348430608,1.43470440954152,None,239.0707725000002,None,240.4885649799994,240.4885649799994,240.50530667999965,z,['z'],1.8955745000002935,[1.8955745000002935],None,242.52844959999948,None,z,1.8955745000002935,1,1,0.6111111111111112,None,245.16753340000014,None,245.16753340000014,None,,,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
18,0,18,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,3.6438386551209,3.24569326556923,None,246.97072990000015,None,250.1884353800001,250.1884353800001,250.20544957999982,b,['b'],1.9147478000004412,[1.9147478000004412],None,252.2301284999994,None,b,1.9147478000004412,1,1,0.631578947368421,None,255.88330700000006,None,255.88330700000006,None,,,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
19,0,19,0,,,,,,,,,,2,1.0,0.0,b,63.0,1.0,2.342239579230602,2.78346932462847,None,257.6885506999997,None,260.45544698000003,260.45544698000003,260.4721350799996,b,['b'],1.7979875000009997,[1.7979875000009997],None,262.4736009999997,None,b,1.7979875000009997,1,1,0.65,None,264.8043670999996,None,264.8043670999996,None,,,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
20,0,20,0,,,,,,,,,,1,1.0,3.0,z,27.0,1.0,4.46924002178158,0.761758675042088,None,266.6055385999998,None,267.33814867999945,267.33814867999945,267.3544853799999,z,['z'],1.1528287000001,[1.1528287000001],None,269.3721193000001,None,z,1.1528287000001,1,1,0.6666666666666666,None,273.8503376999997,None,273.8503376999997,None,,,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
21,0,21,0,,,,,,,,,,3,3.0,2.0,z,63.0,1.0,2.496959177995529,0.979776149765883,None,275.65546300000005,None,276.62235157999976,276.62235157999976,276.6389371800001,None,[],,,['b'],278.62913449999996,None,b,2.2941111000009187,0,0,0.6363636363636364,None,281.12353489999987,None,281.12353489999987,None,[0.29411110000091867],,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
22,0,22,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,3.73326136168326,2.10421507306074,None,282.9384620000001,None,285.0208715799995,285.0208715799995,285.0381167800001,z,['z'],1.263060700001006,[1.263060700001006],None,287.05511639999986,None,z,1.263060700001006,0,0,0.6086956521739131,None,290.79748500000005,None,290.79748500000005,None,,,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
23,0,23,0,,,,,,,,,,1,2.0,3.0,z,63.0,1.0,2.7134565917469198,0.77703640172831,None,292.6057872000001,None,293.35542787999975,293.35542787999975,293.37198648000003,b,['b'],1.4055042000009053,[1.4055042000009053],None,295.3743549999999,None,b,1.4055042000009053,0,0,0.5833333333333334,None,298.0710892999996,None,298.0710892999996,None,,,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
24,0,24,0,,,,,,,,,,3,2.0,0.0,b,27.0,1.0,3.3728785608729996,1.21250262048173,None,299.87210719999985,None,301.0720542799995,301.0720542799995,301.08943147999935,None,[],,,['z'],303.0710405,None,z,2.652078099999926,0,0,0.56,None,306.45680209999955,None,306.45680209999955,None,[0.652078099999926],,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
25,0,25,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,3.26539063535182,3.4543169006169,None,308.2714312999997,None,311.70558888000005,311.70558888000005,311.7221864799999,b,['b'],1.020880500000203,[1.020880500000203],None,313.7474279999997,None,b,1.020880500000203,1,1,0.5769230769230769,None,317.01621989999967,None,317.01621989999967,None,,,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
26,0,26,0,,,,,,,,,,2,1.0,3.0,b,27.0,1.0,2.294664843639333,3.33124983260532,None,318.8222823999995,None,322.1387855799999,322.1387855799999,322.1553214800001,None,[],,,['z'],324.1423473999994,None,z,2.0084731000006286,0,0,0.5555555555555556,None,326.4519443999998,None,326.4519443999998,None,[0.00847310000062862],,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
27,0,27,0,,,,,,,,,,3,3.0,2.0,z,63.0,1.0,4.82531807167306,1.60731937853708,None,328.2552818999993,None,329.8390205800001,329.8390205800001,329.8557339799995,None,[],,,['b'],331.8416651999996,None,b,2.102585000000545,0,0,0.5357142857142857,None,336.6767823,None,336.6767823,None,[0.10258500000054482],,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
28,0,28,0,,,,,,,,,,1,3.0,2.0,b,63.0,1.0,3.2062024266105302,0.952147612306987,None,338.48889899999995,None,339.4221077799998,339.4221077799998,339.4388755799996,z,['z'],1.9043282000002364,[1.9043282000002364],None,341.4415505999996,None,z,1.9043282000002364,0,0,0.5172413793103449,None,344.64985849999994,None,344.64985849999994,None,,,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
29,0,29,0,,,,,,,,,,2,0.0,1.0,z,63.0,1.0,4.72585056748869,1.36309078069689,None,346.4552956999996,None,347.7889281799994,347.7889281799994,347.8056766799996,b,['b'],2.0079015999999683,[2.0079015999999683],None,349.8316144999999,None,b,2.0079015999999683,0,0,0.5,None,354.5547968000001,None,354.5547968000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
30,0,30,0,,,,,,,,,,0,2.0,0.0,z,27.0,1.0,4.77034425507967,1.90743690794447,None,356.35571339999933,None,358.2389206799994,358.2389206799994,358.25572707999936,z,['z'],1.1433270000006814,[1.1433270000006814],None,360.2815786000001,None,z,1.1433270000006814,1,1,0.5161290322580645,None,365.05231039999944,None,365.05231039999944,None,,,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
31,0,31,0,,,,,,,,,,1,3.0,0.0,b,9.0,1.0,2.526044641065533,2.15533949826702,None,366.8557836,None,368.98915087999967,368.98915087999967,369.0057848799993,z,['z'],1.1421996999997646,[1.1421996999997646],None,371.03046709999944,None,z,1.1421996999997646,0,0,0.5,None,373.5660888000002,None,373.5660888000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
32,0,32,0,,,,,,,,,,3,3.0,2.0,z,63.0,1.0,4.01714354611405,1.53122835510861,None,375.3723850999995,None,376.88922007999963,376.88922007999963,376.90584128,b,['b'],1.6234539999995832,[1.6234539999995832],['z'],378.9293977999996,None,b,1.6234539999995832,0,0,0.48484848484848486,None,382.9496121000002,None,382.9496121000002,None,[3.212950100000853],,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
33,0,33,0,,,,,,,,,,2,0.0,1.0,z,63.0,1.0,2.433630701072358,1.94858485820231,None,384.7555444999998,None,386.68911798,386.68911798,386.7057398799993,z,['z'],1.881879000000481,[1.881879000000481],None,388.73129919999974,None,z,1.881879000000481,1,1,0.5,None,391.1680507000001,None,391.1680507000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1028,4,1,2,3,3,0.95,2023-07-21_14h15.28.088,MSI_TV_v3,2022.1.1,59.97594964412388,
