trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_3.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,2.433630701072358,1.52290599571961,None,179.0272732000003,None,180.52755229000022,180.52755229000022,180.5441409900005,None,[],['b'],[1.6115582000002178],182.53078860000005,None,b,3.6115582000002178,1,1,0.4444444444444444,None,184.97332520000055,None,184.97332520000055,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
9,0,9,0,,,,,,,,,,0,3.0,1.0,z,27.0,1.0,2.629554641171433,1.96568735158996,None,186.77748690000044,None,188.72726519000034,188.72726519000034,188.74480838999997,None,[],['z'],[0.5852731999993921],190.73204410000017,None,z,2.585273199999392,1,1,0.5,None,193.3679001999999,None,193.3679001999999,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
10,0,10,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,4.53337421950507,0.979776149765883,None,195.17746220000026,None,196.1444451899998,196.1444451899998,196.1609314899998,None,[],['b'],[0.4745365999997375],198.14856320000035,None,b,2.4745365999997375,0,0,0.45454545454545453,None,202.6887529000005,None,202.6887529000005,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
11,0,11,0,,,,,,,,,,0,1.0,3.0,b,27.0,1.0,3.7500315165247198,1.94858485820231,None,204.49456960000043,None,206.42778989000007,206.42778989000007,206.44422348999987,None,[],['z'],[0.6945415999998659],208.43225690000054,None,z,2.694541599999866,0,0,0.4166666666666667,None,212.1885495000006,None,212.1885495000006,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
12,0,12,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,2.592312596923728,3.24569326556923,None,213.99427680000008,None,217.22784649000013,217.22784649000013,217.2443401900001,b,['b'],None,,219.25159299999996,None,b,1.6827327999999397,0,0,0.38461538461538464,None,221.83929660000013,None,221.83929660000013,None,1.6827327999999397,[1.6827327999999397],,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
13,0,13,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,4.82531807167306,1.36309078069689,None,223.64424109999982,None,224.9777222900003,224.9777222900003,224.9946147900001,None,[],['b'],[0.5939932000001136],226.98090890000003,None,b,2.5939932000001136,1,1,0.42857142857142855,None,231.81696980000015,None,231.81696980000015,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
14,0,14,0,,,,,,,,,,2,0.0,3.0,b,9.0,1.0,4.12485271162806,3.06992456303453,None,233.6276142000006,None,236.67764748999988,236.67764748999988,236.6943496900004,None,[],None,,238.68220670000028,None,None,[],0,3,0.4,None,242.80971500000032,None,242.80971500000032,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
15,0,15,0,,,,,,,,,,0,0.0,1.0,z,63.0,0.0,2.693348633324513,0.974903167432984,None,244.61090330000025,None,245.56113959000058,245.56113959000058,245.57786329000018,None,[],['z'],[1.175802499999918],247.56681930000013,None,z,3.175802499999918,1,0,0.4375,None,250.26837100000012,None,250.26837100000012,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
16,0,16,0,,,,,,,,,,3,2.0,3.0,z,63.0,1.0,2.92731383428727,1.38289892513751,None,252.07785880000029,None,253.44469499000033,253.44469499000033,253.46144959000057,None,[],['b'],[1.5243024999999761],255.44904529999985,None,b,3.524302499999976,0,0,0.4117647058823529,None,258.3891143000001,None,258.3891143000001,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
17,0,17,0,,,,,,,,,,1,0.0,2.0,z,27.0,1.0,3.35133458220192,1.12425433982333,None,260.19446210000024,None,261.2948160900006,261.2948160900006,261.3116862899998,None,[],['z'],[0.08899750000000495],263.2997701000004,None,z,2.088997500000005,1,1,0.4444444444444444,None,266.6677853000001,None,266.6677853000001,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
18,0,18,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,2.6391747348430608,1.95130344756745,None,268.4783207999999,None,270.4116127899998,270.4116127899998,270.42835148999995,z,['z'],None,,272.4552248,None,z,1.9476611000000048,0,0,0.42105263157894735,None,275.08864429999994,None,275.08864429999994,None,1.9476611000000048,[1.9476611000000048],,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
19,0,19,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,3.73326136168326,2.09887870490381,None,276.89454209999985,None,278.97800629000005,278.97800629000005,278.99482929,None,[],['b'],[0.5614630999998553],280.9838189000002,None,b,2.5614630999998553,1,1,0.45,None,284.7297918000004,None,284.7297918000004,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
20,0,20,0,,,,,,,,,,3,1.0,3.0,z,27.0,1.0,3.31929419319838,1.90743690794447,None,286.54476049999994,None,288.42843258999994,288.42843258999994,288.44517379,None,[],['b'],[1.1467099000001326],290.4332535000003,None,b,3.1467099000001326,0,0,0.42857142857142855,None,293.7529924999999,None,293.7529924999999,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
21,0,21,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,3.76873691643126,1.25817747924478,None,295.5614507999999,None,296.79488718999994,296.79488718999994,296.8111859900001,z,['z'],None,,298.8437302000002,None,z,1.5386862999994264,1,1,0.45454545454545453,None,302.6248249,None,302.6248249,None,1.5386862999994264,[1.5386862999994264],,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
22,0,22,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,4.190022164497369,0.77703640172831,None,304.42855789999976,None,305.17849429000046,305.17849429000046,305.1951170900003,None,[],['b'],[1.2585425999996005],307.1840454000003,None,b,3.2585425999996005,1,1,0.4782608695652174,None,311.3739359000001,None,311.3739359000001,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
23,0,23,0,,,,,,,,,,3,2.0,3.0,z,63.0,1.0,4.72585056748869,1.18065738546375,None,313.1783869000001,None,314.3448695899998,314.3448695899998,314.36156769,z,['z'],None,,316.3896673999998,None,z,1.8037189999995462,1,1,0.5,None,321.1259329000004,None,321.1259329000004,None,1.8037189999995462,[1.8037189999995462],,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
24,0,24,0,,,,,,,,,,1,2.0,0.0,b,27.0,1.0,4.77034425507967,2.15533949826702,None,322.92836739999984,None,325.0617490900005,325.0617490900005,325.0784065899999,None,[],None,,327.0672900999998,None,None,[],0,3,0.48,None,331.8381890999999,None,331.8381890999999,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
25,0,25,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,4.01714354611405,3.1424449555106,None,333.64490170000045,None,336.76171438999984,336.76171438999984,336.77833979000036,None,[],['z'],[2.3047378000001117],338.7657893000005,None,z,4.304737800000112,0,0,0.46153846153846156,None,342.8011692,None,342.8011692,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
26,0,26,0,,,,,,,,,,0,1.0,3.0,b,27.0,1.0,4.11514536789087,3.4543169006169,None,344.6115458000004,None,348.0451889900006,348.0451889900006,348.06168419000016,None,[],['b'],[0.47078789999977744],350.04984030000014,None,b,2.4707878999997774,1,1,0.48148148148148145,None,354.1730942000004,None,354.1730942000004,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
27,0,27,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,2.678526077912375,2.49839527409216,None,355.97836670000015,None,358.4622069899998,358.4622069899998,358.47868158999984,None,[],['z'],[0.3939718999999968],360.4694734000004,None,z,2.393971899999997,1,1,0.5,None,363.1324708000002,None,363.1324708000002,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
28,0,28,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,2.526044641065533,1.60731937853708,None,364.94501630000013,None,366.52904559000046,366.52904559000046,366.5452534900006,None,[],['b'],[0.07506139999986772],368.5358304000001,None,b,2.0750613999998677,1,1,0.5172413793103449,None,371.06813710000006,None,371.06813710000006,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
29,0,29,0,,,,,,,,,,0,0.0,1.0,z,63.0,1.0,2.294664843639333,2.22427187882546,None,372.87842160000037,None,375.0784505900002,375.0784505900002,375.0953727900006,z,['z'],None,,377.12265190000016,None,z,0.9834097000002657,1,1,0.5333333333333333,None,379.42625380000027,None,379.42625380000027,None,0.9834097000002657,[0.9834097000002657],,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
30,0,30,0,,,,,,,,,,2,2.0,0.0,z,27.0,1.0,2.496959177995529,2.6299100644723,None,381.2287573000003,None,383.84523979000016,383.84523979000016,383.8619644900001,None,[],['z'],[0.2085717999998451],385.8513010000006,None,z,2.208571799999845,1,1,0.5483870967741935,None,388.35684240000046,None,388.35684240000046,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
31,0,31,0,,,,,,,,,,3,3.0,0.0,b,9.0,1.0,3.3728785608729996,1.43470440954152,None,390.1616890000005,None,391.5787292900005,391.5787292900005,391.5952276899999,None,[],None,,393.58392470000035,None,None,[],0,3,0.53125,None,396.95598119999977,None,396.95598119999977,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
32,0,32,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,4.40017271499661,1.25920145784721,['b'],398.76186550000057,None,399.99540369,399.99540369,400.0121490900002,z,['z'],None,,402.0398128000006,None,z,1.9532301999997799,1,1,0.5454545454545454,None,406.43979730000046,None,406.43979730000046,None,1.9532301999997799,[1.9532301999997799],[0.7457368999994287],,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
33,0,33,0,,,,,,,,,,0,0.0,1.0,z,63.0,1.0,3.68371079902891,1.53243550275999,None,408.2458013000005,None,409.76210859000014,409.76210859000014,409.77880689000006,None,[],None,,411.7686607000005,None,None,[],0,3,0.5294117647058824,None,415.45708230000037,None,415.45708230000037,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
34,0,34,0,,,,,,,,,,2,0.0,1.0,b,63.0,0.0,4.77723667052879,2.10421507306074,None,417.2623646000002,None,419.3456261900002,419.3456261900002,419.3619143900006,None,[],['b'],[3.9661630000000514],421.3544802000006,None,b,5.966163000000051,1,0,0.5428571428571428,None,426.1314407,None,426.1314407,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
35,0,35,0,,,,,,,,,,3,2.0,3.0,z,63.0,1.0,2.2759877950103027,2.96653053743745,None,427.94542550000006,None,430.89539869000066,430.89539869000066,430.91227739,None,[],['z'],[1.739397100000133],432.9014506000003,None,z,3.739397100000133,1,1,0.5555555555555556,None,435.1913677000002,None,435.1913677000002,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
36,0,36,0,,,,,,,,,,0,1.0,2.0,b,9.0,1.0,3.6438386551209,1.34668860557497,None,436.995629,None,438.3124660900004,438.3124660900004,438.32907308999995,None,[],['b'],[0.7111211999999796],440.3147226000001,None,b,2.7111211999999796,1,1,0.5675675675675675,None,443.96468989999994,None,443.96468989999994,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
37,0,37,0,,,,,,,,,,2,2.0,0.0,z,27.0,1.0,2.82320408183943,1.53122835510861,None,445.7789879000002,None,447.29571959,447.29571959,447.31219949000035,None,[],['z'],[2.143128599999727],449.3006900999999,None,z,4.143128599999727,1,1,0.5789473684210527,None,452.1217051000003,None,452.1217051000003,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
38,0,38,0,,,,,,,,,,1,2.0,3.0,b,63.0,1.0,4.46924002178158,1.78643585472448,None,453.9289208,None,455.6957110900004,455.6957110900004,455.71242249,None,[],['b'],[0.7873748000001797],457.7026757000003,None,b,2.7873748000001797,1,1,0.5897435897435898,None,462.1771496000001,None,462.1771496000001,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
39,0,39,0,,,,,,,,,,3,1.0,3.0,z,27.0,1.0,2.792365600763554,1.27538462653558,None,463.9791532999998,None,465.2293143899998,465.2293143899998,465.2459118900007,None,[],['b'],[1.480480099999113],467.23534070000005,None,b,3.480480099999113,0,0,0.575,None,470.03281270000025,None,470.03281270000025,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
40,0,40,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,4.61004669244928,0.761758675042088,None,471.8457398999999,None,472.59552739000003,472.59552739000003,472.61259729000005,None,[],['b'],[0.41697389999990264],474.600187,None,b,2.4169738999999026,1,1,0.5853658536585366,None,479.20828660000006,None,479.20828660000006,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
41,0,41,0,,,,,,,,,,1,0.0,2.0,z,27.0,1.0,3.02234236141277,0.917519910446003,None,481.0124536000003,None,481.9125775900003,481.9125775900003,481.9292322900002,z,['z'],None,,483.93397110000024,None,z,1.9363292999996702,1,1,0.5952380952380952,None,486.95915010000044,None,486.95915010000044,None,1.9363292999996702,[1.9363292999996702],,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
42,0,42,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,3.71372710086949,1.1243895841892,None,488.7626930000006,None,489.8624444899998,489.8624444899998,489.87931869000033,None,[],['b'],[1.2009037999996508],491.8626922000003,None,b,3.200903799999651,1,1,0.6046511627906976,None,495.5864121000004,None,495.5864121000004,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
43,0,43,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,4.52047235037039,3.1963008326951,None,497.3962614000002,None,500.57938019000005,500.57938019000005,500.5960693899998,None,[],['b'],[0.5209139999997205],502.5860055000003,None,b,2.5209139999997205,1,1,0.6136363636363636,None,507.11711280000054,None,507.11711280000054,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,508.9295656000004,None,,,,,,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.9129505000001,None,None,513.9129505000001,518.8961282999999,,,,,,,,,,,,,CBC_1035,2,6,2,3,12,0.95,2024-07-26_14h50.42.748,MSI_TV_v3,2022.1.1,59.97817993836671,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[2, 0, 1, 3]",0.45454545454545453,0.45454545454545453,0.7272727272727273,0.8181818181818182,25,5,14,,,,,,,,,,,,
