trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_3.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,41.67151169999943,None,t,14.362241200000426,41.67151169999943,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,1,4,3,2,3,0.95,2024-09-11_14h37.04.530,MSI_AV_v3,2022.1.1,59.980374421740606,
,,,,,,,,,,None,56.06004479999956,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,1,4,3,2,3,0.95,2024-09-11_14h37.04.530,MSI_AV_v3,2022.1.1,59.980374421740606,
0,0,0,0,,,,,,,,,,0,0,1,b,63,1,4.01714354611405,1.25817747924478,None,56.25993749999998,None,57.58250169999974,None,57.58250169999974,None,57.59297573999993,None,None,57.58250169999974,None,['z'],[0.1975207000014052],59.5094567999995,None,z,2.197520700001405,0,0,0.0,63.5330699999995,None,None,63.5330699999995,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,1,4,3,2,3,0.95,2024-09-11_14h37.04.530,MSI_AV_v3,2022.1.1,59.980374421740606,
1,0,1,0,,,,,,,,,,1,2,3,z,63,1,4.11514536789087,1.95130344756745,None,65.34309159999975,None,67.29879769999934,None,67.29879769999934,None,67.30915405999986,None,['z'],67.29879769999934,None,None,,69.29751909999959,None,z,1.7067349000008107,1,1,0.5,73.41349360000004,None,None,73.41349360000004,None,[1.7067349000008107],,,,,,,,,,,,,,,,,,,,,,,CBC_1146,1,4,3,2,3,0.95,2024-09-11_14h37.04.530,MSI_AV_v3,2022.1.1,59.980374421740606,
2,0,2,0,,,,,,,,,,3,0,2,z,27,1,4.53337421950507,1.38289892513751,None,75.22570439999981,None,76.61713509999936,None,76.61713509999936,None,76.62643427999956,None,None,76.61713509999936,None,['z'],[1.0249990000011167],78.5931572999998,None,z,3.0249990000011167,1,1,0.6666666666666666,83.11390109999957,None,None,83.11390109999957,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,1,4,3,2,3,0.95,2024-09-11_14h37.04.530,MSI_AV_v3,2022.1.1,59.980374421740606,
3,0,3,0,,,,,,,,,,0,0,1,b,63,1,3.31929419319838,1.64421109900286,None,84.92634709999948,None,86.58284849999927,None,86.58284849999927,None,86.59324138000011,None,None,86.58284849999927,None,['b'],[0.023766600000271865],88.55974009999954,None,b,2.023766600000272,1,1,0.75,91.87236099999973,None,None,91.87236099999973,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,1,4,3,2,3,0.95,2024-09-11_14h37.04.530,MSI_AV_v3,2022.1.1,59.980374421740606,
4,0,4,0,,,,,,,,,,2,1,3,b,27,1,2.2759877950103027,1.53122835510861,None,93.67685679999977,None,95.23339169999963,None,95.23339169999963,None,95.24355687999923,None,None,95.23339169999963,None,['b'],[0.13415420000092126],97.21018969999932,None,b,2.1341542000009213,1,1,0.8,99.4714000999993,None,None,99.4714000999993,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,1,4,3,2,3,0.95,2024-09-11_14h37.04.530,MSI_AV_v3,2022.1.1,59.980374421740606,
5,0,5,0,,,,,,,,,,3,3,2,z,63,1,3.6438386551209,0.917519910446003,None,101.27676859999974,None,102.21684180000011,None,102.21684180000011,None,102.22677537999971,None,None,102.21684180000011,None,['z'],[1.5184786000008899],104.19345859999976,None,z,3.51847860000089,1,1,0.8333333333333334,107.8190139999997,None,None,107.8190139999997,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,1,4,3,2,3,0.95,2024-09-11_14h37.04.530,MSI_AV_v3,2022.1.1,59.980374421740606,
6,0,6,0,,,,,,,,,,1,3,2,b,63,1,4.190022164497369,1.94858485820231,None,109.62629539999944,None,111.60126330000003,None,111.60126330000003,None,111.6099091799997,None,['b'],111.60126330000003,None,None,,113.5788235,None,b,1.8347966000010274,1,1,0.8571428571428571,117.76428699999997,None,None,117.76428699999997,None,[1.8347966000010274],,,,,,,,,,,,,,,,,,,,,,,CBC_1146,1,4,3,2,3,0.95,2024-09-11_14h37.04.530,MSI_AV_v3,2022.1.1,59.980374421740606,
7,0,7,0,,,,,,,,,,2,0,1,z,63,1,2.678526077912375,1.96568735158996,None,119.57647779999934,None,121.57002490000013,None,121.57002490000013,None,121.57628388000012,None,['z'],121.57002490000013,None,None,,123.54910489999929,None,z,1.4805274000000281,1,1,0.875,126.20875089999936,None,None,126.20875089999936,None,[1.4805274000000281],,,,,,,,,,,,,,,,,,,,,,,CBC_1146,1,4,3,2,3,0.95,2024-09-11_14h37.04.530,MSI_AV_v3,2022.1.1,59.980374421740606,
8,0,8,0,,,,,,,,,,0,2,0,z,27,1,3.3728785608729996,2.96653053743745,None,128.01013280000006,None,130.99852370000008,None,130.99852370000008,None,131.0099494799997,None,['z'],130.99852370000008,None,None,,132.99505059999956,None,z,1.7992328000009365,1,1,0.8888888888888888,136.37566809999953,None,None,136.37566809999953,None,[1.7992328000009365],,,,,,,,,,,,,,,,,,,,,,,CBC_1146,1,4,3,2,3,0.95,2024-09-11_14h37.04.530,MSI_AV_v3,2022.1.1,59.980374421740606,
9,0,9,0,,,,,,,,,,1,3,0,b,9,1,3.73326136168326,3.33124983260532,None,138.17685040000015,None,141.5160453999997,None,141.5160453999997,None,141.52542165999967,None,None,141.5160453999997,None,['b'],[1.1154032000013103],143.49362099999962,None,b,3.1154032000013103,1,1,0.9,147.20894959999987,None,None,147.20894959999987,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,1,4,3,2,3,0.95,2024-09-11_14h37.04.530,MSI_AV_v3,2022.1.1,59.980374421740606,
10,0,10,0,,,,,,,,,,3,2,3,b,63,1,4.82531807167306,0.974903167432984,None,149.01009169999998,None,149.99734050000006,None,149.99734050000006,None,149.99332195999978,None,['b'],149.99734050000006,None,None,,151.97924859999966,None,b,1.4381701000002067,1,1,0.9090909090909091,156.79982349999955,None,None,156.79982349999955,None,[1.4381701000002067],,,,,,,,,,,,,,,,,,,,,,,CBC_1146,1,4,3,2,3,0.95,2024-09-11_14h37.04.530,MSI_AV_v3,2022.1.1,59.980374421740606,
11,0,11,0,,,,,,,,,,2,0,1,z,63,1,2.693348633324513,1.34668860557497,None,158.60985399999936,None,159.9821435999993,None,159.9821435999993,None,159.99355637999997,None,['z'],159.9821435999993,None,None,,161.96585460000006,None,z,1.6061021000004985,1,1,0.9166666666666666,164.64218110000002,None,None,164.64218110000002,None,[1.6061021000004985],,,,,,,,,,,,,,,,,,,,,,,CBC_1146,1,4,3,2,3,0.95,2024-09-11_14h37.04.530,MSI_AV_v3,2022.1.1,59.980374421740606,
12,0,12,0,,,,,,,,,,1,2,3,z,63,1,2.342239579230602,0.761758675042088,None,166.44309049999993,None,167.216539,None,167.216539,None,167.22598145999928,None,['z'],167.216539,None,None,,169.2123802999995,None,z,1.7668210000010731,1,1,0.9230769230769231,171.56791769999927,None,None,171.56791769999927,None,[1.7668210000010731],,,,,,,,,,,,,,,,,,,,,,,CBC_1146,1,4,3,2,3,0.95,2024-09-11_14h37.04.530,MSI_AV_v3,2022.1.1,59.980374421740606,
13,0,13,0,,,,,,,,,,3,2,3,b,63,1,4.52047235037039,2.40378712856304,None,173.37660739999956,None,175.80207109999992,None,175.80207109999992,None,175.81004957999994,None,None,175.80207109999992,None,['z'],[2.823193100000026],177.77551419999963,None,z,4.823193100000026,0,0,0.8571428571428571,182.27476380000007,None,None,182.27476380000007,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,1,4,3,2,3,0.95,2024-09-11_14h37.04.530,MSI_AV_v3,2022.1.1,59.980374421740606,
14,0,14,0,,,,,,,,,,2,3,1,z,27,1,3.76873691643126,1.21250262048173,None,184.07697589999952,None,185.29794149999998,None,185.29794149999998,None,185.3092238599993,None,['z'],185.29794149999998,None,None,,187.29303529999925,None,z,1.109469200001513,1,1,0.8666666666666667,191.06752999999935,None,None,191.06752999999935,None,[1.109469200001513],,,,,,,,,,,,,,,,,,,,,,,CBC_1146,1,4,3,2,3,0.95,2024-09-11_14h37.04.530,MSI_AV_v3,2022.1.1,59.980374421740606,
15,0,15,0,,,,,,,,,,0,0,3,b,9,1,4.46924002178158,3.40155979865722,['z'],192.87635409999984,None,196.30014969999957,None,196.30014969999957,None,196.3103367799995,None,None,196.30014969999957,None,['b'],[0.9149619000008897],198.27559259999998,None,b,2.9149619000008897,1,1,0.875,202.72505529999944,None,None,202.72505529999944,None,,[3.169139399999949],,,,,,,,,,,,,,,,,,,,,,CBC_1146,1,4,3,2,3,0.95,2024-09-11_14h37.04.530,MSI_AV_v3,2022.1.1,59.980374421740606,
16,0,16,0,,,,,,,,,,1,2,3,z,63,1,4.77723667052879,3.4543169006169,None,204.52684569999928,None,207.99496629999976,None,207.99496629999976,None,207.99325945999954,None,['z'],207.99496629999976,None,None,,209.99505729999964,None,z,1.4411742000011145,1,1,0.8823529411764706,214.78056259999994,None,None,214.78056259999994,None,[1.4411742000011145],,,,,,,,,,,,,,,,,,,,,,,CBC_1146,1,4,3,2,3,0.95,2024-09-11_14h37.04.530,MSI_AV_v3,2022.1.1,59.980374421740606,
17,0,17,0,,,,,,,,,,3,0,2,z,27,1,3.35133458220192,1.60731937853708,None,216.5934072,None,218.21807850000005,None,218.21807850000005,None,218.2271934800001,None,None,218.21807850000005,None,['z'],[1.106975900001089],220.19357839999975,None,z,3.106975900001089,1,1,0.8888888888888888,223.5368923999995,None,None,223.5368923999995,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,1,4,3,2,3,0.95,2024-09-11_14h37.04.530,MSI_AV_v3,2022.1.1,59.980374421740606,
18,0,18,0,,,,,,,,,,0,0,1,b,63,1,3.26539063535182,1.78643585472448,None,225.34301679999953,None,227.1518527999997,None,227.1518527999997,None,227.1605684799997,None,None,227.1518527999997,None,['z'],[0.7486951999999292],229.12703629999942,None,z,2.748695199999929,0,0,0.8421052631578947,232.38157669999964,None,None,232.38157669999964,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,1,4,3,2,3,0.95,2024-09-11_14h37.04.530,MSI_AV_v3,2022.1.1,59.980374421740606,
19,0,19,0,,,,,,,,,,2,1,0,b,63,0,2.6391747348430608,2.22427187882546,None,234.19343879999997,None,236.41332609999972,None,236.41332609999972,None,236.4258640600001,None,None,236.41332609999972,None,['b'],[1.2908821000009993],238.39333089999946,None,b,3.2908821000009993,1,0,0.85,241.0282548999994,None,None,241.0282548999994,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,1,4,3,2,3,0.95,2024-09-11_14h37.04.530,MSI_AV_v3,2022.1.1,59.980374421740606,
20,0,20,0,,,,,,,,,,1,3,1,b,27,1,2.7134565917469198,1.90743690794447,None,242.8435946999998,None,244.76350360000015,None,244.76350360000015,None,244.76043385999947,None,None,244.76350360000015,None,['b'],[0.870009500001288],246.74256239999977,None,b,2.870009500001288,1,1,0.8571428571428571,249.4354573999999,None,None,249.4354573999999,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,1,4,3,2,3,0.95,2024-09-11_14h37.04.530,MSI_AV_v3,2022.1.1,59.980374421740606,
21,0,21,0,,,,,,,,,,3,3,2,z,63,1,3.71372710086949,2.15533949826702,None,251.24384909999935,None,253.41939719999937,None,253.41939719999937,None,253.42679187999966,None,None,253.41939719999937,None,['z'],[0.1279532000007748],255.39328079999996,None,z,2.127953200000775,1,1,0.8636363636363636,259.09160919999977,None,None,259.09160919999977,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1146,1,4,3,2,3,0.95,2024-09-11_14h37.04.530,MSI_AV_v3,2022.1.1,59.980374421740606,
