trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,33.23832330000005,None,t,37.64416059999985,33.23832330000005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1129,003,2,1,3,10,0.90,2024-09-25_15h12.48.862,MSI_TV_v3,2022.1.1,59.95592040746589,
,,,,,,,,,,None,70.9134125999999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1129,003,2,1,3,10,0.90,2024-09-25_15h12.48.862,MSI_TV_v3,2022.1.1,59.95592040746589,
0,0,0,0,,,,,,,,,,3,1.0,0.0,b,63.0,1.0,2.693348633324513,3.40155979865722,None,71.11327319999964,None,74.49676798999936,74.49676798999936,74.51360018999931,None,[],['b'],[0.7743640999997297],76.50166730000001,None,b,2.7743640999997297,1,1,1.0,None,79.24002959999962,None,79.24002959999962,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1129,003,2,1,3,10,0.90,2024-09-25_15h12.48.862,MSI_TV_v3,2022.1.1,59.95592040746589,
1,0,1,0,,,,,,,,,,1,0.0,1.0,b,63.0,1.0,4.190022164497369,2.22427187882546,None,81.01343699999961,None,83.21342128999932,83.21342128999932,83.23008538999984,None,[],['b'],[1.2182228000001487],85.21812779999982,None,b,3.2182228000001487,1,1,1.0,None,89.4086471999999,None,89.4086471999999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1129,003,2,1,3,10,0.90,2024-09-25_15h12.48.862,MSI_TV_v3,2022.1.1,59.95592040746589,
2,0,2,0,,,,,,,,,,0,1.0,2.0,z,9.0,1.0,2.592312596923728,1.12425433982333,None,91.21338930000002,None,92.31343928999941,92.31343928999941,92.32997489000009,None,[],['b'],[0.7447371999996903],94.31786529999954,None,b,2.7447371999996903,0,0,0.6666666666666666,None,96.9254632000002,None,96.9254632000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1129,003,2,1,3,10,0.90,2024-09-25_15h12.48.862,MSI_TV_v3,2022.1.1,59.95592040746589,
3,0,3,0,,,,,,,,,,1,1.0,0.0,z,63.0,1.0,3.68371079902891,1.90743690794447,None,98.73066359999939,None,100.6135822899998,100.6135822899998,100.63060839000009,None,[],['b'],[1.1661321999999927],102.62030179999965,None,b,3.1661321999999927,0,0,0.5,None,106.29992459999994,None,106.29992459999994,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1129,003,2,1,3,10,0.90,2024-09-25_15h12.48.862,MSI_TV_v3,2022.1.1,59.95592040746589,
4,0,4,0,,,,,,,,,,2,3.0,1.0,b,27.0,1.0,2.2759877950103027,1.60731937853708,None,108.11339270000008,None,109.6966683900002,109.6966683900002,109.71254768999934,None,[],['b'],[1.1905563999998776],111.69428580000022,None,b,3.1905563999998776,1,1,0.6,None,113.96898039999996,None,113.96898039999996,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1129,003,2,1,3,10,0.90,2024-09-25_15h12.48.862,MSI_TV_v3,2022.1.1,59.95592040746589,
5,0,5,0,,,,,,,,,,3,0.0,1.0,z,63.0,1.0,3.31929419319838,2.40378712856304,None,115.78052879999996,None,118.16352248999938,118.16352248999938,118.18086818999946,None,[],['z'],[1.2947899999999208],120.16391649999969,None,z,3.294789999999921,1,1,0.6666666666666666,None,123.48316639999939,None,123.48316639999939,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1129,003,2,1,3,10,0.90,2024-09-25_15h12.48.862,MSI_TV_v3,2022.1.1,59.95592040746589,
6,0,6,0,,,,,,,,,,0,2.0,3.0,b,63.0,1.0,3.6438386551209,1.38289892513751,None,125.29579779999949,None,126.6638871899997,126.6638871899997,126.68056898999949,None,[],['b'],[0.6407867999996597],128.6712805999996,None,b,2.6407867999996597,1,1,0.7142857142857143,None,132.30698500000017,None,132.30698500000017,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1129,003,2,1,3,10,0.90,2024-09-25_15h12.48.862,MSI_TV_v3,2022.1.1,59.95592040746589,
7,0,7,0,,,,,,,,,,1,2.0,0.0,z,27.0,1.0,4.53337421950507,0.974903167432984,None,134.11350399999992,None,135.06352888999953,135.06352888999953,135.08010088999998,None,[],['b'],[3.1276841999997487],137.07221200000004,None,b,5.127684199999749,0,0,0.625,None,141.61436979999962,None,141.61436979999962,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1129,003,2,1,3,10,0.90,2024-09-25_15h12.48.862,MSI_TV_v3,2022.1.1,59.95592040746589,
