trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.rt,response_4.started,response_4.stopped,response_5.keys,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_5.rt,keys_6.rt,keys_3.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
11,0,11,0,,,,,,,,,,2,0.0,2.0,z,27.0,1.0,3.26539063535182,0.77703640172831,None,369.2607033000095,None,370.031902600007,None,370.031902600007,None,370.0428759800052,None,None,,370.031902600007,None,['z'],372.010606300013,None,z,2.0356098000047496,1,1,0.5833333333333334,375.2692933000071,None,None,375.2692933000071,None,[0.03560980000474956],,,,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
12,0,12,0,,,,,,,,,,1,3.0,2.0,b,63.0,0.0,2.433630701072358,3.40155979865722,None,377.0772646000114,None,380.4990645000071,None,380.4990645000071,None,380.4944135800106,None,['b'],[1.8333378999959677],380.4990645000071,None,['z'],382.4822478000133,None,b,1.8333378999959677,1,0,0.6153846153846154,384.9129079000122,None,None,384.9129079000122,None,[0.8077134000050137],,,,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
13,0,13,0,,,,,,,,,,3,1.0,0.0,z,63.0,1.0,2.92731383428727,0.80788063606262,None,386.72724530000414,None,387.53893470000185,None,387.53893470000185,None,387.5440623800023,None,None,,387.53893470000185,None,['z'],389.5271991000045,None,z,2.0650581999943824,1,1,0.6428571428571429,392.4499741000036,None,None,392.4499741000036,None,[0.06505819999438245],,,,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
14,0,14,0,,,,,,,,,,2,2.0,3.0,b,63.0,1.0,2.294664843639333,2.78346932462847,None,394.260921100009,None,397.0644505000091,None,397.0644505000091,None,397.06063877999986,None,['z'],[1.5235908999893581],397.0644505000091,None,None,399.0662322999997,None,z,1.5235908999893581,0,0,0.6,401.3493765000021,None,None,401.3493765000021,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
15,0,15,0,,,,,,,,,,3,0.0,2.0,b,27.0,1.0,4.77723667052879,2.40378712856304,None,403.1601139000122,None,405.5695342000108,None,405.5695342000108,None,405.576657280013,None,None,,405.5695342000108,None,['b'],407.5605676000123,None,b,2.8423611000034725,1,1,0.625,412.33296410000185,None,None,412.33296410000185,None,[0.8423611000034725],,,,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
16,0,16,0,,,,,,,,,,1,2.0,3.0,z,63.0,1.0,2.666404967794728,2.6299100644723,None,414.14386060000106,None,416.79748680000193,None,416.79748680000193,None,416.79405768001016,None,None,,416.79748680000193,None,['z'],418.77737550000893,None,z,2.571390400000382,1,1,0.6470588235294118,421.421835000001,None,None,421.421835000001,None,[0.5713904000003822],,,,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
17,0,17,0,,,,,,,,,,1,3.0,2.0,b,63.0,1.0,2.342239579230602,0.974903167432984,None,423.2276234000019,None,424.21723540000676,None,424.21723540000676,None,424.227250240001,None,None,,424.21723540000676,None,['z'],426.1930401000136,None,z,2.549168700003065,0,0,0.6111111111111112,428.52653960000316,None,None,428.52653960000316,None,[0.5491687000030652],,,,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
18,0,18,0,,,,,,,,,,0,3.0,1.0,z,27.0,1.0,3.7500315165247198,1.27538462653558,None,430.3274373000022,None,431.61873750000086,None,431.61873750000086,None,431.6272973400046,None,None,,431.61873750000086,None,None,433.59352580000996,None,[],[],0,3,0.5789473684210527,437.3295491000026,None,None,437.3295491000026,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
19,0,19,0,,,,,,,,,,1,0.0,3.0,z,9.0,1.0,2.6391747348430608,2.09887870490381,None,439.1433035000082,None,441.2462043000123,None,441.2462043000123,None,441.2441115800102,None,['z'],[1.0280404999939492],441.2462043000123,None,None,443.2466255000036,None,z,1.0280404999939492,1,1,0.6,445.8829003999999,None,None,445.8829003999999,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
20,0,20,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,2.693348633324513,1.36309078069689,None,447.69436710000446,None,449.0497759000136,None,449.0497759000136,None,449.05985278001026,None,['b'],[1.5191598999954294],449.0497759000136,None,None,451.06307110001217,None,b,1.5191598999954294,1,1,0.6190476190476191,453.76851920000627,None,None,453.76851920000627,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
21,0,21,0,,,,,,,,,,3,1.0,0.0,z,63.0,1.0,4.52047235037039,3.1963008326951,None,455.5776145000127,None,458.782260100008,None,458.782260100008,None,458.79388444000506,None,['b'],[1.9370487999985926],458.782260100008,None,None,460.77830280001217,None,b,1.9370487999985926,0,0,0.5909090909090909,465.2999134000129,None,None,465.2999134000129,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
22,0,22,0,,,,,,,,,,2,2.0,3.0,b,63.0,1.0,2.629554641171433,1.95130344756745,['z'],467.11005730000034,None,469.08218620000116,None,469.08218620000116,None,469.0774927800012,None,['z'],[1.3623447999998461],469.08218620000116,None,None,471.07978050000384,None,z,1.3623447999998461,0,0,0.5652173913043478,473.7168268000096,None,None,473.7168268000096,None,,,[1.5135778999974718],,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
23,0,23,0,,,,,,,,,,3,0.0,2.0,b,27.0,1.0,3.2062024266105302,1.12425433982333,None,475.52760740001395,None,476.66482070001075,None,476.66482070001075,None,476.66058808001253,None,None,,476.66482070001075,None,['z'],478.6438299000001,None,z,2.216238799999701,0,0,0.5416666666666666,481.83389810001245,None,None,481.83389810001245,None,[0.21623879999970086],,,,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
24,0,24,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,2.91303524001082,1.25920145784721,None,483.6442073000071,None,484.8996792000107,None,484.8996792000107,None,484.9102221800058,None,['b'],[1.5844293999980437],484.8996792000107,None,None,486.8961680000066,None,b,1.5844293999980437,1,1,0.56,489.81884930000524,None,None,489.81884930000524,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
25,0,25,0,,,,,,,,,,1,2.0,3.0,z,63.0,1.0,2.592312596923728,1.96568735158996,None,491.6274933000095,None,493.6126398000051,None,493.6126398000051,None,493.61075478001294,None,None,,493.6126398000051,None,['b'],495.59408030001214,None,b,2.1798841999989236,0,0,0.5384615384615384,498.1779802000092,None,None,498.1779802000092,None,[0.17988419999892358],,,,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
26,0,26,0,,,,,,,,,,0,1.0,2.0,b,9.0,1.0,2.496959177995529,1.34668860557497,None,499.97765290000825,None,501.34643730000244,None,501.34643730000244,None,501.3440732800009,None,['b'],[1.5195146999903955],501.34643730000244,None,None,503.34337570000207,None,b,1.5195146999903955,1,1,0.5555555555555556,505.8529126000067,None,None,505.8529126000067,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
27,0,27,0,,,,,,,,,,1,1.0,3.0,z,27.0,1.0,4.82531807167306,1.90743690794447,None,507.6605791000038,None,509.57948850000685,None,509.57948850000685,None,509.5775453800088,None,['b'],[1.7105564999947092],509.57948850000685,None,None,511.57889050000813,None,b,1.7105564999947092,0,0,0.5357142857142857,516.4180473000015,None,None,516.4180473000015,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
28,0,28,0,,,,,,,,,,3,1.0,0.0,z,63.0,1.0,4.72585056748869,1.18065738546375,None,518.2269985000021,None,519.4124347000034,None,519.4124347000034,None,519.4106825800045,None,['b'],[1.8708561999956146],519.4124347000034,None,None,521.409722100012,None,b,1.8708561999956146,0,0,0.5172413793103449,526.1266429000098,None,None,526.1266429000098,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
29,0,29,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,4.53337421950507,3.24569326556923,None,527.9277550000115,None,531.181035600006,None,531.181035600006,None,531.1936187800093,None,['z'],[1.8121835999918403],531.181035600006,None,None,533.1767570000084,None,z,1.8121835999918403,0,0,0.5,537.7161942000093,None,None,537.7161942000093,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
30,0,30,0,,,,,,,,,,2,0.0,2.0,z,27.0,1.0,3.71372710086949,2.96653053743745,None,539.5277235000103,None,542.5126080000045,None,542.5126080000045,None,542.5108511800136,None,['z'],[1.4618950999865774],542.5126080000045,None,None,544.5109696,None,z,1.4618950999865774,1,1,0.5161290322580645,548.2366972000018,None,None,548.2366972000018,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
31,0,31,0,,,,,,,,,,3,1.0,0.0,z,63.0,1.0,4.11514536789087,3.06992456303453,None,550.0448718000116,None,553.1333678000083,None,553.1333678000083,None,553.144297640014,None,['b'],[1.311530999999377],553.1333678000083,None,None,555.1254656000092,None,b,1.311530999999377,0,0,0.5,559.2433129000128,None,['z'],559.2433129000128,None,,[1.598521099993377],,,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
32,0,32,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,4.61004669244928,2.15533949826702,None,561.0444314000051,None,563.2140192000079,None,563.2140192000079,None,563.2111503800043,None,['b'],[1.627723600002355],563.2140192000079,None,None,565.2156754000025,None,b,1.627723600002355,1,1,0.5151515151515151,569.8356368000095,None,None,569.8356368000095,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
33,0,33,0,,,,,,,,,,1,3.0,2.0,b,63.0,1.0,3.68371079902891,1.60731937853708,None,571.6451428,None,573.2621523000125,None,573.2621523000125,None,573.2611023800055,None,None,,573.2621523000125,None,['b'],575.2447946000029,None,b,3.390009299997473,1,1,0.5294117647058824,578.9104552000063,None,None,578.9104552000063,None,[1.3900092999974731],,,,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
34,0,34,0,,,,,,,,,,0,3.0,1.0,z,27.0,1.0,2.517541937862754,1.25817747924478,None,580.7111374000087,None,581.9810159000044,None,581.9810159000044,None,581.9775637800121,None,['z'],[1.1710716999950819],581.9810159000044,None,None,583.9760051000048,None,z,1.1710716999950819,1,1,0.5428571428571428,586.5022902000055,None,None,586.5022902000055,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
35,0,35,0,,,,,,,,,,2,3.0,2.0,z,63.0,1.0,3.35133458220192,3.4543169006169,None,588.3111651000072,None,591.7844526000117,None,591.7844526000117,None,591.7944896400004,None,None,,591.7844526000117,None,['z'],593.7612854000035,None,z,2.70953219999501,1,1,0.5555555555555556,597.1041198000021,None,None,597.1041198000021,None,[0.7095321999950102],,,,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
36,0,36,0,,,,,,,,,,2,2.0,0.0,b,27.0,1.0,4.190022164497369,2.10421507306074,None,598.9112311000063,None,601.03662910001,None,601.03662910001,None,601.0445221400005,None,None,,601.03662910001,None,['z'],603.010469300003,None,z,4.632531700000982,0,0,0.5405405405405406,607.1932406000124,None,None,607.1932406000124,None,[2.632531700000982],,,,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
37,0,37,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,4.46924002178158,1.53243550275999,None,608.9947100999998,None,610.530368000007,None,610.530368000007,None,610.5269324200053,None,None,,610.530368000007,None,['b'],612.5115180000139,None,b,2.131992499998887,1,1,0.5526315789473685,616.9747866000107,None,None,616.9747866000107,None,[0.13199249999888707],,,,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
38,0,38,0,,,,,,,,,,3,3.0,0.0,z,9.0,1.0,4.77034425507967,0.917519910446003,None,618.778152800005,None,619.7104311000003,None,619.7104311000003,None,619.7109128800003,None,None,,619.7104311000003,None,['b'],621.694576000009,None,b,2.9594802999927197,0,0,0.5384615384615384,626.4613979999995,None,None,626.4613979999995,None,[0.9594802999927197],,,,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
39,0,39,0,,,,,,,,,,2,3.0,2.0,z,63.0,0.0,3.76873691643126,1.78643585472448,None,628.2608653000061,None,630.0653512000135,None,630.0653512000135,None,630.061304380004,None,['z'],[1.8129522999952314],630.0653512000135,None,None,632.0647129000135,None,z,1.8129522999952314,1,0,0.55,635.8280650000088,None,None,635.8280650000088,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
40,0,40,0,,,,,,,,,,3,1.0,0.0,z,63.0,1.0,4.01714354611405,0.979776149765883,None,637.6286405000137,None,638.6166924000136,None,638.6166924000136,None,638.6275021800029,None,['b'],[1.7992687999940244],638.6166924000136,None,None,640.6183286000014,None,b,1.7992687999940244,0,0,0.5365853658536586,644.6341032000055,None,None,644.6341032000055,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
41,0,41,0,,,,,,,,,,1,3.0,2.0,b,63.0,1.0,3.02234236141277,2.49839527409216,['z'],646.4441245000053,None,648.9467544000072,None,648.9467544000072,None,648.9439878200064,None,['z'],[1.386722399998689],648.9467544000072,None,None,650.9630801000021,None,z,1.386722399998689,0,0,0.5238095238095238,653.9939286000008,None,None,653.9939286000008,None,,,[1.299329300003592],,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
42,0,42,0,,,,,,,,,,2,2.0,3.0,b,63.0,1.0,3.73326136168326,1.38289892513751,None,655.795127800011,None,657.2010590000136,None,657.2010590000136,None,657.211627940007,None,None,,657.2010590000136,None,['b'],659.1770131000085,None,b,2.3026429999881657,1,1,0.5348837209302325,662.9002539000066,None,None,662.9002539000066,None,[0.3026429999881657],,,,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
43,0,43,0,,,,,,,,,,1,1.0,3.0,z,27.0,1.0,4.7533305109883095,1.64421109900286,None,664.7114329000033,None,666.3646185000107,None,666.3646185000107,None,666.3613440800036,None,['b'],[1.4114980999875115],666.3646185000107,None,None,668.3664966000069,None,b,1.4114980999875115,0,0,0.5227272727272727,673.1145198000013,None,None,673.1145198000013,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,674.928364300009,None,,,,,,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.9284091000009,None,None,679.9284091000009,None,,,,,,,,,,,,,CBC_1114,003,5,2,6,19,0.95,2024-08-09_17h20.03.010,MSI_AV_v3,2022.1.1,60.003120161558364,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,easy,"[0, 1, 2, 3]","[3, 0, 2, 1]",0.5454545454545454,0.6363636363636364,0.36363636363636365,0.5454545454545454,21,2,21,,,,,,,,,,,,
