trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,24.675004400000034,None,t,52.35947970000052,24.675004400000034,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1013,5,6,3,2,12,0.95,2023-06-23_16h58.24.978,MSI_TV_v3,2022.1.1,59.82646734943344,
,,,,,,,,,,None,77.06399679999959,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1013,5,6,3,2,12,0.95,2023-06-23_16h58.24.978,MSI_TV_v3,2022.1.1,59.82646734943344,
0,0,0,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,3.31929419319838,1.90743690794447,None,77.27964400000201,None,79.16303530000114,79.16303530000114,79.17944530000132,None,[],['b'],[0.37187400000038906],81.16697370000111,None,b,2.371874000000389,0,0,0.0,None,84.49860650000119,None,84.49860650000119,None,,,,,,,,,,,,,,,,,,,,CBC_1013,5,6,3,2,12,0.95,2023-06-23_16h58.24.978,MSI_TV_v3,2022.1.1,59.82646734943344,
1,0,1,0,,,,,,,,,,1,2.0,3.0,b,63.0,1.0,4.61004669244928,1.64421109900286,None,86.29611210000076,None,87.91317150000141,87.91317150000141,87.92975210000186,None,[],['b'],[0.41450840000106837],89.93756510000094,None,b,2.4145084000010684,1,1,0.5,None,94.55127830000129,None,94.55127830000129,None,,,,,,,,,,,,,,,,,,,,CBC_1013,5,6,3,2,12,0.95,2023-06-23_16h58.24.978,MSI_TV_v3,2022.1.1,59.82646734943344,
2,0,2,0,,,,,,,,,,2,2.0,0.0,z,27.0,1.0,3.76873691643126,2.10421507306074,None,96.36191730000064,None,98.44631600000248,98.44631600000248,98.46268480000181,None,[],['z'],[0.24328460000106134],100.45094450000033,None,z,2.2432846000010613,1,1,0.6666666666666666,None,104.2196079000023,None,104.2196079000023,None,,,,,,,,,,,,,,,,,,,,CBC_1013,5,6,3,2,12,0.95,2023-06-23_16h58.24.978,MSI_TV_v3,2022.1.1,59.82646734943344,
3,0,3,0,,,,,,,,,,0,0.0,1.0,z,63.0,1.0,2.92731383428727,3.4543169006169,None,106.02944720000232,None,109.46287320000302,109.46287320000302,109.47950109999984,None,[],['b'],[0.45999289999963366],111.45881999999983,None,b,2.4599928999996337,0,0,0.5,None,114.39900470000066,None,114.39900470000066,None,,,,,,,,,,,,,,,,,,,,CBC_1013,5,6,3,2,12,0.95,2023-06-23_16h58.24.978,MSI_TV_v3,2022.1.1,59.82646734943344,
4,0,4,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,3.68371079902891,0.761758675042088,None,116.2127309000025,None,116.94619020000137,116.94619020000137,116.96290870000048,None,[],['b'],[0.9164587999985088],118.94559220000156,None,b,2.9164587999985088,1,1,0.6,None,122.62937040000179,None,122.62937040000179,None,,,,,,,,,,,,,,,,,,,,CBC_1013,5,6,3,2,12,0.95,2023-06-23_16h58.24.978,MSI_TV_v3,2022.1.1,59.82646734943344,
5,0,5,0,,,,,,,,,,1,2.0,3.0,b,63.0,1.0,4.82531807167306,2.6299100644723,None,124.42885089999982,None,127.02917620000262,127.02917620000262,127.04542429999965,None,[],['z'],[0.5093716999981552],129.04268200000297,None,z,2.5093716999981552,0,0,0.5,None,133.8547795000013,None,133.8547795000013,None,,,,,,,,,,,,,,,,,,,,CBC_1013,5,6,3,2,12,0.95,2023-06-23_16h58.24.978,MSI_TV_v3,2022.1.1,59.82646734943344,
6,0,6,0,,,,,,,,,,3,1.0,3.0,z,27.0,1.0,3.73326136168326,2.40378712856304,None,135.66293820000283,None,138.0462569000021,138.0462569000021,138.06290349999944,None,[],['b'],[1.733507600001758],140.05077660000097,None,b,3.733507600001758,0,0,0.42857142857142855,None,143.77911719999975,None,143.77911719999975,None,,,,,,,,,,,,,,,,,,,,CBC_1013,5,6,3,2,12,0.95,2023-06-23_16h58.24.978,MSI_TV_v3,2022.1.1,59.82646734943344,
7,0,7,0,,,,,,,,,,1,2.0,1.0,b,9.0,1.0,3.6438386551209,3.06992456303453,None,145.57995790000132,None,148.62988340000192,148.62988340000192,148.6463252000005,None,[],['z'],[1.2013114999972458],150.6325108000019,None,z,3.201311499997246,0,0,0.375,None,154.26816690000123,None,154.26816690000123,None,,,,,,,,,,,,,,,,,,,,CBC_1013,5,6,3,2,12,0.95,2023-06-23_16h58.24.978,MSI_TV_v3,2022.1.1,59.82646734943344,
