trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
23,0,23,0,,,,,,,,,,2,2,3,z,63,1,3.76873691643126,1.25920145784721,None,497.85026560000006,None,499.1185196000006,None,499.1185196000006,None,499.11733733000057,None,None,499.1185196000006,None,['z'],[1.021570499999143],501.1005782000002,None,z,3.021570499999143,1,1,0.6666666666666666,504.86503859999993,None,None,504.86503859999993,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1129,002,3,1,1,10,0.95,2024-09-25_15h04.08.990,MSI_AV_v3,2022.1.1,59.763182413380974,
24,0,24,0,,,,,,,,,,1,0,1,b,63,1,2.792365600763554,1.25817747924478,None,506.6676102000001,None,507.93953650000003,None,507.93953650000003,None,507.95107304000015,None,None,507.93953650000003,None,['z'],[0.4174007999990863],509.91770129999986,None,z,2.4174007999990863,0,0,0.64,512.6961945000003,None,None,512.6961945000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1129,002,3,1,1,10,0.95,2024-09-25_15h04.08.990,MSI_AV_v3,2022.1.1,59.763182413380974,
25,0,25,0,,,,,,,,,,0,2,3,b,63,1,3.31929419319838,1.52290599571961,None,514.5012476000002,None,516.0208564000004,None,516.0208564000004,None,516.0332046300008,None,['z'],516.0208564000004,None,None,,518.0231557000006,None,z,1.7299821999995402,0,0,0.6153846153846154,521.3328563000005,None,None,521.3328563000005,None,[1.7299821999995402],,,,,,,,,,,,,,,,,,,,,,CBC_1129,002,3,1,1,10,0.95,2024-09-25_15h04.08.990,MSI_AV_v3,2022.1.1,59.763182413380974,
26,0,26,0,,,,,,,,,,1,0,2,b,27,1,4.46924002178158,3.1963008326951,None,523.1339562000003,None,526.3342886999999,None,526.3342886999999,None,526.3326621200006,None,None,526.3342886999999,None,['b'],[0.3226528999994116],528.3174180000005,None,b,2.3226528999994116,1,1,0.6296296296296297,532.7777235000003,None,None,532.7777235000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1129,002,3,1,1,10,0.95,2024-09-25_15h04.08.990,MSI_AV_v3,2022.1.1,59.763182413380974,
27,0,27,0,,,,,,,,,,2,2,3,z,63,1,2.666404967794728,1.90743690794447,None,534.5841934999999,None,536.4880369000002,None,536.4880369000002,None,536.4999057300009,None,None,536.4880369000002,None,['b'],[0.20131539999965753],538.4674411000005,None,b,2.2013153999996575,0,0,0.6071428571428571,541.1194657000005,None,None,541.1194657000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1129,002,3,1,1,10,0.95,2024-09-25_15h04.08.990,MSI_AV_v3,2022.1.1,59.763182413380974,
28,0,28,0,,,,,,,,,,2,2,3,z,63,1,2.526044641065533,3.33124983260532,None,542.9346484000007,None,546.2845483000001,None,546.2845483000001,None,546.2839745300006,None,None,546.2845483000001,None,['z'],[0.580975099999705],548.2673316999999,None,z,2.580975099999705,1,1,0.6206896551724138,550.7936138000005,None,None,550.7936138000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1129,002,3,1,1,10,0.95,2024-09-25_15h04.08.990,MSI_AV_v3,2022.1.1,59.763182413380974,
29,0,29,0,,,,,,,,,,3,1,3,b,27,1,3.35133458220192,0.77703640172831,None,552.6010125000003,None,553.3865813000002,None,553.3865813000002,None,553.3840475300002,None,None,553.3865813000002,None,['b'],[0.23430740000003425],555.3676675000006,None,b,2.2343074000000342,1,1,0.6333333333333333,558.7158607000001,None,None,558.7158607000001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1129,002,3,1,1,10,0.95,2024-09-25_15h04.08.990,MSI_AV_v3,2022.1.1,59.763182413380974,
30,0,30,0,,,,,,,,,,2,3,0,b,9,1,4.40017271499661,1.1243895841892,None,560.5173252000004,None,561.6569053000003,None,561.6569053000003,None,561.6677727400005,None,None,561.6569053000003,None,['z'],[0.20043659999919328],563.6345228,None,z,2.2004365999991933,0,0,0.6129032258064516,568.0181030000003,None,None,568.0181030000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1129,002,3,1,1,10,0.95,2024-09-25_15h04.08.990,MSI_AV_v3,2022.1.1,59.763182413380974,
31,0,31,0,,,,,,,,,,3,0,1,z,63,1,3.2062024266105302,3.06992456303453,None,569.8331601999998,None,572.9237860000003,None,572.9237860000003,None,572.9343638400009,None,None,572.9237860000003,None,['b'],[1.7244190000001254],574.8999515000005,None,b,3.7244190000001254,0,0,0.59375,578.0997373,None,None,578.0997373,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1129,002,3,1,1,10,0.95,2024-09-25_15h04.08.990,MSI_AV_v3,2022.1.1,59.763182413380974,
32,0,32,0,,,,,,,,,,1,0,1,b,63,1,2.7134565917469198,2.6299100644723,None,579.9002885999998,None,582.5209592000001,None,582.5209592000001,None,582.5330777300004,None,None,582.5209592000001,None,['z'],[0.44026429999939865],584.5008877999999,None,z,2.4402642999993986,0,0,0.5757575757575758,587.2078204,None,None,587.2078204,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1129,002,3,1,1,10,0.95,2024-09-25_15h04.08.990,MSI_AV_v3,2022.1.1,59.763182413380974,
33,0,33,0,,,,,,,,,,3,0,1,z,63,1,3.7500315165247198,2.40378712856304,None,589.0176121000004,None,591.4371934999999,None,591.4371934999999,None,591.4341836300008,None,['b'],591.4371934999999,None,None,,593.4384104000001,None,b,1.7013262999998915,0,0,0.5588235294117647,597.1882054000007,None,None,597.1882054000007,None,[1.7013262999998915],,,,,,,,,,,,,,,,,,,,,,CBC_1129,002,3,1,1,10,0.95,2024-09-25_15h04.08.990,MSI_AV_v3,2022.1.1,59.763182413380974,
34,0,34,0,,,,,,,,,,0,2,3,b,63,1,2.91303524001082,0.761758675042088,None,599.0010220000004,None,599.7763140000006,None,599.7763140000006,None,599.7846458400003,None,None,599.7763140000006,None,['z'],[0.3217533999995794],601.7512182,None,z,2.3217533999995794,0,0,0.5428571428571428,604.6604633000006,None,None,604.6604633000006,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1129,002,3,1,1,10,0.95,2024-09-25_15h04.08.990,MSI_AV_v3,2022.1.1,59.763182413380974,
35,0,35,0,,,,,,,,,,1,2,0,z,27,1,4.190022164497369,1.36309078069689,None,606.4678917000001,None,607.8546692,None,607.8546692,None,607.8512091300007,None,None,607.8546692,None,['b'],[0.7716700000000856],609.8343009,None,b,2.7716700000000856,0,0,0.5277777777777778,614.0042248,None,None,614.0042248,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1129,002,3,1,1,10,0.95,2024-09-25_15h04.08.990,MSI_AV_v3,2022.1.1,59.763182413380974,
36,0,36,0,,,,,,,,,,3,0,1,z,63,1,3.26539063535182,1.96568735158996,None,615.8169959000006,None,617.7880349000006,None,617.7880349000006,None,617.7844560300008,None,None,617.7880349000006,None,['z'],[0.10514919999968697],619.7680736000002,None,z,2.105149199999687,1,1,0.5405405405405406,623.0220629000005,None,None,623.0220629000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1129,002,3,1,1,10,0.95,2024-09-25_15h04.08.990,MSI_AV_v3,2022.1.1,59.763182413380974,
37,0,37,0,,,,,,,,,,3,1,3,b,27,1,3.68371079902891,2.96653053743745,None,624.8343900999998,None,627.8207492000001,None,627.8207492000001,None,627.8179592300002,None,None,627.8207492000001,None,['b'],[0.3762364999993224],629.8015229000002,None,b,2.3762364999993224,1,1,0.5526315789473685,633.4795757000002,None,None,633.4795757000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1129,002,3,1,1,10,0.95,2024-09-25_15h04.08.990,MSI_AV_v3,2022.1.1,59.763182413380974,
38,0,38,0,,,,,,,,,,0,2,3,b,63,1,4.01714354611405,0.952147612306987,None,635.2844430000005,None,636.2362561999998,None,636.2362561999998,None,636.2330851200006,None,None,636.2362561999998,None,['z'],[0.11380829999961861],638.2177380000003,None,z,2.1138082999996186,0,0,0.5384615384615384,642.2309412000004,None,None,642.2309412000004,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1129,002,3,1,1,10,0.95,2024-09-25_15h04.08.990,MSI_AV_v3,2022.1.1,59.763182413380974,
39,0,39,0,,,,,,,,,,2,1,3,z,27,1,4.7533305109883095,2.15533949826702,None,644.0335328000001,None,646.2046137000007,None,646.2046137000007,None,646.2010226300007,None,None,646.2046137000007,None,['b'],[0.5677701999993587],648.1845039999998,None,b,2.5677701999993587,0,0,0.525,652.933317,None,None,652.933317,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1129,002,3,1,1,10,0.95,2024-09-25_15h04.08.990,MSI_AV_v3,2022.1.1,59.763182413380974,
40,0,40,0,,,,,,,,,,0,2,1,b,9,1,2.6391747348430608,3.4543169006169,None,654.7347178999999,None,658.2043113,None,658.2043113,None,658.2011726300005,None,None,658.2043113,None,['b'],[0.6045784999996613],660.1842050000005,None,b,2.6045784999996613,1,1,0.5365853658536586,662.8138114000003,None,None,662.8138114000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1129,002,3,1,1,10,0.95,2024-09-25_15h04.08.990,MSI_AV_v3,2022.1.1,59.763182413380974,
41,0,41,0,,,,,,,,,,3,1,0,b,63,0,2.496959177995529,0.80788063606262,None,664.6167922000004,None,665.4374076000004,None,665.4374076000004,None,665.4344663300006,None,None,665.4374076000004,None,['b'],[0.1594131000001653],667.4178585999998,None,b,2.1594131000001653,1,0,0.5476190476190477,669.9083568000005,None,None,669.9083568000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1129,002,3,1,1,10,0.95,2024-09-25_15h04.08.990,MSI_AV_v3,2022.1.1,59.763182413380974,
42,0,42,0,,,,,,,,,,2,2,3,z,63,1,2.82320408183943,1.78643585472448,None,671.7180589999998,None,673.5235235,None,673.5235235,None,673.5345062400005,None,None,673.5235235,None,None,,675.5011308000003,None,[],[],0,3,0.5348837209302325,678.3074430000006,None,['z'],678.3074430000006,None,,[0.031908199999634235],,,,,,,,,,,,,,,,,,,,,CBC_1129,002,3,1,1,10,0.95,2024-09-25_15h04.08.990,MSI_AV_v3,2022.1.1,59.763182413380974,
43,0,43,0,,,,,,,,,,1,1,0,z,63,1,4.72585056748869,3.40155979865722,None,680.1178451000005,None,683.5416117000004,None,683.5416117000004,None,683.5511946400005,None,None,683.5416117000004,None,['z'],[1.0377458000002662],685.5178908000007,None,z,3.037745800000266,1,1,0.5454545454545454,690.2339876000005,None,None,690.2339876000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1129,002,3,1,1,10,0.95,2024-09-25_15h04.08.990,MSI_AV_v3,2022.1.1,59.763182413380974,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,692.0347379000004,None,,,,,,,,,,,,,,,,,,CBC_1129,002,3,1,1,10,0.95,2024-09-25_15h04.08.990,MSI_AV_v3,2022.1.1,59.763182413380974,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697.0346742000002,None,None,697.0346742000002,None,,,,,,,,,,,,,CBC_1129,002,3,1,1,10,0.95,2024-09-25_15h04.08.990,MSI_AV_v3,2022.1.1,59.763182413380974,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,easy,"[0, 1, 2, 3]","[1, 3, 0, 2]",0.45454545454545453,0.8181818181818182,0.45454545454545453,0.45454545454545453,22,1,21,,,,,,,,,,,,
