trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_4.rt,allKeys.rt,response_5.keys,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_5.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,24.562704099998882,None,t,57.56422879999991,24.562704099998882,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,2,2,2,5,2,0.95,2023-07-21_16h36.05.936,MSI_TV_v3,2022.1.1,59.9486959064277,
,,,,,,,,,,None,82.14716539999972,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,2,2,2,5,2,0.95,2023-07-21_16h36.05.936,MSI_TV_v3,2022.1.1,59.9486959064277,
0,0,0,0,,,,,,,,,,2,3,1,z,27,1,3.35133458220192,1.52290599571961,None,82.34691980000025,None,83.84701183999968,83.84701183999968,83.86382723999995,z,['z'],2.009133899999142,[2.009133899999142],None,85.89465980000023,None,z,2.009133899999142,1,1,1.0,None,89.28334399999949,None,89.28334399999949,None,,,,,,,,,,,,,,,,,,,,,,CBC_1027,2,2,2,5,2,0.95,2023-07-21_16h36.05.936,MSI_TV_v3,2022.1.1,59.9486959064277,
1,0,1,0,,,,,,,,,,1,2,3,b,63,1,2.693348633324513,3.1424449555106,None,91.06366609999895,None,94.18079933999942,94.18079933999942,94.19735403999911,None,[],,,['z'],96.18480909999926,None,z,2.351332000000184,0,0,0.5,None,98.87948469999901,None,98.87948469999901,None,[0.35133200000018405],,,,,,,,,,,,,,,,,,,,,CBC_1027,2,2,2,5,2,0.95,2023-07-21_16h36.05.936,MSI_TV_v3,2022.1.1,59.9486959064277,
2,0,2,0,,,,,,,,,,3,2,3,z,63,1,4.40017271499661,1.90743690794447,None,100.680173499999,None,102.56363063999888,102.56363063999888,102.58027653999997,z,['z'],1.9247123999994074,[1.9247123999994074],None,104.60577740000008,None,z,1.9247123999994074,1,1,0.6666666666666666,None,109.00908779999918,None,109.00908779999918,None,,,,,,,,,,,,,,,,,,,,,,CBC_1027,2,2,2,5,2,0.95,2023-07-21_16h36.05.936,MSI_TV_v3,2022.1.1,59.9486959064277,
3,0,3,0,,,,,,,,,,2,1,0,b,63,1,4.7533305109883095,3.06992456303453,None,110.81385690000025,None,113.86396263999958,113.86396263999958,113.88052914,None,[],,,['z'],115.8693332999992,None,z,2.088819999999032,0,0,0.5,None,120.60781130000032,None,120.60781130000032,None,[0.088819999999032],,,,,,,,,,,,,,,,,,,,,CBC_1027,2,2,2,5,2,0.95,2023-07-21_16h36.05.936,MSI_TV_v3,2022.1.1,59.9486959064277,
4,0,4,0,,,,,,,,,,0,3,0,z,9,1,3.71372710086949,0.80788063606262,None,122.41284819999964,None,123.19736204,123.19736204,123.21424054000053,None,[],,,['z'],125.20204209999974,None,z,2.487606400000004,1,1,0.6,None,128.9283323999989,None,128.9283323999989,None,[0.4876064000000042],,,,,,,,,,,,,,,,,,,,,CBC_1027,2,2,2,5,2,0.95,2023-07-21_16h36.05.936,MSI_TV_v3,2022.1.1,59.9486959064277,
5,0,5,0,,,,,,,,,,3,2,3,z,63,1,4.190022164497369,1.60731937853708,None,130.7303897999991,None,132.31403753999948,132.31403753999948,132.33106863999964,b,['b'],1.194373699998323,[1.194373699998323],None,134.35706930000015,None,b,1.194373699998323,0,0,0.5,None,138.5411683000002,None,138.5411683000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_1027,2,2,2,5,2,0.95,2023-07-21_16h36.05.936,MSI_TV_v3,2022.1.1,59.9486959064277,
6,0,6,0,,,,,,,,,,1,2,0,b,27,1,4.82531807167306,2.22427187882546,None,140.34673399999883,None,142.5478856400001,142.5478856400001,142.56361093999985,None,[],,,['b'],144.5510488,None,b,2.4575507000008656,1,1,0.5714285714285714,None,149.38016719999905,None,149.38016719999905,None,[0.4575507000008656],,,,,,,,,,,,,,,,,,,,,CBC_1027,2,2,2,5,2,0.95,2023-07-21_16h36.05.936,MSI_TV_v3,2022.1.1,59.9486959064277,
7,0,7,0,,,,,,,,,,0,1,0,z,63,1,2.496959177995529,2.6299100644723,None,151.18070719999923,None,153.79743344000016,153.79743344000016,153.81389603999887,None,[],,,['z'],155.79716849999932,None,z,2.5639045999996597,1,1,0.625,None,158.29820909999944,None,158.29820909999944,None,[0.5639045999996597],,,,,,,,,,,,,,,,,,,,,CBC_1027,2,2,2,5,2,0.95,2023-07-21_16h36.05.936,MSI_TV_v3,2022.1.1,59.9486959064277,
