trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,0,0,2,b,27,1,2.693348633324513,2.96653053743745,None,164.6323605999969,None,167.58232055999906,167.58232055999906,167.59904555999674,None,[],['b'],[0.4284931000038341],169.58557569999903,None,b,2.428493100003834,1,1,0.6666666666666666,None,172.27614079999694,None,172.27614079999694,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
9,0,9,0,,,,,,,,,,3,0,3,z,9,1,3.02234236141277,1.1243895841892,None,174.08207689999836,None,175.18198985999697,175.18198985999697,175.19869895999727,None,[],['z'],[0.5027193000023544],177.1865496999999,None,z,2.5027193000023544,1,1,0.7,None,180.19879409999703,None,180.19879409999703,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
10,0,10,0,,,,,,,,,,1,3,2,z,63,1,3.68371079902891,1.96568735158996,None,181.99862369999755,None,183.94935305999752,183.94935305999752,183.96545525999682,None,[],['z'],[2.4604689000043436],185.95385539999916,None,z,4.460468900004344,1,1,0.7272727272727273,None,189.6297960999982,None,189.6297960999982,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
11,0,11,0,,,,,,,,,,2,1,0,b,63,1,3.7500315165247198,1.12425433982333,None,191.43236709999837,None,192.53240575999735,192.53240575999735,192.5488958599999,None,[],['b'],[0.6082062000023143],194.537306299997,None,b,2.6082062000023143,1,1,0.75,None,198.27546589999838,None,198.27546589999838,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
12,0,12,0,,,,,,,,,,3,3,2,b,63,1,4.46924002178158,0.974903167432984,None,200.08216619999803,None,201.03196765999746,201.03196765999746,201.0486792599986,z,['z'],None,,203.07237769999847,None,z,1.5160951000034402,0,0,0.6923076923076923,None,207.544393199998,None,207.544393199998,None,1.5160951000034402,[1.5160951000034402],,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
13,0,13,0,,,,,,,,,,1,3,2,z,63,1,4.82531807167306,2.78346932462847,None,209.34902209999927,None,212.11544245999903,212.11544245999903,212.13196755999888,None,[],['b'],[0.43226940000386094],214.11749209999834,None,b,2.432269400003861,0,0,0.6428571428571429,None,218.9369119999974,None,218.9369119999974,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
14,0,14,0,,,,,,,,,,2,1,3,b,27,1,4.7533305109883095,1.34668860557497,None,220.7491749999972,None,222.08219575999829,222.08219575999829,222.09870085999864,None,[],['b'],[0.5618426000037289],224.08465230000002,None,b,2.561842600003729,1,1,0.6666666666666666,None,228.83622119999927,None,228.83622119999927,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
15,0,15,0,,,,,,,,,,0,3,0,z,9,1,2.592312596923728,1.43470440954152,None,230.64916319999975,None,232.06567215999894,232.06567215999894,232.0822757599999,None,[],['z'],[2.2469131000034395],234.06798579999668,None,z,4.2469131000034395,1,1,0.6875,None,236.65719049999825,None,236.65719049999825,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
16,0,16,0,,,,,,,,,,3,3,2,b,63,1,3.31929419319838,0.80788063606262,None,238.46562849999827,None,239.24906925999676,239.24906925999676,239.2655322599967,None,[],['z'],[0.43478310000136844],241.25112199999785,None,z,2.4347831000013684,0,0,0.6470588235294118,None,244.56789260000005,None,244.56789260000005,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
17,0,17,0,,,,,,,,,,1,2,0,b,27,1,2.91303524001082,3.1424449555106,None,246.38180699999793,None,249.49910785999964,249.49910785999964,249.51565985999696,None,[],['z'],[0.7393317000023671],251.49748289999843,None,z,2.739331700002367,0,0,0.6111111111111112,None,254.4121414000001,None,254.4121414000001,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
18,0,18,0,,,,,,,,,,0,1,0,z,63,1,3.26539063535182,3.33124983260532,None,256.2158880999996,None,259.53273715999967,259.53273715999967,259.5492925599974,z,['z'],None,,261.5732061999988,None,z,1.4630995000043185,1,1,0.631578947368421,None,264.8452817999969,None,264.8452817999969,None,1.4630995000043185,[1.4630995000043185],,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
19,0,19,0,,,,,,,,,,2,0,1,z,63,0,4.40017271499661,2.22427187882546,None,266.64933669999664,None,268.8494265599984,268.8494265599984,268.8661840599998,None,[],['z'],[0.41613750000396976],270.85100859999875,None,z,2.4161375000039698,1,0,0.65,None,275.25490159999754,None,275.25490159999754,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
20,0,20,0,,,,,,,,,,3,1,3,z,27,1,3.3728785608729996,3.40155979865722,None,277.0654852999978,None,280.4489109599999,280.4489109599999,280.46576555999854,None,[],['z'],[0.5811942000036652],282.44780829999945,None,z,2.581194200003665,1,1,0.6666666666666666,None,285.8343593999998,None,285.8343593999998,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
21,0,21,0,,,,,,,,,,1,2,3,b,63,1,4.01714354611405,3.24569326556923,None,287.6492053999973,None,290.88243895999767,290.88243895999767,290.8991115599965,None,[],['b'],[1.7178818000029423],292.8815480999983,None,b,3.7178818000029423,1,1,0.6818181818181818,None,296.90707629999815,None,296.90707629999815,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
22,0,22,0,,,,,,,,,,2,1,0,b,63,1,2.6391747348430608,1.25920145784721,None,298.71589089999907,None,299.94912295999893,299.94912295999893,299.96601755999654,None,[],['z'],[0.4783491000016511],301.94957379999687,None,z,2.478349100001651,0,0,0.6521739130434783,None,304.60273609999786,['b'],304.60273609999786,None,,,[0.5264537000039127],,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
23,0,23,0,,,,,,,,,,0,2,0,z,27,1,4.77723667052879,1.94858485820231,None,306.4157860999985,None,308.34918985999684,308.34918985999684,308.3659643599967,None,[],['z'],[0.41633090000323136],310.3484783999993,None,z,2.4163309000032314,1,1,0.6666666666666666,None,315.14469089999693,None,315.14469089999693,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
24,0,24,0,,,,,,,,,,3,2,3,z,63,1,2.792365600763554,0.917519910446003,None,316.9490924999991,None,317.84918745999676,317.84918745999676,317.8659193599997,None,[],['b'],[0.233914200001891],319.84830509999665,None,b,2.233914200001891,0,0,0.64,None,322.6436096999969,None,322.6436096999969,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
25,0,25,0,,,,,,,,,,1,2,0,b,27,1,2.92731383428727,1.38289892513751,None,324.4492341999976,None,325.8151055599992,325.8151055599992,325.83231885999703,None,[],['b'],[0.29278140000315034],327.8144072999967,None,b,2.2927814000031503,1,1,0.6538461538461539,None,330.74427749999813,None,330.74427749999813,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
26,0,26,0,,,,,,,,,,2,1,0,b,63,1,4.72585056748869,2.40378712856304,None,332.5490396999994,None,334.93241815999863,334.93241815999863,334.9491411599993,z,['z'],None,,336.9671923999995,None,z,1.3542007000032754,0,0,0.6296296296296297,None,341.6903891999973,None,341.6903891999973,None,1.3542007000032754,[1.3542007000032754],,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
27,0,27,0,,,,,,,,,,0,0,1,b,63,1,3.71372710086949,1.36309078069689,None,343.49911569999676,None,344.84933805999754,344.84933805999754,344.86591205999866,None,[],['b'],[0.5095641000043543],346.8473421999988,None,b,2.5095641000043543,1,1,0.6428571428571429,None,350.5772397999972,None,350.5772397999972,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
28,0,28,0,,,,,,,,,,1,3,2,z,63,0,2.678526077912375,1.53122835510861,None,352.3828665999972,None,353.89904405999914,353.89904405999914,353.9158637599976,None,[],['z'],[1.3607014000008348],355.89906359999804,None,z,3.360701400000835,1,0,0.6551724137931034,None,358.5826605999973,None,358.5826605999973,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
29,0,29,0,,,,,,,,,,3,3,1,b,27,1,4.53337421950507,2.15533949826702,None,360.3826905999995,None,362.515826259998,362.515826259998,362.53227935999894,None,[],['b'],[0.33563340000546305],364.51384619999953,None,b,2.335633400005463,1,1,0.6666666666666666,None,369.0596684999982,None,369.0596684999982,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
30,0,30,0,,,,,,,,,,0,1,0,z,63,1,2.82320408183943,2.6299100644723,None,370.86631940000007,None,373.4663246599994,373.4663246599994,373.4828186599989,None,[],['z'],[0.34392160000425065],375.46938299999965,None,z,2.3439216000042506,1,1,0.6774193548387096,None,378.2826865999996,None,378.2826865999996,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
31,0,31,0,,,,,,,,,,3,3,2,b,63,1,2.496959177995529,0.761758675042088,None,380.0828847999983,None,380.8331038599972,380.8331038599972,380.8495923599985,None,[],['b'],[0.3585661000033724],382.8392911999981,None,b,2.3585661000033724,1,1,0.6875,None,385.33626039999945,None,385.33626039999945,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
32,0,32,0,,,,,,,,,,2,2,1,z,9,1,4.190022164497369,1.52290599571961,None,387.1496455999986,None,388.64910185999906,388.64910185999906,388.6659505599964,None,[],['z'],[0.2810641000032774],390.64479799999754,None,z,2.2810641000032774,1,1,0.696969696969697,None,394.83915949999937,None,394.83915949999937,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
33,0,33,0,,,,,,,,,,0,1,0,z,63,1,2.629554641171433,2.10421507306074,None,396.65001129999655,None,398.73214455999914,398.73214455999914,398.7489496599992,None,[],['z'],[1.0083449000048859],400.7244698999966,None,z,3.008344900004886,1,1,0.7058823529411765,None,403.3589050999981,None,403.3589050999981,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
34,0,34,0,,,,,,,,,,1,2,1,b,9,1,2.2759877950103027,0.979776149765883,None,405.16630599999917,None,406.1329515599973,406.1329515599973,406.1495828599982,None,[],['z'],[0.7625029000046197],408.13702029999695,None,z,2.7625029000046197,0,0,0.6857142857142857,None,410.4024127999983,None,410.4024127999983,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
35,0,35,0,,,,,,,,,,2,1,0,b,63,1,3.76873691643126,2.49839527409216,None,412.2164312999994,None,414.6995866599973,414.6995866599973,414.71649325999897,None,[],['b'],[0.3085521000029985],416.69608289999815,None,b,2.3085521000029985,1,1,0.6944444444444444,None,420.4676229999968,None,420.4676229999968,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
36,0,36,0,,,,,,,,,,0,0,1,b,63,0,2.7134565917469198,2.09887870490381,None,422.2830737999975,None,424.365352159999,424.365352159999,424.38294785999824,None,[],['b'],[0.7478464000050735],426.36116889999903,None,b,2.7478464000050735,1,0,0.7027027027027027,None,429.0836283999997,None,429.0836283999997,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
37,0,37,0,,,,,,,,,,2,0,1,z,63,1,3.2062024266105302,1.27538462653558,None,430.88319919999776,None,432.13217885999984,432.13217885999984,432.1491716599994,None,[],['z'],[0.28649310000037076],434.12718909999967,None,z,2.2864931000003708,1,1,0.7105263157894737,None,437.3275263999967,None,437.3275263999967,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
38,0,38,0,,,,,,,,,,3,1,3,z,27,1,2.342239579230602,1.60731937853708,None,439.1332326999982,None,440.71646095999677,440.71646095999677,440.7332961599968,None,[],['z'],[0.27200960000482155],442.7206465999989,None,z,2.2720096000048216,1,1,0.717948717948718,None,445.06313059999957,None,445.06313059999957,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
39,0,39,0,,,,,,,,,,1,3,2,z,63,1,4.11514536789087,3.06992456303453,None,446.8666317999996,None,449.91577045999657,449.91577045999657,449.93270405999647,None,[],['z'],[0.5087133000051836],451.9113615999995,None,z,2.5087133000051836,1,1,0.725,None,456.02691849999974,None,456.02691849999974,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
40,0,40,0,,,,,,,,,,0,0,2,b,27,1,4.77034425507967,1.21250262048173,None,457.8329505999973,None,459.0166270599984,459.0166270599984,459.03333005999957,None,[],['b'],[0.4600704000040423],461.019843099999,None,b,2.4600704000040423,1,1,0.7317073170731707,None,465.7925705999987,None,465.7925705999987,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
41,0,41,0,,,,,,,,,,3,2,3,z,63,1,2.433630701072358,1.25817747924478,None,467.6000589999967,None,468.8334424599998,468.8334424599998,468.8500538599983,z,['z'],None,,470.875888999999,None,z,1.8090838000025542,1,1,0.7380952380952381,None,473.31090819999736,None,473.31090819999736,None,1.8090838000025542,[1.8090838000025542],,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
42,0,42,0,,,,,,,,,,2,1,3,b,27,1,2.526044641065533,0.952147612306987,None,475.1167755999995,None,476.05007875999945,476.05007875999945,476.06655426,None,[],['b'],[0.3072405000057188],478.04590969999845,None,b,2.307240500005719,1,1,0.7441860465116279,None,480.57254509999984,None,480.57254509999984,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
43,0,43,0,,,,,,,,,,1,3,2,z,63,1,3.6438386551209,1.95130344756745,None,482.383082999997,None,484.31678525999814,484.31678525999814,484.33348165999996,None,[],['z'],[0.41670950000479934],486.319047099998,None,z,2.4167095000047993,1,1,0.75,None,489.95998150000014,None,489.95998150000014,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,491.76693069999965,None,,,,,,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.75022829999943,None,None,496.75022829999943,501.73376689999714,,,,,,,,,,,,,CBC_1027,4,3,3,6,2,0.9,2023-07-21_18h05.28.896,MSI_TV_v3,2022.1.1,59.84479849910837,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[0, 2, 1, 3]",0.7272727272727273,0.6363636363636364,0.7272727272727273,0.9090909090909091,29,0,15,,,,,,,,,,,,
