trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,204.84588450000047,None,t,74.2162716999992,204.84588450000047,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1010,003,4,1,7,13,0.9,2024-03-20_16h28.37.956,MSI_AV_v3,2022.1.1,60.0357572965269,
,,,,,,,,,,None,279.08052580000003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1010,003,4,1,7,13,0.9,2024-03-20_16h28.37.956,MSI_AV_v3,2022.1.1,60.0357572965269,
0,0,0,0,,,,,,,,,,0,0.0,1.0,z,63.0,1.0,4.11514536789087,3.40155979865722,None,279.28035909999926,None,282.87664419999965,None,282.87664419999965,None,282.88049595999837,None,None,282.87664419999965,None,['z'],[0.3760471999994479],284.68052369999896,None,z,2.376047199999448,1,1,1.0,288.7967368999998,None,None,288.7967368999998,None,,,,,,,,,,,,,,,,,,,,,,CBC_1010,003,4,1,7,13,0.9,2024-03-20_16h28.37.956,MSI_AV_v3,2022.1.1,60.0357572965269,
1,0,1,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,2.592312596923728,0.77703640172831,None,290.5975440000002,None,291.39821800000027,None,291.39821800000027,None,291.39712985999904,None,None,291.39821800000027,None,['b'],[0.10877020000043558],293.3638699000003,None,b,2.1087702000004356,0,0,0.5,295.9504849999994,None,None,295.9504849999994,None,,,,,,,,,,,,,,,,,,,,,,CBC_1010,003,4,1,7,13,0.9,2024-03-20_16h28.37.956,MSI_AV_v3,2022.1.1,60.0357572965269,
2,0,2,0,,,,,,,,,,3,2.0,1.0,b,9.0,1.0,4.01714354611405,1.90743690794447,None,297.7637859999995,None,299.7316676999999,None,299.7316676999999,None,299.7303278399995,None,None,299.7316676999999,None,['b'],[0.48329569999987143],301.66380089999984,None,b,2.4832956999998714,1,1,0.6666666666666666,305.666206599999,None,None,305.666206599999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1010,003,4,1,7,13,0.9,2024-03-20_16h28.37.956,MSI_AV_v3,2022.1.1,60.0357572965269,
3,0,3,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,2.693348633324513,3.4543169006169,None,307.48026369999934,None,310.9547903999992,None,310.9547903999992,None,310.96377305999886,None,['b'],310.9547903999992,None,None,,312.9496175999993,None,b,1.4863901999997324,1,1,0.75,315.6535961999998,None,None,315.6535961999998,None,[1.4863901999997324],,,,,,,,,,,,,,,,,,,,,CBC_1010,003,4,1,7,13,0.9,2024-03-20_16h28.37.956,MSI_AV_v3,2022.1.1,60.0357572965269,
4,0,4,0,,,,,,,,,,1,1.0,3.0,z,27.0,1.0,4.52047235037039,2.78346932462847,None,317.4637363999991,None,320.31259409999984,None,320.31259409999984,None,320.31383164,None,['b'],320.31259409999984,None,None,,322.2635358000007,None,b,1.5274838999994245,0,0,0.6,326.7868340999994,None,None,326.7868340999994,None,[1.5274838999994245],,,,,,,,,,,,,,,,,,,,,CBC_1010,003,4,1,7,13,0.9,2024-03-20_16h28.37.956,MSI_AV_v3,2022.1.1,60.0357572965269,
5,0,5,0,,,,,,,,,,0,1.0,0.0,b,63.0,1.0,3.7500315165247198,1.53243550275999,None,328.59772899999916,None,330.15373010000076,None,330.15373010000076,None,330.16395636000016,None,['z'],330.15373010000076,None,None,,332.14480899999944,None,z,1.5695861000003788,0,0,0.5,335.89689929999986,None,None,335.89689929999986,None,[1.5695861000003788],,,,,,,,,,,,,,,,,,,,,CBC_1010,003,4,1,7,13,0.9,2024-03-20_16h28.37.956,MSI_AV_v3,2022.1.1,60.0357572965269,
6,0,6,0,,,,,,,,,,3,3.0,2.0,z,63.0,1.0,4.77034425507967,1.1243895841892,None,337.6971417999994,None,338.83993179999925,None,338.83993179999925,None,338.84728085999996,None,None,338.83993179999925,None,['z'],[0.45954560000063793],340.81414249999943,None,z,2.459545600000638,1,1,0.5714285714285714,345.5761996000001,None,None,345.5761996000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1010,003,4,1,7,13,0.9,2024-03-20_16h28.37.956,MSI_AV_v3,2022.1.1,60.0357572965269,
7,0,7,0,,,,,,,,,,2,0.0,2.0,b,27.0,1.0,2.294664843639333,1.36309078069689,None,347.3804868999996,None,348.76836960000037,None,348.76836960000037,None,348.7638539700001,None,['b'],348.76836960000037,None,None,,350.764392699999,None,b,1.292647999998735,1,1,0.625,353.06903579999926,None,None,353.06903579999926,None,[1.292647999998735],,,,,,,,,,,,,,,,,,,,,CBC_1010,003,4,1,7,13,0.9,2024-03-20_16h28.37.956,MSI_AV_v3,2022.1.1,60.0357572965269,
