trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,3,1,0,b,63,1,2.92731383428727,3.06992456303453,None,150.17080690000057,None,153.2604850000007,None,153.2604850000007,None,153.27058750000035,None,None,153.2604850000007,None,['b'],[0.5264261999991504],155.23758500000076,None,b,2.5264261999991504,1,1,0.7777777777777778,158.1509031000005,None,None,158.1509031000005,None,,,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
9,0,9,0,,,,,,,,,,0,1,3,z,27,1,3.6438386551209,0.80788063606262,None,159.95398520000072,None,160.7767973,None,160.7767973,None,160.78724160000021,None,['z'],160.7767973,None,None,,162.77109670000027,None,z,1.8141073999986475,1,1,0.8,166.42716410000048,None,None,166.42716410000048,None,[1.8141073999986475],,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
10,0,10,0,,,,,,,,,,1,3,2,z,63,1,2.592312596923728,2.40378712856304,None,168.2377146000008,None,170.6617796999999,None,170.6617796999999,None,170.67097870000018,None,None,170.6617796999999,None,['z'],[0.41566709999915474],172.63795730000038,None,z,2.4156670999991547,1,1,0.8181818181818182,175.2116816000007,None,None,175.2116816000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
11,0,11,0,,,,,,,,,,3,1,0,b,63,1,2.433630701072358,2.09887870490381,None,177.0207545000003,None,179.14448020000054,None,179.14448020000054,None,179.15406619999996,None,None,179.14448020000054,None,['b'],[0.4064781999986735],181.12130530000013,None,b,2.4064781999986735,1,1,0.8333333333333334,183.55000410000048,None,None,183.55000410000048,None,,,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
12,0,12,0,,,,,,,,,,2,0,1,b,63,1,3.68371079902891,3.4543169006169,None,185.35419490000004,None,188.82782080000015,None,188.82782080000015,None,188.8373356000004,None,None,188.82782080000015,None,['b'],[0.33107879999897705],190.80430820000038,None,b,2.331078799998977,1,1,0.8461538461538461,194.47384620000048,None,None,194.47384620000048,None,,,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
13,0,13,0,,,,,,,,,,1,1,2,z,9,1,2.7134565917469198,3.1963008326951,None,196.28780499999993,None,199.5117454000001,None,199.5117454000001,None,199.5209577000007,None,None,199.5117454000001,None,['z'],[0.4446689999995215],201.48789980000038,None,z,2.4446689999995215,1,1,0.8571428571428571,204.18823900000007,None,None,204.18823900000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
14,0,14,0,,,,,,,,,,2,1,0,z,63,1,2.666404967794728,3.33124983260532,None,205.9875909000002,None,209.34386670000004,None,209.34386670000004,None,209.3542591000007,None,None,209.34386670000004,None,['z'],[0.29067009999926086],211.32099560000006,None,z,2.290670099999261,1,1,0.8666666666666667,213.98183030000018,None,None,213.98183030000018,None,,,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
15,0,15,0,,,,,,,,,,0,3,1,b,27,1,4.40017271499661,1.96568735158996,None,215.7865909000002,None,217.75608319999992,None,217.75608319999992,None,217.7546662000008,None,['b'],217.75608319999992,None,None,,219.75421020000067,None,b,1.6475237999993624,1,1,0.875,224.1588713000001,None,None,224.1588713000001,None,[1.6475237999993624],,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
16,0,16,0,,,,,,,,,,3,0,1,z,63,1,3.35133458220192,1.52290599571961,None,225.96996330000002,None,227.50968160000048,None,227.50968160000048,None,227.5210622000006,None,['z'],227.50968160000048,None,None,,229.50933150000037,None,z,1.7717829999992318,1,1,0.8823529411764706,232.87788600000022,None,None,232.87788600000022,None,[1.7717829999992318],,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
17,0,17,0,,,,,,,,,,1,2,3,b,63,0,4.77723667052879,1.78643585472448,None,234.68813490000048,None,236.49499330000071,None,236.49499330000071,None,236.50415930000074,None,None,236.49499330000071,None,['b'],[0.35058869999920717],238.47039170000062,None,b,2.350588699999207,1,0,0.8888888888888888,243.2299137,None,None,243.2299137,None,,,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
18,0,18,0,,,,,,,,,,2,2,0,z,27,1,3.7500315165247198,1.25920145784721,None,245.03773150000052,None,246.29169619999993,None,246.29169619999993,None,246.30380040000037,None,None,246.29169619999993,None,['z'],[0.34036569999989297],248.28784480000013,None,z,2.340365699999893,1,1,0.8947368421052632,252.03192910000053,None,None,252.03192910000053,None,,,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
19,0,19,0,,,,,,,,,,0,3,2,b,63,1,4.61004669244928,2.22427187882546,None,253.8368049999999,None,256.0764815000002,None,256.0764815000002,None,256.0876919000004,None,None,256.0764815000002,None,['b'],[0.251141099999586],258.05435750000015,None,b,2.251141099999586,1,1,0.9,262.65338520000023,None,None,262.65338520000023,None,,,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
20,0,20,0,,,,,,,,,,3,3,1,z,27,1,2.792365600763554,1.27538462653558,None,264.4540340000003,None,265.74264720000065,None,265.74264720000065,None,265.73818650000015,None,['z'],265.74264720000065,None,None,,267.73566090000077,None,z,1.8692259999997987,1,1,0.9047619047619048,270.5252659000007,None,None,270.5252659000007,None,[1.8692259999997987],,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
21,0,21,0,,,,,,,,,,1,3,2,z,63,1,2.496959177995529,0.952147612306987,None,272.3379666000001,None,273.30733990000044,None,273.30733990000044,None,273.30445860000003,None,None,273.30733990000044,None,['z'],[0.3461394999994809],275.2880647000002,None,z,2.346139499999481,1,1,0.9090909090909091,277.7792747000003,None,None,277.7792747000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
22,0,22,0,,,,,,,,,,2,0,1,b,63,0,3.76873691643126,2.6299100644723,None,279.5870240000004,None,282.2067055000007,None,282.2067055000007,None,282.2035796000006,None,None,282.2067055000007,None,['b'],[0.348086199998761],284.18785540000044,None,b,2.348086199998761,1,0,0.9130434782608695,287.9485471000007,None,None,287.9485471000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
23,0,23,0,,,,,,,,,,3,2,1,z,9,1,2.6391747348430608,2.78346932462847,None,289.7538105000003,None,292.54110820000005,None,292.54110820000005,None,292.5374256000001,None,['z'],292.54110820000005,None,None,,294.5361171000004,None,z,1.898805099999663,1,1,0.9166666666666666,297.17680030000065,None,None,297.17680030000065,None,[1.898805099999663],,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
24,0,24,0,,,,,,,,,,1,2,3,b,63,1,2.629554641171433,0.917519910446003,None,298.9879155000008,None,299.9249337000001,None,299.9249337000001,None,299.93761360000025,None,None,299.9249337000001,None,['b'],[0.318573299999116],301.9048876000006,None,b,2.318573299999116,1,1,0.92,304.5246491000007,None,None,304.5246491000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
25,0,25,0,,,,,,,,,,0,2,3,z,63,1,4.82531807167306,1.95130344756745,None,306.3381939000001,None,308.30649130000074,None,308.30649130000074,None,308.30474520000047,None,None,308.30649130000074,None,['z'],[0.47494519999963813],310.2875801,None,z,2.474945199999638,1,1,0.9230769230769231,315.10312150000027,None,None,315.10312150000027,None,,,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
26,0,26,0,,,,,,,,,,3,0,1,z,63,1,2.294664843639333,1.90743690794447,None,316.90459250000004,None,318.8259164000001,None,318.8259164000001,None,318.83785580000057,None,None,318.8259164000001,None,['z'],[1.0133646999993289],320.8040751000008,None,z,3.013364699999329,1,1,0.9259259259259259,323.08984110000074,None,None,323.08984110000074,None,,,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
27,0,27,0,,,,,,,,,,2,0,2,b,27,1,2.526044641065533,1.60731937853708,None,324.9048063,None,326.5260764000004,None,326.5260764000004,None,326.52153330000004,None,None,326.5260764000004,None,['b'],[0.34859459999916],328.5042925000007,None,b,2.34859459999916,1,1,0.9285714285714286,331.0210319000007,None,None,331.0210319000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
28,0,28,0,,,,,,,,,,0,1,3,z,27,1,3.73326136168326,1.1243895841892,None,332.82123090000005,None,333.9594538000001,None,333.9594538000001,None,333.9546842000004,None,None,333.9594538000001,None,['z'],[0.24084179999954358],335.93723750000026,None,z,2.2408417999995436,1,1,0.9310344827586207,339.6590358000003,None,None,339.6590358000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
29,0,29,0,,,,,,,,,,2,1,0,z,63,1,4.77034425507967,1.38289892513751,None,341.4717113000006,None,342.87654210000073,None,342.87654210000073,None,342.8880015000006,None,None,342.87654210000073,None,['z'],[0.5248762999990504],344.8547748000001,None,z,2.5248762999990504,1,1,0.9333333333333333,349.6250477000003,None,None,349.6250477000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
30,0,30,0,,,,,,,,,,1,2,0,b,27,1,2.2759877950103027,1.18065738546375,None,351.43855150000036,None,352.6432418000004,None,352.6432418000004,None,352.63833030000063,None,None,352.6432418000004,None,['b'],[0.45732849999967584],354.62152100000003,None,b,2.457328499999676,1,1,0.9354838709677419,356.8950379000007,None,None,356.8950379000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
31,0,31,0,,,,,,,,,,0,2,3,z,63,1,3.3728785608729996,3.1424449555106,None,358.7050885000008,None,361.85954540000057,None,361.85954540000057,None,361.8712827000001,None,None,361.85954540000057,None,['z'],[0.29935739999928046],363.8381182000003,None,z,2.2993573999992805,1,1,0.9375,367.1931379000007,None,None,367.1931379000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
32,0,32,0,,,,,,,,,,3,1,0,b,63,1,2.82320408183943,1.34668860557497,None,369.0047452000008,None,370.3752581000008,None,370.3752581000008,None,370.37171690000054,None,None,370.3752581000008,None,['b'],[1.245328699998936],372.3549436000003,None,b,3.245328699998936,1,1,0.9393939393939394,375.1693930000001,None,None,375.1693930000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
33,0,33,0,,,,,,,,,,2,0,1,b,63,1,3.31929419319838,0.761758675042088,None,376.97106450000047,None,377.7443529000002,None,377.7443529000002,None,377.7552707000006,None,None,377.7443529000002,None,['b'],[0.23956269999871438],379.72056450000036,None,b,2.2395626999987144,1,1,0.9411764705882353,383.0267410000006,None,None,383.0267410000006,None,,,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
34,0,34,0,,,,,,,,,,0,2,3,z,63,0,4.53337421950507,1.12425433982333,None,384.83730150000065,None,385.97511380000014,None,385.97511380000014,None,385.9715164000003,None,None,385.97511380000014,None,['z'],[0.018200999998953193],387.9547700000003,None,z,2.018200999998953,1,0,0.9428571428571428,392.4783186000004,None,None,392.4783186000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
35,0,35,0,,,,,,,,,,1,2,0,b,27,1,4.52047235037039,1.94858485820231,None,394.2886754000001,None,396.25986790000024,None,396.25986790000024,None,396.2550185000004,None,None,396.25986790000024,None,['b'],[0.24448729999949137],398.2383477000003,None,b,2.2444872999994914,1,1,0.9444444444444444,402.75119820000054,None,None,402.75119820000054,None,,,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
36,0,36,0,,,,,,,,,,2,0,1,b,63,1,2.678526077912375,0.77703640172831,None,404.5551952000005,None,405.3474898000004,None,405.3474898000004,None,405.35546640000047,None,None,405.3474898000004,None,['b'],[0.2264841999995042],407.32159540000066,None,b,2.226484199999504,1,1,0.9459459459459459,409.9939374000005,None,None,409.9939374000005,None,,,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
37,0,37,0,,,,,,,,,,3,1,3,b,27,1,2.91303524001082,2.15533949826702,None,411.8051337000006,None,413.9773642,None,413.9773642,None,413.98826879999996,None,None,413.9773642,None,['b'],[0.2023377999994409],415.95501930000046,None,b,2.202337799999441,1,1,0.9473684210526315,418.8555049000006,None,None,418.8555049000006,None,,,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
38,0,38,0,,,,,,,,,,1,3,2,z,63,1,4.190022164497369,0.974903167432984,None,420.65545660000043,None,421.64447370000016,None,421.64447370000016,None,421.6555444000007,None,['z'],421.64447370000016,None,None,,423.64284810000026,None,z,1.7099949999992532,1,1,0.9487179487179487,427.8465593000001,None,None,427.8465593000001,None,[1.7099949999992532],,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
39,0,39,0,,,,,,,,,,0,3,2,b,63,1,4.46924002178158,1.21250262048173,None,429.6554945000007,None,430.8944263000003,None,430.8944263000003,None,430.90500979999996,None,None,430.8944263000003,None,['z'],[0.4217925999992076],432.87176550000004,None,z,2.4217925999992076,0,0,0.925,437.32978450000064,None,None,437.32978450000064,None,,,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
40,0,40,0,,,,,,,,,,3,0,1,z,63,1,2.693348633324513,2.96653053743745,None,439.1386943000007,None,442.1274290000001,None,442.1274290000001,None,442.13836140000075,None,None,442.1274290000001,None,['z'],[0.36788589999923715],444.10518460000003,None,z,2.367885899999237,1,1,0.926829268292683,446.7842066000003,None,None,446.7842066000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
41,0,41,0,,,,,,,,,,2,2,0,z,27,1,3.71372710086949,3.40155979865722,None,448.5887025000002,None,452.0092938000007,None,452.0092938000007,None,452.00508660000054,None,None,452.0092938000007,None,['b'],[0.3517990999998801],453.98852179999994,None,b,2.35179909999988,0,0,0.9047619047619048,457.6952637000004,None,None,457.6952637000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
42,0,42,0,,,,,,,,,,0,3,0,b,9,1,4.11514536789087,3.24569326556923,None,459.5055118,None,462.7611843000004,None,462.7611843000004,None,462.7722089999999,None,None,462.7611843000004,None,['b'],[0.3897137999992992],464.73836050000045,None,b,2.3897137999992992,1,1,0.9069767441860465,468.8488629000003,None,None,468.8488629000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
43,0,43,0,,,,,,,,,,1,3,2,z,63,1,3.2062024266105302,1.64421109900286,None,470.65565120000065,None,472.31076870000015,None,472.31076870000015,None,472.321881,None,['z'],472.31076870000015,None,None,,474.30419600000005,None,z,1.6460268999990149,1,1,0.9090909090909091,477.5117568000005,None,None,477.5117568000005,None,[1.6460268999990149],,,,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,479.3221452000007,None,,,,,,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.32236830000056,None,None,484.32236830000056,None,,,,,,,,,,,,,CBC_1040,2,5,3,1,17,0.9,2023-12-20_15h47.19.244,MSI_AV_v3,2022.1.1,60.3292407988771,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[2, 3, 1, 0]",0.8181818181818182,1.0,1.0,0.8181818181818182,36,0,8,,,,,,,,,,,,
