trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_3.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
23,0,23,0,,,,,,,,,,2,3.0,2.0,z,63.0,1.0,4.61004669244928,3.40155979865722,None,299.5183779000008,None,302.94013800000084,None,302.94013800000084,None,302.93554391000015,None,['z'],302.94013800000084,None,None,,304.9314413000002,None,z,1.692326399999729,1,1,0.8333333333333334,309.5409174000006,None,None,309.5409174000006,None,[1.692326399999729],,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
24,0,24,0,,,,,,,,,,1,2.0,3.0,z,63.0,1.0,2.526044641065533,3.33124983260532,None,311.35190950000015,None,314.7079039,None,314.7079039,None,314.7186241800005,None,None,314.7079039,None,None,,316.6848909,None,[],[],0,3,0.8,319.24548700000014,None,None,319.24548700000014,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
25,0,25,0,,,,,,,,,,3,1.0,0.0,b,63.0,1.0,3.2062024266105302,1.64421109900286,['z'],321.00114960000064,None,322.65783700000065,None,322.65783700000065,None,322.6684521800003,None,None,322.65783700000065,None,['b'],[0.05809119999958057],324.6347585000003,None,b,2.0580911999995806,1,1,0.8076923076923077,327.8388358000002,None,None,327.8388358000002,None,,[0.2074297999997725],,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
26,0,26,0,,,,,,,,,,0,0.0,3.0,b,9.0,1.0,4.40017271499661,2.96653053743745,None,329.65192970000044,None,332.64181570000073,None,332.64181570000073,None,332.65179008000047,None,['b'],332.64181570000073,None,None,,334.63342960000045,None,b,1.7229407999993782,1,1,0.8148148148148148,339.0340083000001,None,None,339.0340083000001,None,[1.7229407999993782],,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
27,0,27,0,,,,,,,,,,1,2.0,3.0,z,63.0,1.0,2.792365600763554,1.43470440954152,None,340.8350190000001,None,342.2876197000005,None,342.2876197000005,None,342.2850472100001,None,['z'],342.2876197000005,None,None,,344.27002510000057,None,z,1.385130599999684,1,1,0.8214285714285714,347.07708980000007,None,None,347.07708980000007,None,[1.385130599999684],,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
28,0,28,0,,,,,,,,,,2,2.0,0.0,b,27.0,1.0,2.693348633324513,1.52290599571961,None,348.8858187000005,None,350.4236389000007,None,350.4236389000007,None,350.41836081000037,None,['b'],350.4236389000007,None,None,,352.4170210000002,None,b,1.9344440000004397,1,1,0.8275862068965517,355.1084212000005,None,None,355.1084212000005,None,[1.9344440000004397],,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
29,0,29,0,,,,,,,,,,0,1.0,0.0,z,63.0,1.0,4.77723667052879,1.78643585472448,None,356.9178103000004,None,358.7231339,None,358.7231339,None,358.7185020100007,None,None,358.7231339,None,['z'],[0.6272899000005054],360.70208340000045,None,z,2.6272899000005054,1,1,0.8333333333333334,365.4665816000006,None,None,365.4665816000006,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
30,0,30,0,,,,,,,,,,3,1.0,0.0,b,63.0,1.0,3.3728785608729996,1.95130344756745,None,367.2679659000005,None,369.2401937000004,None,369.2401937000004,None,369.25188957999995,None,None,369.2401937000004,None,['b'],[0.1392909000005602],371.21828710000045,None,b,2.13929090000056,1,1,0.8387096774193549,374.57835410000007,None,None,374.57835410000007,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
31,0,31,0,,,,,,,,,,1,3.0,1.0,b,27.0,1.0,3.6438386551209,2.6299100644723,None,376.3850602000002,None,379.0415262000006,None,379.0415262000006,None,379.05191068000073,None,['b'],379.0415262000006,None,None,,381.03443360000074,None,b,1.7722420999998576,1,1,0.84375,384.6758359000005,None,None,384.6758359000005,None,[1.7722420999998576],,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
32,0,32,0,,,,,,,,,,2,3.0,2.0,z,63.0,1.0,3.31929419319838,1.27538462653558,None,386.4851301000008,None,387.75513800000044,None,387.75513800000044,None,387.75129014000026,None,['z'],387.75513800000044,None,None,,389.7693513000004,None,z,1.5408870999999635,1,1,0.8484848484848485,393.0896846000005,None,None,393.0896846000005,None,[1.5408870999999635],,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
33,0,33,0,,,,,,,,,,3,1.0,0.0,b,63.0,1.0,4.190022164497369,1.38289892513751,None,394.9018644000007,None,396.3068348000006,None,396.3068348000006,None,396.31857008000003,None,None,396.3068348000006,None,['b'],[0.080895000000055],398.2857253000002,None,b,2.080895000000055,1,1,0.8529411764705882,402.45751310000014,None,None,402.45751310000014,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
34,0,34,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,3.02234236141277,0.761758675042088,None,404.26869650000026,None,405.0439785000008,None,405.0439785000008,None,405.0521462800003,None,None,405.0439785000008,None,['z'],[0.0356420000007347],407.0184554000007,None,z,2.0356420000007347,0,0,0.8285714285714286,410.02734210000017,None,None,410.02734210000017,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
35,0,35,0,,,,,,,,,,2,1.0,2.0,z,9.0,1.0,2.7134565917469198,0.77703640172831,None,411.8351281000005,None,412.62238940000043,None,412.62238940000043,None,412.61859641000063,None,None,412.62238940000043,None,['b'],[0.026474400000552123],414.6020139000002,None,b,2.026474400000552,0,0,0.8055555555555556,417.3018488000007,None,None,417.3018488000007,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
36,0,36,0,,,,,,,,,,0,1.0,0.0,z,63.0,1.0,2.91303524001082,3.1424449555106,None,419.1020158000001,None,422.25818790000085,None,422.25818790000085,None,422.26875848000014,None,None,422.25818790000085,None,['b'],[0.6233240999999907],424.2352724000002,None,b,2.6233240999999907,0,0,0.7837837837837838,427.13624550000077,None,None,427.13624550000077,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
37,0,37,0,,,,,,,,,,1,3.0,1.0,b,27.0,1.0,3.71372710086949,0.917519910446003,None,428.93533560000014,None,429.87386890000016,None,429.87386890000016,None,429.8686990100006,None,None,429.87386890000016,None,['b'],[0.053091699999640696],431.8518944000007,None,b,2.0530916999996407,1,1,0.7894736842105263,435.5610961000002,None,None,435.5610961000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
38,0,38,0,,,,,,,,,,3,0.0,1.0,z,63.0,1.0,2.678526077912375,1.34668860557497,None,437.3687103000002,None,438.72437380000065,None,438.72437380000065,None,438.73500061000067,None,None,438.72437380000065,None,['z'],[0.349159100000179],440.71852520000084,None,z,2.349159100000179,1,1,0.7948717948717948,443.3904379000005,None,None,443.3904379000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
39,0,39,0,,,,,,,,,,2,2.0,3.0,b,63.0,0.0,2.517541937862754,2.40378712856304,None,445.2019820000005,None,447.62407730000086,None,447.62407730000086,None,447.63538337999995,None,None,447.62407730000086,None,['b'],[0.6668970000000627],449.6021111,None,b,2.6668970000000627,1,0,0.8,452.1011090000002,None,None,452.1011090000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
40,0,40,0,,,,,,,,,,0,2.0,0.0,z,27.0,1.0,2.342239579230602,2.78346932462847,None,453.90210509999997,None,456.68734790000053,None,456.68734790000053,None,456.68453834000024,None,None,456.68734790000053,None,['b'],[0.38613139999961277],458.6687950000005,None,b,2.3861313999996128,0,0,0.7804878048780488,460.9942297000007,None,None,460.9942297000007,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
41,0,41,0,,,,,,,,,,1,3.0,2.0,b,63.0,1.0,4.77034425507967,3.1963008326951,None,462.80200500000046,None,466.0216610000007,None,466.0216610000007,None,466.01875691000004,None,None,466.0216610000007,None,['b'],[3.4269492000003083],468.0023583000002,None,b,5.426949200000308,1,1,0.7857142857142857,472.77323680000063,None,None,472.77323680000063,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
42,0,42,0,,,,,,,,,,3,3.0,1.0,z,27.0,1.0,4.46924002178158,2.22427187882546,None,474.58461630000056,None,476.8244362000005,None,476.8244362000005,None,476.8355090800001,None,None,476.8244362000005,None,['z'],[0.2874634999998307],478.8021548000006,None,z,2.2874634999998307,1,1,0.7906976744186046,483.26184980000016,None,None,483.26184980000016,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
43,0,43,0,,,,,,,,,,2,2.0,3.0,b,63.0,1.0,2.2759877950103027,3.4543169006169,None,485.06807130000016,None,488.5400292000004,None,488.5400292000004,None,488.5356258100002,None,None,488.5400292000004,None,['b'],[0.06176149999919289],490.5187760000008,None,b,2.061761499999193,1,1,0.7954545454545454,492.78506220000054,None,None,492.78506220000054,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,494.5855371000007,None,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.5855382,None,None,499.5855382,None,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[0, 3, 2, 1]",0.9090909090909091,0.7272727272727273,0.9090909090909091,0.6363636363636364,33,1,10,,,,,,,,,,,,
