trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_3.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,31.652652100000523,None,t,61.606958100000156,31.652652100000523,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
,,,,,,,,,,None,93.28504050000083,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
0,0,0,0,,,,,,,,,,3,0.0,1.0,z,63.0,1.0,3.7500315165247198,1.25817747924478,None,93.48495500000081,None,94.89511740000034,None,94.89511740000034,None,94.9013068400007,None,None,94.89511740000034,None,['z'],[1.5708170999996582],96.73486370000046,None,z,3.5708170999996582,1,1,1.0,100.4917718000006,None,None,100.4917718000006,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
1,0,1,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,3.73326136168326,3.24569326556923,None,102.30115440000009,None,105.58810770000036,None,105.58810770000036,None,105.58458228000073,None,None,105.58810770000036,None,['b'],[0.9053520000006756],107.55119800000011,None,b,2.9053520000006756,1,1,1.0,111.26848810000047,None,None,111.26848810000047,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
2,0,2,0,,,,,,,,,,1,2.0,3.0,z,63.0,1.0,3.76873691643126,2.10421507306074,None,113.08425070000067,None,115.27546480000001,None,115.27546480000001,None,115.28448016000057,None,None,115.27546480000001,None,['z'],[2.199153099999421],117.18445300000076,None,z,4.199153099999421,1,1,1.0,120.93685679999999,None,None,120.93685679999999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
3,0,3,0,,,,,,,,,,3,2.0,1.0,z,9.0,1.0,2.629554641171433,1.90743690794447,None,122.75156210000023,None,124.67440540000007,None,124.67440540000007,None,124.68471658000054,None,None,124.67440540000007,None,['z'],[1.1512399000002915],126.65058410000074,None,z,3.1512399000002915,1,1,1.0,129.27082120000068,None,None,129.27082120000068,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
4,0,4,0,,,,,,,,,,0,0.0,2.0,b,27.0,1.0,4.12485271162806,3.06992456303453,None,131.0846134000003,None,134.1747034,None,134.1747034,None,134.18443127999998,None,None,134.1747034,None,['b'],[0.8215463999995336],136.15133980000064,None,b,2.8215463999995336,1,1,1.0,140.26789050000025,None,None,140.26789050000025,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
5,0,5,0,,,,,,,,,,2,2.0,3.0,b,63.0,1.0,3.26539063535182,2.15533949826702,None,142.06826460000048,None,144.25405290000072,None,144.25405290000072,None,144.25119477999996,None,None,144.25405290000072,None,['b'],[0.5685095999997429],146.21785420000015,None,b,2.568509599999743,1,1,1.0,149.48389250000037,None,None,149.48389250000037,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
6,0,6,0,,,,,,,,,,1,1.0,3.0,z,27.0,1.0,2.592312596923728,1.21250262048173,None,151.28526030000012,None,152.5252085000002,None,152.5252085000002,None,152.5346601800007,None,None,152.5252085000002,None,['z'],[0.6392335000000458],154.50105540000004,None,z,2.6392335000000458,1,1,1.0,157.08759590000045,None,None,157.08759590000045,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
7,0,7,0,,,,,,,,,,0,1.0,0.0,z,63.0,1.0,2.433630701072358,1.18065738546375,None,158.90155370000048,None,160.08956620000026,None,160.08956620000026,None,160.10070971000025,None,None,160.08956620000026,None,['b'],[1.152333400000316],162.06839180000043,None,b,3.152333400000316,0,0,0.875,164.49077250000028,None,None,164.49077250000028,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
8,0,8,0,,,,,,,,,,2,2.0,0.0,b,27.0,1.0,4.53337421950507,2.49839527409216,None,166.30139820000022,None,168.82202320000033,None,168.82202320000033,None,168.81822361000033,None,None,168.82202320000033,None,['b'],[1.5403496999997515],170.80125550000048,None,b,3.5403496999997515,1,1,0.8888888888888888,175.32986250000067,None,None,175.32986250000067,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
9,0,9,0,,,,,,,,,,1,2.0,3.0,z,63.0,1.0,4.7533305109883095,1.53243550275999,None,177.13422830000036,None,178.68926370000008,None,178.68926370000008,None,178.70139788000014,None,None,178.68926370000008,None,['z'],[0.5636967999998888],180.66841640000075,None,z,2.5636967999998888,1,1,0.9,185.40885620000063,None,None,185.40885620000063,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
10,0,10,0,,,,,,,,,,3,1.0,0.0,b,63.0,1.0,4.11514536789087,0.80788063606262,None,187.21799050000027,None,188.02093140000034,None,188.02093140000034,None,188.03361961000084,None,None,188.02093140000034,None,['b'],[1.4048133999995116],190.00132420000045,None,b,3.4048133999995116,1,1,0.9090909090909091,194.1129251000002,None,None,194.1129251000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
11,0,11,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,4.52047235037039,1.25920145784721,None,195.91745430000083,None,197.18970020000052,None,197.18970020000052,None,197.2012276800002,None,None,197.18970020000052,None,['z'],[0.7472569999999905],199.16802010000083,None,z,2.7472569999999905,0,0,0.8333333333333334,203.67726360000051,None,None,203.67726360000051,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
12,0,12,0,,,,,,,,,,1,2.0,3.0,z,63.0,1.0,4.82531807167306,2.09887870490381,None,205.4850580000002,None,207.6075234,None,207.6075234,None,207.61812038000025,None,None,207.6075234,None,['z'],[0.3777972999996564],209.58468710000034,None,z,2.3777972999996564,1,1,0.8461538461538461,214.40359080000053,None,None,214.40359080000053,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
13,0,13,0,,,,,,,,,,2,2.0,0.0,b,27.0,1.0,2.496959177995529,1.60731937853708,None,216.21747530000084,None,217.83955950000018,None,217.83955950000018,None,217.85150708,None,None,217.83955950000018,None,['b'],[0.21796530000028724],219.8180353000007,None,b,2.2179653000002872,1,1,0.8571428571428571,222.3073400000003,None,None,222.3073400000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
14,0,14,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,2.6391747348430608,1.96568735158996,None,224.1180331000005,None,226.10895410000012,None,226.10895410000012,None,226.11837548000003,None,['z'],226.10895410000012,None,None,,228.10406120000061,None,z,1.3520760000001246,0,0,0.8,230.7580123000007,None,None,230.7580123000007,None,[1.3520760000001246],,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
15,0,15,0,,,,,,,,,,3,1.0,3.0,b,27.0,1.0,3.35133458220192,1.94858485820231,None,232.56806440000037,None,234.54063840000072,None,234.54063840000072,None,234.55213178000085,None,['b'],234.54063840000072,None,None,,236.52071070000056,None,b,1.9064520000001721,1,1,0.8125,239.85932279999997,None,None,239.85932279999997,None,[1.9064520000001721],,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
16,0,16,0,,,,,,,,,,2,3.0,2.0,z,63.0,1.0,4.01714354611405,1.53122835510861,None,241.6671999,None,243.20832430000064,None,243.20832430000064,None,243.21840678000044,None,['z'],243.20832430000064,None,None,,245.2047104000003,None,z,1.7627007000000958,1,1,0.8235294117647058,249.2173102000006,None,None,249.2173102000006,None,[1.7627007000000958],,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
17,0,17,0,,,,,,,,,,1,2.0,3.0,z,63.0,0.0,2.666404967794728,0.979776149765883,None,251.01810580000074,None,252.00523780000003,None,252.00523780000003,None,252.01724711000062,None,['z'],252.00523780000003,None,None,,253.9994482000002,None,z,1.3448379000001296,1,0,0.8333333333333334,256.6730382000005,None,None,256.6730382000005,None,[1.3448379000001296],,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
18,0,18,0,,,,,,,,,,3,1.0,0.0,b,63.0,1.0,3.68371079902891,1.12425433982333,None,258.4847913000003,None,259.60403100000076,None,259.60403100000076,None,259.6012566400002,None,None,259.60403100000076,None,['b'],[1.8166393999999855],261.6014959000004,None,b,3.8166393999999855,1,1,0.8421052631578947,265.2763223000002,None,None,265.2763223000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
19,0,19,0,,,,,,,,,,0,2.0,0.0,z,27.0,1.0,2.92731383428727,1.1243895841892,None,267.0844291000003,None,268.22475510000004,None,268.22475510000004,None,268.2347855800004,None,['b'],268.22475510000004,None,None,,270.2196621000003,None,b,1.9080242999998518,0,0,0.8,273.1567193000001,None,None,273.1567193000001,None,[1.9080242999998518],,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
20,0,20,0,,,,,,,,,,1,0.0,3.0,z,9.0,1.0,2.294664843639333,1.36309078069689,None,274.9677079000003,None,276.34042490000047,None,276.34042490000047,None,276.3518022800004,None,['z'],276.34042490000047,None,None,,278.34082840000065,None,z,1.3165199999994002,1,1,0.8095238095238095,280.6255049000001,None,None,280.6255049000001,None,[1.3165199999994002],,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
21,0,21,0,,,,,,,,,,2,2.0,3.0,b,63.0,1.0,4.72585056748869,0.952147612306987,None,282.4348658000008,None,283.40674130000025,None,283.40674130000025,None,283.4183452800003,None,['b'],283.40674130000025,None,None,,285.3884706000008,None,b,1.7386540999996214,1,1,0.8181818181818182,290.1073574000002,None,None,290.1073574000002,None,[1.7386540999996214],,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
22,0,22,0,,,,,,,,,,3,3.0,1.0,z,27.0,1.0,2.82320408183943,0.974903167432984,None,291.9181582000001,None,292.8902942000004,None,292.8902942000004,None,292.9009420100003,None,None,292.8902942000004,None,['z'],[0.13869630000044708],294.88544230000025,None,z,2.138696300000447,1,1,0.8260869565217391,297.7071414000002,None,None,297.7071414000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1030,2,6,3,0,5,0.95,2023-08-23_15h13.18.002,MSI_AV_v3,2022.1.1,60.00636067431092,
