trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.rt,response_4.started,response_4.stopped,response_5.keys,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_5.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,3,0,2,b,27,1,4.77723667052879,1.25920145784721,None,557.7706061999988,None,559.0423069999988,None,559.0423069999988,None,559.0538693399993,None,['z'],[1.2448785000005955],559.0423069999988,None,None,561.0225963000003,None,z,1.2448785000005955,0,0,0.4444444444444444,565.8090292999996,None,None,565.8090292999996,None,,,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
9,0,9,0,,,,,,,,,,0,0,3,z,9,1,3.2062024266105302,1.27538462653558,None,567.621279,None,568.8896569999988,None,568.8896569999988,None,568.88689062,None,['b'],[1.4065909999999349],568.8896569999988,None,None,570.9081849000004,None,b,1.4065909999999349,0,0,0.4,574.1197301000002,None,None,574.1197301000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
10,0,10,0,,,,,,,,,,2,3,2,z,63,1,4.7533305109883095,3.1963008326951,None,575.9209079000002,None,579.1252116000005,None,579.1252116000005,None,579.1368940299996,None,['z'],[1.1642101000006733],579.1252116000005,None,None,581.1384838999993,None,z,1.1642101000006733,1,1,0.45454545454545453,585.8938281000001,None,None,585.8938281000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
11,0,11,0,,,,,,,,,,1,1,0,b,63,1,3.73326136168326,1.96568735158996,None,587.7040702000004,None,589.6932336,None,589.6932336,None,589.7037364400002,None,['z'],[1.634508599999208],589.6932336,None,None,591.6810558999996,None,z,1.634508599999208,0,0,0.4166666666666667,595.4105716999993,None,None,595.4105716999993,None,,,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
12,0,12,0,,,,,,,,,,0,3,2,b,63,1,3.68371079902891,2.78346932462847,None,597.2208755999991,None,600.0295436999995,None,600.0295436999995,None,600.0375321400005,None,['z'],[1.4554659000013999],600.0295436999995,None,None,602.0068941,None,z,1.4554659000013999,0,0,0.38461538461538464,605.6933227999989,None,None,605.6933227999989,None,,,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
13,0,13,0,,,,,,,,,,2,3,2,z,63,1,4.82531807167306,1.1243895841892,None,607.5034198999992,None,608.6432462000002,None,608.6432462000002,None,608.6538459399998,None,['z'],[1.544388600000275],608.6432462000002,None,None,610.6387578000003,None,z,1.544388600000275,1,1,0.42857142857142855,615.4787573000003,None,None,615.4787573000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
14,0,14,0,,,,,,,,,,1,1,3,b,27,1,2.82320408183943,2.22427187882546,None,617.2868432999994,None,619.5283790999993,None,619.5283790999993,None,619.5373946399994,None,['b'],[1.5551242000010461],619.5283790999993,None,None,621.5206501000002,None,b,1.5551242000010461,1,1,0.4666666666666667,624.3429695999994,None,None,624.3429695999994,None,,,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
15,0,15,0,,,,,,,,,,3,3,0,z,9,1,4.190022164497369,1.12425433982333,None,626.1546078000001,None,627.2866533000006,None,627.2866533000006,None,627.2874705299997,None,None,,627.2866533000006,None,['b'],629.2710596999996,None,b,2.3727506000004723,0,0,0.4375,633.4546280999994,None,None,633.4546280999994,None,[0.37275060000047233],,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
16,0,16,0,,,,,,,,,,0,3,2,b,63,1,2.342239579230602,3.1424449555106,None,635.270087599999,None,638.425392099999,None,638.425392099999,None,638.4374621400001,None,['z'],[1.0806273000007423],638.425392099999,None,None,640.4115570999993,None,z,1.0806273000007423,0,0,0.4117647058823529,642.7437232999991,None,None,642.7437232999991,None,,,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
17,0,17,0,,,,,,,,,,2,2,0,b,27,1,2.6391747348430608,0.761758675042088,None,644.5542864999998,None,645.3243725000002,None,645.3243725000002,None,645.3209299299994,None,None,,645.3243725000002,None,['z'],647.3046447999996,None,z,2.345567300001676,0,0,0.3888888888888889,649.9288471999998,None,None,649.9288471999998,None,[0.3455673000016759],,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
18,0,18,0,,,,,,,,,,3,1,0,z,63,1,2.693348633324513,1.38289892513751,None,651.7374952,None,653.1443601000001,None,653.1443601000001,None,653.1544722399993,None,['z'],[1.5014902000011716],653.1443601000001,None,None,655.1406066999998,None,z,1.5014902000011716,1,1,0.42105263157894735,657.8455617999998,None,None,657.8455617999998,None,,,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
19,0,19,0,,,,,,,,,,1,0,1,z,63,0,4.61004669244928,2.49839527409216,None,659.6543536999989,None,662.1764954,None,662.1764954,None,662.1877582399992,None,['z'],[1.2401096000003236],662.1764954,None,None,664.1744771999993,None,z,1.2401096000003236,1,0,0.45,668.7867240999994,None,None,668.7867240999994,None,,,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
20,0,20,0,,,,,,,,,,0,1,3,z,27,1,2.2759877950103027,1.25817747924478,None,670.5875862000003,None,671.8558870999996,None,671.8558870999996,None,671.853919929999,None,['b'],[1.3903954000006706],671.8558870999996,None,None,673.8488114000002,None,b,1.3903954000006706,0,0,0.42857142857142855,676.1281408999994,None,None,676.1281408999994,None,,,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
21,0,21,0,,,,,,,,,,2,2,3,b,63,1,4.52047235037039,0.979776149765883,None,677.937854499999,None,678.9211870999998,None,678.9211870999998,None,678.9198552199991,None,None,,678.9211870999998,None,['b'],680.9043499999998,None,b,2.3691208000009283,1,1,0.45454545454545453,685.4197706999994,None,None,685.4197706999994,None,[0.3691208000009283],,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
22,0,22,0,,,,,,,,,,1,1,0,b,63,1,2.526044641065533,0.917519910446003,None,687.2215883999988,None,688.1588019000001,None,688.1588019000001,None,688.1545048299992,None,None,,688.1588019000001,None,['b'],690.1381505999989,None,b,2.4517734999999448,1,1,0.4782608695652174,692.662350399999,None,None,692.662350399999,None,[0.45177349999994476],,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
23,0,23,0,,,,,,,,,,3,2,0,z,27,1,4.77034425507967,1.52290599571961,None,694.4699934999999,None,696.0099545999992,None,696.0099545999992,None,696.0211595399995,None,['z'],[1.428907500000605],696.0099545999992,None,None,698.006044499999,None,z,1.428907500000605,1,1,0.5,702.7785775999992,None,None,702.7785775999992,None,,,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
24,0,24,0,,,,,,,,,,0,2,3,z,63,1,3.02234236141277,1.64421109900286,None,704.5875504000005,None,706.243544599999,None,706.243544599999,None,706.254590639999,None,['z'],[1.7233413000003566],706.243544599999,None,None,708.2409526999991,None,z,1.7233413000003566,1,1,0.52,711.2771779000004,None,None,711.2771779000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
25,0,25,0,,,,,,,,,,2,2,0,b,27,1,2.294664843639333,2.96653053743745,None,713.0881003999993,None,716.0738640999998,None,716.0738640999998,None,716.0711839299998,None,['b'],[1.0486398000002737],716.0738640999998,None,None,718.0680079000003,None,b,1.0486398000002737,1,1,0.5384615384615384,720.3621219000006,None,None,720.3621219000006,None,,,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
26,0,26,0,,,,,,,,,,1,1,0,b,63,1,4.11514536789087,0.974903167432984,None,722.1712584999996,None,723.1491763000004,None,723.1491763000004,None,723.1541578299999,None,['b'],[1.8099410000004355],723.1491763000004,None,None,725.1533699999991,None,b,1.8099410000004355,1,1,0.5555555555555556,729.2773630000002,None,None,729.2773630000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
27,0,27,0,,,,,,,,,,3,0,1,b,63,1,3.76873691643126,3.4543169006169,None,731.0882066999993,None,734.5595208999994,None,734.5595208999994,None,734.5710177399995,None,['b'],[1.2596969000014724],734.5595208999994,None,None,736.5569270999995,None,b,1.2596969000014724,1,1,0.5714285714285714,740.3257487000001,None,None,740.3257487000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
28,0,28,0,,,,,,,,,,2,3,2,z,63,1,2.592312596923728,2.6299100644723,None,742.1381611999996,None,744.7932123,None,744.7932123,None,744.8044389400001,None,['z'],[1.627348000000893],744.7932123,None,None,746.7907652000004,None,z,1.627348000000893,1,1,0.5862068965517241,749.3955364000003,None,None,749.3955364000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
29,0,29,0,,,,,,,,,,0,3,1,b,27,1,2.92731383428727,0.952147612306987,None,751.2050224999994,None,752.1747031999994,None,752.1747031999994,None,752.1714422299989,None,['b'],[1.323811499999465],752.1747031999994,None,None,754.1746905999998,None,b,1.323811499999465,1,1,0.6,757.1107516999991,None,None,757.1107516999991,None,,,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
30,0,30,0,,,,,,,,,,3,1,0,z,63,1,2.517541937862754,1.60731937853708,None,758.9213860999998,None,760.5419835000002,None,760.5419835000002,None,760.5544700400004,None,['z'],[1.22504729999946],760.5419835000002,None,None,762.5414276000001,None,z,1.22504729999946,1,1,0.6129032258064516,765.0620463999994,None,None,765.0620463999994,None,,,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
31,0,31,0,,,,,,,,,,0,3,2,b,63,1,4.01714354611405,1.34668860557497,None,766.8711754000005,None,768.2405018,None,768.2405018,None,768.2380712299997,None,['b'],[1.6059553000004598],768.2405018,None,None,770.2428972999996,None,b,1.6059553000004598,1,1,0.625,774.2586096000005,None,None,774.2586096000005,None,,,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
32,0,32,0,,,,,,,,,,1,2,1,z,9,1,4.53337421950507,2.09887870490381,None,776.0715535999998,None,778.1896429999988,None,778.1896429999988,None,778.1880127299988,None,['z'],[1.1155367000001206],778.1896429999988,None,None,780.1897030999999,None,z,1.1155367000001206,1,1,0.6363636363636364,784.7257899999995,None,None,784.7257899999995,None,,,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
33,0,33,0,,,,,,,,,,3,1,0,z,63,1,4.12485271162806,1.78643585472448,None,786.5379884999993,None,788.3239590000003,None,788.3239590000003,None,788.3212746200002,None,['z'],[1.4105416000011246],788.3239590000003,None,None,790.3414733,None,z,1.4105416000011246,1,1,0.6470588235294118,794.4769884999996,None,None,794.4769884999996,None,,,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
34,0,34,0,,,,,,,,,,2,2,1,b,9,1,4.72585056748869,3.06992456303453,None,796.2884628999991,None,799.3745881000004,None,799.3745881000004,None,799.3715781299994,None,['b'],[1.1142340000014883],799.3745881000004,None,None,801.3705466999991,None,b,1.1142340000014883,1,1,0.6571428571428571,806.0944824999997,None,None,806.0944824999997,None,,,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
35,0,35,0,,,,,,,,,,1,1,0,b,63,1,2.496959177995529,1.21250262048173,None,807.9047906999995,None,809.1281135999989,None,809.1281135999989,None,809.1383845399995,None,['b'],[1.6138934000000518],809.1281135999989,None,None,811.1205483999993,None,b,1.6138934000000518,1,1,0.6666666666666666,813.6286451000005,None,None,813.6286451000005,None,,,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
36,0,36,0,,,,,,,,,,3,0,1,b,63,0,2.666404967794728,2.15533949826702,None,815.4386341,None,817.6094048999994,None,817.6094048999994,None,817.6212914400002,None,['b'],[1.1001982000007047],817.6094048999994,None,None,819.6038084999991,None,b,1.1001982000007047,1,0,0.6756756756756757,822.2769610000005,None,None,822.2769610000005,None,,,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
37,0,37,0,,,,,,,,,,1,0,1,z,63,1,3.35133458220192,3.40155979865722,None,824.0884703999991,None,827.5109428000005,None,827.5109428000005,None,827.5218495400003,None,['z'],[1.119681799999853],827.5109428000005,None,None,829.5093386999988,None,z,1.119681799999853,1,1,0.6842105263157895,832.8801644999994,None,None,832.8801644999994,None,,,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
38,0,38,0,,,,,,,,,,0,1,3,z,27,1,3.7500315165247198,1.43470440954152,None,834.6889609999989,None,836.1394891999998,None,836.1394891999998,None,836.1383560299997,None,['z'],[1.796363399999791],836.1394891999998,None,None,838.1396565000005,None,z,1.796363399999791,1,1,0.6923076923076923,841.8942039000003,None,None,841.8942039000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
39,0,39,0,,,,,,,,,,2,3,2,z,63,1,3.26539063535182,1.90743690794447,None,843.7046607000002,None,845.6247859999994,None,845.6247859999994,None,845.6214249299989,None,['z'],[1.7840298000000985],845.6247859999994,None,None,847.6227939999999,None,z,1.7840298000000985,1,1,0.7,850.8953334999997,None,None,850.8953334999997,None,,,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
40,0,40,0,,,,,,,,,,3,0,2,b,27,1,3.3728785608729996,0.77703640172831,None,852.7050492999997,None,853.4943804999994,None,853.4943804999994,None,853.5052569399994,None,['b'],[1.6256087000010666],853.4943804999994,None,None,855.475437099999,None,b,1.6256087000010666,1,1,0.7073170731707317,858.8625113999997,None,None,858.8625113999997,None,,,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
41,0,41,0,,,,,,,,,,0,2,3,z,63,1,4.40017271499661,1.95130344756745,None,860.671276099999,None,862.6431174999989,None,862.6431174999989,None,862.6549566399989,None,['b'],[1.8529842000016288],862.6431174999989,None,None,864.640374399999,None,b,1.8529842000016288,0,0,0.6904761904761905,869.0443348999988,None,None,869.0443348999988,None,,,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
42,0,42,0,,,,,,,,,,1,1,3,b,27,1,2.433630701072358,2.40378712856304,None,870.8550175999999,None,873.2778386999989,None,873.2778386999989,None,873.2885472399993,None,['b'],[1.6781877999992503],873.2778386999989,None,None,875.2746921999997,None,b,1.6781877999992503,1,1,0.6976744186046512,877.7113598000005,None,None,877.7113598000005,None,,,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
43,0,43,0,,,,,,,,,,2,3,2,z,63,1,2.91303524001082,2.10421507306074,None,879.5215290000006,None,881.6424476000002,None,881.6424476000002,None,881.6383457299995,None,['z'],[1.6049283000020296],881.6424476000002,None,None,883.6418655999996,None,z,1.6049283000020296,1,1,0.7045454545454546,886.5543986999992,None,None,886.5543986999992,None,,,,,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,888.3555585999993,None,,,,,,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893.3558113999998,None,None,893.3558113999998,None,,,,,,,,,,,,,CBC_1044,1,5,1,6,21,0.95,2023-12-19_14h17.39.039,MSI_AV_v3,2022.1.1,59.88956364472731,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[3, 1, 2, 0]",0.45454545454545453,0.45454545454545453,1.0,0.9090909090909091,29,0,15,,,,,,,,,,,,
