trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_4.rt,allKeys.rt,response_5.keys,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_5.rt,keys_3.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
11,0,11,0,,,,,,,,,,2,2.0,0.0,b,27.0,1.0,3.76873691643126,1.18065738546375,None,214.99914780000017,None,216.14939745000015,216.14939745000015,216.16629085,None,[],,,['z'],218.14553479999995,None,z,2.4893284999998286,0,0,0.5,None,221.90113410000004,None,221.90113410000004,None,[0.48932849999982864],,,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
12,0,12,0,,,,,,,,,,0,2.0,3.0,z,63.0,0.0,4.190022164497369,3.24569326556923,None,223.7164158999999,None,226.93313335000016,226.93313335000016,226.94956075000005,None,[],,,['b'],228.92877559999988,None,b,2.2858659999997144,0,1,0.46153846153846156,None,233.11440559999983,None,233.11440559999983,None,[0.2858659999997144],,,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
13,0,13,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,3.02234236141277,1.94858485820231,None,234.91633790000014,None,236.84944685000005,236.84944685000005,236.8661259500002,None,[],,,['z'],238.8466311000002,None,z,2.903081099999781,0,0,0.42857142857142855,None,241.86545209999986,None,241.86545209999986,None,[0.9030810999997811],,,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
14,0,14,0,,,,,,,,,,2,3.0,2.0,z,63.0,1.0,4.7533305109883095,3.33124983260532,None,243.66603289999966,None,246.9829190500002,246.9829190500002,246.99929655000028,None,[],,,['z'],248.9775909,None,z,2.326721400000224,1,1,0.4666666666666667,None,253.73367770000004,None,253.73367770000004,None,[0.3267214000002241],,,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
15,0,15,0,,,,,,,,,,3,2.0,0.0,z,27.0,1.0,2.433630701072358,1.78643585472448,None,255.53260279999995,None,257.29977674999986,257.29977674999986,257.3164292500003,None,[],,,['b'],259.29497400000037,None,b,2.46401939999987,0,0,0.4375,None,261.72268280000026,None,261.72268280000026,None,[0.4640193999998701],,,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
16,0,16,0,,,,,,,,,,0,3.0,2.0,b,63.0,1.0,2.2759877950103027,1.25920145784721,None,263.53235760000007,None,264.76605364999955,264.76605364999955,264.78277045000027,z,['z'],1.6866130000003068,[1.6866130000003068],None,266.80045729999983,None,z,1.6866130000003068,0,0,0.4117647058823529,None,269.07307709999986,None,269.07307709999986,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
17,0,17,0,,,,,,,,,,0,2.0,3.0,z,63.0,1.0,2.526044641065533,1.36309078069689,['b'],270.88305239999954,None,272.2164684500001,272.2164684500001,272.23301295000033,None,[],,,['b'],274.2119609000001,None,b,3.2816171999998005,0,0,0.3888888888888889,None,276.72915639999974,None,276.72915639999974,None,[1.2816171999998005],[1.1545442000001458],,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
18,0,18,0,,,,,,,,,,1,1.0,3.0,b,27.0,1.0,2.693348633324513,1.1243895841892,None,278.53254039999956,None,279.63270584999987,279.63270584999987,279.64914045,None,[],,,['z'],281.62284139999974,None,z,2.4094921000000795,0,0,0.3684210526315789,None,284.3207045999998,None,284.3207045999998,None,[0.4094921000000795],,,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
19,0,19,0,,,,,,,,,,0,3.0,0.0,b,9.0,1.0,2.592312596923728,3.4543169006169,None,286.13324079999984,None,289.5660107499996,289.5660107499996,289.58275345000015,None,[],,,['z'],291.5627020000002,None,z,4.032613599999877,0,0,0.35,None,294.1401003000001,None,294.1401003000001,None,[2.032613599999877],,,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
20,0,20,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,4.46924002178158,2.15533949826702,None,295.94986470000003,None,298.0830583499999,298.0830583499999,298.0995848500004,None,[],,,['b'],300.0772053999999,None,b,2.5675397999998495,0,0,0.3333333333333333,None,304.54906949999986,None,304.54906949999986,None,[0.5675397999998495],,,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
21,0,21,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,4.77034425507967,0.761758675042088,None,306.3494019999998,None,307.0989630499996,307.0989630499996,307.1157960500002,None,[],,,['z'],309.0997514999999,None,z,2.5058365999998387,0,0,0.3181818181818182,None,313.8754386999999,None,313.8754386999999,None,[0.5058365999998387],,,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
22,0,22,0,,,,,,,,,,2,3.0,2.0,z,63.0,1.0,2.496959177995529,1.53243550275999,None,315.6828214999996,None,317.1987745499998,317.1987745499998,317.2154458499997,None,[],,,['b'],319.19157689999975,None,b,2.524042499999723,0,0,0.30434782608695654,None,321.69974900000034,None,321.69974900000034,None,[0.5240424999997231],,,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
23,0,23,0,,,,,,,,,,3,2.0,0.0,z,27.0,1.0,2.342239579230602,1.52290599571961,None,323.49958330000027,None,324.9986663500001,324.9986663500001,325.01572265000027,None,[],,,['b'],326.9897891999999,None,b,2.610543499999494,0,0,0.2916666666666667,None,329.3410150999998,None,329.3410150999998,None,[0.6105434999994941],,,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
24,0,24,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,2.792365600763554,1.43470440954152,None,331.1500304000001,None,332.5651797500002,332.5651797500002,332.5818159500002,None,[],,,['z'],334.5566405999998,None,z,2.501331800000571,1,1,0.32,None,337.35478049999983,None,337.35478049999983,None,[0.5013318000005711],,,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
25,0,25,0,,,,,,,,,,0,3.0,2.0,b,63.0,1.0,2.666404967794728,2.96653053743745,None,339.1665776,None,342.1166067499996,342.1166067499996,342.13332195,b,['b'],1.8791110999995908,[1.8791110999995908],None,344.15018169999985,None,b,1.8791110999995908,1,1,0.34615384615384615,None,346.82855910000035,None,346.82855910000035,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
26,0,26,0,,,,,,,,,,1,2.0,1.0,z,9.0,1.0,4.72585056748869,1.90743690794447,None,348.6329023999997,None,350.51517064999985,350.51517064999985,350.53242085000034,None,[],,,['z'],352.50762719999966,None,z,2.79780989999972,1,1,0.37037037037037035,None,357.2391330999999,None,357.2391330999999,None,[0.7978098999997201],,,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
27,0,27,0,,,,,,,,,,0,3.0,1.0,b,27.0,1.0,2.7134565917469198,1.21250262048173,None,359.04996089999986,None,360.23332234999975,360.23332234999975,360.24991945000033,b,['b'],1.9639452999995228,[1.9639452999995228],None,362.2672467000002,None,b,1.9639452999995228,1,1,0.39285714285714285,None,364.9783392999998,None,364.9783392999998,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
28,0,28,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,3.7500315165247198,1.64421109900286,None,366.7830813999999,None,368.39856975,368.39856975,368.4153321499996,None,[],,,['b'],370.39112399999976,None,b,2.6970690000002833,1,1,0.41379310344827586,None,374.14027520000036,None,374.14027520000036,None,[0.6970690000002833],,,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
29,0,29,0,,,,,,,,,,3,1.0,0.0,z,63.0,1.0,3.71372710086949,0.974903167432984,None,375.95003819999965,None,376.89984034999975,376.89984034999975,376.9163304499996,None,[],,,['z'],378.89635720000024,None,z,2.358108899999479,1,1,0.43333333333333335,None,382.6028675999996,None,382.6028675999996,None,[0.35810889999947904],,,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
30,0,30,0,,,,,,,,,,2,2.0,0.0,b,27.0,1.0,2.294664843639333,2.10421507306074,None,384.4164455,None,386.49925404999954,386.49925404999954,386.5154976499996,None,[],,,['b'],388.4900921999997,None,b,2.4194346999997833,1,1,0.45161290322580644,None,390.7936480999997,None,390.7936480999997,None,[0.41943469999978333],,,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
31,0,31,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,2.91303524001082,1.95130344756745,None,392.59969850000016,None,394.5328890500002,394.5328890500002,394.5502626499999,b,['b'],1.9078937999997834,[1.9078937999997834],None,396.55328050000026,None,b,1.9078937999997834,1,1,0.46875,None,399.46570259999953,None,399.46570259999953,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
32,0,32,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,3.26539063535182,3.40155979865722,None,401.2669023999997,None,404.6486376500004,404.6486376500004,404.66574744999957,None,[],,,['z'],406.6406579000004,None,z,2.5412842000000637,1,1,0.48484848484848486,None,409.91920819999996,None,409.91920819999996,None,[0.5412842000000637],,,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
33,0,33,0,,,,,,,,,,0,2.0,3.0,z,63.0,1.0,3.2062024266105302,1.53122835510861,None,411.7332462000004,None,413.25006974999974,413.25006974999974,413.2668023499998,None,[],,,['b'],415.2459080999997,None,b,2.1315568999993957,0,0,0.47058823529411764,None,418.4372959000002,None,418.4372959000002,None,[0.13155689999939568],,,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
34,0,34,0,,,,,,,,,,1,1.0,3.0,b,27.0,1.0,4.11514536789087,3.06992456303453,None,420.25028889999976,None,423.30023915000015,423.30023915000015,423.3168578499997,None,[],,,['b'],425.31515930000023,None,b,2.392941699999483,1,1,0.4857142857142857,None,429.4152511000002,None,429.4152511000002,None,[0.3929416999994828],,,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
35,0,35,0,,,,,,,,,,2,2.0,3.0,b,63.0,1.0,3.6438386551209,2.09887870490381,None,431.2170780999995,None,433.3002476500003,433.3002476500003,433.3168184499998,None,[],,,['z'],435.2933985999998,None,z,2.9723938999991333,0,0,0.4722222222222222,None,438.94364419999965,None,438.94364419999965,None,[0.9723938999991333],,,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
36,0,36,0,,,,,,,,,,2,0.0,2.0,z,27.0,1.0,4.01714354611405,0.80788063606262,None,440.7504863000004,None,441.53323324999997,441.53323324999997,441.54994315,None,[],,,['b'],443.53023380000013,None,b,2.3868691999991825,0,0,0.4594594594594595,None,447.5324112999997,None,447.5324112999997,None,[0.38686919999918246],,,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
37,0,37,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,4.52047235037039,1.25817747924478,None,449.3338528000004,None,450.5673500500004,450.5673500500004,450.5832126499997,None,[],,,['z'],452.58278510000036,None,z,3.1248437999997805,1,1,0.47368421052631576,None,457.0942034999998,None,457.0942034999998,None,[1.1248437999997805],,,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
38,0,38,0,,,,,,,,,,3,0.0,3.0,b,9.0,1.0,2.629554641171433,2.22427187882546,None,458.9000022,None,461.1000340500002,461.1000340500002,461.11666814999967,None,[],,,['b'],463.1046425000004,None,b,2.4624288999989403,1,1,0.48717948717948717,None,465.74127709999993,None,465.74127709999993,None,[0.4624288999989403],,,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
39,0,39,0,,,,,,,,,,2,2.0,3.0,b,63.0,0.0,4.77723667052879,1.34668860557497,None,467.5506386999996,None,468.88330304999977,468.88330304999977,468.8998187499999,None,[],,,['b'],470.8948538000004,None,b,2.469135799999549,1,0,0.5,None,475.6608877999997,None,475.6608877999997,None,[0.4691357999995489],,,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
40,0,40,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,3.73326136168326,1.38289892513751,None,477.4667137999995,None,478.83335154999963,478.83335154999963,478.85006675,None,[],,,['z'],480.8282945000001,None,z,3.047315399999661,0,0,0.4878048780487805,None,484.5775083999997,None,484.5775083999997,None,[1.0473153999996612],,,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
41,0,41,0,,,,,,,,,,0,2.0,3.0,z,63.0,1.0,2.92731383428727,0.979776149765883,None,486.3833403999997,None,487.3337232499996,487.3337232499996,487.3505254500003,None,[],,,['z'],489.3308648000002,None,z,2.718193500000325,1,1,0.5,None,492.2441934999997,None,492.2441934999997,None,[0.718193500000325],,,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
42,0,42,0,,,,,,,,,,2,3.0,2.0,z,63.0,1.0,3.35133458220192,3.1963008326951,None,494.0499563000003,None,497.21666104999963,497.21666104999963,497.2332072500001,None,[],,,['b'],499.2111380999995,None,b,2.5366147999998248,0,0,0.4883720930232558,None,502.5777409000002,None,502.5777409000002,None,[0.5366147999998248],,,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
43,0,43,0,,,,,,,,,,0,3.0,1.0,b,27.0,1.0,4.61004669244928,3.1424449555106,None,504.38359239999954,None,507.50016974999994,507.50016974999994,507.5170008499997,None,[],,,['z'],509.51576079999995,None,z,2.630151200000455,0,0,0.4772727272727273,None,514.1138742000003,None,514.1138742000003,None,[0.630151200000455],,,,,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,515.9171085999997,None,,,,,,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.9002867999998,None,None,520.9002867999998,525.8838340000002,,,,,,,,,,,,,CBC_1022,001,1,1,2,21,0.95,2023-07-18_13h36.12.008,MSI_TV_v3,2022.1.1,59.73116198598648,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,easy,"[0, 1, 2, 3]","[3, 1, 2, 0]",0.5454545454545454,0.09090909090909091,0.8181818181818182,0.45454545454545453,21,2,21,,,,,,,,,,,,
