trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,3,2.0,3.0,z,63.0,1.0,4.12485271162806,2.40378712856304,None,168.37470960000064,None,170.79605269999956,None,170.79605269999956,None,170.80740212000055,None,['z'],170.79605269999956,None,None,,172.77789409999968,None,z,1.738979499999914,1,1,0.7777777777777778,176.89679070000057,None,None,176.89679070000057,None,[1.738979499999914],,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
9,0,9,0,,,,,,,,,,2,1.0,3.0,b,27.0,1.0,4.11514536789087,1.1243895841892,None,178.7078316999996,None,179.84800750000068,None,179.84800750000068,None,179.8574097200013,None,None,179.84800750000068,None,['b'],[0.14430709999942337],181.82456920000004,None,b,2.1443070999994234,1,1,0.8,185.93832789999942,None,None,185.93832789999942,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
10,0,10,0,,,,,,,,,,1,2.0,3.0,b,63.0,1.0,4.61004669244928,1.34668860557497,None,187.7414031999997,None,189.11359520000042,None,189.11359520000042,None,189.12415842000118,None,['z'],189.11359520000042,None,None,,191.10733079999954,None,z,1.6524567999986175,0,0,0.7272727272727273,195.7073075999997,None,None,195.7073075999997,None,[1.6524567999986175],,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
11,0,11,0,,,,,,,,,,2,3.0,1.0,z,27.0,1.0,3.31929419319838,0.979776149765883,None,197.50785180000094,None,198.49244420000105,None,198.49244420000105,None,198.4902789600008,None,None,198.49244420000105,None,['z'],[0.08916800000042713],200.47460730000057,None,z,2.089168000000427,1,1,0.75,203.7909897999998,None,None,203.7909897999998,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
12,0,12,0,,,,,,,,,,1,2.0,3.0,b,63.0,1.0,3.02234236141277,2.09887870490381,None,205.5914104000003,None,207.7150459000004,None,207.7150459000004,None,207.72473271999988,None,['b'],207.7150459000004,None,None,,209.70957459999954,None,b,1.478642599999148,1,1,0.7692307692307693,212.7489141999995,None,None,212.7489141999995,None,[1.478642599999148],,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
13,0,13,0,,,,,,,,,,3,2.0,3.0,z,63.0,1.0,3.3728785608729996,3.06992456303453,None,214.5581301000002,None,217.64715050000086,None,217.64715050000086,None,217.65764002000068,None,['z'],217.64715050000086,None,None,,219.6431272000009,None,z,1.5414319999999861,1,1,0.7857142857142857,223.0320599000006,None,None,223.0320599000006,None,[1.5414319999999861],,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
14,0,14,0,,,,,,,,,,0,3.0,0.0,z,9.0,1.0,2.294664843639333,0.77703640172831,None,224.84178880000036,None,225.63081820000116,None,225.63081820000116,None,225.640995020001,None,['z'],225.63081820000116,None,None,,227.6287936000008,None,z,1.7069138000006205,1,1,0.8,229.91420040000048,None,None,229.91420040000048,None,[1.7069138000006205],,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
15,0,15,0,,,,,,,,,,2,1.0,0.0,b,63.0,0.0,2.496959177995529,0.952147612306987,None,231.72405760000038,None,232.69763860000057,None,232.69763860000057,None,232.70772372000064,None,['b'],232.69763860000057,None,None,,234.6926394000002,None,b,1.092784999998912,1,0,0.8125,237.19599070000004,None,None,237.19599070000004,None,[1.092784999998912],,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
16,0,16,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,3.71372710086949,3.4543169006169,None,239.0075106000004,None,242.48288619999948,None,242.48288619999948,None,242.4910450200001,None,None,242.48288619999948,None,['z'],[1.0889284000004409],244.45892819999972,None,z,3.088928400000441,0,0,0.7647058823529411,248.1541212000011,None,None,248.1541212000011,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
17,0,17,0,,,,,,,,,,1,2.0,0.0,b,27.0,1.0,2.6391747348430608,1.60731937853708,None,249.95834660000037,None,251.56665640000028,None,251.56665640000028,None,251.57423544000105,None,['b'],251.56665640000028,None,None,,253.5777878000008,None,b,1.5695570999996562,1,1,0.7777777777777778,256.2292109000009,None,None,256.2292109000009,None,[1.5695570999996562],,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
18,0,18,0,,,,,,,,,,0,1.0,0.0,z,63.0,1.0,2.678526077912375,3.40155979865722,None,258.0418819000006,None,261.46375400000034,None,261.46375400000034,None,261.4744883199997,None,['b'],261.46375400000034,None,None,,263.4568345000007,None,b,1.7254032999990159,0,0,0.7368421052631579,266.13174679999975,None,None,266.13174679999975,None,[1.7254032999990159],,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
19,0,19,0,,,,,,,,,,2,0.0,1.0,z,63.0,1.0,2.792365600763554,2.10421507306074,None,267.94165129999965,None,270.06644360000064,None,270.06644360000064,None,270.0744893200004,None,['z'],270.06644360000064,None,None,,272.06027639999957,None,z,1.1799164999993081,1,1,0.75,274.8646864000002,None,None,274.8646864000002,None,[1.1799164999993081],,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
20,0,20,0,,,,,,,,,,3,3.0,1.0,b,27.0,1.0,4.7533305109883095,2.96653053743745,None,276.6749507000004,None,279.66587790000085,None,279.66587790000085,None,279.67451732000114,None,None,279.66587790000085,None,['b'],[0.16403479999826232],281.6417529999999,None,b,2.1640347999982623,1,1,0.7619047619047619,286.39303010000003,None,None,286.39303010000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
21,0,21,0,,,,,,,,,,1,2.0,3.0,b,63.0,1.0,3.26539063535182,1.95130344756745,None,288.20850000000064,None,290.17947920000006,None,290.17947920000006,None,290.19133922,None,['b'],290.17947920000006,None,None,,292.1758726999997,None,b,1.2052257999985159,1,1,0.7727272727272727,295.4491866999997,None,None,295.4491866999997,None,[1.2052257999985159],,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
22,0,22,0,,,,,,,,,,0,1.0,0.0,z,63.0,1.0,2.526044641065533,1.53122835510861,None,297.2582633000002,None,298.8145932999996,None,298.8145932999996,None,298.8246175199998,None,None,298.8145932999996,None,['b'],[0.17610299999978452],300.7916578000004,None,b,2.1761029999997845,0,0,0.7391304347826086,303.3093074999997,None,None,303.3093074999997,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
23,0,23,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,2.517541937862754,2.22427187882546,None,305.10874839999997,None,307.3420210000004,None,307.3420210000004,None,307.3413067399999,None,['z'],307.3420210000004,None,None,,309.3431722999994,None,z,1.4564487999996345,0,0,0.7083333333333334,311.8632551999999,None,None,311.8632551999999,None,[1.4564487999996345],,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
24,0,24,0,,,,,,,,,,1,0.0,2.0,z,27.0,1.0,4.52047235037039,1.96568735158996,None,313.6752152000008,None,315.6622129999996,None,315.6622129999996,None,315.67461701999997,None,['b'],315.6622129999996,None,None,,317.6590486999994,None,b,1.7095255999993242,0,0,0.68,322.178774,None,None,322.178774,None,[1.7095255999993242],,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
25,0,25,0,,,,,,,,,,0,1.0,0.0,z,63.0,1.0,2.2759877950103027,1.38289892513751,None,323.99191559999963,None,325.3956607,None,325.3956607,None,325.3914501399997,None,None,325.3956607,None,['z'],[1.4359183999986271],327.37508460000026,None,z,3.435918399998627,1,1,0.6923076923076923,329.6319430000003,None,None,329.6319430000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
26,0,26,0,,,,,,,,,,2,3.0,1.0,z,27.0,1.0,4.46924002178158,0.80788063606262,None,331.4418354999998,None,332.26549370000066,None,332.26549370000066,None,332.2750335200013,None,['b'],332.26549370000066,None,None,,334.2601274000008,None,b,1.7626995999999053,0,0,0.6666666666666666,338.7291948000002,None,None,338.7291948000002,None,[1.7626995999999053],,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
27,0,27,0,,,,,,,,,,1,2.0,3.0,b,63.0,1.0,4.53337421950507,0.761758675042088,None,340.5418499999996,None,341.30824349999966,None,341.30824349999966,None,341.308253540001,None,['b'],341.30824349999966,None,None,,343.303263400001,None,b,1.3693102999986877,1,1,0.6785714285714286,347.83251500000006,None,None,347.83251500000006,None,[1.3693102999986877],,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
28,0,28,0,,,,,,,,,,3,2.0,3.0,z,63.0,1.0,2.82320408183943,1.21250262048173,None,349.6420175000003,None,350.88140720000047,None,350.88140720000047,None,350.8915341200005,None,['b'],350.88140720000047,None,None,,352.87819820000004,None,b,1.8046720000002097,0,0,0.6551724137931034,355.71560359999967,None,['z'],355.71560359999967,None,[1.8046720000002097],[0.7980640999994648],,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
29,0,29,0,,,,,,,,,,2,1.0,0.0,b,63.0,1.0,2.7134565917469198,1.52290599571961,None,357.52524880000055,None,359.0603675000002,None,359.0603675000002,None,359.05812564000024,None,['b'],359.0603675000002,None,None,,361.0614108000009,None,b,1.9118146000000706,1,1,0.6666666666666666,363.78195720000076,None,None,363.78195720000076,None,[1.9118146000000706],,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
30,0,30,0,,,,,,,,,,0,0.0,2.0,b,27.0,1.0,3.68371079902891,1.25817747924478,None,365.5918339,None,366.86492480000015,None,366.86492480000015,None,366.8749150199997,None,None,366.86492480000015,None,['z'],[0.11458639999909792],368.8422265999998,None,z,2.114586399999098,0,0,0.6451612903225806,372.52258340000117,None,None,372.52258340000117,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
31,0,31,0,,,,,,,,,,3,0.0,3.0,z,9.0,1.0,4.72585056748869,2.49839527409216,None,374.3251682000009,None,376.8475717000001,None,376.8475717000001,None,376.85827602000023,None,None,376.8475717000001,None,['z'],[0.5788245999992796],378.8253198000002,None,z,2.5788245999992796,1,1,0.65625,383.5357406000003,None,None,383.5357406000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
32,0,32,0,,,,,,,,,,1,2.0,3.0,b,63.0,1.0,4.190022164497369,1.12425433982333,None,385.342039000001,None,386.48060579999947,None,386.48060579999947,None,386.491513120001,None,['b'],386.48060579999947,None,None,,388.4722662000004,None,b,1.1436539999995148,1,1,0.6666666666666666,392.6669321999998,None,None,392.6669321999998,None,[1.1436539999995148],,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
33,0,33,0,,,,,,,,,,2,1.0,0.0,b,63.0,1.0,2.693348633324513,1.27538462653558,None,394.4760841999996,None,395.7608598000006,None,395.7608598000006,None,395.75841514000075,None,None,395.7608598000006,None,['b'],[1.2633208999995986],397.74205749999965,None,b,3.2633208999995986,1,1,0.6764705882352942,400.42632700000104,None,None,400.42632700000104,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
34,0,34,0,,,,,,,,,,0,1.0,0.0,z,63.0,0.0,3.6438386551209,1.90743690794447,None,402.22548129999996,None,404.14582859999973,None,404.14582859999973,None,404.14179514000006,None,['z'],404.14582859999973,None,None,,406.1438474000006,None,z,1.0537883999986661,1,0,0.6857142857142857,409.7975497999996,None,None,409.7975497999996,None,[1.0537883999986661],,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
35,0,35,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,3.73326136168326,1.18065738546375,None,411.6087839000011,None,412.81050180000057,None,412.81050180000057,None,412.8084948400012,None,None,412.81050180000057,None,['b'],[0.09781900000052701],414.7919645000002,None,b,2.097819000000527,1,1,0.6944444444444444,418.50830020000103,None,None,418.50830020000103,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
36,0,36,0,,,,,,,,,,2,2.0,1.0,z,9.0,1.0,3.35133458220192,1.78643585472448,None,420.3088430000007,None,422.1124785000011,None,422.1124785000011,None,422.1090551399995,None,None,422.1124785000011,None,['b'],[1.0311323999994784],424.0920836000005,None,b,3.0311323999994784,0,0,0.6756756756756757,427.436122000001,None,None,427.436122000001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
37,0,37,0,,,,,,,,,,0,0.0,2.0,b,27.0,1.0,2.342239579230602,3.33124983260532,None,429.2424762999999,None,432.5969232999996,None,432.5969232999996,None,432.60838482000105,None,['z'],432.5969232999996,None,None,,434.5917386000001,None,z,1.49797099999887,0,0,0.6578947368421053,436.9316120000003,None,None,436.9316120000003,None,[1.49797099999887],,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
38,0,38,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,4.77034425507967,1.43470440954152,None,438.74218049999945,None,440.1990344000005,None,440.1990344000005,None,440.2086089199998,None,['z'],440.1990344000005,None,None,,442.193643300001,None,z,1.1253567000003386,1,1,0.6666666666666666,446.9662679000012,None,None,446.9662679000012,None,[1.1253567000003386],,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
39,0,39,0,,,,,,,,,,3,3.0,1.0,b,27.0,1.0,2.92731383428727,2.78346932462847,None,448.77576059999956,None,451.58073909999985,None,451.58073909999985,None,451.5919347200011,None,None,451.58073909999985,None,['b'],[1.5687184999987949],453.558937400001,None,b,3.568718499998795,1,1,0.675,456.4813357000003,None,None,456.4813357000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
40,0,40,0,,,,,,,,,,0,1.0,0.0,z,63.0,1.0,4.82531807167306,3.1424449555106,None,458.2921638000007,None,461.4473574000003,None,461.4473574000003,None,461.45852341999995,None,['z'],461.4473574000003,None,None,,463.44569330000013,None,z,1.3948216999997385,1,1,0.6829268292682927,468.28410780000013,None,None,468.28410780000013,None,[1.3948216999997385],,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
41,0,41,0,,,,,,,,,,1,2.0,0.0,b,27.0,1.0,3.76873691643126,1.64421109900286,None,470.09236390000115,None,471.74627429999964,None,471.74627429999964,None,471.74214193999995,None,['b'],471.74627429999964,None,None,,473.7436094000004,None,b,1.7811443999999028,1,1,0.6904761904761905,477.5147212000011,None,None,477.5147212000011,None,[1.7811443999999028],,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
42,0,42,0,,,,,,,,,,3,2.0,3.0,z,63.0,1.0,2.91303524001082,1.53243550275999,None,479.32572210000035,None,480.88112589999946,None,480.88112589999946,None,480.8921491199995,None,None,480.88112589999946,None,['b'],[0.3078752000001259],482.85928290000084,None,b,2.307875200000126,0,0,0.6744186046511628,485.76483240000016,None,None,485.76483240000016,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
43,0,43,0,,,,,,,,,,2,0.0,1.0,z,63.0,1.0,2.666404967794728,3.24569326556923,None,487.57612210000116,None,490.8328007,None,490.8328007,None,490.842197720001,None,['z'],490.8328007,None,None,,492.82456339999953,None,z,1.259003200000734,1,1,0.6818181818181818,495.5007292999999,None,None,495.5007292999999,None,[1.259003200000734],,,,,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,497.30912270000044,None,,,,,,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.3091566000003,None,None,502.3091566000003,None,,,,,,,,,,,,,CBC_1027,001,5,1,7,2,0.95,2023-07-21_16h27.29.899,MSI_AV_v3,2022.1.1,59.94388053936202,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[0, 2, 1, 3]",0.7272727272727273,0.8181818181818182,0.45454545454545453,0.7272727272727273,28,0,16,,,,,,,,,,,,
