trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,keys_6.rt,response_4.rt,allKeys.rt,keys_3.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,267.8379952000005,None,t,78.3165626,267.8379952000005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
,,,,,,,,,,None,346.1755635999998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
0,0,0,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,2.92731383428727,3.40155979865722,None,346.3751659999998,None,349.7586006500005,349.7586006500005,349.77524195000024,None,[],['z'],[0.5144331999999849],351.77204660000007,None,z,2.514433199999985,0,0,0.0,None,354.7232376000002,None,354.7232376000002,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
1,0,1,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,4.12485271162806,2.40378712856304,None,356.50852060000034,None,358.8922056500005,358.8922056500005,358.90887375000057,None,[],['z'],[0.41368379999948957],360.89068510000016,None,z,2.4136837999994896,0,0,0.0,None,365.0218147000005,None,365.0218147000005,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
2,0,2,0,,,,,,,,,,3,1.0,2.0,z,9.0,1.0,2.7134565917469198,0.952147612306987,None,366.8252395999998,None,367.75874015000045,367.75874015000045,367.7753891500006,None,[],['b'],[0.4521621000003506],369.76301460000013,None,b,2.4521621000003506,0,0,0.0,None,372.4889739,None,372.4889739,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
3,0,3,0,,,,,,,,,,0,1.0,0.0,z,63.0,1.0,4.77034425507967,2.6299100644723,None,374.2920877000006,None,376.90886885000054,376.90886885000054,376.92550565000056,None,[],['z'],[0.4468997000003583],378.9090532,None,z,2.4468997000003583,1,1,0.25,None,383.7073522999999,None,383.7073522999999,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
4,0,4,0,,,,,,,,,,2,3.0,1.0,b,27.0,1.0,3.3728785608729996,2.09887870490381,None,385.50834900000063,None,387.59169905,387.59169905,387.60843785,None,[],['b'],[0.7392006000000038],389.5968504000002,None,b,2.7392006000000038,1,1,0.4,None,392.9762201000003,None,392.9762201000003,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
5,0,5,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,3.31929419319838,1.21250262048173,None,394.79180540000016,None,395.9754427500002,395.9754427500002,395.9921666500004,None,[],['b'],[0.3890582000003633],397.9819956000001,None,b,2.3890582000003633,0,0,0.3333333333333333,None,401.3044541999998,None,401.3044541999998,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
6,0,6,0,,,,,,,,,,3,2.0,3.0,b,63.0,1.0,2.517541937862754,1.96568735158996,None,403.10866220000025,None,405.0586905500004,405.0586905500004,405.0754991499998,None,[],['z'],[0.3240683000003628],407.05749449999985,None,z,2.324068300000363,0,0,0.2857142857142857,None,409.57510790000015,['b'],409.57510790000015,None,[1.466841000000386],,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
7,0,7,0,,,,,,,,,,0,2.0,0.0,z,27.0,1.0,2.592312596923728,3.4543169006169,None,411.3752181,None,414.80793665000056,414.80793665000056,414.8246600500006,z,['z'],None,,416.8445582000004,None,z,1.9667396000004373,1,1,0.375,None,419.4536945,None,419.4536945,None,,1.9667396000004373,[1.9667396000004373],,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
