trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,keys_6.rt,response_4.rt,allKeys.rt,keys_3.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,4.52047235037039,1.64421109900286,None,421.2586646,None,422.87529534999976,422.87529534999976,422.8919635500006,None,[],['z'],[0.8625623000007181],424.87340660000064,None,z,2.862562300000718,0,0,0.3333333333333333,None,429.39980580000065,['b'],429.39980580000065,None,[1.5033468000001449],,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
9,0,9,0,,,,,,,,,,1,3.0,1.0,z,27.0,1.0,2.792365600763554,1.25817747924478,None,431.2090263,None,432.4418600500003,432.4418600500003,432.4584785500001,b,['b'],None,,434.4842730999999,None,b,1.9988855000001422,0,0,0.3,None,437.2697966000005,None,437.2697966000005,None,,1.9988855000001422,[1.9988855000001422],,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
10,0,10,0,,,,,,,,,,3,3.0,2.0,z,63.0,1.0,2.693348633324513,1.90743690794447,['z'],439.0756028000005,None,440.9586250500006,440.9586250500006,440.9753405500005,None,[],['b'],[0.624431000000186],442.9567317000001,None,b,2.624431000000186,0,0,0.2727272727272727,None,445.6510951999999,None,445.6510951999999,None,,,,[0.23085450000053243],,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
11,0,11,0,,,,,,,,,,1,1.0,3.0,b,27.0,1.0,3.35133458220192,0.761758675042088,None,447.45853010000064,None,448.20780405000005,448.20780405000005,448.22436285000003,None,[],['b'],[0.5483669999994163],450.2037228999998,None,b,2.5483669999994163,1,1,0.3333333333333333,None,453.5560225999998,None,453.5560225999998,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
12,0,12,0,,,,,,,,,,3,3.0,2.0,z,63.0,1.0,4.40017271499661,2.96653053743745,None,455.35851020000064,None,458.3074855499999,458.3074855499999,458.3244394499998,None,[],['b'],[0.4205085000003237],460.3031654000006,None,b,2.4205085000003237,0,0,0.3076923076923077,None,464.69251799999984,None,464.69251799999984,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
13,0,13,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,4.82531807167306,1.27538462653558,None,466.49168929999996,None,467.7419391499998,467.7419391499998,467.7585296500001,z,['z'],"['b', 'b']","[1.6640297999992981, 2.5098729000001185]",469.78488730000026,None,z,1.980478999999832,0,0,0.2857142857142857,None,474.6027703999998,None,474.6027703999998,None,,1.980478999999832,[1.980478999999832],,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
14,0,14,0,,,,,,,,,,0,0.0,3.0,b,9.0,1.0,3.73326136168326,0.80788063606262,None,476.40799160000006,None,477.19255324999995,477.19255324999995,477.20885455000007,None,[],['b'],[0.7107308000004195],479.19820140000047,None,b,2.7107308000004195,1,1,0.3333333333333333,None,482.9443554999998,None,482.9443554999998,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
15,0,15,0,,,,,,,,,,1,0.0,1.0,z,63.0,0.0,2.294664843639333,1.38289892513751,None,484.75871879999977,None,486.1257427500004,486.1257427500004,486.14229935000003,None,[],['z'],[0.364522400000169],488.1302751000003,None,z,2.364522400000169,1,0,0.375,None,490.4222914000002,None,490.4222914000002,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
16,0,16,0,,,,,,,,,,2,2.0,3.0,z,63.0,1.0,4.46924002178158,3.33124983260532,None,492.2256223000004,None,495.5418352500001,495.5418352500001,495.5584191500002,None,[],['z'],[0.3151197000006505],497.5452156000001,None,z,2.3151197000006505,1,1,0.4117647058823529,None,502.0252201000003,None,502.0252201000003,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
17,0,17,0,,,,,,,,,,3,0.0,2.0,z,27.0,1.0,2.433630701072358,3.06992456303453,None,503.82536880000043,None,506.87450615000034,506.87450615000034,506.89147374999993,b,['b'],None,,508.9096811999998,None,b,1.9315192999993087,0,0,0.3888888888888889,None,511.3522782,['z'],511.3522782,None,[1.3001768000003722],1.9315192999993087,[1.9315192999993087],,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
18,0,18,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,4.72585056748869,3.24569326556923,"['z', 'z']",513.1588135000002,None,516.3753085500002,516.3753085500002,516.3918504499998,b,['b'],['b'],[0.12751530000059574],518.4189154000005,None,b,1.354642700000113,1,1,0.42105263157894735,None,523.1542982000001,None,523.1542982000001,None,,1.354642700000113,[1.354642700000113],"[0.0075034000001323875, 0.5684469999996509]",,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
19,0,19,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,2.496959177995529,1.95130344756745,None,524.9578240000001,None,526.8919346500006,526.8919346500006,526.9085298500004,None,[],['z'],[0.4016778000004706],528.8970515999999,None,z,2.4016778000004706,0,0,0.4,None,531.3940176000006,None,531.3940176000006,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
20,0,20,0,,,,,,,,,,2,1.0,3.0,z,27.0,1.0,2.342239579230602,1.60731937853708,None,533.2087572,None,534.7921466500002,534.7921466500002,534.8092196500002,z,['z'],None,,536.8358649000002,None,z,1.8262643000007301,1,1,0.42857142857142855,None,539.1874951,None,539.1874951,None,,1.8262643000007301,[1.8262643000007301],,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
21,0,21,0,,,,,,,,,,3,3.0,2.0,z,63.0,1.0,2.629554641171433,1.94858485820231,None,540.9922960000004,None,542.9245664500004,542.9245664500004,542.94137495,None,[],['b'],[0.36074850000022707],544.9210075000001,None,b,2.360748500000227,0,0,0.4090909090909091,None,547.5462819000004,None,547.5462819000004,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
22,0,22,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,4.11514536789087,0.77703640172831,None,549.3590167000002,None,550.1089964500006,550.1089964500006,550.1255205500001,z,"['z', 'b']",None,,552.1520771000005,None,z,1.367011100000127,0,0,0.391304347826087,None,556.2697113000004,['b'],556.2697113000004,None,[1.4088903000001665],1.367011100000127,"[1.367011100000127, 1.939668800000618]",,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
23,0,23,0,,,,,,,,,,2,2.0,3.0,z,63.0,1.0,4.01714354611405,0.917519910446003,['b'],558.0746957000001,None,558.9753739500002,558.9753739500002,558.9920762500005,None,[],['b'],[0.7732702000002973],560.9766934999998,None,b,2.7732702000002973,0,0,0.375,None,565.0004863000004,None,565.0004863000004,None,,,,[0.34056600000076287],,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
24,0,24,0,,,,,,,,,,3,2.0,0.0,b,27.0,1.0,2.82320408183943,1.18065738546375,None,566.8087844000001,None,567.9759110499999,567.9759110499999,567.9919695500002,None,[],"['z', 'b']","[0.6585377000001245, 1.3506913999999597]",569.9782565000005,None,z,2.6585377000001245,0,0,0.36,None,572.8009910999999,None,572.8009910999999,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
25,0,25,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,2.526044641065533,0.974903167432984,None,574.6087377000003,None,575.5590197500005,575.5590197500005,575.5758889500003,None,[],['z'],[0.5448606999998447],577.5614621000004,None,z,2.5448606999998447,0,0,0.34615384615384615,None,580.0913547999999,['b'],580.0913547999999,None,[0.9336100000000442],,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
26,0,26,0,,,,,,,,,,1,1.0,3.0,b,27.0,1.0,2.91303524001082,1.78643585472448,None,581.8918290000001,None,583.6575399499998,583.6575399499998,583.6742315500005,z,['z'],None,,585.6902838000005,None,z,1.3939541999998255,0,0,0.3333333333333333,None,588.6102871000003,None,588.6102871000003,None,,1.3939541999998255,[1.3939541999998255],,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
27,0,27,0,,,,,,,,,,3,3.0,2.0,z,63.0,1.0,2.666404967794728,1.43470440954152,None,590.4091634000006,None,591.8257720500005,591.8257720500005,591.8423278500004,None,[],['b'],[1.3213210000003528],593.8247102000005,None,b,3.321321000000353,0,0,0.32142857142857145,None,596.4936101000003,['z'],596.4936101000003,None,[1.060798600000453],,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
28,0,28,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,2.6391747348430608,0.979776149765883,None,598.3092882000001,None,599.2746606500004,599.2746606500004,599.2914038500003,None,[],['z'],[0.29305509999994683],601.270751,None,z,2.293055099999947,0,0,0.3103448275862069,None,603.9040845,['b'],603.9040845,None,[1.0935838000004878],,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
29,0,29,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,3.26539063535182,1.53122835510861,None,605.7089498000005,None,607.2259886500005,607.2259886500005,607.2426562500004,None,[],['z'],[0.14099660000010772],609.2340515000005,None,z,2.1409966000001077,1,1,0.3333333333333333,None,612.5078493999999,None,612.5078493999999,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
30,0,30,0,,,,,,,,,,0,2.0,0.0,z,27.0,1.0,4.61004669244928,1.1243895841892,None,614.3086708000001,None,615.4093022500001,615.4093022500001,615.4260205500004,None,[],['b'],[0.20762809999996534],617.4149646000005,None,b,2.2076280999999653,0,0,0.3225806451612903,None,622.0258681000005,None,622.0258681000005,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
31,0,31,0,,,,,,,,,,2,3.0,0.0,b,9.0,1.0,3.02234236141277,2.49839527409216,None,623.8259389000004,None,626.3093104500003,626.3093104500003,626.3257907500001,z,['z'],None,,628.3519254000003,None,z,1.430481499999587,0,0,0.3125,None,631.3703101000001,None,631.3703101000001,None,,1.430481499999587,[1.430481499999587],,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
32,0,32,0,,,,,,,,,,3,3.0,2.0,z,63.0,1.0,3.71372710086949,2.22427187882546,"['b', 'z']",633.1760327000002,None,635.3758029500004,635.3758029500004,635.3923823499999,z,['z'],['b'],[0.4525427000007767],637.4165456999999,None,z,1.693227200000365,1,1,0.3333333333333333,None,641.1375511000006,None,641.1375511000006,None,,1.693227200000365,[1.693227200000365],"[0.28123390000018844, 0.36452349999945]",,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
33,0,33,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,4.77723667052879,1.25920145784721,None,642.941202,None,644.17609395,644.17609395,644.19242915,z,"['z', 'b']",None,,646.2188722999999,None,z,1.411661500000264,1,1,0.35294117647058826,None,651.0044116999998,None,651.0044116999998,None,,1.411661500000264,"[1.411661500000264, 1.4802700000000186]",,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
34,0,34,0,,,,,,,,,,0,0.0,1.0,b,63.0,0.0,4.7533305109883095,2.78346932462847,None,652.8080771000004,None,655.5592401499998,655.5592401499998,655.5760071499999,None,[],['z'],[0.2046903000000384],657.5639053000004,None,z,2.2046903000000384,0,1,0.34285714285714286,None,662.3219485999998,None,662.3219485999998,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
35,0,35,0,,,,,,,,,,2,2.0,3.0,z,63.0,1.0,3.6438386551209,1.53243550275999,None,664.1258782000004,None,665.64144235,665.64144235,665.6582093500001,b,['b'],None,,667.6763588000003,None,b,1.755892700000004,0,0,0.3333333333333333,None,671.3366461000005,['z'],671.3366461000005,None,[1.2906143000000156],1.755892700000004,[1.755892700000004],,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
36,0,36,0,,,,,,,,,,1,1.0,2.0,b,9.0,1.0,3.76873691643126,1.52290599571961,None,673.1422781000001,None,674.6427258499998,674.6427258499998,674.6593794500004,None,[],"['b', 'z', 'z', 'z', 'z', 'z', 'z', 'z', 'z']","[0.02328959999977087, 0.182687900000019, 1.5819596999999703, 1.9290411000001768, 2.261722799999916, 2.5718589999996766, 2.8431934000000183, 3.150923999999577, 3.402268799999547]",676.6488310000004,None,b,2.023289599999771,1,1,0.35135135135135137,None,680.4339872999999,None,680.4339872999999,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
37,0,37,0,,,,,,,,,,0,2.0,0.0,z,27.0,1.0,2.2759877950103027,2.15533949826702,None,682.2422563,None,684.3757509500001,684.3757509500001,684.3925702500001,None,[],['z'],[0.6543805999999677],686.3772881000004,None,z,2.6543805999999677,1,1,0.3684210526315789,None,688.6566696,None,688.6566696,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
38,0,38,0,,,,,,,,,,3,2.0,3.0,b,63.0,1.0,3.68371079902891,1.34668860557497,None,690.4593027000001,None,691.7922097500004,691.7922097500004,691.8088995500002,None,[],"['b', 'z']","[0.24384069999996427, 0.6457832999994935]",693.7968507000005,None,b,2.2438406999999643,1,1,0.38461538461538464,None,697.4915527000003,None,697.4915527000003,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
39,0,39,0,,,,,,,,,,2,1.0,3.0,z,27.0,1.0,2.678526077912375,3.1963008326951,None,699.2924553000003,None,702.4758289500005,702.4758289500005,702.4923968499997,None,[],"['z', 'b', 'b']","[0.02191720000064379, 0.7409715000003416, 1.4790560000001278]",704.4798322000006,None,z,2.021917200000644,1,1,0.4,None,707.1560478000001,None,707.1560478000001,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
40,0,40,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,4.53337421950507,1.36309078069689,None,708.9590014000005,None,710.3088992500006,710.3088992500006,710.3254848500001,None,[],['b'],[1.0175227999998242],712.3119733000003,None,b,3.017522799999824,1,1,0.4146341463414634,None,716.844744,None,716.844744,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
41,0,41,0,,,,,,,,,,3,0.0,2.0,z,27.0,1.0,3.7500315165247198,3.1424449555106,None,718.6593072000005,None,721.7761268499999,721.7761268499999,721.7927885500003,b,['b'],['z'],[0.21025939999981347],723.8192854999998,None,b,1.6958743000004688,0,0,0.40476190476190477,None,727.5695433999999,None,727.5695433999999,None,,1.6958743000004688,[1.6958743000004688],,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
42,0,42,0,,,,,,,,,,2,3.0,2.0,b,63.0,1.0,3.2062024266105302,1.12425433982333,None,729.3758280000002,None,730.4758617500001,730.4758617500001,730.4925132500002,b,['b'],None,,732.5195276000004,None,b,1.6024004000000787,1,1,0.4186046511627907,None,735.7225555000005,None,735.7225555000005,None,,1.6024004000000787,[1.6024004000000787],,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
43,0,43,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,4.190022164497369,2.10421507306074,None,737.5259503000007,None,739.6093462500003,739.6093462500003,739.6259465499998,None,[],"['z', 'b']","[0.4333116000007067, 0.5210213000000294]",741.6128177999999,None,z,2.4333116000007067,0,0,0.4090909090909091,None,745.8153914000004,None,745.8153914000004,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,747.6261166000004,None,,,,,,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.6092055999998,None,None,752.6092055999998,757.5925966000004,,,,,,,,,,,,,CBC_1072,001,5,2,3,1,0.95,2024-02-02_14h13.45.206,MSI_TV_v3,2022.1.1,60.11895135722553,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[0, 1, 3, 2]",0.2727272727272727,0.5454545454545454,0.18181818181818182,0.6363636363636364,18,0,26,,,,,,,,,,,,
